Gene = Slc40a1
index = 982
Annotated 5SS: [  362   866  4427  6698  7274 13347 14691]
Annotated 3SS: [  797  4266  6581  7146 13100 14051 15862]
SMsplice 5SS: [ 362 4427 6698 7274]
SMsplice 3SS: [ 4339  6581  7146 14051]
top_k =  1000
Partition function (log Z): -3.284168012182335

Sorted 5' Splice Sites (High to Low Probability):
Position 7274: 0.9948969108259326
Position 362: 0.9428122195285268
Position 4427: 0.9268605141281823
Position 6698: 0.8716278361457486
Position 866: 0.42856888064468257
Position 13347: 0.2562040751305104
Position 14691: 0.23216568468831308
Position 9513: 0.205646192260911
Position 14281: 0.20203157972365982
Position 11878: 0.16556956934641778
Position 3707: 0.13598598345679894
Position 685: 0.11833500324740642
Position 8363: 0.08502420733710789
Position 6183: 0.03253101812570841
Position 13307: 0.02187792628268802
Position 403: 0.02183419142246772
Position 972: 0.02029372877089674
Position 1185: 0.01648587667531725
Position 10681: 0.01636964468509364
Position 9146: 0.016324741370738225
Position 2717: 0.015726377240959453
Position 3022: 0.015480768808827495
Position 6479: 0.014799957424517405
Position 1149: 0.012686048959292614
Position 1145: 0.010161945143219256
Position 9491: 0.009162546518481522
Position 3580: 0.008483923047289768
Position 5795: 0.0063059971144668065
Position 11141: 0.005346169874876058
Position 7920: 0.004834554744732768
Position 13710: 0.004766455904217626
Position 9988: 0.0038343493995376897
Position 2627: 0.003188876126130723
Position 11819: 0.0031436117673837253
Position 11786: 0.002850290134049356
Position 10811: 0.002637510455231145
Position 5046: 0.0023140969397905243
Position 2303: 0.0021616350131558673
Position 2236: 0.002104546492610677
Position 870: 0.0020660855640905074
Position 4042: 0.001978050647975181
Position 6421: 0.0019415421116875527
Position 6465: 0.0017745037987703977
Position 391: 0.001735950177891127
Position 2227: 0.0016408697280657011
Position 4394: 0.001585751944008038
Position 967: 0.0014883950477844069
Position 5994: 0.0014879903923815444
Position 4211: 0.0014512764058749491
Position 7048: 0.0013722454836960097
Position 4778: 0.00134175753526578
Position 2248: 0.0013010732462055033
Position 15662: 0.0012376987384112056
Position 5876: 0.0010316553523741381
Position 5678: 0.0008100423986757095
Position 7053: 0.0007826308060561261
Position 6825: 0.0007535638837176199
Position 6935: 0.0006819494546845329
Position 6679: 0.0006063307618287925
Position 7021: 0.0005835065852387356
Position 105: 0.0005760487574458786
Position 6613: 0.00044700450140015114
Position 371: 0.0004405734319689738
Position 6611: 0.00042159255128492617
Position 13058: 0.00040547109229019233
Position 663: 0.0003981827376564569
Position 50: 0.00037885918828394285
Position 6948: 0.00032248818148005544
Position 6692: 0.0002944607858339661
Position 11796: 0.0002798799669556306
Position 366: 0.00027708376515669215
Position 6599: 0.00019439302252392457
Position 8785: 0.00019089846383001598
Position 7688: 0.00018588257124660176
Position 6549: 0.00012697515915984002
Position 689: 0.00012045777549372872
Position 6890: 0.00010461737161640154
Position 8017: 9.823678371557456e-05
Position 456: 9.328599595744675e-05
Position 7702: 8.153703951322456e-05
Position 6647: 7.57291952164308e-05
Position 6702: 7.473152778375328e-05
Position 6576: 7.096922365914748e-05
Position 143: 7.005684203426224e-05
Position 160: 6.909734600578935e-05
Position 8908: 5.976845038145205e-05
Position 7971: 5.934962662915459e-05
Position 157: 5.743551851278479e-05
Position 173: 5.503503874722425e-05
Position 114: 5.319365690278238e-05
Position 7845: 5.234224635146765e-05
Position 1296: 5.104085674849723e-05
Position 8090: 5.083380043688381e-05
Position 7987: 4.543982692351688e-05
Position 3007: 4.463695679552206e-05
Position 4518: 4.302574883770614e-05
Position 4756: 4.0974642006152706e-05
Position 4788: 4.041350700841257e-05
Position 2641: 4.01989292100948e-05
Position 6860: 3.714993633463756e-05
Position 934: 3.652822063463279e-05
Position 696: 3.4469808718179844e-05
Position 6602: 2.8385984554550728e-05
Position 617: 2.5890388803975267e-05
Position 937: 2.3532925244907283e-05
Position 4892: 2.0866254297411883e-05
Position 186: 2.0788444115545515e-05
Position 8350: 2.0723397189035132e-05
Position 6060: 1.9605587156929427e-05
Position 36: 1.6674347159216098e-05
Position 2042: 1.542313962208113e-05
Position 649: 1.5358811652100877e-05
Position 163: 1.5292157060950944e-05
Position 680: 1.49335793333275e-05
Position 9093: 1.2462264449851545e-05
Position 419: 1.1054859037375838e-05
Position 8377: 1.0162418370896385e-05
Position 9735: 1.0110994861289705e-05
Position 381: 9.385368945989967e-06
Position 359: 9.07346617762712e-06
Position 314: 7.053375278989042e-06
Position 530: 7.045966769391411e-06
Position 516: 6.946313228348757e-06
Position 1607: 5.651385798232291e-06
Position 103: 4.693965302475824e-06
Position 1042: 4.644697993319977e-06
Position 9814: 4.041722081009961e-06
Position 568: 3.6913695300166155e-06
Position 219: 3.6852602483255413e-06
Position 9528: 3.4822467307949262e-06
Position 433: 3.4338394656014336e-06
Position 176: 3.2856717466678126e-06
Position 204: 2.802618107217595e-06
Position 9555: 2.5306848366185782e-06
Position 1254: 2.3007717826621023e-06
Position 608: 2.297434977078497e-06
Position 911: 2.1557629706402924e-06
Position 954: 1.7360541981238187e-06
Position 914: 1.5766661228752487e-06
Position 246: 1.0622958830018164e-06
Position 422: 8.771903081922346e-07
Position 4572: 8.616772637133436e-07
Position 443: 8.122789041939414e-07
Position 231: 5.731258066656032e-07
Position 885: 5.519728188100163e-07
Position 590: 5.159606638533523e-07
Position 316: 5.003974096334327e-07
Position 755: 3.626947129015234e-07
Position 983: 3.525098187999188e-07
Position 207: 3.174797037342308e-07
Position 479: 2.4435526419643533e-07
Position 997: 2.414723919512785e-07
Position 7358: 1.890189796279838e-07
Position 7311: 1.8085267004117605e-07
Position 578: 1.1163042080819943e-07
Position 7453: 1.0874506560264231e-07
Position 1011: 8.049028225848417e-08
Position 1029: 8.013018170874108e-08
Position 9997: 4.483222553054322e-08
Position 1046: 3.60663088062734e-08
Position 899: 3.569260783823658e-08

