Gene = Snapc5
index = 995
Annotated 5SS: [ 147 1315]
Annotated 3SS: [1224 2867]
SMsplice 5SS: [ 147 1315]
SMsplice 3SS: [1224 2867]
top_k =  1000
Partition function (log Z): -0.8451639478535209

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9192925650055839
Position 1315: 0.8677420722107846
Position 1498: 0.5319981958575198
Position 2016: 0.20836831372509051
Position 902: 0.17141474719513508
Position 834: 0.13092863821151324
Position 2281: 0.08426192080093742
Position 2156: 0.07347072598317209
Position 2993: 0.055695747603554786
Position 444: 0.05113597470317029
Position 1096: 0.04599138124866412
Position 1878: 0.03941074919049944
Position 734: 0.038750836355404696
Position 2152: 0.0383621887612155
Position 541: 0.03486146549377496
Position 474: 0.02623127664060612
Position 201: 0.023125523891785252
Position 1506: 0.021300430432126514
Position 2010: 0.011814880736331752
Position 3015: 0.010235179433254355
Position 718: 0.007846432039807179
Position 2297: 0.007538050657553018
Position 502: 0.006285197811962271
Position 1088: 0.006173131926530827
Position 1920: 0.0048652110523060375
Position 2658: 0.004301430873926119
Position 1517: 0.003601418948927195
Position 1329: 0.0028384973753187996
Position 232: 0.0024134230404198706
Position 2356: 0.002335999629393607
Position 1814: 0.002215132490064802
Position 1595: 0.0020712251715453898
Position 864: 0.0020657672571119095
Position 3266: 0.001849717624730994
Position 2754: 0.001482336114038033
Position 2108: 0.0013362242642216114
Position 2545: 0.0012327618477199448
Position 2397: 0.001164496166258966
Position 1831: 0.0011092169382048624
Position 824: 0.0009899949402665076
Position 2301: 0.0009833129666703706
Position 512: 0.0008781016165609189
Position 889: 0.0007596982448921637
Position 1310: 0.0007029035011106155
Position 2081: 0.0005867033075170585
Position 671: 0.0005234893469829487
Position 1305: 0.000516190221931367
Position 221: 0.0005137222233112523
Position 1991: 0.0004901276166153348
Position 153: 0.0004770235809682068
Position 2283: 0.0004382226598057356
Position 282: 0.0004073962245174598
Position 596: 0.00039338098060285134
Position 775: 0.0003932544109170493
