Gene = Syne4
index = 1053
Annotated 5SS: [ 271  585 1558 1952 2276 3227 3916]
Annotated 3SS: [ 445 1413 1756 2026 3151 3856 4007]
SMsplice 5SS: [ 271  585 1558 2276 3227 3916]
SMsplice 3SS: [ 445 1478 2026 3151 3856 4007]
top_k =  1000
Partition function (log Z): 6.579054925654551

Sorted 5' Splice Sites (High to Low Probability):
Position 3227: 0.9877710682895204
Position 271: 0.9579295148800736
Position 1558: 0.9393241080360495
Position 3916: 0.9077963660652587
Position 585: 0.8519277366415087
Position 2276: 0.7414144489317874
Position 1952: 0.35689045560366633
Position 3701: 0.35043253672667085
Position 2326: 0.13694099406566268
Position 1122: 0.06308291227243
Position 47: 0.05980058163768763
Position 694: 0.05510713337107736
Position 871: 0.05012335553580423
Position 3619: 0.04531469355465401
Position 1815: 0.044992305258576684
Position 2347: 0.04012823534758674
Position 2124: 0.034399377308716915
Position 2226: 0.01658263947681649
Position 580: 0.008633057517841582
Position 2097: 0.007849443930283768
Position 1365: 0.007381734943644271
Position 3744: 0.007025990709641276
Position 2066: 0.0070218078590398095
Position 1577: 0.004681151657199565
Position 4072: 0.004601231866162306
Position 1836: 0.0045028130440918435
Position 1165: 0.0033306389294765365
Position 3260: 0.0031754894613925328
Position 1868: 0.0023755936449492703
Position 1967: 0.002031281171449596
Position 1359: 0.002029711425866139
Position 1298: 0.0019146943449969518
Position 168: 0.0017802393033322422
Position 1933: 0.001686020992229879
Position 188: 0.0016281372639037712
Position 133: 0.0013980361332196327
Position 2027: 0.0011206526293597583
Position 1604: 0.0010521634395571548
Position 2102: 0.001023090425481868
Position 1281: 0.0009977077628147795
Position 1314: 0.00099478297380418
Position 3781: 0.0009342543417523756
Position 3872: 0.0008685711213288344
Position 418: 0.0007969496226605272
Position 3554: 0.0007605339043332039
Position 3607: 0.0007522185859608979
Position 324: 0.0007434566761653355
Position 3627: 0.0006189317684510146
Position 1726: 0.0005684716104944279
Position 385: 0.0004843291311377814
Position 875: 0.0003812484402344757
Position 2947: 0.0003800295844029202
Position 769: 0.0003760232900728142
Position 3467: 0.00031358372555010506
Position 294: 0.00025409600386021324
Position 3054: 0.00023217691353996571
Position 1691: 0.00023205632694032024
Position 2152: 0.00019796331470425314
Position 28: 0.00017458562345543961
Position 3278: 0.00017014070359274233
Position 3905: 0.00015991638903158846
Position 672: 0.00013814231218567023
Position 291: 0.00012446407640623528
Position 374: 0.00011903801159382615
Position 1592: 0.00010783464445716942
Position 914: 0.00010646841558241227
Position 1730: 0.0001032840028578828
Position 947: 0.00010148454581027635
Position 2171: 9.93738184588527e-05
Position 1612: 9.176750490138668e-05
Position 152: 8.719698085885503e-05
Position 2146: 8.458231477278779e-05
Position 2178: 8.378757767913318e-05
Position 2513: 8.052564266447314e-05
Position 224: 7.16687663478409e-05
Position 1588: 6.134958482036484e-05
Position 2737: 5.793720766550794e-05
Position 3688: 5.6592386056905116e-05
Position 1715: 5.2523923361178064e-05
Position 3476: 5.0601506046707866e-05
Position 51: 5.059834434278405e-05
Position 195: 4.940480918996405e-05
Position 456: 4.904540400673472e-05
Position 73: 3.981640401230795e-05
Position 3320: 3.931512839796701e-05
Position 1793: 3.673227061763285e-05
Position 3736: 3.508676949189503e-05
Position 3791: 3.4192741010482705e-05
Position 3250: 3.3868569452827e-05
Position 493: 3.12147073622558e-05
Position 718: 3.0200554740343172e-05
Position 1633: 2.92350515924289e-05
Position 3531: 2.689867354636771e-05
Position 3725: 2.183939234470415e-05
Position 1699: 2.1417501718904065e-05
Position 1705: 1.6633284027059005e-05
Position 1565: 1.2579883701038037e-05
Position 2570: 1.1889382353392272e-05
Position 342: 7.751225967922468e-06
Position 4076: 6.547095282613643e-06
Position 328: 6.132443893448473e-06
Position 3682: 5.667312968759395e-06
Position 3946: 5.642119344127709e-06
Position 3508: 5.5008856810483564e-06
Position 1546: 5.30476010566057e-06
Position 227: 4.603860678702114e-06
Position 82: 4.028637104202097e-06
Position 1112: 3.893553689680311e-06
Position 3415: 3.1531700633713694e-06
Position 101: 2.8024927309666848e-06
Position 623: 2.2461818236284582e-06
Position 627: 2.1565668283682533e-06
Position 928: 2.0129805967058075e-06
Position 4150: 1.9816143615862155e-06
Position 707: 1.854995206969023e-06
Position 344: 1.8372421771875796e-06
Position 390: 1.2651747646141856e-06
Position 512: 1.0165030173475355e-06
Position 611: 9.213987969522166e-07
Position 984: 8.336991659388479e-07
Position 841: 6.345860331465822e-07
Position 746: 5.376710931951292e-07
Position 802: 5.08547971868974e-07
Position 864: 4.57700038294691e-07
Position 1710: 2.2170598677264518e-07
Position 739: 1.4371875173302484e-07
Position 757: 5.577391352692601e-08
Position 407: 5.242046269603143e-08
Position 767: 4.4149931299838476e-08
Position 605: 4.3020414143794865e-08
Position 677: 4.2108374929057885e-11
Position 3392: 1.8661381524264167e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4007: 0.9469008758985169
Position 3151: 0.9126983363116994
Position 3856: 0.9108350648017757
Position 445: 0.8268405610330444
Position 2026: 0.7103021725455798
Position 1478: 0.4952060370442853
Position 3514: 0.34275971268518435
Position 1435: 0.22718129025120953
Position 2192: 0.14344984010903516
Position 1756: 0.12475615231733658
Position 2144: 0.11676311627466962
Position 1665: 0.09175840859157693
Position 1867: 0.09103525735277808
Position 1497: 0.08998272703376531
Position 1765: 0.08744270722071679
Position 1413: 0.07453946802310553
Position 3045: 0.05307551189353737
Position 1050: 0.044015041808096206
Position 3553: 0.0418938736367239
Position 417: 0.040957622081796125
Position 1190: 0.03847370551488866
Position 3409: 0.026883289868842825
Position 133: 0.025250296481371576
Position 3092: 0.023460781324475714
Position 653: 0.022597708232211456
Position 767: 0.020436334734098397
Position 1026: 0.0181910255552685
Position 3861: 0.01808058734916606
Position 206: 0.014277802759783452
Position 4015: 0.012289474029912867
Position 1441: 0.010636821117109138
Position 1248: 0.008811758585081401
Position 839: 0.008444901435129094
Position 2216: 0.007065027221925721
Position 808: 0.0056530929107281675
Position 1829: 0.00554506946052943
Position 450: 0.0053050192648899834
Position 1921: 0.004865632671618402
Position 2244: 0.004452347046144469
Position 182: 0.004136252365105259
Position 611: 0.003914434828273446
Position 357: 0.0035219927925732096
Position 4157: 0.0030274793868549418
Position 4136: 0.0024965058792625525
Position 718: 0.0024672040600063378
Position 2056: 0.0023533934534673367
Position 818: 0.002351370982269708
Position 1064: 0.00224260741284917
Position 1195: 0.0020951366510266675
Position 1927: 0.001934953015399342
Position 1271: 0.0018334705166852562
Position 3125: 0.0018223828474052968
Position 3590: 0.0016722861768131056
Position 564: 0.0016289196292417392
Position 3581: 0.0015806431326810158
Position 360: 0.001489874585422017
Position 1031: 0.0014545175746683789
Position 1819: 0.0012224543800171332
Position 1325: 0.0011725710663075591
Position 1895: 0.0011322406562019553
Position 3348: 0.0011257797833008152
Position 3531: 0.0010977902297434553
Position 1452: 0.0010877602256841863
Position 3662: 0.0010668954951059293
Position 452: 0.0010502058371424667
Position 523: 0.0010477369028243826
Position 899: 0.0010159603748691028
Position 3630: 0.0009761103989096884
Position 1217: 0.0009072098247624956
Position 3780: 0.0008203683422163885
Position 1690: 0.0008083493303574692
Position 4029: 0.0007445546202395019
Position 3052: 0.0006945839290881989
Position 3618: 0.0006749977557683568
Position 1258: 0.0006307942081375878
Position 1864: 0.0006228547494964111
Position 1444: 0.0006097521716970915
Position 557: 0.0006092842362364963
Position 1736: 0.000595283718541251
Position 1769: 0.0005852984908479528
Position 1743: 0.0005728294594458981
Position 3560: 0.0005681449444145682
Position 3535: 0.000502169660634628
Position 862: 0.0005002295869106148
Position 2146: 0.0004815276067361426
Position 3470: 0.00045712811719983827
Position 532: 0.000450331995265708
Position 1840: 0.0004395175356540912
Position 784: 0.00042451369548155397
Position 952: 0.00042153473881177423
Position 1220: 0.0004214489719852454
Position 1457: 0.00041950751457916097
Position 3588: 0.0004043619285330808
Position 1836: 0.0003950233386369367
Position 3415: 0.00037381250578875913
Position 2732: 0.0003615220266571788
Position 1007: 0.00030004674746160644
Position 1629: 0.0002916584156772237
Position 3467: 0.0002901807116728204
Position 455: 0.00028796866628531315
Position 776: 0.0002679568151267283
Position 4227: 0.00026381416985252583
Position 1734: 0.00024884800182596145
Position 2165: 0.00023152984306461629
Position 184: 0.00023132363292250612
Position 2124: 0.00021336157737456338
Position 3632: 0.00020808004305919285
Position 482: 0.0002044299766500954
Position 1362: 0.00020442889793607295
Position 1845: 0.00019655189989766222
Position 1095: 0.00018161122848979824
Position 3191: 0.00018045615508347886
Position 213: 0.00017692557929766735
