Gene = Gdpgp1
index = 430
Annotated 5SS: [341]
Annotated 3SS: [5348]
SMsplice 5SS: [341]
SMsplice 3SS: [5348]
top_k =  1000
Partition function (log Z): -8.968165226891962

Sorted 5' Splice Sites (High to Low Probability):
Position 5588: 0.5936165626094584
Position 341: 0.48240865344888384
Position 134: 0.307518639582942
Position 6469: 0.28394045579204236
Position 4990: 0.2534044710256657
Position 5093: 0.1810946863248371
Position 191: 0.14762578306569632
Position 6474: 0.07342824249422886
Position 404: 0.06968306267385012
Position 546: 0.051730258488743415
Position 5209: 0.03579336278512183
Position 291: 0.03421824813120557
Position 394: 0.017841401215511574
Position 680: 0.01639083090836379
Position 859: 0.015392695526272713
Position 5095: 0.01175764027540993
Position 1070: 0.011267941084122412
Position 2546: 0.01058097213672096
Position 5636: 0.008887914992137931
Position 3396: 0.007290345996425674
Position 2247: 0.007282207034147639
Position 1313: 0.0048814145024760665
Position 2353: 0.004828459293137409
Position 2458: 0.0038330552916001704
Position 5478: 0.0036593729686668188
Position 7602: 0.0036313108182965646
Position 2341: 0.0036183487213564338
Position 2614: 0.0035095263721219836
Position 6177: 0.003307424630569522
Position 3460: 0.0032638909840314915
Position 3357: 0.0024964338308881536
Position 2754: 0.0022275439611515414
Position 1583: 0.002118939165712034
Position 636: 0.002090686972180762
Position 172: 0.0020027253476694188
Position 3325: 0.001953973324359046
Position 3287: 0.001703124444225484
Position 3473: 0.0016929335021377777
Position 7854: 0.0016899283158618558
Position 1114: 0.001362422874433837
Position 102: 0.0010702939251672683
Position 364: 0.0010044398719291623
Position 6809: 0.0009920832678206551
Position 3389: 0.0009617854365269254
Position 627: 0.0008834004443286765
Position 1080: 0.0008174965964509405
Position 6708: 0.0006971640141811353
Position 5078: 0.0006678298716405765
Position 606: 0.0006157506464266145
Position 2899: 0.000607738074082885
Position 615: 0.0005516840782770389
Position 332: 0.000410198236400116
Position 124: 0.0003792264509109238
Position 495: 0.00031061734184331197
Position 5517: 0.00022775733751540599
Position 792: 0.0002276292868271304
Position 57: 0.00019587828357458157
Position 45: 0.00018354258964416528
Position 421: 0.0001775827846126548
Position 1060: 0.0001710275338769617
Position 1531: 0.00015062932237916478
Position 2210: 0.00012997468845784657
Position 2306: 0.0001244041211854369
Position 278: 0.0001216684621326526
Position 1147: 0.00010694899220259791
Position 3931: 0.0001007425686380119
Position 1341: 9.855311920674948e-05
Position 3191: 8.750000236192007e-05
Position 575: 8.494747808588227e-05
Position 624: 8.311626879386856e-05
Position 2676: 7.934935395557537e-05
Position 2680: 7.55060130361545e-05
Position 1136: 7.464517000405557e-05
Position 2860: 6.887408918785661e-05
Position 2823: 6.561867023320742e-05
Position 61: 2.877470220360893e-05
Position 36: 2.8092670624551396e-05
Position 7173: 2.21436050308146e-05
Position 380: 1.9475640648777245e-05
Position 26: 1.4104696020040244e-05
Position 453: 1.1456972203499116e-05
Position 20: 1.0756217818071695e-05
Position 195: 9.01505190318204e-06
Position 375: 7.513197563011926e-06
Position 239: 7.074994353051222e-06
Position 926: 5.714132095877918e-06
Position 293: 5.1202543383098845e-06
Position 205: 5.040480061477452e-06
Position 305: 4.686212226729254e-06
Position 3118: 4.2922708720689415e-06
Position 2774: 3.805508095509413e-06
Position 2819: 3.1318335471625393e-06
Position 1428: 2.5222263946552503e-06
Position 1039: 2.2334340758141318e-06
Position 1374: 2.1932519710128997e-06
Position 2435: 1.8737218439119837e-06
Position 382: 1.7994197375241004e-06
Position 2491: 1.7078308412578067e-06
Position 2242: 1.4829016463757805e-06
Position 648: 1.429169710386154e-06
Position 2408: 1.3550180487913248e-06
Position 815: 1.2845224019743528e-06
Position 1630: 1.1227150421717808e-06
Position 310: 9.266813054364042e-07
Position 746: 8.29474482006929e-07
Position 972: 7.968066772333151e-07
Position 869: 5.573842252670592e-07
Position 831: 4.2828830712099996e-07
Position 781: 4.059951128774362e-07
Position 408: 2.427380295689437e-07
Position 565: 1.782762378111819e-07
Position 567: 1.4231494133798474e-07
Position 413: 7.082819282194791e-08
Position 1472: 6.20966479996226e-08
Position 433: 4.1084984523289486e-08
Position 324: 3.967947641629678e-08
Position 843: 3.2886253969130875e-09
Position 810: 3.1358631406778285e-09
Position 441: 2.579624757093336e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5348: 0.6646662116602128
Position 4951: 0.3255403009275864
Position 6395: 0.21982178031111704
Position 4857: 0.15800096520092674
Position 6988: 0.11089733346430028
Position 6273: 0.11069183427725517
Position 5381: 0.10953151390733112
Position 5406: 0.10813604098517661
Position 3190: 0.06106396782152629
Position 8342: 0.05591389974647963
Position 447: 0.055404651842801834
Position 7751: 0.05301544418329702
Position 254: 0.049543915246860734
Position 7541: 0.04926126122617863
Position 8594: 0.04835084824748698
Position 7492: 0.04771847325068293
Position 7874: 0.03760303585816427
Position 7677: 0.02592265126610158
Position 8485: 0.025396717188973475
Position 8832: 0.0246727903382613
Position 8630: 0.023248956399128776
Position 2299: 0.018013907036668934
Position 8126: 0.017031466349279448
Position 6362: 0.016015138966190372
Position 6139: 0.01352571831877407
Position 913: 0.013246876405106058
Position 7721: 0.012640858538710708
Position 257: 0.011643514928851365
Position 363: 0.011033248542890561
Position 6104: 0.010129929622639222
Position 539: 0.009649128004804781
Position 2073: 0.008946969713336672
Position 7359: 0.008646947688805102
Position 4987: 0.0076574973898894515
Position 7512: 0.007645226836307474
Position 7811: 0.007439483825190639
Position 7137: 0.007239248704588539
Position 6634: 0.006843495505217694
Position 420: 0.0063421696676862665
Position 6243: 0.006154427704792515
Position 8321: 0.004917497573604971
Position 6568: 0.0046717442908820375
Position 7032: 0.003931257111824949
Position 7473: 0.003770050893189267
Position 8058: 0.0037068863766399774
Position 1182: 0.0035868814019699206
Position 6440: 0.0033810837570096472
Position 981: 0.0033664099371327268
Position 739: 0.0033244537894426226
Position 3825: 0.00312769523224689
Position 2490: 0.00293286645831133
Position 4866: 0.002261928390282224
Position 7311: 0.0022403020418927766
Position 9096: 0.0022229542618169345
Position 1028: 0.0022181798346909793
Position 7693: 0.0021986557042242344
Position 5070: 0.002149582788336973
Position 7735: 0.0020876056392264107
Position 5456: 0.0019604692732364598
Position 219: 0.001956028427946463
Position 6700: 0.001953580114191679
Position 5726: 0.001943383186314261
Position 3312: 0.0018744412146102117
Position 7133: 0.0018560212230996635
Position 4767: 0.0018519359733647502
Position 5352: 0.0017606390116710758
Position 7157: 0.0017327210504186343
Position 8181: 0.0017259226167048395
Position 290: 0.0017136971512211618
Position 7003: 0.0017101133931649664
Position 2242: 0.0017011726229551837
Position 2613: 0.0016953915256180602
Position 5958: 0.0016881369828869847
Position 5776: 0.0016391467051584487
Position 2210: 0.0015638336594705937
Position 2790: 0.001546908798915656
Position 2664: 0.0015459309649188842
Position 1210: 0.0014979500783353433
Position 6464: 0.0014549596441773098
Position 2527: 0.0014344279519189773
Position 6749: 0.00139396676159546
Position 805: 0.0013703774648854401
Position 310: 0.001324827635133615
Position 6984: 0.0012902985034686507
Position 2080: 0.0012480333495892566
Position 8461: 0.0012016527397580373
Position 278: 0.0011912534788115511
Position 8919: 0.001188455185038041
