Gene = Mff
index = 675
Annotated 5SS: [  195  2447  4547  6393 10618 17087 22253 25715]
Annotated 3SS: [ 2337  4325  6222 10528 16927 22192 25629 26694]
SMsplice 5SS: [  195  2447  4547  6393  8694 10618 11002 25715 26829]
SMsplice 3SS: [ 2337  4325  6222  8537 10525 10856 25629 26694 27203]
top_k =  1000
Partition function (log Z): -6.309333354386135

Sorted 5' Splice Sites (High to Low Probability):
Position 10618: 0.9490878596729102
Position 195: 0.8339622372710411
Position 2447: 0.8283225851211312
Position 4547: 0.7908594228568993
Position 11002: 0.6653618925795268
Position 6393: 0.6517658676865704
Position 8694: 0.5522678600245755
Position 17087: 0.45338597058025326
Position 3349: 0.4015344165094262
Position 3039: 0.3582939346557488
Position 12198: 0.21651870131000073
Position 18036: 0.21590638119457736
Position 4250: 0.20345455249936575
Position 6515: 0.14258648455160639
Position 9239: 0.14014932075559106
Position 911: 0.11919202980636721
Position 4412: 0.1009383589017961
Position 438: 0.0839094374650389
Position 17822: 0.08043158552642318
Position 8601: 0.0777338230222565
Position 1817: 0.07035432600128398
Position 4327: 0.06570677175150658
Position 99: 0.04848862556975228
Position 6953: 0.0449259020603419
Position 18577: 0.03966301391573236
Position 12842: 0.037370356516409985
Position 2617: 0.03594960840165753
Position 1496: 0.02934928597067076
Position 5034: 0.026195397668024978
Position 4245: 0.025346293455176933
Position 12009: 0.022696977249421497
Position 13430: 0.02238651071898906
Position 1620: 0.02118633714718621
Position 5060: 0.020283479476735207
Position 299: 0.01902191633669197
Position 17860: 0.018134038320207595
Position 10666: 0.018035978601064182
Position 4132: 0.01516399846515745
Position 18141: 0.014384795759025376
Position 6331: 0.013884749333177349
Position 11688: 0.012016780169769831
Position 4213: 0.010735854121484605
Position 12257: 0.00993007000398883
Position 11010: 0.008633736343553472
Position 16338: 0.008569006273133083
Position 2451: 0.007384127648796493
Position 1404: 0.006179269365171197
Position 18081: 0.005011948308660039
Position 1640: 0.004684977395871563
Position 11818: 0.0045770355628463755
Position 12756: 0.004541105687314633
Position 3386: 0.004403148437504574
Position 15157: 0.004259025104353678
Position 9984: 0.00405915277042808
Position 985: 0.00403758093043871
Position 524: 0.003883146087875531
Position 11705: 0.00379479281993271
Position 3250: 0.0037635518461505263
Position 6900: 0.003660606960313969
Position 2908: 0.003606599023133364
Position 3377: 0.0035810273095565393
Position 2210: 0.0032427776592895445
Position 8866: 0.003216575424312522
Position 11469: 0.003159712089253316
Position 25: 0.0028367264942938722
Position 5462: 0.002733091379286876
Position 4175: 0.002700414040014221
Position 2179: 0.0026587389429421314
Position 1781: 0.0026168523469579374
Position 2624: 0.002465326721825935
Position 10636: 0.002310130608029089
Position 18258: 0.002245164468875646
Position 1042: 0.0021142210844615934
Position 11452: 0.0020842999993539186
Position 5218: 0.001920288967506972
Position 13634: 0.0018189165467642893
Position 1485: 0.0017912575796208469
Position 5678: 0.0017678935355974045
Position 14141: 0.001726897657037653
Position 1756: 0.0017021315266407967
Position 310: 0.0016709910662550606
Position 8638: 0.0015492712789854706
Position 12228: 0.001496293277280477
Position 4835: 0.0013919216738575158
Position 8433: 0.001391573779861443
Position 3220: 0.0013503549511572766
Position 511: 0.001323902694754123
Position 2918: 0.0012630139557729685
Position 3330: 0.0012479822611213183
Position 1046: 0.0012115126669059312
Position 1400: 0.0011966892304892717
Position 7409: 0.0011696866209958993
Position 11020: 0.0011588371257305716
Position 11684: 0.0011428377316256497
Position 507: 0.0010771980432287835
Position 108: 0.0010479315537007786
Position 137: 0.0009938212187242752
Position 416: 0.0009560147632474147
Position 3265: 0.0009294971067747124
Position 15224: 0.0009121502246853023
Position 4578: 0.0008027577713548467
Position 655: 0.0007766213274797322
Position 2859: 0.0007558479936368295
Position 3099: 0.0007002333832803685
Position 4165: 0.000694383646567152
Position 1434: 0.00068825199083873
Position 11950: 0.0005735404600160557
Position 2497: 0.0005642909892132593
Position 12042: 0.0005621079701577227
Position 3368: 0.0005344034971609654
Position 5921: 0.0005203626254857362
Position 3292: 0.0004829655704284056
Position 3315: 0.0004434357037572803
Position 3075: 0.0004318646081118396
Position 3055: 0.0003870496447689423
Position 1832: 0.0003743647370441627
Position 1713: 0.0003715486127383589
Position 4450: 0.00034839304723001255
Position 12019: 0.0003344711114666619
Position 3230: 0.0003189722482520265
Position 3273: 0.00030728105534492543
Position 5113: 0.00030383928264133127
Position 4432: 0.00029301753962796245
Position 4639: 0.0002845078626845931
Position 5268: 0.00020713793616745902
Position 13080: 0.00019187181872233836
Position 11123: 0.00018724200012735473
Position 1008: 0.00018723686441611076
Position 1467: 0.00018211841983944174
Position 4537: 0.00017796096030181914
Position 1770: 0.00017404663799852054
Position 207: 0.00015588140627924827
Position 4389: 0.0001552147088970856
Position 2433: 0.00015222670907606944
Position 1432: 0.0001460587349275077
Position 1853: 0.00014126090031049034
Position 199: 0.00013665696060660378
Position 338: 0.00013129377497339548
Position 11737: 0.00012588925815474692
Position 10852: 0.00010151766953857825
Position 5144: 9.87212226142516e-05
Position 1904: 9.113792190351167e-05
Position 2910: 8.514253329370013e-05
Position 2389: 8.264606129795526e-05
Position 2018: 6.877669989027457e-05
Position 1483: 6.379621944209391e-05
Position 3049: 6.119341711560938e-05
Position 2740: 5.8216816251152376e-05
Position 2156: 5.815992096641347e-05
Position 2553: 5.644820931808025e-05
Position 1050: 5.623173690897013e-05
Position 362: 5.321330591069986e-05
Position 2436: 5.263673692565196e-05
Position 813: 5.151075797714648e-05
Position 6425: 4.819388208994807e-05
Position 541: 4.465166396121496e-05
Position 1135: 4.439542694390704e-05
Position 816: 4.110397890699253e-05
Position 10963: 3.287383779870968e-05
Position 1296: 3.0664397138664216e-05
Position 10601: 2.876153037703465e-05
Position 1329: 2.8151791011048256e-05
Position 885: 2.60766052764026e-05
Position 3245: 2.527596458892484e-05
Position 13638: 2.3704135850185632e-05
Position 1612: 2.0805265046536664e-05
Position 1596: 2.0699863347202166e-05
Position 60: 2.0634105700799543e-05
Position 1073: 1.8953146918448652e-05
Position 291: 1.8076041418006063e-05
Position 1794: 1.613550951357436e-05
Position 1101: 1.4715222741848897e-05
Position 11137: 1.450249784769487e-05
Position 1422: 1.3956863625654646e-05
Position 1518: 1.161924742868583e-05
Position 1477: 1.1596644575803533e-05
Position 11015: 9.046349108403198e-06
Position 2367: 8.195334294482823e-06
