Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  1000
Partition function (log Z): 46.85522954280489

Sorted 5' Splice Sites (High to Low Probability):
Position 18806: 0.9904376886736791
Position 3169: 0.9899020554710384
Position 2785: 0.9839413715804677
Position 18649: 0.955903663680201
Position 18977: 0.9451963162522191
Position 7559: 0.9273409343650223
Position 9040: 0.9124336137907365
Position 8728: 0.9103460603813197
Position 1709: 0.8967818587646572
Position 9239: 0.8948770585975057
Position 19227: 0.8929040595098412
Position 7777: 0.8887313450384943
Position 3408: 0.8421268259460399
Position 9702: 0.8120784683638915
Position 10129: 0.7474036664497651
Position 263: 0.7057218403804774
Position 14437: 0.6783843547626487
Position 1559: 0.6627466515514326
Position 3854: 0.567714028711514
Position 17308: 0.5144104177557841
Position 1996: 0.5085299910706877
Position 64: 0.46999888957036606
Position 3846: 0.42809524576594365
Position 14247: 0.38128254190024097
Position 333: 0.23072921407268632
Position 5713: 0.20865605569709628
Position 7265: 0.19604235935643904
Position 1940: 0.18412707602562087
Position 2547: 0.1774444938923354
Position 15329: 0.17525116454988687
Position 9589: 0.150260040762631
Position 5764: 0.1236309606730967
Position 18327: 0.1140296393411176
Position 17488: 0.1045648873831032
Position 7751: 0.08495957752370871
Position 10133: 0.0794862925840202
Position 19231: 0.07675045044477921
Position 5876: 0.07542521646132729
Position 3424: 0.06758676776915491
Position 1720: 0.06458620359397783
Position 3422: 0.059220541913617995
Position 4185: 0.05803646901017373
Position 8194: 0.050205493629038096
Position 7568: 0.047745774548916334
Position 14892: 0.04041000616231403
Position 17268: 0.03727975735995748
Position 14780: 0.036328553965307916
Position 8010: 0.03279718439127541
Position 4293: 0.031678354512338226
Position 17883: 0.0314487093351155
Position 463: 0.02619610666442131
Position 14412: 0.02494499424471408
Position 1724: 0.02359740825442777
Position 16327: 0.02191436683987179
Position 18990: 0.020798241303161755
Position 18670: 0.018439474612868944
Position 8779: 0.01758230708884738
Position 7961: 0.015719078981511037
Position 1922: 0.01562306786384588
Position 15425: 0.014663862229194746
Position 14265: 0.01463726961997266
Position 2806: 0.014036443076649622
Position 13555: 0.013808339124591522
Position 14597: 0.01334482584467624
Position 3337: 0.012042452501026198
Position 2353: 0.011121131620480172
Position 7532: 0.009913957074196372
Position 7186: 0.009798011707740781
Position 2349: 0.009639907675124295
Position 10056: 0.009087170880990527
Position 7539: 0.008653047554084463
Position 18993: 0.00855811730978657
Position 15964: 0.008116963881554962
Position 9715: 0.0078929076295202
Position 9014: 0.007690620220154213
Position 12212: 0.0074330224916456305
Position 3505: 0.007322643505518633
Position 16283: 0.006816196625703854
Position 14194: 0.006767938455715824
Position 1872: 0.00640991826308127
Position 10137: 0.006220382189473099
Position 3433: 0.006042918296196056
Position 2020: 0.0058433264229560905
Position 5421: 0.005817758595092605
Position 12245: 0.005066510294684838
Position 19435: 0.0049458726486813365
Position 9056: 0.0049044496592320404
Position 383: 0.004699283314841351
Position 19006: 0.004333949807888949
Position 10168: 0.004214316925756194
Position 3649: 0.004071180806531463
Position 5220: 0.003994959739672297
Position 12236: 0.00366278963747883
Position 1841: 0.0032324173254681524
Position 1731: 0.0030041794919526293
Position 18599: 0.0026887630248922964
Position 8718: 0.002512178598797727
