Gene = Tpbg
index = 1134
Annotated 5SS: [213]
Annotated 3SS: [1270]
SMsplice 5SS: [213]
SMsplice 3SS: [1270]
top_k =  1000
Partition function (log Z): -9.089060585335902

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.8029140762421145
Position 576: 0.4794045219608625
Position 1383: 0.43793112564459236
Position 2006: 0.13273334249236962
Position 2189: 0.07586332779975037
Position 602: 0.06990975123889413
Position 1115: 0.06357178276115671
Position 849: 0.031091372078900982
Position 1650: 0.016440419349730066
Position 1323: 0.013273983124387654
Position 1822: 0.010080645319417873
Position 568: 0.00966256970890065
Position 1996: 0.009357894994913598
Position 87: 0.007897871378620804
Position 3032: 0.006867058466012745
Position 1852: 0.006600250067312753
Position 972: 0.0054562759490084
Position 1827: 0.004518984414874185
Position 912: 0.004206203558337041
Position 184: 0.004064191217161925
Position 349: 0.00328568430207718
Position 2356: 0.002939016777094881
Position 811: 0.002025652197976374
Position 170: 0.0019454136198312293
Position 1080: 0.0019217270180502432
Position 464: 0.0018076674347377308
Position 3017: 0.0016389332851002483
Position 2027: 0.0016110144452556826
Position 1387: 0.0011955418913065028
Position 1024: 0.0011518213089305339
Position 4011: 0.0008923075338400749
Position 206: 0.0008289344091295497
Position 4332: 0.000639864660566628
Position 1411: 0.0006375698140551829
Position 956: 0.0006298141325803355
Position 2915: 0.0005578341508338431
Position 386: 0.0004600391886775003
Position 798: 0.00043698869783457666
Position 1368: 0.00034217627873625036
Position 156: 0.00023943206029951425
Position 195: 0.0002181532922878906
Position 1447: 0.0002179237228670899
Position 1711: 0.00019026571850226063
Position 1098: 0.00014542281898805037
Position 883: 0.00012917927441777208
Position 1370: 0.00011978154475670548
Position 1035: 8.771843458049868e-05
Position 339: 7.205054966834117e-05
Position 325: 6.875584400675822e-05
Position 1089: 6.826413118161296e-05
Position 1437: 6.760589769853755e-05
Position 1876: 5.7617300338145766e-05
Position 298: 5.622425699865446e-05
Position 1998: 5.037985975454833e-05
Position 200: 4.248866112458362e-05
Position 71: 4.0311471027238814e-05
Position 94: 3.88291708251537e-05
Position 1030: 3.656028128566708e-05
Position 1145: 3.082279153410749e-05
Position 628: 2.9739189420378028e-05
Position 959: 2.9401524544970456e-05
Position 1794: 2.6353155590420583e-05
Position 536: 2.4308446481907715e-05
Position 1831: 2.3414608105737555e-05
Position 1001: 2.2683632968906994e-05
Position 2249: 2.125421645515546e-05
Position 10: 1.4289890283939499e-05
Position 583: 1.2315649923544166e-05
Position 791: 1.193534583875253e-05
Position 1187: 7.851058215787187e-06
Position 445: 6.8001351106529235e-06
Position 482: 6.580616915281079e-06
Position 696: 6.043571536933495e-06
Position 648: 5.587671880946318e-06
Position 773: 5.2300279638670795e-06
Position 1314: 5.043496559948147e-06
Position 1271: 4.295476176393628e-06
Position 526: 2.1822021912801117e-06
Position 672: 2.139196696965535e-06
Position 494: 2.181290425312634e-07
Position 458: 1.4343401554147461e-07
Position 548: 3.281883478427675e-08
Position 1548: 4.6364328743417516e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1270: 0.6765464094846554
Position 455: 0.21919822630900648
Position 1905: 0.18126958698641624
Position 2950: 0.11525590645484812
Position 2072: 0.09671850392393996
Position 320: 0.09256867781943276
Position 1703: 0.0768342082376743
Position 3134: 0.07038228169285912
Position 911: 0.059578015185763555
Position 4473: 0.050728887170808944
Position 2695: 0.04986640336084448
Position 416: 0.045231057920486414
Position 4504: 0.04471394466697823
Position 2093: 0.04418225363103208
Position 2822: 0.04109096615252766
Position 1738: 0.03702965759369599
Position 740: 0.03384999948209476
Position 1495: 0.030284199559443722
Position 3937: 0.02442333096169457
Position 2117: 0.023699672902355414
Position 1941: 0.021279642984077706
Position 364: 0.01943524063764831
Position 560: 0.013860011797147926
Position 2676: 0.012920251620764432
Position 1764: 0.0108961540916216
Position 4165: 0.010286250396622166
Position 1544: 0.00971160409770752
Position 3306: 0.009458836369840943
Position 507: 0.007784907213622423
Position 3456: 0.005464449735844005
Position 3921: 0.005127578377798302
Position 975: 0.005072143123607666
Position 2048: 0.004531154351027979
Position 383: 0.004380341804362687
Position 510: 0.004194601632606208
Position 2755: 0.004189562316476016
Position 513: 0.0037375955881661
Position 4207: 0.0035600768739642023
Position 4068: 0.0027110151704195107
Position 1500: 0.0026852259079405832
Position 2342: 0.0025980016590228345
Position 2481: 0.0025854123470273856
Position 3036: 0.0024860431227699477
Position 644: 0.002469494768135225
Position 2979: 0.0024543056546718223
Position 2166: 0.002220295636523766
Position 951: 0.0021206972901089425
Position 3643: 0.0019054816445225175
Position 494: 0.0018611694645367734
Position 2327: 0.001644264163224263
Position 2308: 0.0014971785307537064
Position 385: 0.0013980444050908408
Position 1451: 0.00124624236161414
Position 1035: 0.0012146143174051724
Position 153: 0.0012040230544459753
Position 380: 0.0011203502191318424
Position 1154: 0.0011137071933397735
Position 1851: 0.001087660940520085
Position 3338: 0.0010760803064807502
Position 955: 0.000988897709139477
Position 2846: 0.0008160019639576956
Position 463: 0.0007469745475379548
Position 4375: 0.0007173531256352104
Position 1295: 0.0006546331105144053
Position 4544: 0.00062709540764485
Position 995: 0.0005586325779354695
Position 1041: 0.00047923319968476663
Position 845: 0.0004608033621044015
Position 1299: 0.000429663934581253
Position 338: 0.0004111296906249639
Position 2707: 0.0004087210950427557
Position 473: 0.000374376374052078
Position 1577: 0.00035263162324641114
Position 1001: 0.00033404478713562694
Position 2548: 0.00031396942552164054
Position 868: 0.00029016897904388756
Position 1338: 0.00020507908246006495
Position 978: 0.00018671657364757803
Position 1962: 0.00016858059846784233
Position 325: 0.00015916054800579085
Position 918: 0.00014865403611210627
Position 2102: 0.00012921348882846437
Position 927: 0.00012669694426622642
Position 1225: 0.00011773670784642112
Position 1462: 0.00010477002547146714
Position 768: 8.199274495039572e-05
Position 333: 8.0000129271194e-05
Position 924: 5.085163225655493e-05
Position 1194: 4.186611038786391e-05
Position 212: 4.130019578138223e-05
Position 2005: 3.873222617512984e-05
Position 998: 3.648665802185916e-05
Position 1774: 3.502323356445044e-05
Position 1297: 3.1005315683752575e-05
