Gene = Sept7
index = 968
Annotated 5SS: [  249 11757 13046 25200 34318 35868 41352 44037 45458 47093 49087 51402
 53815]
Annotated 3SS: [11751 12942 25092 34216 35732 41233 43943 45360 47040 48960 51265 53674
 55061]
SMsplice 5SS: [  913 13046 25200 34318 41132 41352 44037 45458 49087 51402 53815]
SMsplice 3SS: [12942 25092 34216 41002 41233 43943 45360 48960 51265 53674 55061]
top_k =  1000
Partition function (log Z): -21.59645066872625

Sorted 5' Splice Sites (High to Low Probability):
Position 25200: 0.9901891252899463
Position 13046: 0.9230646932307859
Position 34318: 0.736509684911357
Position 913: 0.6195195905817474
Position 1497: 0.4055459980501128
Position 81: 0.28110597519192176
Position 11449: 0.26722266462472466
Position 15479: 0.2135678834765523
Position 11117: 0.2067615613454259
Position 2865: 0.19647735453079335
Position 35868: 0.18474138364511936
Position 249: 0.12951163166618954
Position 13301: 0.11007193419163207
Position 11437: 0.09033752104819638
Position 10919: 0.07622427253031287
Position 13305: 0.06519076945335085
Position 17279: 0.05654282318074561
Position 13042: 0.04930132366872293
Position 125: 0.04846744840641911
Position 194: 0.039047514155750127
Position 14405: 0.02500640616696177
Position 13039: 0.023709000909685352
Position 4908: 0.013442019717512927
Position 7451: 0.006959966860583127
Position 77: 0.004731472282771186
Position 170: 0.003935922684697431
Position 697: 0.003680606361057595
Position 26045: 0.0035732632606218975
Position 9955: 0.0031764042214788867
Position 29506: 0.002835912157313461
Position 129: 0.0024592455658488496
Position 29034: 0.0020848046916257814
Position 448: 0.0012324723375281986
Position 693: 0.001215254796239993
Position 685: 0.0012022248431351136
Position 29002: 0.0011533700416924042
Position 2611: 0.000978801594635231
Position 2314: 0.0009724170464291719
Position 1221: 0.000878228573114439
Position 2226: 0.0008539563714256297
Position 1755: 0.0006155301830006449
Position 898: 0.0006118954954400894
Position 29016: 0.0005608297689942037
Position 2288: 0.0005308674368941164
Position 303: 0.0004745455268763262
Position 190: 0.00046780194918714794
Position 729: 0.0004230681632238889
Position 917: 0.00021929972929093288
Position 941: 0.0002043347669533098
Position 657: 0.00019804128199648374
Position 1218: 0.00019545217276933862
Position 701: 0.00019447186853057156
Position 559: 0.00019400981538179036
Position 1207: 0.00018951085415828744
Position 633: 0.0001717978215974606
Position 605: 0.000137479155218076
Position 980: 0.00012014418316212733
Position 198: 9.548418111590542e-05
Position 719: 6.384409454802457e-05
Position 1024: 4.930153757190816e-05
