Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  1000
Partition function (log Z): -0.33329374613201734

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.9781879610669412
Position 87: 0.9373136529098219
Position 5332: 0.8999707715796299
Position 1342: 0.7869563104421101
Position 3602: 0.746439831366323
Position 481: 0.2757209651045764
Position 1851: 0.14599391078021898
Position 7362: 0.13078548938708814
Position 3417: 0.0657649346554558
Position 6565: 0.04235439609960287
Position 7859: 0.0399877759750343
Position 6373: 0.03571035784163813
Position 5771: 0.03386023005178761
Position 1430: 0.030947129544971464
Position 5802: 0.027530191825647837
Position 447: 0.021044963463291377
Position 2153: 0.019064006798373355
Position 7615: 0.018784524179534707
Position 7058: 0.01431932372266163
Position 1963: 0.011076645029922344
Position 1331: 0.011033647075449605
Position 659: 0.00873194176942027
Position 1859: 0.006399909712163212
Position 49: 0.005224456490429227
Position 5030: 0.005165823492401738
Position 1693: 0.004823057994019965
Position 2158: 0.004555618987684552
Position 343: 0.004325608383666895
Position 64: 0.0041194859351553065
Position 1855: 0.003780044483409539
Position 4217: 0.0037429517796189206
Position 6760: 0.0033562102162979454
Position 4320: 0.0029437516518351927
Position 7118: 0.0027771101862598697
Position 5008: 0.002498638120939331
Position 1442: 0.0019284203166774763
Position 3892: 0.0018848473313014668
Position 3087: 0.001669250784726148
Position 6021: 0.0015752076982903558
Position 2222: 0.0013564910518765875
Position 6048: 0.0013306794127084958
Position 5691: 0.0013022655425461932
Position 1868: 0.001226221025054428
Position 3145: 0.001182000348713462
Position 106: 0.001120643763968914
Position 2067: 0.001019191120343971
Position 5336: 0.0009954444782947155
Position 97: 0.0009623244519305768
Position 4644: 0.0009488493242061047
Position 2475: 0.0009427505708061271
Position 6670: 0.0008833635237809899
Position 406: 0.0008099993517007891
Position 899: 0.0007848641087357349
Position 5712: 0.0006757889520762675
Position 3791: 0.0006663042863763381
Position 1272: 0.0006293294972630086
Position 1041: 0.0005655631331743703
Position 4534: 0.000560031359036967
Position 613: 0.0005371056579125688
Position 4131: 0.0005329049716818815
Position 692: 0.0005274853465906226
Position 6352: 0.0004990714083376363
Position 3811: 0.0004793978908134521
Position 1904: 0.00047547740776244715
Position 451: 0.00047326048852003777
Position 1439: 0.00045776388390282786
Position 1679: 0.00044441062467682037
Position 941: 0.0004443253852738276
Position 7610: 0.0004075142129267952
Position 5462: 0.00038829429845736686
Position 43: 0.00036684213276880445
Position 4340: 0.0003517565290896307
Position 4514: 0.00034874822916980755
Position 7572: 0.00031703590162307537
Position 6083: 0.000311826275343556
Position 6772: 0.0002891301751280241
Position 6404: 0.0002879825852386173
Position 4937: 0.0002625516405042047
Position 3826: 0.0002132828149249775
Position 4304: 0.00020523450859803716
Position 1893: 0.00019895531722622764
Position 244: 0.00019663364888076386
Position 676: 0.0001861532113000476
Position 870: 0.00018197162012653165
Position 1175: 0.0001708459327093824
Position 3368: 0.00016160569641306488
Position 412: 0.00015963719038004942
Position 2091: 0.00014744331965545063
Position 5699: 0.00014013819689147943
Position 7281: 0.00013925950034682105
Position 560: 0.0001291889078340782
Position 3858: 0.00011402282790002387
Position 1224: 0.0001133563057506463
Position 4119: 0.00011221761604348772
Position 1350: 0.00010936111761404547
Position 5141: 9.505947306161065e-05
Position 2943: 9.46182499047323e-05
Position 3505: 7.941253880880284e-05
Position 4255: 7.803066585667008e-05
Position 8238: 6.844766498036769e-05
Position 4363: 6.218304605717156e-05
Position 1213: 5.745861348264225e-05
Position 767: 4.824955280057626e-05
Position 1346: 4.574213651448965e-05
Position 4745: 4.3944036906266086e-05
Position 1883: 4.086429846384857e-05
Position 136: 3.9449826236120084e-05
Position 4197: 3.804642535158476e-05
Position 121: 3.67902977353153e-05
Position 2119: 3.442341845289875e-05
Position 857: 3.3889916691951134e-05
Position 959: 3.1678603757600485e-05
Position 587: 1.8248809122191992e-05
Position 1589: 1.6276720320225228e-05
Position 5348: 1.2284727607416854e-05
Position 1918: 9.818411937952328e-06
Position 1683: 8.492408322577167e-06
Position 1658: 7.984912620440336e-06
Position 1613: 7.382541899443806e-06
Position 41: 6.938227930623851e-06
Position 1425: 4.97698679562942e-06
Position 1337: 3.0768818434953152e-06
Position 196: 2.0067571282711343e-06
Position 5457: 1.6156243891594854e-06
Position 47: 1.1413417732481832e-06
Position 207: 7.089675960243504e-07
Position 190: 5.383799897218619e-07
Position 149: 5.113160762910291e-07
Position 248: 2.699504575880039e-07
Position 250: 2.0799218910888775e-07
Position 230: 1.8630103317197517e-07
Position 5504: 1.3099778216604394e-07
Position 238: 6.041147229173733e-08
Position 370: 5.9229310811563575e-08
Position 458: 4.440234219075696e-08
Position 242: 4.2674763796091516e-08
Position 298: 3.9442706037925096e-08
Position 509: 2.769956626324904e-08
Position 272: 2.0627457692902054e-08
Position 665: 2.0425830643956417e-08
Position 727: 1.4470602424727684e-08
Position 549: 1.0715055031339676e-08
Position 843: 1.018046018806332e-08
Position 504: 4.585040787351676e-09
Position 579: 2.198312039531536e-09
Position 983: 1.0943112669850205e-09
Position 694: 7.044725815246598e-10
Position 730: 6.260596383661908e-10

Sorted 3' Splice Sites (High to Low Probability):
