Gene = Rb1cc1
index = 885
Annotated 5SS: [  313 13405 15429 19443 19755 23820 25734 29631 30335 30700 30862 31015
 33165 33548 35523 46451 48298 48620 49946 50977 54112 56183 58127]
Annotated 3SS: [13294 15313 19315 19583 23616 25306 29459 30149 30512 30779 30952 33060
 33420 33630 46284 48188 48378 49896 50928 54052 56045 58055 59552]
SMsplice 5SS: [  313  6943 13405 15429 19443 29631 30335 30700 33165 42076 46205 46451
 47591 48298 48620 49946 58127]
SMsplice 3SS: [ 6783 13294 15313 19315 29459 30149 30512 33060 41941 46012 46284 47467
 48188 48378 49896 58007 59552]
top_k =  1000
Partition function (log Z): 3.0327324250972776

Sorted 5' Splice Sites (High to Low Probability):
Position 46451: 0.9998314881829183
Position 15429: 0.9990077240660924
Position 33165: 0.9959596166101957
Position 13405: 0.9899776159691931
Position 42076: 0.9760485138775992
Position 313: 0.963145099309696
Position 48620: 0.956024747348133
Position 30700: 0.9487723967654016
Position 19443: 0.935499890068808
Position 48298: 0.9211440218629127
Position 50977: 0.7798010537529704
Position 29631: 0.7605354573812676
Position 30335: 0.6985438063041332
Position 6943: 0.6356509608446348
Position 46205: 0.5993434215662413
Position 47591: 0.5942227595635058
Position 49946: 0.5791322807100932
Position 30862: 0.4967670787790256
Position 56183: 0.487488281351992
Position 19755: 0.4833311432170052
Position 23820: 0.3200557307641702
Position 54112: 0.30229248424969357
Position 58127: 0.21724630716924415
Position 1363: 0.21581542323622688
Position 6729: 0.2157578975296133
Position 35523: 0.21051583402005433
Position 8634: 0.1941735558515855
Position 50432: 0.15686750199419502
Position 48447: 0.1329410567508952
Position 36368: 0.12902516896172794
Position 36376: 0.12757106807059118
Position 56174: 0.1233130785834428
Position 14872: 0.11424078464251654
Position 25734: 0.10803473170882841
Position 3693: 0.1021839167630504
Position 25219: 0.10120869969513209
Position 23765: 0.08182687593958163
Position 55771: 0.0774398865250959
Position 29604: 0.07000172257295788
Position 18128: 0.06191245857260431
Position 47843: 0.05855920629254548
Position 44190: 0.05495241032738636
Position 3530: 0.05325515119690436
Position 41749: 0.046277743129394575
Position 39386: 0.04331323572169982
Position 51131: 0.03844989202691498
Position 31697: 0.03706540945359004
Position 56201: 0.03524220298906125
Position 6913: 0.03286668332251822
Position 9105: 0.02917220265359525
Position 31015: 0.027372673187101525
Position 13766: 0.02712142179711805
Position 608: 0.025424395411455223
Position 50229: 0.02332269113052456
Position 13913: 0.02211217946556903
Position 6433: 0.021170008806034233
Position 43871: 0.01991933725231987
Position 6197: 0.019612033114085558
Position 5766: 0.019210975175092636
Position 9058: 0.018308941352611807
Position 53663: 0.018054656821665217
Position 31707: 0.01783637708223227
Position 33791: 0.017382064272088264
Position 31489: 0.01692481524907112
Position 31767: 0.01611054039814566
Position 30324: 0.015939587780877933
Position 30912: 0.01588364108173958
Position 33482: 0.015693851550095943
Position 38369: 0.015624197445688808
Position 48514: 0.015528203285797041
Position 33760: 0.014086986143327667
Position 5543: 0.0132898194576438
Position 7275: 0.013071180742468382
Position 940: 0.01281481628341343
Position 795: 0.012534109261734292
Position 15591: 0.012301364702530156
Position 4367: 0.011783979487192807
Position 1984: 0.01133528156545163
Position 52389: 0.010854069793556008
Position 49053: 0.01081473634389475
Position 165: 0.010556252819987655
Position 17799: 0.01020002586678098
Position 2211: 0.009795388595711736
Position 16564: 0.009674798705461996
Position 31223: 0.0092173740995421
Position 59144: 0.007734320899115209
Position 13901: 0.0077103054271315
Position 36190: 0.007307225879456196
Position 31717: 0.007297458153326027
Position 22350: 0.0070673035260828574
Position 15073: 0.007041769290276174
Position 6201: 0.006936856045723353
Position 5758: 0.006729600356879606
Position 1430: 0.006621659624073264
Position 4828: 0.00637043722052012
Position 6003: 0.005973725446606171
Position 260: 0.005967888044657919
Position 49172: 0.004976390465122057
Position 49195: 0.004563696697361474
Position 14528: 0.004562762877124747
Position 1373: 0.004410741689596175
Position 1013: 0.004106421743550518
Position 56424: 0.0030131672065470084
Position 34874: 0.0026889662215047066
Position 3914: 0.0026364361907927807
Position 4396: 0.002538899410991591
Position 49101: 0.002537148413428831
Position 23544: 0.0022330187949242686
Position 48841: 0.0020162765653281723
Position 13696: 0.0019960757304564275
Position 13752: 0.001938854571131218
Position 48624: 0.001562586659400512
Position 15107: 0.001541347114097509
Position 49966: 0.0014932408526839545
Position 529: 0.0014381497772761873
Position 33736: 0.0013503737307178328
Position 20495: 0.0011616070190237809
Position 1118: 0.001145554945888947
Position 30664: 0.0009604617260713846
Position 20158: 0.0009506264563824313
Position 47909: 0.0008298841498818176
Position 198: 0.0007767260887991971
Position 23501: 0.0007531364313965424
Position 189: 0.0007333344427087347
Position 35988: 0.0006497024971927336
Position 867: 0.0006447907604959148
Position 515: 0.0006149440386867922
Position 19689: 0.0005735314863503253
Position 19920: 0.0005672396817760594
Position 565: 0.0005644970681718251
Position 35059: 0.0005097409842450009
Position 33631: 0.0004856309776196152
Position 20564: 0.0004662858829627226
Position 33762: 0.00045827810251800147
Position 22482: 0.000444158265008204
Position 49060: 0.0003908747344009845
Position 1105: 0.00036924711088974813
Position 484: 0.0003426886129567781
Position 2126: 0.00031927967530744603
Position 702: 0.00031865000280411433
Position 23172: 0.00029030051455463404
Position 21736: 0.00026353181490759595
Position 6743: 0.00023923802528493562
Position 1453: 0.00022542383293280656
Position 55310: 0.00022376280245256904
Position 33556: 0.00021679312008603677
Position 758: 0.00020648523212623307
Position 731: 0.0002010786262085277
Position 7818: 0.00018412195820315051
Position 813: 0.00016935757466316766
Position 7393: 0.00016220186479482847
Position 15728: 0.000158760849464083
Position 33752: 0.00015385906046207513
Position 375: 0.00014320235655375702
Position 1289: 0.0001420074075444533
Position 19419: 0.0001378184729077942
Position 17012: 0.0001202548829891418
Position 49096: 0.00011666365083844334
Position 2975: 0.00011450052984834995
Position 4374: 0.00011348684376493847
Position 5498: 0.00010492013808979268
Position 15710: 0.00010211739757859422
Position 33498: 0.00010087812925050887
Position 2106: 0.00010012640241625567
Position 194: 9.113661161398339e-05
Position 1974: 8.331681411264478e-05
Position 7796: 7.767825054154404e-05
Position 30866: 7.058994881969878e-05
Position 8285: 6.707694187841752e-05
Position 8820: 6.661163814744059e-05
Position 19447: 6.573497410267434e-05
Position 49492: 6.524460219050439e-05
Position 49586: 6.489681251038246e-05
Position 956: 6.354304964673346e-05
Position 17943: 6.077691529178225e-05
Position 52044: 6.040177401638231e-05
Position 96: 5.728068273450532e-05
Position 15668: 5.515532951375948e-05
Position 16130: 5.504095240086628e-05
Position 7833: 5.2402747033283144e-05
Position 652: 4.915156039294756e-05
Position 541: 4.677840188830506e-05
Position 762: 4.6743240360096867e-05
Position 50910: 4.576298588331427e-05
Position 219: 4.4662118514757145e-05
Position 4783: 4.349258721358274e-05
Position 1122: 4.065243012804406e-05
Position 808: 3.9045017500379336e-05
Position 647: 3.73556617712781e-05
Position 645: 3.682974131181514e-05
Position 787: 2.840421885661268e-05
Position 6968: 2.670093934501099e-05
Position 4816: 2.6439137538273612e-05
Position 753: 2.6233413823027045e-05
