Gene = Pigg
index = 819
Annotated 5SS: [  470  1556  4864  6405  7429 14421 19584 20357 23953 26138 29496 31779]
Annotated 3SS: [ 1349  4653  6215  7286 14207 19365 20074 23494 25945 29185 31614 35227]
SMsplice 5SS: [  470  6405  7429 14421 20357 23953 26138 29496 31779]
SMsplice 3SS: [ 6294  7286 14207 20074 23752 25945 29185 31614 35280]
top_k =  1000
Partition function (log Z): 0.05026417012664819

Sorted 5' Splice Sites (High to Low Probability):
Position 6405: 0.9928742641991802
Position 23953: 0.9697087436693125
Position 26138: 0.9360033311934034
Position 31779: 0.8863977618487593
Position 29496: 0.846832403551249
Position 14421: 0.7986370345573649
Position 7429: 0.7586051287484704
Position 470: 0.7018789928396504
Position 20357: 0.6332280916809868
Position 10311: 0.46278100076699413
Position 3659: 0.32533851636027245
Position 31524: 0.3041363296359173
Position 1556: 0.29158402165429487
Position 4864: 0.2881262248427635
Position 8874: 0.23989117624485604
Position 15222: 0.2270031954840962
Position 24250: 0.22599454511807687
Position 32399: 0.20447776704833137
Position 14426: 0.19012387094429484
Position 19584: 0.18304335498281601
Position 4066: 0.16999652083859446
Position 25753: 0.16939522578676852
Position 15379: 0.1584809651879288
Position 364: 0.15264470509132266
Position 25683: 0.13650967267963615
Position 11989: 0.1357339590786676
Position 128: 0.11384899400857024
Position 23614: 0.09772439103814552
Position 8410: 0.09165955688338437
Position 34546: 0.08427427116164754
Position 25780: 0.07647107934912843
Position 7380: 0.06636295652781557
Position 33689: 0.06588765035062821
Position 27499: 0.062345323269771206
Position 29770: 0.05508517277931542
Position 32405: 0.05412917568554149
Position 11: 0.049366565160037845
Position 1719: 0.04753598362507297
Position 5630: 0.04029050901033007
Position 2214: 0.039862922713923464
Position 15102: 0.03675004469786913
Position 188: 0.03320496782338033
Position 4993: 0.03315142255178985
Position 17209: 0.030194384363780226
Position 20210: 0.03001959513392389
Position 31370: 0.029831949666851695
Position 7135: 0.02934158643722471
Position 27050: 0.02874629971157601
Position 12002: 0.02797350678348481
Position 7176: 0.027184901317729444
Position 35467: 0.025564082197965018
Position 7505: 0.025156436280590153
Position 24095: 0.02452155304806041
Position 8508: 0.023905926763588617
Position 10736: 0.020222197638621785
Position 19315: 0.01868697265215843
Position 26333: 0.018409594042039824
Position 19230: 0.01814401440897521
Position 23793: 0.015066318045387366
Position 26666: 0.014379515642222824
Position 179: 0.013972231325330715
Position 10913: 0.011887610384813454
Position 30144: 0.011872054144851683
Position 29526: 0.010776031109174727
Position 10891: 0.009966213139771968
Position 19473: 0.009786611506349253
Position 31328: 0.009309739124442603
Position 30122: 0.008616828557666404
Position 83: 0.008604410756933252
Position 35144: 0.00858931419776218
Position 6703: 0.007879203347773003
Position 17957: 0.007233725759202289
Position 3326: 0.007116484364594846
Position 35176: 0.00711321047250597
Position 31404: 0.007037353654169139
Position 11649: 0.006934803376426102
Position 25691: 0.006647022854656525
Position 7745: 0.006618372178206068
Position 6695: 0.006585124795840114
Position 12044: 0.006367437020109645
Position 4017: 0.00635400371866022
Position 1452: 0.006118871707488824
Position 21485: 0.006000823632184143
Position 19997: 0.0059561136737150905
Position 6691: 0.005879475603567828
Position 1817: 0.0057834587142017255
Position 6699: 0.005593503403829973
Position 251: 0.005376134014338988
Position 19078: 0.005341437783070135
Position 238: 0.00531105522072717
Position 20703: 0.005291370390852492
Position 35164: 0.005112252606565933
Position 5462: 0.004764189011110632
Position 33278: 0.0042301431338723425
Position 10082: 0.004022422711684133
Position 5105: 0.003995621830906721
Position 25676: 0.003935326012086615
Position 10595: 0.00377371650637273
Position 5289: 0.003765950610716001
Position 12077: 0.0035901995515639964
Position 16107: 0.003467369541322639
Position 35189: 0.00327297765670549
Position 10600: 0.0032131253455865284
Position 25507: 0.003100495254779834
Position 30245: 0.003005934668601876
Position 28665: 0.002924535614989644
Position 10866: 0.0026589069652082015
Position 4024: 0.002652134052690721
Position 29298: 0.002618265677156141
Position 33842: 0.0025712675904502606
Position 4553: 0.002545691852929671
Position 12007: 0.0024869357214178643
Position 10879: 0.0024858715420626666
Position 26806: 0.0022781898664349454
Position 31390: 0.0021487707904582778
Position 6817: 0.0020210113155700584
Position 4557: 0.001952995562286052
Position 9950: 0.0018617222189862303
Position 749: 0.0017935117000178954
Position 1477: 0.0016691497308001198
Position 257: 0.0016172004437785654
Position 27216: 0.001610452182573811
Position 35170: 0.0015792337119934115
Position 9368: 0.0015273450914032919
