Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  1000
Partition function (log Z): -8.002110522696539

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.8384716447888865
Position 500: 0.5643542121831313
Position 1714: 0.5091005902691844
Position 1260: 0.26035520878172413
Position 2572: 0.06334869297614239
Position 2487: 0.048642972418637125
Position 504: 0.04111000441415377
Position 1868: 0.03373895682214546
Position 1891: 0.030845397310864407
Position 316: 0.013593040972002843
Position 243: 0.008533610798135603
Position 1693: 0.007922544681280763
Position 2351: 0.007870264477748547
Position 2050: 0.007728202758439027
Position 2876: 0.007684107579815819
Position 1872: 0.007606116003868097
Position 2320: 0.00688893527321668
Position 2437: 0.006473038718451682
Position 1372: 0.0058158280258525305
Position 84: 0.005655942317756763
Position 1017: 0.0043546725695971355
Position 739: 0.0038988927128595966
Position 285: 0.0035079279036666546
Position 1850: 0.002250890121350061
Position 3282: 0.0020090143106077504
Position 1094: 0.0009881850937738898
Position 158: 0.0006163230370004924
Position 1881: 0.0004245987737658143
Position 2407: 0.00041108931299734355
Position 2538: 0.000408028892871779
Position 777: 0.0004009019697799053
Position 1519: 0.00039244758049915626
Position 1196: 0.0003579152103961474
Position 108: 0.00035179650137230796
Position 342: 0.00034729047076660234
Position 866: 0.00024348535917796896
Position 3396: 0.00024108870106297593
Position 147: 0.00022881059041437657
Position 354: 0.00020590214704260788
Position 190: 0.0002055611704839972
Position 369: 0.00018546883897173802
Position 2227: 0.00017342040863922148
Position 263: 0.00013721728623219194
Position 841: 0.00012399629436816003
Position 248: 0.00011870569260455283
Position 834: 0.0001022107299658608
Position 820: 0.00010036157494357418
Position 1029: 8.213791106876736e-05
Position 474: 8.032099627219322e-05
Position 826: 7.676681138158469e-05
Position 179: 7.141118181866987e-05
Position 1116: 6.919320358434243e-05
Position 1303: 5.589169587098613e-05
Position 227: 4.584556594071299e-05
Position 547: 4.362484357717856e-05
Position 278: 3.0303983184566094e-05
Position 2033: 2.9929278517135486e-05
Position 92: 2.339326915372843e-05
Position 1563: 2.123307436319809e-05
Position 462: 2.067834755026055e-05
Position 1000: 1.873115953024912e-05
Position 2429: 1.872389685852291e-05
Position 289: 1.6674177356683633e-05
Position 2494: 1.5801408484395384e-05
Position 868: 1.534737886327797e-05
Position 668: 1.4193602655775608e-05
Position 1118: 1.4170290692110967e-05
Position 994: 1.3591098829221532e-05
Position 732: 1.3476476001705731e-05
Position 318: 1.2809429638828841e-05
Position 522: 1.2576207330306692e-05
Position 265: 9.289350267501026e-06
Position 577: 8.763356013564438e-06
Position 1007: 5.061368199937566e-06
Position 1301: 4.514365006474936e-06
Position 24: 3.702726350685281e-06
Position 1954: 2.238957360149283e-06
Position 1704: 1.17799996974734e-06
Position 1723: 8.52429711084622e-07
Position 383: 1.179894609127444e-07
Position 441: 1.0694526347737567e-07
Position 555: 4.7097796939893014e-08
Position 538: 1.0417000398639857e-08
Position 638: 6.527589539556874e-09
Position 663: 9.863128909425478e-10
Position 631: 8.014375873138814e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.37723158185804395
Position 2264: 0.3552180529937809
Position 1593: 0.16265830061104788
Position 1093: 0.14772994341505946
Position 2714: 0.13093188107744397
Position 1806: 0.13023871769751177
Position 1622: 0.09859086661861369
Position 1659: 0.09434453131882842
Position 3176: 0.09141178395486801
Position 434: 0.0914057784091128
Position 1638: 0.08703071147374876
Position 1062: 0.07979310994198625
Position 2115: 0.07054282013539082
Position 1756: 0.057097480889461476
Position 1563: 0.05418490018692501
Position 2382: 0.0510334661229086
Position 1929: 0.04811483569317492
Position 1212: 0.03286910098945789
Position 1641: 0.03031446730127472
Position 2891: 0.027270719803023556
Position 3100: 0.02615171316217102
Position 3095: 0.021745539146086436
Position 1460: 0.02116119085837202
Position 3650: 0.020007326453840225
Position 2049: 0.015510957074737123
Position 2436: 0.012918908843468661
Position 1149: 0.012288416089979605
Position 2159: 0.011894901554274848
Position 3319: 0.011086623703216229
Position 2875: 0.009352498186597467
Position 2407: 0.008352661855919617
Position 373: 0.007182027957619649
Position 2094: 0.006665638800599698
Position 994: 0.006245000845724768
Position 1180: 0.005712096019921515
