Gene = D1Ertd622e
index = 314
Annotated 5SS: [ 244 7475]
Annotated 3SS: [ 7384 15712]
SMsplice 5SS: [  244  7475 22761 22994 23759 24475 34540 35575]
SMsplice 3SS: [ 7384 22655 22838 23669 24376 34420 35495 39933]
top_k =  1000
Partition function (log Z): -24.07034452261996

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.989504821409818
Position 7475: 0.9230847293805396
Position 8272: 0.37395650464706703
Position 9885: 0.32248005449334194
Position 4236: 0.27339342642290426
Position 10787: 0.2667665408719041
Position 13473: 0.21076947602064477
Position 1974: 0.1775221280129105
Position 10070: 0.16442237075277974
Position 6143: 0.12371298829975559
Position 4810: 0.11743902966344369
Position 4634: 0.11739499803602903
Position 4423: 0.11022282818993899
Position 4245: 0.10642978907203704
Position 6442: 0.06467377899619549
Position 6487: 0.060967165245667886
Position 15935: 0.0509236521144905
Position 13756: 0.047854854105881944
Position 4289: 0.04336724604674489
Position 4595: 0.043135926535341734
Position 5621: 0.034607248318063145
Position 6563: 0.031386449518306846
Position 8945: 0.031119656925442038
Position 3321: 0.0227469716616875
Position 16533: 0.020500177110690618
Position 6404: 0.020467420834307658
Position 7560: 0.016146905748887518
Position 8801: 0.0157746133793588
Position 2657: 0.015162348453659198
Position 14163: 0.014932548991834596
Position 4365: 0.014716216825142152
Position 3147: 0.009146653494452794
Position 2562: 0.0086238097752063
Position 8276: 0.0074373276646161005
Position 6408: 0.007360356792054463
Position 5319: 0.007025830602862397
Position 1733: 0.006297443064565617
Position 7867: 0.004775206466746319
Position 642: 0.004321361676106175
Position 324: 0.004184778520593578
Position 4080: 0.0036560949143079374
Position 1026: 0.003324406673612605
Position 520: 0.003176390857695443
Position 2684: 0.0027545459206383275
Position 316: 0.0023783106076301903
Position 295: 0.001979145700129277
Position 9667: 0.00193012434358422
Position 3257: 0.0017620898582516797
Position 7965: 0.0016822354462239062
Position 13808: 0.0016271190496018968
Position 8280: 0.0014898849121810626
Position 5375: 0.0014609910673656534
Position 787: 0.0013279955900198448
Position 7827: 0.0011371550101605553
Position 7700: 0.0011256153607622857
Position 3008: 0.0010880501320679299
Position 1181: 0.0010087435457731234
Position 2396: 0.0009916197902465603
Position 2311: 0.000963972879684988
Position 3051: 0.0009436811993114023
Position 4694: 0.0008400804502386219
Position 1859: 0.0008137593729340702
Position 2547: 0.0007955505917926734
Position 1677: 0.0007469826002145103
Position 2949: 0.0007272595552647816
Position 3676: 0.0007038934040410264
Position 2432: 0.0006427360014226049
Position 3249: 0.0006368995638099016
Position 4047: 0.0004176108155998574
Position 5532: 0.0004123206780115115
Position 3598: 0.0003929551781584929
Position 2391: 0.0003149129087731134
Position 8221: 0.00030886669826180225
Position 4833: 0.0002973113117317447
Position 5380: 0.00029318436432581517
Position 3992: 0.0002758329399030572
Position 1038: 0.0002604787510397711
Position 4150: 0.00022857273256856727
Position 3967: 0.00022212363943303537
Position 3936: 0.00019509730486945155
Position 1128: 0.00018767195746721512
Position 4073: 0.00017726584053098847
Position 479: 0.00017008108766841445
Position 13838: 0.0001686243494753265
Position 14010: 0.00016817117288823725
Position 4030: 0.00016544003948438588
Position 418: 0.00016199128509809195
Position 1865: 0.00015693001703137723
Position 2255: 0.0001533596901632238
Position 3645: 0.0001480306614120345
Position 3877: 0.00014250534743408394
Position 2045: 0.00012093872584803229
Position 6065: 8.953017507509246e-05
Position 2554: 7.183168811893801e-05
Position 116: 2.801037738895622e-05
Position 311: 2.215700129088053e-05
Position 541: 1.953516214061554e-05
Position 8119: 1.416435516069862e-05
Position 742: 1.0728074907243324e-05
Position 101: 8.002066699862205e-06
Position 1060: 6.6811347950786804e-06
Position 578: 6.666830424550392e-06
Position 506: 5.767867520323535e-06
Position 5352: 5.402262086543633e-06
Position 2139: 4.361855108575573e-06
Position 284: 3.6853226717858957e-06
Position 2289: 3.241471025553248e-06
Position 3803: 2.600715221759026e-06
Position 1622: 2.50867208319068e-06
Position 196: 2.090133993112379e-06
Position 2383: 1.9181812247787907e-06
Position 562: 1.6074949771370755e-06
Position 991: 1.3670761464515379e-06
Position 1165: 1.1593178938870098e-06
Position 1829: 1.0399094578503187e-06
Position 1158: 9.586047610984206e-07
Position 880: 7.070962669805092e-07
Position 538: 6.658613632838479e-07
Position 2567: 6.318273755746173e-07
Position 535: 5.685683238954445e-07
Position 1077: 3.8947747443235877e-07
Position 1348: 3.81933928363415e-07
Position 919: 3.5354666333714913e-07
Position 1330: 2.825080931285387e-07
Position 82: 2.652772977943741e-07
Position 1984: 2.381442134644946e-07
Position 2331: 2.1771186392622144e-07
Position 3690: 2.053650227386799e-07
Position 2794: 2.0305633204011432e-07
Position 298: 1.7991716298105128e-07
Position 330: 1.4372454196370697e-07
Position 2727: 1.2548693070000428e-07
Position 2294: 1.0789235766339575e-07
Position 248: 1.0789229208111914e-07
Position 805: 1.9262228472185297e-08
Position 779: 1.2590009463301393e-08
Position 422: 1.0416511144630346e-08
Position 609: 7.723993627478007e-09
Position 342: 7.526212435865867e-09
Position 334: 7.251408409608342e-09
Position 631: 4.194276572851552e-09
Position 328: 1.7666259969772987e-09
Position 667: 1.445110057798892e-09
Position 648: 1.365355666711269e-09
Position 720: 1.1411191940317976e-09
Position 398: 1.1092978314917712e-09
Position 795: 1.0343500938578716e-09
Position 658: 8.333823671872203e-10
Position 400: 2.608893965292597e-10
Position 420: 2.1401081892792378e-10
Position 356: 1.117286020368075e-10
Position 1306: 2.7277341581153735e-11
Position 1402: 2.3714221319649745e-11
Position 1259: 2.3306516782341762e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7384: 0.7057404624555348
Position 4148: 0.4393937942324477
Position 8146: 0.348115135383929
Position 15712: 0.3275482957260954
Position 10650: 0.2733641333674791
Position 9799: 0.2532586133946462
Position 13341: 0.22924060241077912
Position 6259: 0.17336823544709448
Position 4465: 0.1703306133269954
Position 7311: 0.16049860196061996
Position 21430: 0.16041425307730633
Position 9990: 0.12864466028224628
Position 6015: 0.11174412477710972
Position 13749: 0.1104626884267152
Position 9774: 0.10862803998213291
Position 13708: 0.10329069930060253
Position 16213: 0.09497270687362036
Position 4271: 0.09351420489636117
Position 14522: 0.09090100383239322
Position 7359: 0.06832319974594085
Position 1732: 0.06481106270519985
Position 4677: 0.05349327968821802
Position 16255: 0.05175322208623868
Position 1817: 0.051733607034743535
Position 4594: 0.050812755526093566
Position 8753: 0.04269385880994789
Position 8168: 0.028809229372490728
Position 8756: 0.02662216098704847
Position 5564: 0.025429059257421078
Position 1841: 0.023452131567846653
Position 13726: 0.020693933538490895
Position 3870: 0.014190059678792074
Position 3186: 0.013073826216254632
Position 7694: 0.012537253708708805
Position 9909: 0.011228741289355249
Position 8545: 0.011215241336680547
Position 1844: 0.010382498959435675
Position 9828: 0.009882283632086611
Position 1594: 0.009562825528603503
Position 10102: 0.008243913268441417
Position 10871: 0.007798053208613324
Position 1929: 0.007753800858948334
Position 11027: 0.007447318745772119
Position 10841: 0.007170764056921936
Position 6288: 0.007158275242101736
Position 11793: 0.007153474251390174
Position 2971: 0.006984921618272041
Position 5260: 0.00691381257337116
Position 6506: 0.006716082136292834
Position 11651: 0.006369126247406267
Position 1902: 0.006197214316077633
Position 1754: 0.005977099342110972
Position 5962: 0.005935760103397778
Position 15652: 0.005838218093266914
Position 2293: 0.0058364570667463695
