Gene = Gon4l
index = 516
Annotated 5SS: [   66  2290 11349 19565 20470 20635 21996 23276 23829 28382 33621 34613
 40700 44944 51874 52415 54609 55727 57438 59328 61341 63130 63844 64897
 66491 67670 67871 70332 72352 73377 73559]
Annotated 3SS: [ 1758 11156 19373 20394 20583 21896 23155 23657 28188 33518 34571 40675
 44839 51674 52327 54439 55581 57286 59210 59588 62873 63658 64698 66346
 67525 67750 70220 72140 72757 73455 74006]
SMsplice 5SS: [  302  2290 11349 12301 19565 20470 21996 23276 23829 28382 33621 34613
 34968 37324 44944 51874 52415 54609 55727 59328 61341 67670 67871 70332
 71349 71980 72352 73377 73559]
SMsplice 3SS: [ 2204 11156 12194 19370 20394 21896 23155 23657 28188 33518 34571 34873
 37290 44839 51674 52327 54439 55581 59210 61206 67506 67750 70220 71214
 71911 72140 73241 73455 74006]
top_k =  1000
Partition function (log Z): 33.78422836004735

Sorted 5' Splice Sites (High to Low Probability):
Position 23829: 0.9965326239165894
Position 67871: 0.996182318481727
Position 59328: 0.9960137654812211
Position 61341: 0.9889118229107374
Position 2290: 0.9887125314342894
Position 44944: 0.9765095921607034
Position 11349: 0.9532939419782726
Position 21996: 0.9404812784211304
Position 54609: 0.9390085539501044
Position 23276: 0.9242812990014214
Position 70332: 0.8903125605460933
Position 67670: 0.8720266098099213
Position 73559: 0.8331940121759089
Position 72352: 0.8288553450570881
Position 12301: 0.8262502229351327
Position 28382: 0.7787110460835357
Position 20470: 0.7637723522275075
Position 19565: 0.7588497918816438
Position 55727: 0.745827298903613
Position 37324: 0.7081531295901915
Position 33621: 0.6755578997152867
Position 52052: 0.6515291871833204
Position 71349: 0.6350857965632808
Position 71980: 0.6301321914026472
Position 34613: 0.5962692457009756
Position 52415: 0.5810525694349551
Position 34968: 0.5798036476676299
Position 39298: 0.559542175978099
Position 45204: 0.5262291245920983
Position 73377: 0.5180907323472953
Position 5281: 0.5124297833011153
Position 64897: 0.4486861072952326
Position 14777: 0.44121339867890275
Position 10470: 0.4106131250479135
Position 51781: 0.40561028410461547
Position 302: 0.37418909891551194
Position 21239: 0.3663618319561957
Position 53275: 0.31455336906831344
Position 68783: 0.2880990649058426
Position 63844: 0.2819889392535006
Position 33608: 0.28184660008355433
Position 512: 0.278900650931516
Position 8562: 0.2749904434885095
Position 57438: 0.2643150195748031
Position 1548: 0.26368829056564697
Position 70647: 0.2592387235493769
Position 47434: 0.25921530683450905
Position 3433: 0.2521811691844273
Position 34639: 0.1971979562518264
Position 20635: 0.19501903624068273
Position 5230: 0.1907224968442777
Position 36300: 0.19054149648319174
Position 31917: 0.17617189001829853
Position 8063: 0.15658732092799774
Position 52451: 0.15605848187604474
Position 835: 0.15082276308920659
Position 790: 0.15027108241803358
Position 52420: 0.14954464624546102
Position 66491: 0.14877871924781685
Position 12550: 0.14643725058722018
Position 2617: 0.14180930642670211
Position 22430: 0.13703842500092817
Position 73339: 0.12619702266093696
Position 60946: 0.12197654157571723
Position 321: 0.11949765553864342
Position 1933: 0.1070258131984425
Position 40209: 0.09817888563548949
Position 37476: 0.09687759608047412
Position 35795: 0.09315150536776438
Position 8047: 0.09182256758701234
Position 38679: 0.08967974823124923
Position 72527: 0.08900115155359642
Position 45367: 0.08825027105336916
Position 57446: 0.08787503266252213
Position 70499: 0.08701152334554994
Position 57442: 0.08277496613959574
Position 922: 0.078963305811839
Position 39070: 0.07895885797497283
Position 35179: 0.07477299475942673
Position 19797: 0.07472116549909824
Position 62668: 0.07357876713124471
Position 63130: 0.07331562691734773
Position 64699: 0.07193581330693392
Position 23988: 0.0705192917895988
Position 50986: 0.06944556967885449
Position 27209: 0.061957135824244926
Position 59: 0.06103523728676165
Position 53238: 0.05887112198411437
Position 20512: 0.05860178972507769
Position 34635: 0.0568667059608044
Position 73595: 0.05545241380868528
Position 1524: 0.04998431606601552
Position 47457: 0.04969132815792936
Position 73564: 0.04898635700440925
Position 1852: 0.048886616318448095
Position 3451: 0.048682620938577656
Position 203: 0.04816917391032551
Position 59729: 0.04779473037156961
Position 21353: 0.044435196078131935
Position 2822: 0.04053583903991456
Position 33922: 0.039487745116865744
Position 68604: 0.0386793486039158
Position 1913: 0.03851251870233152
Position 66446: 0.038237718291494104
