Gene = Pde6d
index = 805
Annotated 5SS: [  248 35019 35891 36846]
Annotated 3SS: [34929 35764 36739 38963]
SMsplice 5SS: [  248 15210 35891 36846 38698]
SMsplice 3SS: [15100 35764 36739 38593 38963]
top_k =  1000
Partition function (log Z): -23.936938543607468

Sorted 5' Splice Sites (High to Low Probability):
Position 14027: 0.7532874657526284
Position 248: 0.6242945962764849
Position 15210: 0.6133457668019305
Position 3197: 0.5757272544567502
Position 906: 0.26635892218419077
Position 11811: 0.24464880591603494
Position 324: 0.19821357746967308
Position 4195: 0.10499472838625293
Position 924: 0.09167282061890175
Position 19907: 0.047660170040653524
Position 18679: 0.04689719939889145
Position 136: 0.030044145021215034
Position 693: 0.019521799952483754
Position 18003: 0.017182067309491227
Position 18711: 0.01664045577079514
Position 100: 0.015355848449914156
Position 66: 0.013539425834986544
Position 685: 0.0061880430918036695
Position 1714: 0.00600773341640956
Position 72: 0.0034456005957995387
Position 200: 0.0032351007814017535
Position 709: 0.0028142537154522886
Position 10340: 0.0027810926981922278
Position 655: 0.0027621861828648307
Position 2097: 0.002182213399325492
Position 8569: 0.002023499750009283
Position 993: 0.0018025817525717444
Position 2841: 0.0017351992644040362
Position 804: 0.0016788752145569456
Position 671: 0.0015649260066038693
Position 6476: 0.0012648632804569298
Position 7126: 0.0011271745948141741
Position 1720: 0.000995679858494324
Position 1128: 0.0009756189705340302
Position 1200: 0.0008794844843601858
Position 3210: 0.0008361812341420201
Position 6668: 0.0008300921264091842
Position 976: 0.0006211553207666405
Position 910: 0.0006179166014608519
Position 166: 0.0005287292651814507
Position 1701: 0.00045092881846607157
Position 2521: 0.0003595959068307772
Position 6216: 0.0003429856512752083
Position 2046: 0.00033353579722162995
Position 4019: 0.0003015383434144101
Position 128: 0.00029480487371267357
Position 7312: 0.00027392805632953836
Position 442: 0.00027364898434009845
Position 371: 0.00027127100319074185
Position 3978: 0.00026892929707312397
Position 6503: 0.00020769288639554417
Position 697: 0.00020528061239515207
Position 7270: 0.0001879960102346229
Position 1889: 0.00017010479331065406
Position 3156: 0.00013105691895342304
Position 4471: 0.00012958656877732564
Position 1869: 0.00010416970726826349
Position 6439: 0.00010159056398290971
Position 2019: 8.571662950824127e-05
Position 102: 7.773966744884703e-05
Position 2033: 7.597957605939384e-05
Position 487: 7.346910893638594e-05
Position 121: 6.25551894160252e-05
Position 576: 6.008943257127409e-05
Position 141: 4.585566137368646e-05
Position 4848: 4.544235088608023e-05
Position 542: 3.444024030526611e-05
Position 5020: 3.2924811523056544e-05
Position 319: 3.195641085720828e-05
Position 89: 1.83051780068364e-05
Position 287: 1.2471878809054285e-05
Position 373: 1.0864700769472994e-05
Position 523: 5.607280392766223e-06
Position 599: 3.846095564783801e-06
Position 5976: 6.674806195027271e-07
Position 793: 3.4707385341917707e-07
Position 741: 1.0338838507902114e-07
Position 772: 3.635895099368167e-08
Position 1021: 2.6821954214168676e-08
Position 746: 2.0001979132134856e-08
Position 1059: 1.41440589252952e-09
Position 875: 9.246470176632576e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13834: 0.7720723891092985
Position 15100: 0.6163009137382283
Position 3039: 0.5572809846069201
Position 20935: 0.5271682560400297
Position 785: 0.28149780731438534
Position 11636: 0.12394694822306807
Position 11640: 0.1219889334892626
Position 22677: 0.12036395884178566
Position 18475: 0.08298975928891472
Position 4135: 0.07783278435293178
Position 19741: 0.07769851125919927
Position 15639: 0.04582953727239858
Position 6984: 0.042541853983242624
Position 11158: 0.03886010694176077
Position 17935: 0.032373987215665305
Position 3152: 0.01960151243091503
Position 12008: 0.019457091127211164
Position 6355: 0.016502979309448433
Position 4101: 0.014640235101104375
Position 14112: 0.01463094095629318
Position 17478: 0.012873109228717618
Position 17223: 0.011459511036145146
Position 16791: 0.00808239089351411
Position 14766: 0.005657532659934836
Position 3891: 0.004879979540362713
Position 15369: 0.0048274853866124585
Position 4092: 0.004700578746572279
Position 887: 0.004555714989566937
Position 540: 0.004010642530169654
Position 8403: 0.0036979359718986105
Position 17000: 0.0036704643046201234
Position 10137: 0.0036125050655909916
Position 12607: 0.0033183990054272148
Position 1593: 0.0031884723829501602
Position 1614: 0.002746866178318478
Position 6475: 0.0027364732208793093
Position 4070: 0.002228962961495825
Position 4051: 0.0021423260741327715
Position 15612: 0.002142052494190812
Position 6108: 0.0021346303548293102
Position 3949: 0.0021245628030649812
Position 4333: 0.0018683219357440398
Position 5920: 0.0012797424839744677
Position 15302: 0.0012585742253664572
Position 11092: 0.0012271999159982523
Position 9184: 0.0011626162275797673
Position 2736: 0.001139746153427784
Position 10893: 0.001137118726882553
Position 5602: 0.0011011092204290312
Position 2966: 0.001035262968651696
Position 4594: 0.0010163614954901059
Position 7619: 0.000892704649701909
Position 1942: 0.0008830648508163727
Position 3127: 0.0008762762207436694
Position 3353: 0.0008072166480985347
Position 4666: 0.0008057581359098762
Position 5263: 0.0007875113487432478
Position 1322: 0.0007835408311630436
Position 7883: 0.0007011071016213165
Position 8603: 0.0006454041166529022
Position 7786: 0.0006172678295451622
Position 1771: 0.0006164572264870074
Position 2981: 0.0005862892240766762
Position 2758: 0.0005634872874946069
Position 1608: 0.0005512167490436632
Position 1886: 0.00041800866833378376
Position 6881: 0.00035033562051504084
Position 5554: 0.00033354738191707
Position 3101: 0.0003120377749959277
Position 5323: 0.000296856503843811
Position 7700: 0.0002964352544935225
Position 6304: 0.00028260630334693917
Position 3115: 0.0002760829551598009
Position 9651: 0.0002756459235594805
Position 1090: 0.0002707741248289677
Position 6004: 0.00026257324875034936
Position 1044: 0.00026216609038524365
Position 9540: 0.0002561400618917405
Position 1660: 0.00025057764091667806
Position 1487: 0.00024946377480936804
Position 6853: 0.00024015204099566654
Position 4067: 0.00022236564801217975
Position 2767: 0.00021501946069208577
Position 1810: 0.00021095337781406736
Position 1820: 0.00020910872548285077
Position 5061: 0.00019691486871199193
Position 3459: 0.0001953693529073746
Position 6199: 0.00019434851302593047
Position 2359: 0.00018683055539665426
Position 5498: 0.00016788839092576899
Position 3376: 0.0001644824332311126
Position 2086: 0.000158530644447737
Position 998: 0.00015604987829569446
Position 6031: 0.00015595724776403292
Position 1503: 0.00015472345108487426
Position 6320: 0.000138745090119549
Position 1026: 0.00013859218555081505
Position 5659: 0.00012858226102416314
Position 2031: 0.00012563963429414318
Position 4919: 0.00011560798934641886
Position 6569: 0.0001154878301320386
Position 824: 0.00010557561890823627
Position 6394: 0.00010071134156619147
Position 796: 9.995246857009419e-05
Position 4620: 9.70852896090259e-05
Position 7450: 9.703219200111885e-05
Position 1556: 9.702632889575994e-05
