Gene = Pth2
index = 874
Annotated 5SS: [197 427]
Annotated 3SS: [295 602]
SMsplice 5SS: [197]
SMsplice 3SS: [295]
top_k =  1000
Partition function (log Z): -6.219699642287125

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.7564038406032811
Position 427: 0.5822187679977138
Position 152: 0.11215240554310796
Position 146: 0.07335205413849775
Position 167: 0.0479467151988773
Position 396: 0.02503608839838424
Position 417: 0.01068250814386177
Position 431: 0.003209442925334708
Position 209: 0.002863534892108776
Position 296: 0.0009942788306642073
Position 97: 0.0008773747008740609
Position 204: 0.0008693497746003899
Position 438: 0.0008549039608052571
Position 433: 0.0004025842138907983
Position 92: 0.0002327947225620681
Position 228: 0.0002158620558006979
Position 87: 0.0001576533775717156
Position 398: 0.00014722167089368827
Position 525: 0.00012947652992878573
Position 18: 0.00011606585405693266
Position 368: 0.00010933691094723487
Position 340: 7.2855556165951e-05
Position 286: 4.489161652355338e-05
Position 125: 3.2164996045740135e-05
Position 421: 2.96582122733555e-05
Position 8: 2.3482822337400306e-05
Position 316: 2.2310508495187842e-05
Position 220: 1.9794795381131543e-05
Position 22: 1.5014664867330322e-05
Position 558: 1.0386687292322896e-05
Position 509: 7.180174817455106e-06
Position 565: 5.987455630426512e-06
Position 419: 5.086202437693305e-06
Position 534: 4.9201888933936376e-06
Position 24: 1.4275819897526393e-06
Position 545: 1.2756945478157265e-06
Position 236: 1.6100156134389945e-07
Position 638: 2.439812927352472e-08
Position 617: 2.4239540837353216e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 295: 0.989219252560667
Position 602: 0.3827167421060926
Position 659: 0.23565638695744742
Position 246: 0.0025068553629191167
Position 575: 0.0018128739593669962
Position 693: 0.001537464591671697
Position 426: 0.0014497238615272315
Position 545: 0.001383073654036255
Position 483: 0.0009070148434131429
Position 670: 0.0008382528920598531
Position 641: 0.00035720820370448506
Position 750: 0.0002892093466467281
Position 720: 0.0001618953380219983
Position 487: 8.28937671941211e-05
Position 395: 5.80360265597791e-05
Position 313: 5.2766705637790884e-05
Position 430: 4.7461876056134244e-05
Position 492: 3.965426818067482e-05
Position 522: 3.4927796167317505e-05
Position 273: 3.478387674647639e-05
Position 321: 2.4263072654583577e-05
Position 753: 1.4888651833780286e-05
Position 466: 8.498088682326204e-06
Position 461: 6.029695919766391e-06
Position 532: 4.324252444826618e-06
Position 464: 4.0060801102781865e-06
Position 509: 3.592361151147684e-06
Position 304: 2.9690791383281406e-06
Position 454: 2.8062666351842194e-06
Position 212: 2.5922504651106737e-06
Position 324: 2.076681953122935e-06
Position 226: 1.6808472215703265e-06
Position 517: 1.041912656409528e-06
Position 457: 9.134989867087935e-07
Position 437: 8.662159886594494e-07
Position 114: 7.990117978798455e-07
Position 332: 7.094509760626366e-07
Position 334: 2.761575782464021e-07
Position 200: 3.1919744647750277e-08
Position 215: 2.9573185412852923e-08
Position 85: 2.9521687567999655e-08
Position 97: 1.9734171600943624e-09
Position 162: 1.034695305453246e-09
Position 176: 9.013165666310411e-10
Position 171: 4.0351314046856516e-10
Position 150: 2.5342360623465983e-10
Position 185: 8.939925624673152e-11
