Gene = Acp5
index = 97
Annotated 5SS: [  99 5849 6181 8037]
Annotated 3SS: [5581 6052 7690 8448]
SMsplice 5SS: [  99 5849 6181]
SMsplice 3SS: [5720 6052 7690]
top_k =  1000
Partition function (log Z): 0.6570800784559956

Sorted 5' Splice Sites (High to Low Probability):
Position 5849: 0.8713879162917624
Position 6181: 0.7867569130932411
Position 99: 0.7796365195569241
Position 3975: 0.6749155274139722
Position 5643: 0.4888702633363904
Position 8037: 0.39002185023588043
Position 3778: 0.3680974174646331
Position 5189: 0.3376768053340667
Position 1118: 0.19309361472375303
Position 41: 0.14925043598422477
Position 4211: 0.1426037027913711
Position 6103: 0.11852004913430537
Position 5274: 0.10576896098944426
Position 5884: 0.09564579785950719
Position 5310: 0.09132901557345313
Position 3073: 0.05368944936929862
Position 6754: 0.05150913837272267
Position 7274: 0.04298404809157319
Position 6777: 0.040257291653401694
Position 80: 0.036155162679063074
Position 2411: 0.03008958117728866
Position 3270: 0.025707865255720625
Position 1580: 0.023158192934830842
Position 4122: 0.01930734957947585
Position 3708: 0.01847351578714938
Position 73: 0.018332478390922162
Position 3724: 0.014923076070801584
Position 5875: 0.013492936421656691
Position 308: 0.010848258981241326
Position 1114: 0.008581764712154221
Position 6245: 0.00830236172052956
Position 3682: 0.0075079889475350185
Position 117: 0.007254049092965256
Position 2492: 0.006372459888252424
Position 6453: 0.005878744928212169
Position 3711: 0.004064167007650894
Position 5842: 0.0038987602238711398
Position 5117: 0.00381064066151994
Position 7335: 0.003621032886060379
Position 5485: 0.0028477111846971896
Position 4383: 0.002631505434546523
Position 4076: 0.002523220937768338
Position 8533: 0.002401944524519282
Position 7452: 0.00222758804575528
Position 5868: 0.0020514546631838046
Position 4204: 0.0019495581122759514
Position 8753: 0.0018983840952867962
Position 2427: 0.00169170669494262
Position 5889: 0.0016486458145099172
Position 7287: 0.001472602203444674
Position 7392: 0.0011945538199389077
Position 7807: 0.0010925346720969957
Position 7773: 0.0009804171601054308
Position 7735: 0.0009041673642236522
Position 6480: 0.0008336466899745238
Position 2466: 0.0007720238062851343
Position 3459: 0.0007624381683789663
Position 1103: 0.000592915806981242
Position 7341: 0.0005904787870008182
Position 1519: 0.0005779132166538451
Position 5457: 0.0005767141682809673
Position 6263: 0.000561482438856486
Position 6824: 0.0005059642668670493
Position 7998: 0.0004650186678496657
Position 7166: 0.0003571775799007077
Position 5312: 0.0003529391750404463
Position 7462: 0.0003265028662047248
Position 5947: 0.0003233587471151569
Position 7982: 0.0002676642891328886
Position 7445: 0.00026673333800679894
Position 5314: 0.0002486919596239311
Position 194: 0.00024640443809933386
Position 329: 0.0002324511965115043
Position 441: 0.00017394965929492742
Position 494: 0.00016764882182837356
Position 5316: 0.00016205620660491216
Position 530: 0.00016140102165245588
Position 5318: 0.00013732938450613716
Position 8757: 0.00011417750849927245
Position 469: 0.00011272596610196858
Position 8724: 0.00011177831395999864
Position 7174: 0.0001048282333509797
Position 262: 9.26774377132287e-05
Position 696: 8.944830814537303e-05
Position 2859: 7.405928351848415e-05
Position 7294: 7.28659806211072e-05
