Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 14213 16252 16746 16998 18953]
top_k =  1000
Partition function (log Z): -4.247424080770495

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.903288197485783
Position 16825: 0.8012147890285741
Position 263: 0.776576258259356
Position 16353: 0.6142323105435236
Position 14295: 0.6010551529819754
Position 11425: 0.5890157652875857
Position 17272: 0.40965172797919247
Position 17136: 0.214412437293967
Position 14398: 0.20711417996712883
Position 16915: 0.1709606177649464
Position 2993: 0.151770029403999
Position 400: 0.07454460300327678
Position 450: 0.05742304582450905
Position 17061: 0.05149429272842441
Position 5833: 0.04847240040837009
Position 2859: 0.0370450558076321
Position 479: 0.030020630808038677
Position 392: 0.029451323290473497
Position 3456: 0.029288317609942036
Position 18702: 0.02711084219259164
Position 666: 0.026840338970187172
Position 7797: 0.02631798908181439
Position 907: 0.024380520035630567
Position 93: 0.01811026891274983
Position 16283: 0.0166699101778483
Position 2720: 0.015943142346348804
Position 1289: 0.013981824802404435
Position 17466: 0.013710739222494375
Position 17167: 0.013570812721262357
Position 1418: 0.012760444242454554
Position 4052: 0.012641355974881512
Position 1737: 0.012183376042140195
Position 433: 0.011344711297059102
Position 1334: 0.01050575605293776
Position 485: 0.009966767076134257
Position 316: 0.00971725061541938
Position 14359: 0.009243038390478157
Position 3443: 0.008584464343444932
Position 17067: 0.0084303791086499
Position 8941: 0.006250453210757162
Position 18732: 0.005679312603036346
Position 18792: 0.005578728517970162
Position 16129: 0.005339497162189935
Position 1514: 0.005271615336007416
Position 18404: 0.004125873454063672
Position 1376: 0.004034886506147079
Position 1259: 0.003841088912025015
Position 17300: 0.003530985311352802
Position 3447: 0.00344105002333374
Position 243: 0.0034198899876721
Position 1282: 0.0030375540781959662
Position 5581: 0.002670034353470605
Position 16802: 0.002594257974956635
Position 14651: 0.002498820681308472
Position 1005: 0.0024656037731366712
Position 14589: 0.0024468950301803545
Position 3015: 0.0023059462134623096
Position 1380: 0.0021016679804002104
Position 4127: 0.002088069057197573
Position 1973: 0.0020165941309162197
Position 17171: 0.0019437287630885982
Position 1996: 0.0018880382450014487
Position 1959: 0.001881034906315516
Position 17049: 0.001816608518253997
Position 1342: 0.0017960458020081442
Position 18635: 0.001736441617684086
Position 17215: 0.0016910636548445955
Position 457: 0.001162039547974523
Position 18706: 0.0011563401827323985
Position 388: 0.001088457673269857
Position 16836: 0.0008465972144886746
Position 1252: 0.0008309554741173305
Position 1713: 0.0007870039683634423
Position 18711: 0.0006602223748035526
Position 14634: 0.0006555997814226154
Position 429: 0.0006219609137347272
Position 14452: 0.0006111423018972497
Position 4191: 0.0005253080600249224
Position 17548: 0.0004585704994214824
Position 999: 0.0004117105012645627
Position 822: 0.0003776646319432415
Position 460: 0.0003555680765164671
Position 3374: 0.0003279443573139334
Position 18672: 0.00031368563347550807
Position 1615: 0.00030957050585519335
Position 2905: 0.000306306937171692
Position 17569: 0.0002930215033994783
Position 1405: 0.00028672653494511116
Position 17153: 0.00027728810120524703
Position 109: 0.0002583154961080171
Position 1977: 0.00018145617075963173
Position 1008: 0.00016939018878701413
Position 17157: 0.00015508096147147702
Position 1298: 0.0001414858548990384
Position 17140: 0.00014129858330965637
Position 1920: 0.00013853600700094044
Position 17151: 0.00013023131067751593
Position 17294: 0.00012196881484899367
Position 17043: 0.00012145414849930334
Position 120: 0.00010365251613923063
Position 18572: 0.00010276032564372788
Position 16860: 7.510244016428555e-05
Position 52: 4.713065688797412e-05
Position 464: 3.77096621072742e-05
Position 117: 2.9240543442891343e-05
Position 6080: 1.9100999334782487e-05
Position 5972: 1.0051633960690058e-05
Position 613: 9.456148951218463e-06
Position 438: 8.09513371291828e-06
Position 8715: 7.251217077038125e-06
Position 829: 6.892453497581434e-06
Position 831: 6.8662255294628495e-06
Position 8: 6.082883627949939e-06
Position 361: 4.7192272277020085e-06
Position 8266: 4.5902261284157615e-06
Position 1201: 4.080930004164009e-06
Position 8663: 3.927387354981686e-06
Position 75: 3.7501875164403675e-06
Position 1532: 3.5628707027242073e-06
Position 1430: 3.462180707776462e-06
Position 6588: 3.2305662792142364e-06
Position 1420: 3.117586672943621e-06
Position 556: 3.0556111631142567e-06
Position 735: 2.5044253444400096e-06
Position 310: 2.4393303234646887e-06
Position 890: 2.4340001125926727e-06
Position 454: 2.2996256271682985e-06
Position 8512: 1.952451876406929e-06
Position 6631: 1.7690108753595978e-06
Position 6389: 1.5162025340410752e-06
Position 816: 1.3640153435406972e-06
Position 1064: 1.186957728269285e-06
Position 738: 1.0372196528546077e-06
Position 898: 9.849829969851313e-07
Position 39: 7.259247650315969e-07
Position 623: 7.165368049207599e-07
Position 1178: 6.98455671561768e-07
Position 1049: 6.970557315371534e-07
Position 982: 6.468779499132017e-07
Position 5948: 4.974447986300624e-07
Position 714: 3.1674843613250154e-07
Position 159: 2.9238853720947906e-07
Position 814: 1.2779047238166058e-07
Position 896: 9.098787980564946e-08
Position 560: 3.1679385903870045e-08
Position 558: 2.546368110049075e-08
Position 914: 1.2728341534606618e-08
Position 542: 6.939215769443572e-10
Position 562: 1.5968086152775732e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.9597297819309252
Position 18953: 0.8574717992691838
Position 5709: 0.814928880900033
Position 16998: 0.7019689761797415
Position 16252: 0.6173105113251671
Position 14213: 0.5824585217214627
Position 11375: 0.45010992930174665
Position 2798: 0.15893536619440787
Position 14105: 0.15221973978717931
Position 5672: 0.13643379686242668
Position 11319: 0.1173023418361234
Position 18566: 0.06872774278867567
Position 17196: 0.06011391039894426
Position 14233: 0.05620664095715301
Position 1152: 0.03416311837716734
Position 3329: 0.03213980653608296
Position 584: 0.028354978098631994
Position 14183: 0.02207021435889346
Position 2638: 0.02046808454888171
Position 722: 0.019840976037828247
Position 15962: 0.01926352206820324
Position 17416: 0.016854598724583204
Position 7655: 0.015310392167281577
Position 11218: 0.014224455893219908
Position 190: 0.012357461086340124
Position 1237: 0.01150886000771129
Position 3879: 0.011373596835419487
Position 1660: 0.010687297882866523
Position 16697: 0.009523233645467782
Position 1326: 0.007922633704847531
Position 351: 0.0076777991594090215
Position 14397: 0.006571150034706279
Position 2808: 0.006502142720016494
Position 18263: 0.006356732195005143
Position 8829: 0.006286197494634025
Position 11129: 0.0062523489917796745
Position 7740: 0.006110896991479873
Position 16774: 0.006056121926979856
Position 18300: 0.0052158493087750375
Position 2821: 0.00483206603941401
Position 19043: 0.004628694521972
Position 17005: 0.004548483039699586
Position 14320: 0.004501632283037807
Position 2695: 0.004476652958104952
Position 16634: 0.004311250202770889
Position 2653: 0.004127543428432942
Position 17151: 0.003986489261557129
Position 2897: 0.003865856080926429
Position 17136: 0.0036807812953759123
Position 3192: 0.0035629915342647723
Position 18250: 0.003408730298467813
Position 3861: 0.003393848005116199
Position 3398: 0.003334862597668915
Position 18242: 0.0030650313034735715
Position 1582: 0.003059611985483678
Position 17394: 0.0028846966665145813
Position 16716: 0.00255745816044621
Position 7589: 0.002232575312147491
Position 17423: 0.002020829678710505
Position 1911: 0.00196792469435602
Position 17205: 0.0018810234302218552
Position 542: 0.001840614668176966
Position 3355: 0.001832210296561429
Position 193: 0.001640975368340576
Position 896: 0.0016298825592487
Position 1102: 0.001579056791317299
Position 1566: 0.0015504234049498577
Position 18079: 0.0015468011202115796
Position 5513: 0.001527363098403666
Position 18064: 0.0015209838499115154
Position 7720: 0.0014884110584320505
Position 2523: 0.0014864364606881552
Position 18060: 0.0014665994663428821
Position 330: 0.0014602257385999743
Position 1126: 0.0013485016009298664
Position 16463: 0.0013417486469165815
Position 395: 0.001287699317041395
Position 1858: 0.0011854464506291691
Position 18407: 0.0011789118541397172
Position 7535: 0.0011754321961476432
Position 17455: 0.0011664086761366348
Position 5402: 0.0011426712550669394
Position 10920: 0.0011372370782975697
Position 2698: 0.0009948467392660604
Position 726: 0.0009532613856285117
Position 1259: 0.0009372054642807166
Position 645: 0.000906604489620184
Position 1298: 0.0008747277551650186
Position 18317: 0.0008696397465217357
Position 18217: 0.0007576323687974158
Position 2565: 0.0007454260680712927
Position 1665: 0.0007357233182272203
Position 18499: 0.0006084814466391917
Position 2802: 0.0005644381082864571
Position 18113: 0.0005495708241118702
Position 340: 0.0005449169281438485
Position 17675: 0.0005247027591700541
Position 3864: 0.0004586341909401742
Position 18334: 0.00043945787430768845
Position 18359: 0.0004370367182687741
Position 5682: 0.00041554789993197844
Position 17615: 0.00038664498438388626
Position 17645: 0.0003246727739087231
Position 364: 0.0003101777112813833
Position 1046: 0.00030969601590207283
Position 16956: 0.0002960239403197744
Position 3258: 0.0002921744929490013
Position 3284: 0.00028526645346257695
Position 17030: 0.00022948964997958706
Position 3273: 0.000169689546133564
Position 2975: 0.00015481839130551114
Position 17016: 0.0001458746994301185
