Gene = Rchy1
index = 891
Annotated 5SS: [  439  5191  5534  7534  9855 10016 10128 11248]
Annotated 3SS: [ 5070  5417  7454  9809  9956 10100 11126 13203]
SMsplice 5SS: [  439  2156  5534  7534  9855 10128 11248]
SMsplice 3SS: [ 2002  5417  7454  9833  9956 11126 13203]
top_k =  1000
Partition function (log Z): -0.46154282354668075

Sorted 5' Splice Sites (High to Low Probability):
Position 11248: 0.9328333708354367
Position 9855: 0.8364166135203247
Position 439: 0.7364722903046749
Position 7534: 0.7059365661911384
Position 5534: 0.7053592623490843
Position 2156: 0.5769689076602893
Position 10128: 0.542772606070927
Position 5191: 0.4414367333467038
Position 2364: 0.3667708316356107
Position 10016: 0.359293211169937
Position 737: 0.20578647425910943
Position 10045: 0.20102673344511315
Position 9179: 0.18283280721949022
Position 2808: 0.12720035650103803
Position 8629: 0.12069830850713405
Position 314: 0.10462900497956876
Position 2110: 0.09453780972789601
Position 196: 0.08782747032137006
Position 10866: 0.079917847236763
Position 13265: 0.07840066844763856
Position 5512: 0.07028128414062053
Position 5530: 0.06762798957706793
Position 8742: 0.06494175914988787
Position 12832: 0.055748141672306725
Position 794: 0.04606796623653635
Position 8543: 0.044461440722966435
Position 7681: 0.03354563660893436
Position 10525: 0.03262305452912924
Position 10261: 0.03146083282730677
Position 496: 0.021372092381358006
Position 10249: 0.02040232201088326
Position 5292: 0.020014121966845305
Position 250: 0.01937763323367968
Position 2147: 0.017825518433137035
Position 455: 0.0171549197592228
Position 13329: 0.01449475780964276
Position 302: 0.012646698915511038
Position 2030: 0.011727718320990059
Position 11897: 0.011637986613054934
Position 9183: 0.01087793012697893
Position 887: 0.009829289222246058
Position 252: 0.008839407373239388
Position 668: 0.00876531565157414
Position 6784: 0.007039760188902195
Position 2529: 0.006073802300758051
Position 4747: 0.006040938172454218
Position 11900: 0.005769877737047998
Position 10958: 0.005177950424921573
Position 6073: 0.004906057057751705
Position 5733: 0.004807983280593624
Position 7677: 0.00425395703541061
Position 12117: 0.0042118409415421755
Position 5199: 0.0037975973394036447
Position 632: 0.003709023820222726
Position 13397: 0.003666825695267282
Position 5229: 0.003642097819885453
Position 2954: 0.0036201659925842633
Position 12539: 0.0033523191899241427
Position 481: 0.0033479939463364615
Position 10495: 0.0033118898461268424
Position 741: 0.0030628969198439756
Position 137: 0.0029658457939791424
Position 13137: 0.0028328533938654712
Position 4995: 0.0027758336397468997
Position 13363: 0.002641196554674371
Position 1009: 0.002582911575892738
Position 1412: 0.002521184794849392
Position 1856: 0.0024704198386320195
Position 119: 0.0022648290903172314
Position 1737: 0.0020977408873843516
Position 800: 0.001977500140543867
Position 8198: 0.0019515321600048546
Position 224: 0.0019310901711873927
Position 11175: 0.001859338464262034
Position 13491: 0.0017906575700710763
Position 1562: 0.0017583273470692241
Position 8660: 0.0016628270294342788
Position 2538: 0.0016567029451136108
Position 5696: 0.0016146408732688234
Position 898: 0.001593717590842892
Position 11419: 0.0015583590153426135
Position 1699: 0.0014071759768896647
Position 428: 0.0011907609988345098
Position 622: 0.0011701776303584834
Position 13382: 0.0011515517205449436
Position 476: 0.0011192305088493413
Position 4319: 0.0010006825198728426
Position 3787: 0.0009584251854828687
Position 11589: 0.0009402694356866986
Position 13508: 0.0008394447729877871
Position 325: 0.0008382586844073194
Position 4032: 0.0008234786475472873
Position 11200: 0.0007680813084081492
Position 4654: 0.0007279186929871246
Position 20: 0.0005904296114320923
Position 814: 0.0005827458146824946
Position 12494: 0.0005792896116461467
Position 4704: 0.000547633899710629
Position 101: 0.0005127608617088357
Position 13531: 0.0004905763991092461
Position 628: 0.0004436744034999926
Position 13454: 0.00042490490443516043
Position 376: 0.0004075299855756176
Position 1301: 0.00038453271970525545
Position 2135: 0.0003686128599841979
Position 690: 0.00036280484014164326
Position 710: 0.0003550510563097733
Position 751: 0.0002693649691433962
Position 1655: 0.0002672315520543623
Position 11886: 0.00022322007467409237
Position 11287: 0.00021732897401927821
Position 10213: 0.00016435640193201978
Position 279: 0.00015917437175054757
Position 8419: 0.000147421606748206
Position 10192: 0.00014180840830196236
Position 928: 0.00013870258238604286
Position 672: 0.0001384714541481032
Position 13594: 0.00013233900149977953
Position 597: 0.00012680008560880026
Position 10604: 0.00011805565898296247
Position 1775: 0.00011249223440767824
Position 1671: 0.0001118977377897821
Position 969: 0.0001107863151867615
Position 13401: 0.00011076695326586294
Position 13446: 0.000107785577153562
Position 13546: 0.00010680903541606459
Position 1682: 0.00010262336534359352
Position 7735: 0.00010008952172942168
Position 307: 9.72972476084345e-05
Position 697: 8.913168233728909e-05
Position 12677: 8.346355267750532e-05
Position 975: 8.167021033815683e-05
Position 1926: 7.385137341309231e-05
Position 8463: 6.916918645839533e-05
Position 1424: 6.792062434682622e-05
Position 9906: 6.492610624940859e-05
Position 13307: 6.384713401349237e-05
Position 8185: 5.300788560322215e-05
Position 2626: 5.298813955621721e-05
Position 11716: 5.018334394788891e-05
Position 571: 3.807408253469111e-05
Position 732: 3.788407849136935e-05
Position 13340: 3.1609154000556355e-05
Position 876: 3.06254178936391e-05
Position 9913: 3.062402683552519e-05
Position 948: 3.0061450813458506e-05
Position 1789: 2.9581293762340052e-05
Position 680: 2.878382650421454e-05
Position 7938: 7.444799308764361e-06
Position 11236: 5.9162940929318885e-06
Position 328: 6.011949444900549e-07
Position 3001: 4.723190465800031e-07
Position 2874: 4.560467161989061e-07
Position 912: 1.9308160384802704e-07
Position 11279: 5.978788247270998e-08
Position 11388: 5.707623977244852e-08
Position 526: 2.685965937707995e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9956: 0.9352279172729288
Position 13203: 0.8893619693454308
Position 5417: 0.8471153905125919
Position 2002: 0.7834193390976502
Position 7454: 0.7126730409642685
Position 11126: 0.4925384564243598
Position 9833: 0.48426742379301035
Position 5070: 0.42584735197492635
Position 9809: 0.30228902795059653
Position 11038: 0.22511890283307892
Position 565: 0.21587489768214468
Position 11164: 0.1866594675748121
Position 10100: 0.18411999034391482
Position 9051: 0.1775532542021414
Position 8365: 0.1163386494691514
Position 2739: 0.10992859493373429
Position 14100: 0.10948368781547219
Position 2261: 0.10531464530020662
Position 2250: 0.07463027937228449
Position 10754: 0.07334058921779653
Position 9796: 0.050246734796065465
Position 8509: 0.043710217967864264
Position 8693: 0.039457318571476656
Position 2219: 0.03775265930626509
Position 2311: 0.03390393412333207
Position 12637: 0.02894271786131958
Position 276: 0.0282135977305282
Position 11655: 0.026110650932605797
Position 345: 0.025207127720586534
Position 10348: 0.025078057888613208
Position 12697: 0.02475028861126755
Position 11084: 0.02284837193352396
Position 8401: 0.02057909582806101
Position 11466: 0.020279185417156603
Position 13857: 0.020258714760010964
Position 9758: 0.01983892855277928
Position 2294: 0.018977104141065553
Position 10707: 0.01595348568988639
Position 7586: 0.015622034824210944
Position 7248: 0.015032696307666914
Position 342: 0.01442126389263797
Position 5088: 0.01297928788228144
Position 8896: 0.012926339307490892
Position 5228: 0.01263740245217356
Position 8423: 0.01007505698777198
Position 10015: 0.009711029110044537
Position 13442: 0.009452563135404905
Position 2775: 0.008875780563103734
Position 2103: 0.008611134345687698
Position 14083: 0.008537644947716026
Position 845: 0.008250197255173649
Position 10431: 0.00815390303871134
Position 2485: 0.0075183007463695845
Position 4899: 0.007409963446368261
Position 4545: 0.007316490765151975
Position 12974: 0.006445118914365026
Position 9628: 0.006181776302943707
Position 12394: 0.0059430790893015345
Position 6623: 0.005518892031935689
Position 5125: 0.005020815086286145
Position 6016: 0.004906057057751703
Position 10996: 0.004878791428112136
Position 1845: 0.004825092219713608
Position 11676: 0.004821150825138623
Position 11984: 0.004305179969379616
Position 2496: 0.004235008759004383
Position 2701: 0.004060788501760065
Position 697: 0.0037385350394834533
Position 530: 0.003702169477117763
Position 13861: 0.003501163991723308
Position 8893: 0.0032311438368368152
Position 11321: 0.0031322772362461183
Position 4822: 0.0031054317567811383
Position 13415: 0.0027120171489644373
Position 339: 0.0026534936408294275
Position 1494: 0.0026105411818917526
Position 1726: 0.0024812080757796793
Position 10044: 0.002256933103325787
Position 12665: 0.0020508585705609947
Position 11719: 0.0019411656933060702
Position 8012: 0.0019124671321157658
Position 4864: 0.001826457444134444
Position 12723: 0.0015975123559297032
Position 348: 0.0015861092177462972
Position 13255: 0.0015340987433150632
Position 6682: 0.0015208681569665082
Position 11730: 0.0014374534954543746
Position 700: 0.0014240852772987533
Position 803: 0.0013761626004677259
Position 4909: 0.0013717322386482603
Position 637: 0.0013674183802446218
Position 3735: 0.0013130726977975608
Position 13692: 0.0013059607385536322
Position 10482: 0.0012661767880830538
Position 737: 0.0012267563813027182
Position 2188: 0.0012044575849867434
Position 393: 0.0011943856964484263
Position 11502: 0.0011130011250626765
Position 5659: 0.0011099919074961681
Position 8325: 0.0010328902499856666
Position 1573: 0.000986096089496536
Position 12086: 0.0008828628735214002
Position 11583: 0.0008816140754099858
Position 4195: 0.0008787799937063922
Position 2743: 0.0008596806502150885
Position 5571: 0.0008505607894274594
Position 4936: 0.0008494587351197128
Position 4930: 0.0008291558306869507
Position 12736: 0.0008207382424251851
Position 8345: 0.0007876971283182516
Position 12423: 0.0007582057785247921
Position 11001: 0.0007499798890554628
Position 1559: 0.0007380681463416864
Position 13728: 0.0007372391685221163
Position 2780: 0.0007255306797487334
Position 12322: 0.0007120553644388135
Position 11412: 0.0006514739804048403
Position 12808: 0.0006243962363345582
Position 2109: 0.0005634622168824318
Position 324: 0.000549086175281403
Position 581: 0.000509618179684172
Position 301: 0.0004918359498887016
Position 7665: 0.0004890737785807029
Position 11695: 0.0004755929518630261
Position 2222: 0.00046417695741391427
Position 13351: 0.0003693064665358836
Position 12106: 0.0003635790828507058
Position 10300: 0.000342934453357314
Position 11066: 0.000326338570726089
Position 290: 0.0003153487358157874
Position 2528: 0.00031234278482488
Position 1191: 0.00030972630359333853
Position 1298: 0.0002877275629445684
Position 2007: 0.00028360523031040506
Position 3850: 0.0002587123028711101
Position 589: 0.00022777966931969066
Position 10444: 0.00021826186190211403
Position 2315: 0.00021357618468051723
Position 5423: 0.00020642393923455058
Position 1210: 0.0001962007500274673
Position 13167: 0.0001943722051857837
Position 12231: 0.00018955295966137955
Position 13237: 0.00018941952995347997
Position 13297: 0.00018157659009222516
Position 1205: 0.00017352221953179878
Position 1583: 0.00016886186801329305
Position 1609: 0.00016124649541686815
Position 11348: 0.00015938496665896207
Position 11369: 0.00015745737051464434
Position 13876: 0.00015540872269506438
Position 1561: 0.00015197701746486015
Position 2897: 0.00014860208247384916
Position 1770: 0.00013680837966830922
Position 10234: 0.00013089791010204152
Position 1337: 0.00012960908887779294
Position 13570: 0.00012706572127874646
Position 190: 0.000127012867920081
Position 438: 0.00012494924006772526
Position 166: 0.00012069066917964267
Position 4259: 0.00011992368909191284
Position 11372: 0.00011952146975334447
Position 336: 0.00011764913795616328
Position 307: 0.00011314668644344796
Position 3760: 0.00011035748799187873
Position 2005: 0.00010164855883597055
Position 3907: 9.976134436960694e-05
Position 5392: 9.923922351750931e-05
Position 5426: 9.822857529650012e-05
Position 13137: 9.797862337519985e-05
Position 7988: 9.48080064991079e-05
Position 11830: 9.230993332582732e-05
Position 13151: 9.04411454644563e-05
Position 1320: 8.609403302056059e-05
Position 370: 8.60872430505785e-05
Position 1280: 8.12581396508953e-05
Position 1537: 7.113537764214816e-05
Position 1314: 6.665088420223992e-05
Position 246: 6.471495822022556e-05
Position 1257: 6.021255683755789e-05
Position 12440: 5.4184007159684536e-05
Position 11514: 5.287230984664743e-05
Position 13520: 5.27984230918961e-05
Position 333: 5.103767149301179e-05
Position 617: 4.353123922959888e-05
Position 1904: 4.2797685393367404e-05
Position 12899: 3.815230576546835e-05
Position 2027: 3.470568509191838e-05
Position 1600: 3.142562907326425e-05
Position 1306: 2.9793088420351743e-05
Position 11417: 2.7130050567725455e-05
Position 751: 2.4755696708928108e-05
Position 7602: 1.940348248595016e-05
Position 1124: 1.880633791396637e-05
Position 1066: 1.876924107864168e-05
Position 1244: 1.858289233495442e-05
Position 548: 1.84518333304382e-05
Position 1038: 1.788437042685055e-05
Position 2457: 1.579932700378655e-05
Position 495: 1.4949679695185474e-05
Position 2425: 1.3767947188898855e-05
Position 11585: 1.313880005145891e-05
Position 2012: 1.217004930345742e-05
Position 592: 1.177914206920575e-05
Position 622: 1.0626080855079045e-05
Position 2130: 7.574384179010887e-06
Position 1853: 6.476994621332222e-06
Position 2379: 5.488622187375887e-06
Position 10447: 5.022644755154648e-06
Position 10808: 4.837121471549939e-06
Position 10151: 3.2710779271013263e-06
Position 7782: 2.954813597035176e-06
Position 7897: 2.4972163639254815e-06
Position 7778: 1.9927693478036984e-06
Position 4085: 1.9788370745375208e-06
Position 243: 8.930773548466018e-07
Position 10596: 6.906726338533073e-07
Position 5332: 6.5253824951313e-07
Position 240: 4.4706211112901414e-07
Position 318: 4.387044768996117e-07
Position 422: 4.117430582652581e-07
Position 513: 3.729969086668008e-07
Position 451: 3.243898470918958e-07
Position 1646: 2.850427694079811e-07
Position 12008: 2.7235220340145754e-07
Position 1096: 2.0537643839400502e-07
Position 490: 2.028035679199441e-07
Position 98: 1.8010372371598206e-07
Position 706: 1.0827543894405118e-07
Position 411: 1.066813362652391e-07
Position 1102: 7.052544870008775e-08
Position 507: 6.933083638956105e-08
Position 1349: 6.883524101220807e-08
Position 1352: 6.856733266266537e-08
Position 716: 5.972300233483066e-08
Position 1137: 5.923310975416179e-08
Position 101: 5.21935283355421e-08
Position 586: 4.9940526442876144e-08
Position 504: 4.9254147513914585e-08
Position 1240: 4.6985695740533146e-08
Position 1472: 4.0193415968928404e-08
Position 470: 3.5890763176877083e-08
Position 10864: 3.396682747769721e-08
Position 807: 3.207918384829533e-08
Position 424: 2.2789573998455694e-08
Position 2523: 2.202290983714095e-08
Position 519: 2.119245614592717e-08
Position 135: 1.971768415219761e-08
Position 110: 5.498483806130763e-09
Position 857: 5.080306563250303e-09
Position 827: 4.412346559173828e-09
Position 453: 2.220050830304827e-09
Position 867: 1.300779790659318e-09
Position 966: 1.229649880884287e-09
Position 912: 1.1089936311500116e-09
Position 83: 4.2648772992522397e-10
