Gene = Ugdh
index = 1163
Annotated 5SS: [  326  8534 11908 12500 12789 13315 15701 17472 18439 18929 19125]
Annotated 3SS: [ 8364 11805 12298 12590 13166 15605 17340 18304 18836 19013 21885]
SMsplice 5SS: [  326  8534 11908 12500 12789 13115 13315 14888 15701 17472 18439 18929
 19125 19418]
SMsplice 3SS: [ 8364 11805 12298 12590 13012 13190 14809 15605 17340 18304 18836 19013
 19297 21885]
top_k =  1000
Partition function (log Z): 11.070933991907753

Sorted 5' Splice Sites (High to Low Probability):
Position 11908: 0.9775844975095173
Position 15701: 0.9530104348700865
Position 8534: 0.9138405575472136
Position 19125: 0.9137042745366504
Position 17472: 0.9033552779514746
Position 18439: 0.9003024271976804
Position 13115: 0.8829480425968026
Position 12500: 0.857171728157169
Position 13315: 0.8559923727859149
Position 12789: 0.8164990564989424
Position 14888: 0.7690357665685628
Position 18929: 0.5711440635241251
Position 19418: 0.47156553068349316
Position 326: 0.42901280337592096
Position 369: 0.263223212472963
Position 241: 0.23556873313105975
Position 17686: 0.20436216288917014
Position 19632: 0.17777982845972562
Position 5836: 0.13348445781912202
Position 14180: 0.12050752647450473
Position 19482: 0.10708329004907388
Position 5514: 0.10604894870417302
Position 2118: 0.10045619365523414
Position 14164: 0.08614942230318191
Position 20615: 0.0835646970690481
Position 11650: 0.07604491012019657
Position 14931: 0.07031021227929349
Position 479: 0.06954070698139914
Position 6839: 0.0674860793416559
Position 22060: 0.06450287735757403
Position 9346: 0.06090625335250235
Position 16995: 0.055717462502657134
Position 14748: 0.05214178785079966
Position 16949: 0.04486505787059266
Position 19558: 0.042280909883432624
Position 17669: 0.03756862242159183
Position 15132: 0.03688823008111775
Position 22022: 0.035564923340088095
Position 5471: 0.03542597448490791
Position 17219: 0.03362574131257494
Position 11416: 0.031290922179170066
Position 18628: 0.030668432703809995
Position 21938: 0.029090297961146424
Position 4241: 0.026142824692174337
Position 21164: 0.025083747985848396
Position 12719: 0.024275733605567784
Position 20648: 0.02140471760057106
Position 5692: 0.01903546036192058
Position 1734: 0.01895383382738461
Position 13311: 0.01840532845360822
Position 13380: 0.01586864476729714
Position 15531: 0.01569365065966307
Position 19099: 0.01552517676153526
Position 13254: 0.014048620184806281
Position 7179: 0.013802641571329493
Position 9248: 0.013643725959883259
Position 1603: 0.01348472677970227
Position 16074: 0.013181573047543683
Position 20487: 0.011984409349435616
Position 7060: 0.011975296188781206
Position 1412: 0.01168839499964251
Position 21571: 0.011581488100587123
Position 20291: 0.010599434152739621
Position 13891: 0.010005638111463086
Position 1384: 0.00995689353316625
Position 12699: 0.009624572112981402
Position 245: 0.009428618463329591
Position 14256: 0.009275540062797488
Position 1539: 0.007591956035176351
Position 18780: 0.007495098323773962
Position 21152: 0.007431203143231337
Position 1631: 0.007248143268141239
