Gene = Ibsp
index = 554
Annotated 5SS: [  184  3020  3162  3330  6876 10279]
Annotated 3SS: [ 2952  3110  3251  6809 10104 10850]
SMsplice 5SS: [  184  3020  3162  3330  6876 11061]
SMsplice 3SS: [ 2952  3110  3251  6809 10850 11156]
top_k =  1000
Partition function (log Z): 3.9807519548467822

Sorted 5' Splice Sites (High to Low Probability):
Position 3020: 0.9869113910404043
Position 3330: 0.9832448000291534
Position 6876: 0.9231303526697227
Position 184: 0.9146871120799155
Position 3162: 0.8717968961079254
Position 11080: 0.5899052753574575
Position 10279: 0.5334464747852319
Position 9254: 0.4729257783693221
Position 8545: 0.3847499461081845
Position 2414: 0.13091889752353236
Position 10709: 0.1241086695063796
Position 7259: 0.09974534698788685
Position 2835: 0.08977870141952282
Position 2732: 0.08443962898287191
Position 2720: 0.06710288653781053
Position 8795: 0.06651726138029455
Position 11001: 0.06570856811370344
Position 8473: 0.06393325652630272
Position 7999: 0.038994835921171325
Position 7431: 0.03754206828808911
Position 518: 0.029969185725305096
Position 178: 0.027594123682731186
Position 2513: 0.025021908115689388
Position 21: 0.02374756455528345
Position 4858: 0.022406734199121568
Position 1920: 0.019744212253188242
Position 116: 0.019035203797160935
Position 6698: 0.018688607734874164
Position 2068: 0.017912356610127033
Position 9329: 0.0175228794849316
Position 3944: 0.012410252656131134
Position 5856: 0.011622324002280752
Position 1909: 0.011530333868710102
Position 10630: 0.01123175844542548
Position 4854: 0.011095017689080059
Position 1877: 0.011001016990018169
Position 2615: 0.010198131626312019
Position 11377: 0.01013517523497677
Position 3835: 0.009350989874040492
Position 10971: 0.00919450305790348
Position 2197: 0.008989498114471042
Position 2192: 0.008791501907361107
Position 2465: 0.008640920536665314
Position 9487: 0.007692659508268203
Position 5769: 0.007259322192292838
Position 5263: 0.007122632519087991
Position 1870: 0.006701537128269329
Position 4567: 0.006666137249499182
Position 5759: 0.006034275818541107
Position 3831: 0.005890902153845478
Position 4265: 0.0055695717339235735
Position 6139: 0.005055978084704263
Position 7011: 0.004555641415739073
Position 11270: 0.004552194204897719
Position 3816: 0.003940721605799401
Position 9011: 0.003852315029177551
Position 2487: 0.0035814023026202305
Position 5801: 0.003407966084657951
Position 8783: 0.0030584917095384757
Position 8764: 0.002996126966256898
Position 391: 0.002746768898596644
Position 1915: 0.0027311793456943523
Position 6169: 0.0023797524503454534
Position 10634: 0.0020367306430123053
Position 2501: 0.0016770726492919693
Position 4210: 0.0016136492732588667
Position 4996: 0.001424273585440745
Position 11225: 0.0014009997968666148
Position 1886: 0.0012409982163497529
Position 2504: 0.0012384286540053206
Position 3900: 0.0012371725067951346
Position 5897: 0.0012260574274676036
Position 10950: 0.001200394484409399
Position 108: 0.0010028938567662087
Position 2175: 0.0009674638095922094
Position 3537: 0.0008144889407096946
Position 895: 0.0007636073614994306
Position 4212: 0.0007548201304149368
Position 2199: 0.0006995443943941426
Position 7318: 0.0006842379106856034
Position 1966: 0.0006617671185123129
Position 2591: 0.0006436367333987825
Position 1862: 0.000598065499157353
Position 825: 0.0005672764443040032
Position 2405: 0.0005452044214638127
Position 2550: 0.0005212346587731216
Position 3334: 0.0005110643066175297
Position 811: 0.00036100311771710206
Position 6692: 0.00035070577329351064
Position 4777: 0.00034925255929876294
Position 2178: 0.0003341213774009779
Position 8748: 0.00029611093855795237
Position 9298: 0.0002872366122792894
Position 9290: 0.0002854299642617281
Position 1769: 0.00027522482839557866
Position 9335: 0.00026915250576896007
Position 9226: 0.00025082032584718985
Position 2647: 0.00023573788280243925
Position 6743: 0.00019932223211702928
Position 1688: 0.000197654082204575
Position 4438: 0.00017343324807064423
Position 2597: 0.00016883520699414867
Position 9667: 0.00015997459493302272
Position 6556: 0.00015665099289197197
Position 9741: 0.00015163320786293024
Position 1400: 0.0001496165993600894
Position 9737: 0.00014538931897115808
Position 4339: 0.00014288224631181775
Position 9276: 0.00014006755139776576
Position 1654: 0.00013785634771721781
Position 2511: 0.00010071927623943106
Position 3053: 5.4296753551825095e-05
Position 7111: 4.8310667875740474e-05
Position 930: 4.5212223907486085e-05
Position 59: 3.954355193261045e-05
Position 450: 3.610727314621981e-05
Position 2065: 3.351366444384604e-05
Position 248: 3.334544686845798e-05
Position 334: 3.2186028841642365e-05
Position 3024: 3.0279009770650227e-05
Position 41: 2.545132887549715e-05
Position 509: 2.5435937805986804e-05
Position 1945: 2.0975862511248737e-05
Position 684: 2.002131677759855e-05
Position 69: 1.9081527527095773e-05
Position 1417: 1.8779287656793907e-05
Position 244: 1.867043202782423e-05
Position 770: 1.8152099857142488e-05
