Gene = Ciart
index = 265
Annotated 5SS: [  77 1051 1249 1597 1823]
Annotated 3SS: [ 641 1172 1517 1710 3081]
SMsplice 5SS: [  77 1051 1249 1597 1823]
SMsplice 3SS: [ 641 1172 1517 1710 1921]
top_k =  1000
Partition function (log Z): 1.8005079821326557

Sorted 5' Splice Sites (High to Low Probability):
Position 1249: 0.9699033662241411
Position 1597: 0.9589505176126294
Position 1051: 0.730153199982608
Position 77: 0.7192178967173671
Position 3014: 0.47068169698177614
Position 1823: 0.4410838446807961
Position 277: 0.3059817522657258
Position 1899: 0.27292905513542276
Position 2549: 0.18711854250182366
Position 160: 0.16892779265503508
Position 1955: 0.07669795888907885
Position 287: 0.023254616954956973
Position 983: 0.020436820693892646
Position 2340: 0.016745124247040017
Position 1800: 0.01447455512140568
Position 3039: 0.013967820669248093
Position 782: 0.013679737982800621
Position 124: 0.010983160823039465
Position 2973: 0.007953903480765677
Position 768: 0.004464001135541217
Position 724: 0.004186276291251536
Position 775: 0.0038162703580463444
Position 850: 0.0037309537070107203
Position 1016: 0.0037119573130458957
Position 648: 0.0024444842944915347
Position 7: 0.002353414940127981
Position 661: 0.002130544305226179
Position 1601: 0.0021227566090945204
Position 1886: 0.001896291744671959
Position 1630: 0.0017501085756704401
Position 854: 0.0016426249687363913
Position 216: 0.0016061613972304337
Position 1568: 0.0013340079636591105
Position 3248: 0.001261624230715712
Position 866: 0.0010974825087728545
Position 2760: 0.0008643383594343877
Position 1283: 0.0007169827591331586
Position 3413: 0.0006835341907906523
Position 2995: 0.0006508696014406584
Position 2986: 0.0006432225458595448
Position 920: 0.0006167282533250083
Position 384: 0.000465905180070832
Position 244: 0.00035979183917096415
Position 391: 0.00034292500395114003
Position 343: 0.000302763482295965
Position 722: 0.0002760929522400887
Position 234: 0.0002624233082144925
Position 998: 0.0002039870600406518
Position 3641: 0.00015913653881105883
Position 423: 0.0001223239795190725
Position 187: 0.00011485652681282008
Position 913: 0.0001140632007396601
Position 1234: 9.962927604042308e-05
Position 964: 9.17940759715538e-05
Position 150: 8.158227774788782e-05
Position 323: 7.763857965690646e-05
Position 2590: 7.238704258147687e-05
Position 395: 5.248786750664412e-05
Position 281: 4.8620695981155695e-05
Position 1368: 2.9572291317616383e-05
Position 1572: 2.2633745679942064e-05
Position 1651: 2.134096798752766e-05
Position 310: 1.5202086244778325e-05
Position 1739: 1.356361265742934e-05
Position 386: 1.1665999500424464e-05
Position 1993: 1.1525606068242663e-05
Position 428: 1.1449781385424158e-05
