Gene = Cnot11
index = 275
Annotated 5SS: [  56 1346 2589 3432 5084 7611 9997]
Annotated 3SS: [  561  2423  3278  4880  7407  9899 10076]
SMsplice 5SS: [1346 2589 3432 5084 7611 9997]
SMsplice 3SS: [ 2470  3278  4880  7407  9899 10076]
top_k =  1000
Partition function (log Z): 5.017278848511015

Sorted 5' Splice Sites (High to Low Probability):
Position 7611: 0.9872280302850267
Position 5084: 0.985404456691784
Position 2589: 0.9781783449638113
Position 9997: 0.8481694798406088
Position 1346: 0.832753910010359
Position 56: 0.6353437188881486
Position 3432: 0.63373847154408
Position 10675: 0.3467932500751895
Position 313: 0.3064973032913377
Position 1662: 0.2639663264816732
Position 5326: 0.13228393173215672
Position 5873: 0.12819638068806724
Position 6523: 0.11762006522970003
Position 5376: 0.09620458058065964
Position 3436: 0.07130117611812975
Position 4800: 0.06728761086316024
Position 6897: 0.06558033725956057
Position 1649: 0.056212621548776945
Position 689: 0.053623237026319555
Position 3404: 0.04129307801289961
Position 10086: 0.03108745508813021
Position 830: 0.02764200759747914
Position 385: 0.01703055876074282
Position 9126: 0.01634642018268983
Position 10435: 0.012268321368050302
Position 1654: 0.011889761407728393
Position 10310: 0.011718968579214725
Position 484: 0.01124218134801404
Position 43: 0.010338127615266783
Position 5830: 0.010336370992106656
Position 7119: 0.009887303885143986
Position 10893: 0.009733242581850021
Position 2333: 0.009501181746757332
Position 764: 0.009189022637212954
Position 6350: 0.008799021969065634
Position 10901: 0.008662005729298266
Position 8158: 0.008572735726805376
Position 7415: 0.008553495459391606
Position 10649: 0.008200023901729579
Position 3217: 0.008046093962151288
Position 1621: 0.007569439475194993
Position 2341: 0.006796246600290669
Position 4771: 0.0064412560271352795
Position 2041: 0.005421898398168654
Position 1812: 0.005177973734994506
Position 11469: 0.005174457072618646
Position 1728: 0.004700508728794137
Position 1635: 0.0045033650885452775
Position 1795: 0.004281179479114056
Position 3842: 0.004075412675405309
Position 5088: 0.003634927083603814
Position 10700: 0.0035382705351780417
Position 2348: 0.003398037584055229
Position 9493: 0.003165843885570183
Position 10302: 0.0027432936349021837
Position 5092: 0.0026639002653772704
Position 111: 0.002630024209556282
Position 685: 0.002622242459551734
Position 3377: 0.0026218601699006675
Position 3408: 0.0025245179385953156
Position 8312: 0.0024490632298085836
Position 10334: 0.002436732089656388
Position 5164: 0.0024187603577918043
Position 10639: 0.002395691076756921
Position 10525: 0.0021139296403597427
Position 10527: 0.0020263341218686
Position 240: 0.0019406913248682372
Position 2270: 0.0019018042069218336
Position 8875: 0.0018681695063285293
