Gene = Tcta
index = 1065
Annotated 5SS: [439 835]
Annotated 3SS: [ 779 1906]
SMsplice 5SS: [439]
SMsplice 3SS: [1906]
top_k =  1000
Partition function (log Z): -9.56108186977484

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.5118017833355677
Position 835: 0.3967810170233412
Position 359: 0.1954837335445622
Position 171: 0.1227339812138583
Position 2132: 0.0765237461339304
Position 198: 0.06332612137283149
Position 2090: 0.04261210666298088
Position 1737: 0.03717726971622603
Position 893: 0.023445697561594783
Position 2143: 0.02135773713741335
Position 183: 0.017055234464146776
Position 780: 0.01148231248546795
Position 2217: 0.007726416060694222
Position 661: 0.006805564229527351
Position 126: 0.005227702150233894
Position 40: 0.004638797716081318
Position 330: 0.004165344065836801
Position 1042: 0.0037930413391220057
Position 1990: 0.003761776990257888
Position 1707: 0.003306065522207385
Position 941: 0.003282610422805995
Position 264: 0.00318836256653603
Position 762: 0.0028864952897951664
Position 99: 0.0008476384457243691
Position 1369: 0.0007657138266808444
Position 839: 0.0007525125882561391
Position 551: 0.0006756602762881282
Position 189: 0.0006569071824658413
Position 30: 0.0005906501465907249
Position 1124: 0.0005412715782313184
Position 571: 0.00036966906410060095
Position 370: 0.0003372086976171781
Position 611: 0.00031273161721823194
Position 422: 0.0003121170585458868
Position 2057: 0.00029721351142397267
Position 492: 0.000251044461044854
Position 414: 0.00023833897807880102
Position 398: 0.0002150446370428141
Position 2013: 0.00017412649398200898
Position 425: 0.0001704769961509476
Position 239: 0.00015492230035435667
Position 1277: 0.00013849879899243537
Position 1054: 0.00012764134214163133
Position 2071: 0.000112247553254241
Position 2148: 0.00010808872682891583
Position 117: 0.00010482571499461859
Position 213: 8.695886855782153e-05
Position 2315: 8.330698208185787e-05
Position 621: 5.448252734048756e-05
Position 614: 4.897242009490813e-05
Position 510: 4.766783010665183e-05
Position 356: 4.254313161498661e-05
Position 532: 4.1810989701481916e-05
Position 363: 4.152509894346941e-05
Position 308: 4.106971916693897e-05
Position 502: 4.0268977911622415e-05
Position 365: 3.843042732574785e-05
Position 654: 3.6666734009453686e-05
Position 512: 3.449784852044305e-05
Position 433: 3.1319468992843153e-05
Position 2022: 2.1176823611028734e-05
Position 53: 1.8041485092813925e-05
Position 1017: 7.14881976835769e-06
Position 472: 5.120233744317434e-06
Position 999: 4.422577335264294e-06
Position 966: 4.172219545860376e-06
Position 695: 2.4885142705791442e-06
Position 786: 5.219363496441245e-07
Position 1561: 1.5713559941401238e-07
Position 1191: 7.70999750800658e-08
Position 959: 3.0722312569529954e-08
Position 764: 1.3369873023713586e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1906: 0.7446247382057675
Position 2388: 0.1725102956063702
Position 731: 0.1669980327723794
Position 779: 0.12667278246763822
Position 521: 0.051425772241027075
Position 695: 0.035605580514135475
Position 1037: 0.02636221961182103
Position 540: 0.024393921118905006
Position 1644: 0.02153992401836913
Position 874: 0.017151762657257714
Position 755: 0.014035687661205781
Position 2257: 0.012565662651714271
