Gene = Tchp
index = 1064
Annotated 5SS: [  201  1079  1758  3550  5733  7042  7906  8142  9850 10701 12005 12509]
Annotated 3SS: [  893  1546  3492  5663  6867  7792  8074  9676 10618 11818 12364 13347]
SMsplice 5SS: [  201  1079  3550  5733  7042  7906  8142  9850 10701 11245 12005 12509]
SMsplice 3SS: [  893  3492  5663  6867  7792  8074  9634 10618 11079 11818 12364 13347]
top_k =  1000
Partition function (log Z): 16.957780035779304

Sorted 5' Splice Sites (High to Low Probability):
Position 7042: 0.992458732506888
Position 8142: 0.9831385580242747
Position 9850: 0.9715859038717467
Position 7906: 0.9510705491530046
Position 201: 0.8958244192995616
Position 12509: 0.8810836615439411
Position 10701: 0.8452682754834646
Position 3550: 0.809738376442684
Position 5733: 0.7537993652672452
Position 12005: 0.5857239426240783
Position 1121: 0.5667641671745033
Position 11245: 0.5510194852666277
Position 3893: 0.5372354461272025
Position 1453: 0.38515125882236667
Position 5500: 0.3690374416783487
Position 10343: 0.2811418553798494
Position 782: 0.24859813431978178
Position 11736: 0.18756006471321532
Position 414: 0.1693028718145717
Position 12796: 0.15259387733934396
Position 10974: 0.15252270833026796
Position 2983: 0.13748229446950389
Position 3715: 0.08931225172814293
Position 3028: 0.08928416027011855
Position 1758: 0.0819602350356407
Position 1867: 0.07217353447915983
Position 1083: 0.05291604854422033
Position 7372: 0.04550850304379732
Position 4313: 0.04208304080544724
Position 773: 0.039553741549320585
Position 1089: 0.03954252733492882
Position 12750: 0.03837335763697765
Position 4330: 0.038356137751839256
Position 10288: 0.03579723674422126
Position 3582: 0.03356815412914026
Position 3194: 0.032612182029540186
Position 2328: 0.02885157961734383
Position 5814: 0.028765274036942422
Position 11154: 0.0271109503147757
Position 7376: 0.0247022565620347
Position 13428: 0.022052034976638917
Position 3089: 0.021482017521338596
Position 704: 0.021367164231597194
Position 1085: 0.020471862027540866
Position 9166: 0.01951708197310543
Position 313: 0.018019738359308517
Position 12264: 0.017898019089524642
Position 12524: 0.017474228635046836
Position 5565: 0.016843796627577817
Position 1132: 0.01666953753450373
Position 11346: 0.0165923147120644
Position 3942: 0.015781921444805187
Position 4068: 0.013881423812829616
Position 7940: 0.01342736854683755
Position 6291: 0.013348975801762954
Position 8946: 0.01283293576896135
Position 361: 0.011674684739357009
Position 4412: 0.01146460707029752
Position 9013: 0.010713915774426727
Position 8146: 0.010350465645015086
Position 9197: 0.009662965565431435
Position 4108: 0.008964340829647852
Position 14062: 0.008533495891788168
Position 6337: 0.008519491169208996
Position 4189: 0.008280179452356927
Position 10674: 0.008154058861326518
Position 9063: 0.007985021578806185
Position 12063: 0.007852884502534912
Position 5851: 0.007579493597254199
Position 12513: 0.007164272594257572
Position 12757: 0.006877505354922235
Position 2382: 0.0068344400426594495
Position 137: 0.006495307173861195
Position 5578: 0.005977349786215575
Position 3429: 0.005977175010405495
Position 5583: 0.005963724856653455
Position 11254: 0.005658550947741612
Position 6750: 0.00541795271141568
Position 11732: 0.005296367017206452
Position 6605: 0.005221770265775431
Position 5908: 0.0050384379785631435
Position 13458: 0.004758172780712194
Position 7075: 0.004525804991362285
Position 977: 0.0044512646585450925
Position 477: 0.004340454416819025
Position 194: 0.004175507268401814
Position 9884: 0.004045204398877203
Position 11916: 0.003652540598154727
Position 459: 0.003456020117296097
Position 4032: 0.0034183516466269066
Position 1003: 0.003189618212357847
Position 9240: 0.0031861101713996066
Position 10835: 0.0028764506332759547
Position 9210: 0.0027369085676394386
Position 8667: 0.002688039715745283
Position 9788: 0.002565752847494498
Position 10696: 0.0024891852536380837
Position 3359: 0.002426509612835072
Position 10347: 0.00241478210389162
Position 1093: 0.0023970157056491144
Position 13675: 0.00238040276758417
Position 13247: 0.00221832796836785
Position 13471: 0.0021539695699869625
Position 3632: 0.002127342050439023
Position 13439: 0.0019311502808295826
Position 13433: 0.001896855244327611
Position 799: 0.0018676865931109782
Position 8831: 0.0018314048503773506
Position 9879: 0.001742581052937661
Position 11229: 0.0016657299250536957
Position 7996: 0.0016399529151746785
Position 6380: 0.0016330881097060294
Position 1109: 0.001569189093577553
Position 2614: 0.0015196508466792718
Position 12773: 0.0014683823193061387
Position 9220: 0.0014128523704093406
Position 9124: 0.0013380169816486435
Position 8584: 0.0013147429316687949
Position 8955: 0.0012517434406867538
Position 2357: 0.0011627703357572393
Position 3426: 0.0011523401445902907
Position 11387: 0.0011150155274294736
Position 238: 0.00110707144750138
Position 11710: 0.001088686110356461
Position 13618: 0.0009646463119440542
Position 263: 0.0009485736243110917
Position 672: 0.0009066127686628431
Position 10057: 0.0008748199230408939
Position 4062: 0.0008664286156157986
Position 11935: 0.0008610029286017537
Position 186: 0.0008512441839593045
Position 9052: 0.0008372152721482184
Position 9222: 0.0007948073275482422
Position 13200: 0.0007338250753645778
Position 695: 0.0007250690443163309
Position 11961: 0.0006824734523019805
Position 1091: 0.0006741949141493377
Position 1096: 0.0006716054099109428
Position 843: 0.0006248105253214663
Position 829: 0.0005982534825779685
Position 3597: 0.0005941724665335078
Position 1818: 0.0005918509803588369
Position 1862: 0.0005814820551560501
Position 11261: 0.0004911664941781858
Position 8236: 0.00048641324870110734
Position 260: 0.00045705885704129393
Position 9232: 0.00043808311430927475
Position 8001: 0.00043492922290816325
Position 10967: 0.00042302119974942326
Position 253: 0.0004193899337180884
Position 2389: 0.00041833913654763544
Position 102: 0.0004148377803358733
Position 3624: 0.0004056277529282664
Position 1782: 0.0004019925816220132
Position 989: 0.0003971852590962687
Position 751: 0.0003898160405426963
Position 6912: 0.00037179782226219604
Position 11231: 0.00036943209161264536
Position 12540: 0.0003608030103133918
Position 9902: 0.00035593359828464883
Position 12071: 0.0003531629313086143
Position 386: 0.00034694754629165114
Position 573: 0.0003407826181306391
Position 680: 0.00031666115657133916
Position 6408: 0.0003143569808561783
Position 7655: 0.00028141259148148297
Position 11263: 0.00027529995707112136
Position 508: 0.0002595172344814211
Position 1793: 0.00022045780823943495
Position 661: 0.00021147160719230077
Position 603: 0.00019645828801694986
Position 11474: 0.00016611772767339793
Position 351: 0.00016106104931826992
Position 757: 0.00015654344586594454
Position 6952: 0.00014741414540819558
Position 721: 0.0001437561624386388
