Gene = Ndufaf3
index = 736
Annotated 5SS: [ 584  879 1094 1276]
Annotated 3SS: [ 682 1026 1174 1358]
SMsplice 5SS: [ 180  412 1276]
SMsplice 3SS: [ 313 1174 1358]
top_k =  1000
Partition function (log Z): -4.100598066535925

Sorted 5' Splice Sites (High to Low Probability):
Position 1276: 0.978549575430251
Position 180: 0.6612941325702492
Position 584: 0.4915789600095126
Position 412: 0.37751033575766607
Position 879: 0.2699471207653514
Position 1094: 0.2238206556792467
Position 973: 0.017319891783935552
Position 161: 0.014510454785584385
Position 291: 0.011261453037312148
Position 32: 0.00948217830826552
Position 38: 0.009456668751669723
Position 1027: 0.009101762473457464
Position 782: 0.005219937461138919
Position 864: 0.0038001457039442176
Position 799: 0.001760908482723314
Position 1104: 0.0016146398626927384
Position 23: 0.001578588174511575
Position 1399: 0.0015157352629534102
Position 1264: 0.0008283182770517337
Position 419: 0.0008270486018009592
Position 352: 0.0007743778825187381
Position 767: 0.0005238161638653112
Position 1108: 0.0005164768131287017
Position 281: 0.00038008229970789333
Position 1459: 0.00036765716018559685
Position 867: 0.00035077164071677005
Position 846: 0.0003452145440896291
Position 201: 0.0003284481557520109
Position 570: 0.00029944937220981535
Position 833: 0.00028230220491503975
Position 1280: 0.00025442625734213944
Position 597: 0.00014997821977672407
Position 977: 0.00013322607929020438
Position 341: 0.00010543910943947424
Position 13: 9.289120660323252e-05
Position 485: 8.820148274535941e-05
Position 1225: 8.445502532886116e-05
Position 488: 8.293280701860592e-05
Position 252: 8.19827893719802e-05
Position 1290: 7.47180085392403e-05
Position 831: 6.161584776497401e-05
Position 1647: 4.6908042732585156e-05
Position 1404: 3.632779026016837e-05
Position 954: 2.405058846414926e-05
Position 728: 2.252971010872791e-05
Position 1579: 2.177418398403457e-05
Position 163: 1.5582341835914265e-05
Position 581: 1.202065672992464e-05
Position 319: 9.819020238864479e-06
Position 445: 8.433239389922421e-06
Position 1532: 7.724301636882554e-06
Position 562: 5.66759437716963e-06
Position 1186: 4.772440033598022e-06
Position 471: 4.510271967297201e-06
Position 1587: 3.504425329793981e-06
Position 1627: 3.4668786214662748e-06
Position 405: 2.6099487583049766e-06
Position 780: 1.6022092652764977e-06
Position 694: 1.5320840105182772e-06
Position 293: 1.1270960510128573e-06
Position 1258: 1.1001079172395914e-06
Position 642: 1.0745740375085674e-07
Position 1125: 2.2080221978200224e-09
Position 1297: 5.728516910531132e-10
Position 498: 5.184260296953143e-10
Position 1306: 7.019852440909614e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1358: 0.9681295702508865
Position 1174: 0.9082694580110013
Position 313: 0.40534887912480183
Position 1026: 0.17039098423456894
Position 672: 0.13319318584496326
Position 522: 0.09374742798841039
Position 682: 0.09229427066948952
Position 860: 0.06621522227216944
Position 504: 0.052868561329332445
Position 411: 0.035517211409485265
Position 1143: 0.03179937629374073
Position 965: 0.023553027539754547
Position 462: 0.018242479990623096
Position 685: 0.01446723993077949
Position 1176: 0.013827227731034382
Position 1398: 0.010640745562566962
Position 1672: 0.005375619496534025
Position 351: 0.0048690842802445655
Position 1587: 0.004796641714970675
Position 379: 0.004248214857419845
Position 493: 0.0033354366791140434
Position 982: 0.0033281204956951554
Position 1088: 0.0031316435412860047
Position 1203: 0.002750335047574539
Position 793: 0.002485256599047759
Position 642: 0.0024317895249711
Position 437: 0.002149857573638209
Position 1722: 0.0020762299591406885
Position 763: 0.0019986689645113648
Position 381: 0.0017168216016207646
Position 1464: 0.0016575016898234829
Position 776: 0.0016224743543818707
Position 1546: 0.0011244882907200287
Position 737: 0.0008195562030797191
Position 458: 0.0006376229910855973
Position 912: 0.000598396813428037
Position 1041: 0.0005835542542515727
Position 728: 0.0005744508472898974
Position 273: 0.0004561271814810178
Position 799: 0.0004526608842941202
Position 935: 0.00043422676055167276
Position 1225: 0.00039127212645760824
Position 1437: 0.00032557888272509813
Position 1650: 0.00031999850852869213
Position 1470: 0.00029420129659696624
Position 1753: 0.0002768367917103695
Position 944: 0.00027348003378434505
Position 1233: 0.00026198960011363865
Position 1641: 0.0002566391679315783
Position 1209: 0.00020309881962969625
Position 290: 0.0001885735388830748
Position 991: 0.0001643360502391961
Position 117: 0.00014767954899318339
Position 1677: 0.00013666745639810918
Position 1725: 0.00013251517189323696
Position 160: 0.0001221693280696723
Position 328: 0.00011602030356559066
Position 1404: 0.00011350055552628648
Position 602: 5.4992774990349027e-05
Position 1410: 5.365489714244018e-05
Position 1093: 5.3522792324521734e-05
Position 872: 5.349909849491699e-05
Position 375: 4.8077023352733566e-05
Position 1704: 4.361883343581993e-05
Position 802: 4.1825628063235615e-05
Position 1483: 4.0554171532947275e-05
Position 1439: 3.88923638873915e-05
Position 287: 3.50221678776684e-05
Position 1245: 3.203195183869039e-05
Position 767: 3.202031528105251e-05
Position 1848: 3.04585190885831e-05
Position 1269: 2.6191607686279966e-05
Position 173: 2.4881308910318747e-05
Position 102: 1.3452775044580134e-05
Position 179: 1.2557241618395127e-05
Position 1728: 1.2271401511208565e-05
Position 805: 1.2231346370759697e-05
Position 1736: 8.220985960723589e-06
Position 1766: 7.563135014168948e-06
Position 1606: 7.3525656097476554e-06
Position 977: 5.533753926169062e-06
Position 129: 5.133297324792988e-06
Position 1684: 4.586595546295847e-06
Position 1783: 3.910078824143e-06
Position 1625: 1.2435105851628152e-06
Position 1413: 1.2319927195116195e-06
Position 242: 8.202099072419455e-07
Position 1853: 7.256947553900004e-07
Position 138: 6.951713603642091e-07
Position 211: 4.5214352482056136e-07
Position 252: 3.149916398625289e-07
Position 187: 1.8312754167769158e-07
Position 236: 1.7024353812240737e-07
Position 81: 4.665657154512693e-08
Position 228: 1.5951373569127866e-09
