Gene = Glmp
index = 437
Annotated 5SS: [ 179  909 1290 1607 3091]
Annotated 3SS: [ 653 1091 1387 2833 3179]
SMsplice 5SS: [ 179  993 1290 1607 3091]
SMsplice 3SS: [ 907 1091 1387 2833 3179]
top_k =  1000
Partition function (log Z): -0.7386418423356282

Sorted 5' Splice Sites (High to Low Probability):
Position 1290: 0.995921054397137
Position 179: 0.9539373650595169
Position 3091: 0.8725802400077888
Position 1607: 0.650080739135825
Position 993: 0.4543334697495118
Position 3318: 0.29806654677467637
Position 3466: 0.2863117502618797
Position 1520: 0.0978047329117445
Position 654: 0.09437598979990953
Position 1612: 0.048627693123499266
Position 3834: 0.044186387987109714
Position 3965: 0.04228705103405249
Position 997: 0.04183557897510961
Position 909: 0.038858756775883324
Position 2640: 0.035060385602252137
Position 3639: 0.027242525454120665
Position 4565: 0.025298915954311885
Position 57: 0.02161932953858461
Position 1002: 0.01737476527795902
Position 2793: 0.012998699059515903
Position 1634: 0.012651652730065082
Position 268: 0.010411806671356936
Position 1023: 0.009674467542076572
Position 1018: 0.009418666730305648
Position 1475: 0.008859919810100599
Position 981: 0.007878162097070813
Position 3556: 0.006873850077766124
Position 3250: 0.006261036077642393
Position 2451: 0.006005163957995118
Position 1619: 0.005313158759047274
Position 3661: 0.005014155617733162
Position 3327: 0.004657105981682292
Position 4539: 0.004519785133633212
Position 3902: 0.004508718626936331
Position 820: 0.003970103968522207
Position 605: 0.0036857199017169243
Position 2726: 0.003609434172080449
Position 2007: 0.00353212574627565
Position 1642: 0.003399504393298725
Position 1966: 0.003375750814764467
Position 1995: 0.0030723117260638005
Position 771: 0.0028781135031037738
Position 4093: 0.002796464786773481
Position 1459: 0.002789667141050765
Position 666: 0.002706927193671474
Position 830: 0.00251157333605879
Position 5213: 0.0023452305564301526
Position 1466: 0.0021870674408443857
Position 317: 0.0021157445183258095
Position 1834: 0.0021099457040678017
Position 2227: 0.0019593458264288138
Position 4571: 0.0018043505274018621
Position 340: 0.0015576936306646568
Position 1748: 0.001517126558296194
Position 3738: 0.0013211937092044493
Position 1647: 0.0011784508918628348
Position 777: 0.0011430323815496298
Position 799: 0.0008447651914745594
Position 915: 0.0008394340402425578
Position 1762: 0.0007624442409053764
Position 570: 0.000750862788824691
Position 1512: 0.0007259484467714338
Position 2634: 0.00066600942049069
Position 3522: 0.0006098204851040751
Position 1808: 0.0005475183335003173
Position 3391: 0.0005298008208254832
Position 952: 0.0005189458790441485
Position 1845: 0.0004962735822549146
Position 396: 0.0004719016713470938
Position 858: 0.00046773501451924246
Position 3007: 0.0004542841704645099
Position 801: 0.00039991356222924564
Position 2710: 0.0003727506988991554
Position 2644: 0.0003409634371097327
Position 1791: 0.0002881363940362103
Position 4196: 0.00028497584268078553
Position 1798: 0.00027948059424991916
Position 741: 0.0002748778090120939
Position 3104: 0.00026329675332445717
Position 2654: 0.00024820176860966233
Position 1157: 0.00024056615273588056
Position 3562: 0.00020714925600404818
Position 2428: 0.00018517473909121453
Position 415: 0.00018455307887413764
Position 15: 0.00017641159512681167
Position 2688: 0.00017100640712391978
Position 714: 0.0001685285205604581
Position 1704: 0.0001633649029541586
Position 1172: 0.00015650694393708607
Position 1329: 0.00014526343195360978
Position 743: 0.0001447683037436305
Position 808: 0.00013358764248824873
Position 208: 0.00012327483350697984
Position 2495: 0.00011552964217870035
Position 768: 0.00010355619920853581
Position 355: 0.00010342917090834215
Position 39: 8.777167253245571e-05
Position 1011: 8.313857189584676e-05
Position 3333: 8.29645376680859e-05
Position 3508: 7.41769474087543e-05
Position 2207: 6.850671219524206e-05
Position 134: 6.341326170346144e-05
Position 61: 6.219605020007375e-05
Position 456: 5.678129964020045e-05
Position 1451: 5.6268757373228813e-05
Position 126: 5.496881919467022e-05
Position 810: 5.089848139541995e-05
Position 3643: 5.003041121758941e-05
Position 2990: 4.4740987455426734e-05
Position 3211: 4.388626363562179e-05
Position 305: 4.0062508740034756e-05
Position 1118: 3.471467956918156e-05
Position 1242: 3.3068693153787266e-05
Position 2258: 2.956938528120822e-05
Position 199: 2.889652138567394e-05
Position 92: 2.45162908527564e-05
Position 1335: 2.3231359150633046e-05
Position 303: 2.2477083831248877e-05
Position 261: 2.2237126992682853e-05
Position 3782: 2.0345999266153926e-05
Position 3615: 2.0172176097373997e-05
Position 436: 1.9320919983838027e-05
Position 373: 1.840602278186224e-05
Position 1410: 1.594977484031728e-05
Position 310: 1.5456877157309785e-05
Position 543: 1.355794388892526e-05
Position 51: 1.3522111035649393e-05
Position 10: 1.063319868025631e-05
Position 1219: 1.0112264147770232e-05
Position 138: 9.63301391630257e-06
Position 881: 8.954197652940306e-06
Position 332: 8.839624593306704e-06
Position 509: 8.457987582907472e-06
Position 3529: 6.013339995397929e-06
Position 1388: 5.766192068931237e-06
Position 69: 5.151391709358318e-06
Position 3457: 5.014548213423527e-06
Position 897: 4.843239032796376e-06
Position 647: 3.3250285590580775e-06
Position 99: 2.6809990353024943e-06
Position 519: 2.4045385304168946e-06
Position 1491: 1.6841743360183041e-06
Position 136: 4.1950932378757675e-07
Position 575: 2.961453701417166e-07
Position 477: 1.499771740439822e-07
Position 645: 2.1172977153703574e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1091: 0.9622925705289908
Position 2833: 0.7977902751186153
Position 1387: 0.6931377068952806
Position 907: 0.5228287685974722
Position 3426: 0.45741119514204387
Position 3179: 0.451787058866003
Position 3737: 0.20494613581386928
Position 4427: 0.20392210036638095
Position 5382: 0.11297208136106734
Position 1517: 0.06782897370188318
Position 3232: 0.06700656071121622
Position 569: 0.054848572541723206
Position 5080: 0.05278193488856912
Position 2938: 0.048974793242055704
Position 1556: 0.04272252955132477
Position 5805: 0.040496017644521654
Position 653: 0.03477819073914167
Position 2908: 0.02969882192032608
Position 3013: 0.027034422459526374
Position 2540: 0.025920182479718758
Position 3314: 0.021918944482060623
Position 2495: 0.019470949644145134
Position 509: 0.017228370890282042
Position 1245: 0.016434888581007712
Position 5394: 0.011793581065623275
Position 874: 0.009881808009315955
Position 5724: 0.008987113302194556
Position 1606: 0.007935236317763666
Position 2319: 0.007556304496109453
Position 5774: 0.007434893335456724
Position 5610: 0.007419825962003033
Position 590: 0.007075048752406124
Position 160: 0.007022776820700115
Position 869: 0.006999550614268239
Position 1423: 0.006998774492716566
Position 6058: 0.006895184376212568
Position 2996: 0.006721581094780958
Position 5857: 0.006103230147968523
Position 1537: 0.006065390802547704
Position 1404: 0.0059684311362790225
Position 4658: 0.005873721006164635
Position 4085: 0.0054455347055481305
Position 5076: 0.0051385245271631085
Position 3689: 0.005133501497974349
Position 1233: 0.005050149653114018
Position 1445: 0.005024422166321367
Position 143: 0.005012418071504456
Position 1723: 0.004769264879768851
Position 751: 0.004637439409932467
Position 551: 0.0046183139783372955
Position 1935: 0.004270155469318572
Position 1519: 0.004113831002045935
Position 5633: 0.004000119679100588
Position 1172: 0.003478945631220428
Position 692: 0.003348985266818112
Position 519: 0.003250362634988977
Position 714: 0.0030334545625884985
Position 5929: 0.00287493317478726
Position 2603: 0.0027998879651616832
Position 3359: 0.002583370687906515
Position 3961: 0.002492067842185072
Position 1448: 0.002211366984640586
Position 1761: 0.0021141019572541394
Position 2657: 0.0020922205230387778
Position 4461: 0.0020654268724355773
Position 4050: 0.0017490266114577465
Position 2544: 0.001722455891323811
Position 2363: 0.00168940031276864
Position 2104: 0.0016876961046818288
Position 1108: 0.0016307162869282402
Position 1394: 0.001619075967437809
Position 2842: 0.0015720321635224398
Position 5525: 0.0015360152341703413
Position 4690: 0.001480983741454424
Position 797: 0.0014739508218616086
Position 4617: 0.0013000949720157183
Position 765: 0.0012994271443032323
Position 2888: 0.0012309418692493
Position 3747: 0.0011377759386615033
Position 256: 0.0010106041179798048
Position 2547: 0.000999567091456197
Position 2684: 0.0009604574601952628
Position 4586: 0.0009341384216239786
Position 1133: 0.0009284561951889858
Position 871: 0.0009183779548610242
Position 5124: 0.0008806544778780961
Position 968: 0.0007892141640983166
Position 1700: 0.0007754035563171071
Position 3875: 0.0007666695208308534
Position 4002: 0.0007580840245957287
Position 1833: 0.0007315785832463647
Position 3466: 0.000621628373629398
Position 1523: 0.0006204818486534316
Position 3935: 0.0005943115695335228
Position 2905: 0.0005575851962302417
Position 4187: 0.0005556818998991263
Position 1783: 0.0005155413679506128
Position 1124: 0.0005014427749887198
Position 596: 0.00045379632864555957
Position 3434: 0.0004495843143492769
Position 2792: 0.0003757765015778549
Position 2334: 0.00036810615938605095
Position 2567: 0.0003637716804905114
Position 1140: 0.00033902814100606274
Position 2902: 0.00030686141251549265
Position 5915: 0.0003050727567873626
Position 881: 0.00030253057170511133
Position 5742: 0.00024597334723463923
Position 232: 0.00024368804040058816
Position 5257: 0.0002386724228668384
Position 553: 0.00023861171376091456
Position 431: 0.00019332816499235188
Position 399: 0.00018784625083376742
Position 1100: 0.0001815712577494898
Position 2644: 0.00016334789030049968
Position 3366: 0.0001495131297398461
Position 2126: 0.00014779840670355452
Position 4551: 0.00013992274526733193
Position 1219: 0.00013912401892333785
Position 2734: 0.00013289047658440877
Position 748: 0.00012465784167342025
Position 3403: 0.00012196028365630838
Position 1459: 0.00012125841876006903
Position 4199: 0.00011599957011123381
Position 665: 9.484416998856813e-05
Position 4126: 9.410684981039185e-05
Position 3712: 9.143551058165604e-05
Position 2710: 8.92605390386919e-05
Position 3253: 8.655889581173293e-05
Position 2131: 6.861414308041361e-05
Position 913: 6.388793407664954e-05
Position 2609: 6.176907974238792e-05
Position 3268: 6.114726545416528e-05
Position 3576: 5.697896679030194e-05
Position 126: 5.590624538462925e-05
Position 344: 4.316953266679073e-05
Position 820: 4.1650489473407704e-05
Position 2315: 4.0927174261091766e-05
Position 2605: 3.363596297262103e-05
Position 721: 3.0951329970957725e-05
Position 404: 3.061269635888617e-05
Position 440: 2.9854655817100993e-05
Position 922: 2.965917739278671e-05
Position 1276: 2.938442359268055e-05
Position 390: 2.8160956856783848e-05
Position 3289: 2.7763160550350353e-05
Position 1463: 2.6812499828050426e-05
Position 609: 2.398583602413486e-05
Position 1145: 2.3181580482075392e-05
Position 410: 2.21362731909462e-05
Position 2629: 1.9825765899361864e-05
Position 2664: 1.8590432064777548e-05
Position 1044: 1.8055269570942855e-05
Position 3361: 1.8013474807017303e-05
Position 2662: 1.6434315552176903e-05
Position 3494: 1.5388708337124472e-05
Position 799: 1.5132420302791682e-05
Position 932: 1.2280349963699781e-05
Position 294: 9.427712033458224e-06
Position 1056: 8.508941520517179e-06
Position 1060: 8.321289695346923e-06
Position 258: 7.040203427065659e-06
Position 303: 6.340657912203007e-06
Position 447: 6.177269476641466e-06
Position 379: 6.123716182322198e-06
Position 1065: 5.437819357206256e-06
Position 327: 5.292076214633242e-06
Position 930: 4.264031788345147e-06
Position 1611: 3.6010037194093257e-06
Position 2164: 3.549359283424968e-06
Position 2185: 3.3687178649717882e-06
Position 1883: 3.2959806703184563e-06
Position 164: 2.945356110025048e-06
Position 1050: 2.8418470504690918e-06
