Gene = Pacc1
index = 787
Annotated 5SS: [  165  2368 13080 14967 19208 20993 22564]
Annotated 3SS: [ 2270 12869 14814 19064 20847 22455 23776]
SMsplice 5SS: [  165  2368 11433 12057 13080 19208 22564 24633]
SMsplice 3SS: [ 2270 11302 11917 12997 19064 22455 24523 24713]
top_k =  1000
Partition function (log Z): -0.8319795838077542

Sorted 5' Splice Sites (High to Low Probability):
Position 2368: 0.9941510802228599
Position 13080: 0.9804135785350516
Position 19208: 0.9465651729354692
Position 22564: 0.7509841104779297
Position 165: 0.7442906977594677
Position 12057: 0.6954058013977835
Position 5968: 0.5358552916741985
Position 14967: 0.5287196197408996
Position 24633: 0.46671323528998276
Position 12508: 0.4454920661949916
Position 11433: 0.36772397644352584
Position 15431: 0.34882819034134194
Position 11592: 0.3030669537334776
Position 20993: 0.29399766486297485
Position 18284: 0.24965908646666465
Position 23447: 0.23153762658831767
Position 7538: 0.20786988342602256
Position 16387: 0.1750760670638281
Position 5097: 0.14845772472435181
Position 24628: 0.12063152956232866
Position 14661: 0.10923810752462071
Position 12338: 0.10916143527867898
Position 11480: 0.10184039344692102
Position 106: 0.09607733793377712
Position 5459: 0.09243486749777169
Position 536: 0.08034312053400663
Position 218: 0.0673509880207784
Position 6831: 0.06717065079902124
Position 16401: 0.06167357883655227
Position 16442: 0.058748817476335084
Position 2715: 0.058337096518622844
Position 1407: 0.05502593395055411
Position 24692: 0.05112341364793416
Position 15274: 0.04531116954056061
Position 1019: 0.03680882632787702
Position 15820: 0.034346421804427194
Position 14593: 0.02907387098502339
Position 15283: 0.028226726065514404
Position 259: 0.025849458375715357
Position 15892: 0.0249239536684383
Position 15425: 0.02378822825155131
Position 212: 0.021504989469675988
Position 24862: 0.020979011739427268
Position 15467: 0.018754779236487946
Position 1579: 0.017686980048211995
Position 1809: 0.017615224008798485
Position 8858: 0.01751199756520221
Position 1756: 0.01750288405073904
Position 15844: 0.016225005745783967
Position 11814: 0.015781795227611955
Position 22777: 0.015731344280748048
Position 20532: 0.015384560477175542
Position 10127: 0.014406750279213464
Position 15826: 0.014273089112817303
Position 15531: 0.014181717174382356
Position 19282: 0.013837797621011802
Position 18080: 0.013793516334852983
Position 8585: 0.01358017696237261
Position 15693: 0.013506988580897456
Position 13705: 0.013159963642042702
Position 720: 0.012981837887062893
Position 6625: 0.012923832094188563
Position 12529: 0.012261223234421095
Position 15543: 0.012204986958667228
Position 5478: 0.01168742000272328
Position 11375: 0.011061308656776892
Position 8581: 0.010873812507771871
Position 15422: 0.010850953523522725
Position 7996: 0.010430309471131612
Position 766: 0.00982316056078572
Position 3205: 0.009813559613532717
Position 14583: 0.009087652234149932
Position 3268: 0.008649166726923596
Position 12820: 0.008468016917993301
Position 23267: 0.007917730205237209
Position 7558: 0.006859410439570996
Position 7525: 0.0068515032771369186
Position 1544: 0.006820203202019877
Position 15207: 0.006402641717774498
Position 11573: 0.006360831266732555
Position 17536: 0.006220028503083447
Position 12073: 0.00585780693154078
Position 23507: 0.0056660870744857
Position 14601: 0.0055372136293942555
Position 15223: 0.005335505521644399
Position 15518: 0.005144280655194037
Position 14151: 0.005059683034547309
Position 11810: 0.004871536583812374
Position 15291: 0.004747343926246878
Position 3004: 0.004436094536556992
Position 16296: 0.004375759839421101
Position 14195: 0.004347174257319167
Position 16025: 0.004121108392805059
Position 15215: 0.0041100323631859635
Position 15077: 0.00402028032241508
Position 17577: 0.0038909944911468632
Position 15132: 0.0036759423172319
Position 4702: 0.0036221718997820175
Position 6636: 0.0032424927798550326
Position 16069: 0.0032252849269929344
Position 2356: 0.003041683306030098
Position 1031: 0.0028720516419068467
Position 13661: 0.002868044351037863
Position 2964: 0.0026406842197489273
Position 14854: 0.0025678482882807406
Position 13554: 0.0023970498443322747
Position 15281: 0.002235049605918578
Position 1352: 0.0021672234165076684
Position 2014: 0.0020765645697216344
Position 1539: 0.002009407559996012
Position 13378: 0.0019700354029944704
Position 1724: 0.0019070266278398155
Position 16952: 0.0018420801762330324
Position 455: 0.0018192084584796391
Position 5685: 0.0017501279412700593
Position 152: 0.0017419343214596676
Position 872: 0.0015945524679022484
Position 1918: 0.0015781895415713802
Position 14992: 0.0015168899762079784
Position 4681: 0.0014191728061761029
Position 3506: 0.001335287520292776
Position 3197: 0.001292189674059359
Position 4087: 0.0012446526811573638
Position 2350: 0.0012374678398731963
Position 5130: 0.0011588427602811156
Position 1818: 0.0011249978971630483
Position 24919: 0.0011217783502112523
Position 15570: 0.001005795007795426
Position 1858: 0.000985750128231286
Position 988: 0.0009382731883440304
Position 1666: 0.0009291601436354714
Position 5109: 0.0009265005200155757
Position 1101: 0.0009206069758699441
Position 615: 0.000850889126180588
Position 1626: 0.0008287512437271878
Position 13724: 0.0005802861228062005
Position 897: 0.0005660303604671281
Position 1593: 0.0005417078454417507
Position 30: 0.0005063063042144206
Position 619: 0.0004946568415526443
Position 1636: 0.00047074181278872657
Position 7811: 0.0004107364940637682
Position 1761: 0.0003883123931396845
Position 1970: 0.00036069173701305335
Position 2557: 0.00035040768672916443
Position 6223: 0.0003468285346895405
Position 6044: 0.00032953759058153574
Position 7518: 0.00031573063022169196
Position 2343: 0.00026226066320628665
Position 517: 0.00025112201079893846
Position 1234: 0.0002354849847154669
Position 703: 0.0002191395796538248
Position 8402: 0.000210219965398572
Position 4203: 0.0002096738590718876
Position 20101: 0.00020303063546061627
Position 7544: 0.00020237227369518601
Position 1721: 0.00019640610527497162
Position 3628: 0.00019610429716134304
Position 2624: 0.00019439571410799627
Position 1931: 0.00019070786273452846
Position 2052: 0.0001823183844193199
Position 13058: 0.00015206555585669374
Position 858: 0.0001471925424478828
Position 8268: 0.00014719197076410142
Position 4026: 0.00014111793484956246
Position 607: 0.00013567347272773825
Position 672: 0.0001337461166422697
Position 2372: 0.00013309645046677163
Position 4072: 0.00012370609437655972
Position 275: 0.00010878384036995076
Position 1848: 0.00010344464494207169
Position 1638: 9.758472212106167e-05
Position 568: 9.692580335340017e-05
Position 4055: 8.972318907296804e-05
Position 1824: 8.558511843026679e-05
Position 390: 8.555818744603745e-05
Position 3213: 8.43985586730075e-05
Position 1663: 7.704262527493645e-05
Position 530: 6.82577370983611e-05
Position 1733: 6.810391290924137e-05
Position 8047: 6.433346198290997e-05
Position 1878: 6.131260485875774e-05
Position 2118: 6.051468924135141e-05
Position 1952: 5.805256007261535e-05
Position 7948: 5.583806674475801e-05
Position 5021: 4.848757998908053e-05
Position 8079: 4.8203386269993034e-05
Position 5044: 3.7945389879325354e-05
Position 5147: 3.424409960519657e-05
Position 3121: 2.9109755186120698e-05
Position 5114: 2.7222400603416157e-05
Position 20106: 2.683344783835745e-05
Position 3189: 2.6704940291524643e-05
Position 2492: 2.4652506372816484e-05
Position 3053: 2.190693753449175e-05
Position 5430: 1.9242425142312003e-05
Position 3209: 1.6435895319874487e-05
Position 2977: 1.4358393916144233e-05
Position 2735: 1.3593520840042663e-05
Position 4331: 1.2960150381699324e-05
Position 2824: 1.2763915862768706e-05
Position 93: 1.2708977766771141e-05
Position 99: 1.2601883979937432e-05
Position 272: 1.1869953625988605e-05
Position 3964: 1.0849625400053382e-05
Position 4997: 1.0833703887743891e-05
Position 3571: 9.147586185294487e-06
Position 812: 8.729331170914182e-06
Position 4198: 8.321373650185403e-06
Position 3221: 8.3018050736094e-06
Position 317: 7.281734914419867e-06
Position 1308: 6.305144152985961e-06
Position 113: 5.354274815158913e-06
Position 578: 5.106157877014717e-06
Position 330: 4.875778243882037e-06
Position 309: 4.375920237447719e-06
Position 1147: 4.125425826569597e-06
Position 1061: 3.965056749384406e-06
Position 328: 3.1774773944364346e-06
Position 1173: 2.9521126901258858e-06
Position 236: 2.922845266509082e-06
Position 2791: 2.679093670839807e-06
Position 2292: 2.2351292409637924e-06
Position 758: 2.231152051715902e-06
Position 2688: 2.0262000926533166e-06
Position 790: 1.8378253928394795e-06
Position 1655: 1.8046094634095148e-06
Position 681: 1.765590200122792e-06
Position 20: 1.554807917485988e-06
Position 44: 1.3562786450886517e-06
Position 1336: 1.270759436378914e-06
Position 386: 1.0694758167682992e-06
Position 2950: 9.510253648385765e-07
Position 54: 9.121270173872304e-07
Position 550: 9.026790333300195e-07
Position 1419: 5.922730286034416e-07
Position 124: 5.390875581377278e-07
Position 2719: 3.8928182764532525e-07
Position 837: 3.1276656730518825e-07
Position 1162: 2.391926799733188e-07
Position 1463: 2.0309484954251345e-07
Position 457: 1.881784987483343e-07
Position 487: 1.853508265456787e-07
Position 3810: 3.1025900611647504e-08
Position 446: 1.9455307397722226e-08
Position 2337: 1.3355410302900889e-09
Position 3038: 6.7933864480053e-10
Position 2924: 2.2708927802086098e-10
Position 489: 5.679705635181903e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19064: 0.9413059005857878
Position 24523: 0.8323076136353665
Position 22455: 0.7512181649239423
Position 2270: 0.729860194845256
Position 11302: 0.7246092002374583
Position 11917: 0.6531547739257676
Position 15346: 0.4383492400931732
Position 24713: 0.4380355497255779
Position 12438: 0.4274087567940163
Position 14814: 0.40841509499583806
Position 5793: 0.395792214225129
Position 12997: 0.39487269073406683
Position 12869: 0.3056337720543446
Position 16196: 0.3010133316468857
Position 2219: 0.2603802694246309
Position 18120: 0.24983183449271137
Position 20847: 0.24566089645414105
Position 23143: 0.2329965861153626
Position 7388: 0.2215623354850671
Position 12866: 0.21074967645591697
Position 14395: 0.13612945279465374
Position 4930: 0.11629856424249874
Position 15157: 0.11381606872217355
Position 5241: 0.09728487788141671
Position 15752: 0.09503708695515634
Position 12225: 0.08368497774635576
Position 24981: 0.07922430057409323
Position 14837: 0.06768632049780253
Position 5842: 0.06574985099740348
Position 11432: 0.06544426330997559
Position 24893: 0.06420765416864063
Position 6733: 0.05436629111630632
Position 24950: 0.05423144129151453
Position 419: 0.04925025346418787
Position 23776: 0.047258481699290956
Position 24196: 0.04536897609994891
Position 2620: 0.044287387775463795
Position 14890: 0.04012420282490248
Position 8464: 0.03926127838633708
Position 20802: 0.03580082352017684
Position 12149: 0.033296656464104776
Position 940: 0.03191349478755192
Position 5688: 0.031539657950592125
Position 12897: 0.03001951946111292
Position 12819: 0.029562105320796197
Position 12014: 0.029142626365114676
Position 1717: 0.026895337793520116
Position 23364: 0.025608949803914267
Position 1352: 0.02439640629809711
Position 1538: 0.023539567520383175
Position 19067: 0.02091392565164977
Position 11677: 0.020653331811424328
Position 368: 0.01985906137347102
Position 24953: 0.019452647878292435
Position 3104: 0.018973083830101246
Position 11861: 0.018966208038442206
Position 5062: 0.016577684915397947
Position 22672: 0.016568650633076828
Position 14485: 0.01579411768495564
Position 5742: 0.014661971097393003
Position 5582: 0.014070584086516272
Position 844: 0.013917931429931597
Position 14711: 0.01388404817811546
Position 17805: 0.013793516334852974
Position 12386: 0.012784214562885574
Position 13546: 0.01263220251106129
Position 6758: 0.01235860742248451
Position 6559: 0.011596421104050446
Position 1516: 0.011464311381770799
Position 23311: 0.011187478312313903
Position 20425: 0.01096562685164841
Position 19094: 0.010772793447442938
Position 23357: 0.010669574020712289
Position 17406: 0.010444617790152525
Position 20739: 0.009848236464313292
Position 1513: 0.00851831454825196
Position 12778: 0.007350700119879037
Position 24764: 0.0073491882756254135
Position 9901: 0.007308220252718773
Position 4985: 0.00725084937260923
Position 7914: 0.0072449986815353775
Position 9955: 0.007098530026494688
Position 5578: 0.00669630674838257
Position 2878: 0.0063711236943702
Position 1304: 0.006228498194539411
Position 14773: 0.006048779635697772
Position 4948: 0.006007251836687471
Position 14128: 0.005696331196650642
Position 1232: 0.005682579531081999
Position 12346: 0.005661971660011316
Position 514: 0.005659028837784996
Position 12823: 0.005429749989909205
Position 2623: 0.005404330344764765
Position 12306: 0.004864961551701762
Position 2573: 0.004313623952975758
Position 15033: 0.004286758569981329
Position 2275: 0.00422316690517119
Position 12312: 0.0041390790654655465
Position 20447: 0.0035383759862988775
Position 7883: 0.0035008776753580008
Position 13491: 0.003341152084875423
Position 2224: 0.0032905157520809704
Position 5719: 0.0031075865031933653
Position 20651: 0.003106770874177087
Position 5347: 0.0030412461879074197
Position 13578: 0.003037468481442816
Position 4587: 0.002812550061253061
Position 13956: 0.002540996150343633
Position 5874: 0.0025329003810868004
Position 24321: 0.0024720156230967133
Position 20191: 0.0023340896413514382
Position 23846: 0.002325272995166526
Position 6510: 0.0022714478453321543
Position 1273: 0.0019141668411614533
Position 16829: 0.00189539194746648
Position 2556: 0.0018828416606653487
Position 8584: 0.0018214252062615118
Position 3939: 0.00173191859695807
Position 5599: 0.0016888561605972307
Position 13201: 0.0016157648286849323
Position 4955: 0.0015582802541330024
Position 4932: 0.0015300315117101292
Position 15973: 0.0015291012449954243
Position 5393: 0.0014934263135801323
Position 23673: 0.0014204990367390725
Position 5897: 0.0014095459570417118
Position 535: 0.0013200253698468854
Position 634: 0.0012686398443735264
Position 4433: 0.0012543181235605031
Position 5246: 0.0012468030570071393
Position 14425: 0.0012049374871751862
Position 3338: 0.0011683563174972006
Position 5029: 0.00115220333888176
Position 6587: 0.001150848774602822
Position 13902: 0.0011450878559414485
Position 2527: 0.001122131811269351
Position 24343: 0.0010583664342494548
Position 22887: 0.0010304444772084483
Position 6475: 0.0010013986705136126
Position 4584: 0.000974476521144559
Position 7490: 0.0009114190102380269
Position 8620: 0.0008832834427480727
Position 572: 0.0008688211974285516
Position 825: 0.0008315449401383885
Position 23843: 0.0007980551130110456
Position 2664: 0.0007766486420369861
Position 24841: 0.0007658833198097231
Position 1915: 0.0006907397457207232
Position 1287: 0.0006494445406135907
Position 2760: 0.0006337040262522403
Position 2100: 0.0006135543278470956
Position 5754: 0.0005791257072675732
Position 3078: 0.0005443198524452146
Position 23583: 0.000514196423424777
Position 5423: 0.0004950739733405556
Position 13054: 0.0004895537364274412
Position 5296: 0.0004638769795085339
Position 19970: 0.00045940409534077716
Position 21379: 0.00044600905456519934
Position 24214: 0.00043310009744257426
Position 592: 0.000421737780395174
Position 19704: 0.00039874499256367635
Position 340: 0.000395127818049642
Position 2509: 0.0003931298102330134
Position 19490: 0.0003812693690459875
Position 6127: 0.0003468285346895405
Position 2534: 0.00033394603068905547
Position 4872: 0.00032708720285053026
Position 2291: 0.00032112419895195815
Position 1670: 0.00030681920378994
Position 1298: 0.0003061515563254242
Position 258: 0.00026961034194482244
Position 2491: 0.0002620252912764382
Position 6672: 0.00023118243731767531
Position 6479: 0.0002296032670365319
Position 351: 0.00022488855744201924
Position 1434: 0.00022438759254303123
Position 1520: 0.0002241518828415815
Position 1042: 0.0002212787704285831
Position 603: 0.00021273049090827207
Position 421: 0.00021115602271020098
Position 15064: 0.00021037905150644149
Position 8336: 0.00021021996539857194
Position 13173: 0.00020668719721758725
Position 16018: 0.00020218558879729197
Position 19622: 0.00020181615477126867
Position 555: 0.0001969540776575171
Position 1846: 0.00019354907759202495
Position 3152: 0.0001902881145572653
Position 217: 0.0001781321377668745
Position 2199: 0.00017356913813625134
Position 17349: 0.00017006909039034412
Position 376: 0.00016732555533709547
Position 1401: 0.00015047472987091067
Position 13226: 0.00014871148391043074
Position 3486: 0.0001440579910484703
Position 1278: 0.00013824886460168172
Position 255: 0.00013425381664884447
Position 6533: 0.0001311750354207668
Position 379: 0.0001279243953655084
Position 1018: 0.00012617753851972214
Position 21163: 0.00011633106940619438
Position 4138: 0.00010911729888043729
Position 5967: 0.0001062970321040494
Position 3285: 0.00010374328509885892
Position 3307: 0.00010076788383196368
Position 4966: 9.833986228097062e-05
Position 679: 9.469009191421066e-05
Position 1721: 8.672337631737654e-05
Position 20216: 8.600405325449821e-05
Position 13642: 8.598693082547269e-05
Position 337: 7.371854977393477e-05
Position 900: 7.262816940609978e-05
Position 2479: 7.110050741233073e-05
Position 903: 6.895339607804318e-05
Position 2108: 6.0866446575641006e-05
Position 2601: 5.649756498869346e-05
Position 2588: 5.21266781997694e-05
Position 850: 5.141311630845111e-05
Position 14729: 4.9083664973122875e-05
Position 2540: 4.618409183519984e-05
Position 1636: 4.5243219289057006e-05
Position 1307: 4.355539569206591e-05
Position 1076: 4.287860766269177e-05
Position 2597: 3.8780934503939846e-05
Position 693: 3.8681425178986546e-05
Position 7282: 3.644515144137494e-05
Position 846: 3.550611684923915e-05
Position 2437: 3.474490462541576e-05
Position 20009: 3.342839808230039e-05
Position 1335: 3.331156551313838e-05
Position 1356: 3.1710440838248975e-05
Position 952: 3.153540080213534e-05
Position 521: 2.802023883715245e-05
Position 676: 2.5109955330642057e-05
Position 13943: 2.44420889307533e-05
Position 3530: 2.0204423222671757e-05
Position 4797: 1.8091195747476164e-05
Position 2077: 1.2967881282895465e-05
Position 2928: 1.2057441948165772e-05
Position 2634: 9.163395174231163e-06
Position 1313: 7.938965063145143e-06
Position 1061: 7.848716075875863e-06
Position 546: 7.71062709649762e-06
Position 730: 7.671280963227698e-06
Position 3029: 6.9666162033469014e-06
Position 672: 6.929186256438822e-06
Position 2439: 5.28484912708967e-06
Position 3117: 5.1377812641485086e-06
Position 2434: 4.817879550006925e-06
Position 3510: 3.4754772652489307e-06
Position 13205: 2.4947411797027036e-06
Position 16252: 2.2924915772053296e-06
Position 1320: 1.7060278390893515e-06
Position 589: 1.6927316682024602e-06
Position 1046: 1.5644530372281454e-06
Position 1082: 1.320780283435503e-06
Position 1246: 1.1942622960669943e-06
Position 962: 1.1636837345132446e-06
Position 298: 1.0376203583202633e-06
Position 2731: 9.319671890365867e-07
Position 772: 9.196246866660298e-07
Position 1363: 9.083070652421333e-07
Position 1382: 8.240970247005076e-07
Position 1406: 7.805698453744599e-07
Position 2405: 7.076316897106184e-07
Position 1396: 5.828365940367115e-07
Position 2773: 5.523755393910691e-07
Position 1108: 4.921162248279091e-07
Position 161: 4.301099764369305e-07
Position 2051: 4.2411767717201075e-07
Position 1367: 3.8624862177536547e-07
Position 2443: 3.3802504117580214e-07
Position 1049: 3.3522271279392414e-07
Position 196: 3.3089777891540933e-07
Position 778: 3.0938057083034464e-07
Position 2949: 2.8026937532923426e-07
Position 2786: 2.391470058485661e-07
Position 1927: 2.3815062865728918e-07
Position 1967: 2.186221527261142e-07
Position 2984: 2.0324115683484234e-07
Position 1943: 1.9994564714084525e-07
Position 998: 1.7967380144386085e-07
Position 871: 1.5784862891694408e-07
Position 2692: 1.549295707461424e-07
Position 1111: 1.3990247893942938e-07
Position 2702: 1.3399222829772854e-07
Position 2012: 1.211917400024688e-07
Position 309: 1.1023582407275267e-07
Position 861: 1.0154029473355561e-07
Position 1997: 9.631998344272178e-08
Position 264: 9.318343491297857e-08
Position 788: 9.117099315877989e-08
Position 187: 8.293471365542413e-08
Position 2666: 6.691213444969496e-08
Position 5617: 6.035934274874773e-08
