Gene = Tipin
index = 1083
Annotated 5SS: [   50  6641  8180  8847 12530 12784 19646]
Annotated 3SS: [ 6510  8106  8770 12406 12719 19438 22703]
SMsplice 5SS: [  384  8847 12530 19646]
SMsplice 3SS: [ 8770 12406 19438 22703]
top_k =  1000
Partition function (log Z): -10.368420368956407

Sorted 5' Splice Sites (High to Low Probability):
Position 8847: 0.9060773123577207
Position 12530: 0.7638195013668815
Position 19646: 0.5912662568445856
Position 8180: 0.4847496643309761
Position 1122: 0.4644931522534501
Position 384: 0.4225899591515083
Position 16901: 0.36524907144618307
Position 50: 0.36524622400435763
Position 9615: 0.30904494375036934
Position 12784: 0.24532032241611593
Position 6641: 0.17101927857572127
Position 45: 0.14114067821193438
Position 22241: 0.11718762708742446
Position 16527: 0.09270308619270698
Position 14879: 0.07650097613126158
Position 19133: 0.07259444000776956
Position 16463: 0.0502413058072077
Position 12931: 0.04065031489318536
Position 285: 0.039778236569172676
Position 19622: 0.03578404213796417
Position 6791: 0.030133318752478412
Position 4051: 0.02882680761255779
Position 15388: 0.025244414440957826
Position 6665: 0.02229770189950669
Position 2912: 0.01901315838863842
Position 2886: 0.01645505094764455
Position 8250: 0.014065758963511596
Position 780: 0.00963921953441855
Position 312: 0.007263635938240188
Position 399: 0.006360778257734918
Position 21129: 0.006026013296660232
Position 15256: 0.006002703125827934
Position 21362: 0.004846105279904443
Position 2055: 0.0044995811452294265
Position 181: 0.003902855973835613
Position 1668: 0.003586652610461491
Position 65: 0.0035380484106770933
Position 490: 0.003411096040356167
Position 2632: 0.003188962671217112
Position 4367: 0.00258611361959745
Position 323: 0.0018181678889791356
Position 9285: 0.0018142869569585695
Position 5014: 0.0017650799120709545
Position 15285: 0.001720390609053293
Position 742: 0.0011315497148128909
Position 388: 0.0008968980113927486
Position 332: 0.0006513819222914804
Position 11774: 0.0004351379966890369
Position 10423: 0.0003351953373134948
Position 2644: 0.00025669709786043423
Position 609: 0.0002471658332769376
Position 128: 0.0001444449818273877
Position 620: 8.514789317211058e-05
Position 329: 6.773568020041403e-05
Position 84: 5.941577713100017e-05
Position 1396: 5.209421787497317e-05
Position 868: 4.708582425189422e-05
Position 59: 4.173939040081261e-05
Position 540: 3.27623638951455e-05
Position 507: 3.255099139729651e-05
Position 578: 2.3187821967858605e-05
Position 425: 2.3054771773518875e-05
Position 598: 2.2883927311684506e-05
Position 732: 1.9575993587839437e-05
Position 792: 1.9470328298691968e-05
Position 840: 1.7566475488251248e-05
Position 798: 1.64825446919693e-05
Position 9099: 1.6080326044838106e-05
Position 496: 8.662995823594554e-06
Position 908: 6.743071503976975e-06
Position 816: 6.510215445053616e-06
Position 12: 6.173142146890995e-06
Position 636: 5.2636480279980485e-06
Position 515: 5.086748623407286e-06
Position 455: 5.077746104308553e-06
Position 701: 4.676326749389235e-06
Position 626: 4.328105116733853e-06
Position 39: 3.7349880142736808e-06
Position 919: 3.5071664356308595e-06
Position 362: 3.33337972255629e-06
Position 414: 2.52030633750572e-06
Position 434: 2.2138640419795445e-06
Position 1333: 1.977970135277166e-06
Position 1847: 1.8563883824657721e-06
Position 1774: 1.7093470662819444e-06
Position 963: 1.5732791443585308e-06
Position 1242: 1.4211138502026008e-06
Position 1620: 1.2229568818243506e-06
Position 1297: 7.173070864987928e-07
Position 1221: 6.615089204178455e-07
Position 494: 4.80869996312165e-07
Position 1511: 4.566875875806457e-07
Position 509: 4.210545963937395e-07
Position 747: 4.092572345451398e-07
Position 1392: 3.597457282147857e-07
Position 1110: 2.090952358864933e-07
Position 1096: 1.7355082571708585e-07
Position 95: 6.048585459592635e-08
Position 14: 1.4363160486869243e-08
Position 906: 5.642752819655808e-13
Position 978: 1.794638658110027e-13
Position 673: 1.710042208030159e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8770: 0.8302010781017319
Position 19438: 0.8089341055178854
Position 12406: 0.7630083856172182
Position 22703: 0.5777030871453083
Position 8106: 0.39425424905133666
Position 16803: 0.36766585397195034
Position 1023: 0.342279211686165
Position 12719: 0.2572390743301142
Position 9482: 0.22966757701590249
Position 22122: 0.16983688253265306
Position 16392: 0.13468238089093923
Position 6550: 0.09359591880799384
Position 1081: 0.0892080861597811
Position 6504: 0.08889783628652374
Position 18916: 0.08675452651080964
Position 8701: 0.07444296537204659
