Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  1000
Partition function (log Z): -2.139414173147217

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9885576663114986
Position 94: 0.8393324654089981
Position 1605: 0.35479400668788413
Position 177: 0.10680905459635526
Position 1845: 0.07262073329874777
Position 1544: 0.06231630991317892
Position 79: 0.03345083852404534
Position 1788: 0.030216345128897995
Position 2069: 0.014797039031491486
Position 138: 0.011231209107363055
Position 1928: 0.008473533794826847
Position 1807: 0.007520509628819031
Position 1833: 0.0050854525591705595
Position 1951: 0.0049113378329081695
Position 144: 0.004432342381411123
Position 1917: 0.0031641680828255318
Position 764: 0.0031615820898240835
Position 337: 0.0025434284418374524
Position 2181: 0.0019016976796181952
Position 44: 0.0016727072999491671
Position 2408: 0.00162055516548522
Position 776: 0.0013734318068582229
Position 1901: 0.0009879027329986966
Position 155: 0.0008652176496708367
Position 699: 0.0008479139145472618
Position 113: 0.0007554225261613564
Position 2412: 0.0006259521569052066
Position 2207: 0.0005423278427403023
Position 1350: 0.0005325620009350002
Position 1166: 0.0005053880808670118
Position 24: 0.0003069843688062854
Position 1000: 0.00023565136710266635
Position 1435: 0.00021506153420993384
Position 1190: 0.0001965048062640674
Position 896: 0.00016506372353973197
Position 1287: 0.0001570402225240778
Position 1557: 0.00015641947295772055
Position 1320: 0.000152421238067555
Position 1877: 0.00014733933625185166
Position 98: 7.757582669484012e-05
Position 1635: 5.996376893028402e-05
Position 398: 4.802472773148794e-05
Position 1003: 4.311578751981024e-05
Position 192: 3.73362301160499e-05
Position 471: 3.623637983291824e-05
Position 250: 2.7960903712958037e-05
Position 51: 2.2633153710385174e-05
Position 675: 2.229147418598161e-05
Position 21: 1.5992609912249403e-05
Position 204: 1.362074980078825e-05
Position 770: 1.1907114388997323e-05
Position 396: 1.1861985691597112e-05
Position 1172: 1.185059385387251e-05
Position 740: 1.1558098381160987e-05
Position 353: 9.482286760919967e-06
Position 1252: 9.41552285743825e-06
Position 893: 8.540423955249477e-06
Position 1659: 7.890590287053196e-06
Position 909: 7.356561021828883e-06
Position 808: 7.299611722332187e-06
Position 977: 7.188970613096086e-06
Position 1685: 7.041857748661513e-06
Position 768: 4.882740763290428e-06
Position 1505: 4.441006891270423e-06
Position 1710: 3.949374907732301e-06
Position 749: 3.186930271821158e-06
Position 841: 2.875256920643188e-06
Position 313: 2.8537217749419585e-06
Position 290: 2.7504979032334472e-06
Position 852: 2.6990535931298813e-06
Position 1295: 2.5961005697899923e-06
Position 1094: 2.5848637695040543e-06
Position 886: 2.14267300592728e-06
Position 260: 2.1134654913962522e-06
Position 33: 1.8638085765134142e-06
Position 607: 1.645884247091364e-06
Position 945: 1.6252884089393403e-06
Position 1222: 1.457287519307841e-06
Position 792: 1.4059627506349505e-06
Position 1775: 1.3926979720931193e-06
Position 620: 1.3594967253414823e-06
Position 784: 9.993762801836743e-07
Position 526: 9.152898460385735e-07
Position 712: 7.400899747266508e-07
Position 1481: 7.15717364032977e-07
Position 464: 6.702368271476038e-07
Position 238: 4.3492162103254834e-07
Position 871: 4.125699971624459e-07
Position 689: 3.7454877525531577e-07
Position 516: 3.025601111324177e-07
Position 1387: 2.5143281724791725e-07
Position 819: 2.3832428548122833e-07
