Gene = Golim4
index = 515
Annotated 5SS: [  818 45355 46921 48800 50531 53683 58959 62095 64147 65041 66408 70257
 70655 78284]
Annotated 3SS: [45279 46870 48745 50379 53599 58796 61791 63892 64957 66297 70088 70585
 78211 78751]
SMsplice 5SS: [   32 27633 28183 45355 50531 53683 54529 58959 61972 64147 65041 66408
 70257 70655 78284]
SMsplice 3SS: [27490 28085 45279 50379 53599 54444 58796 61854 63892 64957 66297 70088
 70585 78211 78751]
top_k =  1000
Partition function (log Z): -41.75425781036337

Sorted 5' Splice Sites (High to Low Probability):
Position 32: 0.882251624152509
Position 6101: 0.39578365009378147
Position 818: 0.39104304137589574
Position 1653: 0.22447995908078933
Position 2941: 0.1822471208340401
Position 2501: 0.16350277527264073
Position 5594: 0.061099540817465374
Position 5853: 0.04906479317201971
Position 910: 0.02654902098389086
Position 178: 0.016745716092743536
Position 5501: 0.016555370388643676
Position 6884: 0.012837021447550032
Position 7709: 0.011808474663939531
Position 5329: 0.00928934065729765
Position 262: 0.008982355492410063
Position 11022: 0.008253864575609775
Position 6953: 0.007459306845738751
Position 1185: 0.007197823388487308
Position 4664: 0.006663776849942481
Position 1068: 0.004269810324341911
Position 1786: 0.0038868940435309363
Position 211: 0.0034720113149909093
Position 5408: 0.003313460727781176
Position 9631: 0.0032977449101918212
Position 823: 0.002779506873935688
Position 1367: 0.0027125153708242545
Position 3234: 0.0023778087332144283
Position 350: 0.0023763795070037555
Position 490: 0.0023219622359705186
Position 777: 0.0019370788052191336
Position 5198: 0.0016821023193984903
Position 1392: 0.0016003948129059797
Position 2929: 0.0013422384191805706
Position 973: 0.0012551293529560808
Position 21: 0.0012431385577230582
Position 48: 0.0010212883562766052
Position 4324: 0.0007866142442245258
Position 284: 0.0007539994484712717
Position 1072: 0.0007215539219775746
Position 1958: 0.0006353865469975471
Position 1688: 0.0005938669427624181
Position 3954: 0.0005200761138462636
Position 1585: 0.0005057264914307269
Position 1881: 0.0005055789589179097
Position 2392: 0.00046053438853283966
Position 2480: 0.0003973216664195253
Position 25: 0.00031629790936588457
Position 5513: 0.0002964347421013901
Position 291: 0.0002954185989162681
Position 1323: 0.0002925716750928114
Position 41: 0.0002868125298170803
Position 1893: 0.00027489608116748485
Position 4490: 0.00025646480973231774
Position 694: 0.00025341770130871274
Position 1598: 0.00022471166175735223
Position 2468: 0.00018441614107471418
Position 645: 0.00018413955670124618
Position 197: 0.00016770489202624247
Position 2182: 0.00016301984434761234
Position 427: 0.00013878791997294754
Position 3272: 0.00011906553835153078
Position 2817: 0.00011636248191829674
Position 1737: 0.00010598469689301987
Position 1636: 0.00010435162310015954
Position 1897: 0.00010002129257650565
Position 222: 9.577266997243715e-05
Position 3051: 8.780688319094356e-05
Position 1627: 7.480670426470291e-05
Position 412: 7.44146314308695e-05
Position 151: 5.684320507949022e-05
Position 503: 4.899596921677957e-05
Position 4523: 3.827869321445478e-05
Position 407: 3.654635553175398e-05
Position 893: 3.131752070379594e-05
Position 861: 2.6403739787118498e-05
Position 5252: 2.5603484321245908e-05
Position 2155: 2.1943682039481797e-05
Position 432: 1.94102833925852e-05
Position 2412: 1.7494021305127535e-05
Position 878: 1.2870302776168146e-05
Position 867: 1.1653780529905444e-05
Position 76: 1.0590708228431949e-05
Position 2558: 9.978522487093499e-06
Position 186: 8.970756475979704e-06
Position 120: 7.417856196399658e-06
Position 1700: 6.089031806934733e-06
Position 1051: 5.784952470246381e-06
Position 208: 5.488902423039692e-06
Position 1517: 5.471774860324153e-06
Position 1827: 5.458388992324819e-06
Position 1396: 5.4180013241032234e-06
Position 326: 3.268880710829588e-06
Position 563: 3.020929347855047e-06
Position 528: 2.5795643017608196e-06
Position 526: 2.394575456027649e-06
Position 36: 2.3924195151884597e-06
Position 510: 2.2524948099521114e-06
Position 546: 1.7453711852167841e-06
Position 501: 1.569536826662875e-06
Position 697: 6.277867258241231e-07
Position 810: 6.27125452510852e-08
Position 766: 4.805684243019516e-08
Position 886: 3.431047362391875e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2808: 0.34974287902786055
Position 10928: 0.22199877723294403
Position 5500: 0.16870890541674793
Position 610: 0.16047894231247092
Position 5968: 0.14956559522565038
Position 2339: 0.14293054452795304
Position 11095: 0.12618746724916705
Position 5953: 0.12436213390291395
Position 5934: 0.12197148009119721
Position 1487: 0.09806237727487381
Position 5778: 0.07869158285667567
Position 741: 0.07333290260863363
Position 1559: 0.05770830407040079
Position 5197: 0.037990265589746185
Position 6880: 0.0372154210148245
Position 2375: 0.03620828881630514
Position 533: 0.03618251947606425
Position 1508: 0.03292503588641584
Position 3953: 0.02562553761671157
Position 6759: 0.02505632865240812
Position 660: 0.02102087882525129
Position 1565: 0.0199634360550323
Position 9490: 0.017515903820260074
Position 14526: 0.01699203957652459
Position 14275: 0.016259588109387692
Position 573: 0.013883608600554705
Position 4277: 0.013878033042806083
Position 675: 0.012783169897450352
Position 12670: 0.012158963468110753
Position 7043: 0.012005699879122748
Position 7681: 0.010892877968518242
Position 111: 0.010569475438484088
Position 6201: 0.01018949294974942
Position 11810: 0.009414202333493327
Position 13119: 0.009383207647283245
Position 1395: 0.00922305989420154
Position 7607: 0.00920586288652416
Position 1239: 0.00895323933360083
Position 1038: 0.008709932883329897
Position 4996: 0.008561832068292129
Position 8538: 0.008468092680048743
Position 1005: 0.008422578507521065
Position 9848: 0.00801257751032596
Position 9882: 0.007874532126550787
Position 9448: 0.006469922388609053
Position 3810: 0.006115236161292709
Position 657: 0.005993878725130706
Position 10979: 0.005811879076760236
Position 7821: 0.005396326897724071
Position 5359: 0.005027376223432204
Position 1424: 0.005003861204937112
Position 10545: 0.0049711590202146955
Position 4348: 0.004894613930125681
Position 810: 0.004558567592318567
Position 622: 0.004326955218425973
Position 2335: 0.0040741415824786485
Position 4476: 0.003847456430939391
Position 11315: 0.0038341045647960247
Position 663: 0.003477253857018095
Position 4323: 0.0033146998735309225
Position 10484: 0.003000655638016673
Position 3397: 0.002895525970765042
Position 1687: 0.002467202623880084
Position 8955: 0.002445332263881096
Position 7364: 0.002268624420096936
Position 2813: 0.0021230786582427143
Position 1016: 0.0021012034246212425
Position 5407: 0.0020888319029223864
Position 7581: 0.002071643349831118
Position 5396: 0.0020172854236763732
Position 3679: 0.001713438567723585
Position 7110: 0.0017092956023890432
Position 585: 0.0015872456139965668
Position 11067: 0.0015439223712855497
Position 5873: 0.0015231112867480257
Position 1407: 0.001477385922638535
Position 6229: 0.0014200339959325526
Position 1782: 0.0014186712059807666
Position 3434: 0.0013931987594252783
Position 378: 0.001360693843904804
Position 3107: 0.0013566266162783557
Position 1336: 0.0013564427712309494
Position 5132: 0.0013483532249571825
Position 7397: 0.0012480824954594779
Position 1641: 0.001230908922875201
Position 8514: 0.0011331932696634012
Position 2379: 0.0011212827275609693
Position 7185: 0.001112686019443781
Position 8128: 0.0009658979365267599
Position 9630: 0.0009633007766303437
Position 6182: 0.0009073246435006158
Position 1615: 0.0008599366866341764
Position 2355: 0.0008026682542314563
Position 4118: 0.0007837817001365895
Position 817: 0.0007704968553229602
Position 1759: 0.0006803315770904823
Position 578: 0.0006415561863108713
Position 1514: 0.0006322884582980515
Position 2433: 0.0005966401584008882
Position 5074: 0.0005887984557275148
Position 1491: 0.0005765976737308154
Position 909: 0.0005501426860356042
Position 6334: 0.0005232111632855719
Position 560: 0.0005036983758967634
Position 2392: 0.0005027680871391643
Position 3023: 0.0004942100515502834
Position 1102: 0.00038945379431093354
Position 2030: 0.00037935824671534807
Position 1919: 0.0003774091537794939
Position 1465: 0.00036232069272690683
Position 7451: 0.00033731152733300525
Position 857: 0.0002969158997196446
Position 329: 0.0002822909797891908
Position 6819: 0.00026934309874644035
Position 208: 0.00026205876491854513
Position 6302: 0.0002295104376330829
Position 1510: 0.0002233865654212278
Position 2764: 0.00021408547820790728
Position 747: 0.00020287592136205692
Position 1454: 0.0001900224555104731
Position 404: 0.00015825335841507105
Position 120: 0.00012423169306637297
Position 451: 0.0001227634889115124
Position 4288: 0.00012044047663618627
Position 326: 0.00011996401591638276
Position 625: 0.00011146783045576733
Position 1893: 0.00010205553297458135
Position 1594: 9.47918471915087e-05
Position 3710: 8.808811732419359e-05
Position 3431: 8.282701154079359e-05
Position 3840: 7.297038316873204e-05
Position 145: 7.22847577506284e-05
Position 1584: 6.813902005431855e-05
Position 157: 6.316739046106223e-05
Position 2126: 5.024511899560925e-05
Position 3223: 4.755032224744082e-05
Position 2969: 4.60639342998841e-05
Position 1601: 4.198363989588516e-05
Position 1440: 4.097154651819074e-05
Position 1842: 3.6497887421413914e-05
Position 1172: 3.624544746505189e-05
Position 1535: 2.8052031874124977e-05
Position 177: 2.533551129261738e-05
Position 1339: 2.4867202568566732e-05
Position 2072: 1.8280797099451373e-05
Position 941: 1.4005279866199897e-05
Position 1307: 1.3905088681661966e-05
Position 6791: 1.3190039572897087e-05
Position 757: 1.3092903477472457e-05
Position 945: 1.298603714414563e-05
Position 2104: 1.0725117958086403e-05
Position 766: 1.0174965685515822e-05
Position 786: 6.378326621534923e-06
Position 1044: 6.116004120127449e-06
Position 881: 5.60439865257499e-06
Position 407: 5.131146604647706e-06
Position 792: 4.569780404620823e-06
Position 469: 3.6295258614823745e-06
Position 350: 3.2371159359620615e-06
Position 3113: 2.88639850292868e-06
Position 1114: 2.499170593367219e-06
Position 893: 2.36088133543979e-06
Position 359: 1.8381857916129281e-06
Position 783: 1.2026616595995823e-06
Position 214: 1.1562296038455504e-06
Position 333: 9.404988060589081e-07
Position 777: 9.101277916014334e-07
Position 823: 7.422884150965813e-07
Position 275: 6.964114025471377e-07
Position 173: 3.359117449778188e-07
Position 361: 3.253480916108185e-07
Position 271: 2.8908666630453564e-07
Position 236: 2.2900706071538967e-07
Position 338: 2.2278560498614682e-07
Position 294: 1.5851426238835914e-07
Position 762: 1.3429339208259756e-07
Position 1088: 4.860731102621031e-08
Position 305: 3.411721150023694e-08
Position 230: 3.145233996185721e-08
Position 971: 2.6013078815619398e-08
Position 878: 1.907752826460021e-08
Position 222: 1.8291307373736847e-08
Position 897: 1.4076273113034888e-08
Position 834: 1.3886770811242932e-08
Position 227: 1.2777348475947524e-08
Position 246: 9.061990194927066e-09
Position 85: 6.1523154867292585e-09
Position 284: 2.900506400346753e-09
Position 3063: 1.420941733346939e-09
Position 291: 2.654560141120503e-10
