Gene = Gtf3c3
index = 528
Annotated 5SS: [  159  1140  4918  8473 10210 11572 14963 15471 18576 19589 21313 22250
 23088 33135 33992 35461 39843]
Annotated 3SS: [ 1027  4732  8348 10017 11405 14814 15397 18471 19416 21109 22147 22951
 32896 33800 35335 39689 40968]
SMsplice 5SS: [  159  1140  4918  8473 10210 11572 14351 14963 18576 21313 22250 23088
 33135 33992 35461 39843]
SMsplice 3SS: [ 1027  4732  8348 10017 11405 14259 14814 18471 21219 22147 22951 32896
 33800 35335 39689 40968]
top_k =  1000
Partition function (log Z): 13.633593419613721

Sorted 5' Splice Sites (High to Low Probability):
Position 1140: 0.9948853304211502
Position 23088: 0.9812166870877032
Position 11572: 0.98110763876726
Position 21313: 0.9804323627917092
Position 18576: 0.9496130799078336
Position 39843: 0.9491255268277073
Position 4918: 0.9463070877813343
Position 159: 0.8471354989437021
Position 22250: 0.8384083343625439
Position 14963: 0.8123490193707842
Position 35461: 0.8068576620384922
Position 10210: 0.802628662077412
Position 33135: 0.6838385554937525
Position 8473: 0.5458714694919714
Position 19589: 0.5433887850228106
Position 14351: 0.4288765766691666
Position 33992: 0.4042619027454613
Position 16750: 0.3909634670137279
Position 26046: 0.3760338140033539
Position 33936: 0.3658312193506668
Position 40858: 0.27803543785270496
Position 14505: 0.25802393638526666
Position 15695: 0.24619997681033523
Position 26282: 0.2137295541951237
Position 42352: 0.18963591203405283
Position 26068: 0.18651376972189987
Position 15471: 0.1677099728836938
Position 11843: 0.15622587157110063
Position 34201: 0.1527708742357393
Position 20253: 0.1524076144123758
Position 31502: 0.1509752060798784
Position 19890: 0.14259770267366048
Position 41166: 0.13428603638071526
Position 36664: 0.1325591423405698
Position 6691: 0.12785239320762026
Position 554: 0.11565245531406554
Position 33254: 0.11146513298965623
Position 19636: 0.1056490035841615
Position 35690: 0.1004036415703943
Position 22776: 0.09705426945457356
Position 33877: 0.09521841030431402
Position 19851: 0.09007821336921007
Position 7005: 0.08611947455255818
Position 31235: 0.08456332575570755
Position 18812: 0.08216039384061555
Position 34229: 0.07568298009677318
Position 23984: 0.07282481952398408
Position 26830: 0.07097693590010758
Position 35502: 0.06537879229329223
Position 1381: 0.06416789238258203
Position 4655: 0.06260564915609021
