Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  1000
Partition function (log Z): -6.000790675755535

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.87838812164268
Position 7220: 0.7860104016499594
Position 647: 0.7334364682260318
Position 1465: 0.7267885294723544
Position 8057: 0.6661330373213971
Position 9356: 0.36278778554654284
Position 350: 0.3307229107025359
Position 2224: 0.19497139242778688
Position 8490: 0.18003849802085864
Position 1645: 0.14004733559101715
Position 8184: 0.12441303075901959
Position 2742: 0.06971721880979703
Position 8607: 0.04657730966659566
Position 2532: 0.04622639690184382
Position 4723: 0.040590099208935124
Position 691: 0.02623258917311599
Position 7806: 0.02434015450113329
Position 3416: 0.02304813978826348
Position 4750: 0.02261763349934834
Position 9087: 0.02007803129731299
Position 139: 0.019412251308524125
Position 3328: 0.019346912844830484
Position 2927: 0.017766216757482606
Position 8886: 0.017058245693009004
Position 1169: 0.01624827401487476
Position 1256: 0.01572211408666238
Position 2937: 0.014318568364495382
Position 3041: 0.013558972458561885
Position 673: 0.012557046609827567
Position 67: 0.011695513332109508
Position 159: 0.010847528782586588
Position 1534: 0.009452985133149823
Position 466: 0.008947832578995835
Position 581: 0.00821719894525204
Position 3651: 0.008010840434393759
Position 848: 0.007765892316296292
Position 1428: 0.007431032293223645
Position 660: 0.006873948249516709
Position 216: 0.006083153351308634
Position 7786: 0.005705509652593481
Position 8402: 0.005679370578977426
Position 1546: 0.005551113615360863
Position 6916: 0.005045481539084041
Position 8061: 0.004606011707804585
Position 444: 0.004458146678516338
Position 4228: 0.004302376027417634
Position 625: 0.004130104734333087
Position 6592: 0.004031952138157625
Position 224: 0.0038798871712243306
Position 8819: 0.003841203406961045
Position 2648: 0.003715554760377745
Position 812: 0.003219432039342736
Position 8380: 0.0031824767251430997
Position 6737: 0.0031090817966064623
Position 6488: 0.0030541527929323084
Position 57: 0.0029590788531017277
Position 3694: 0.002501958156402548
Position 3935: 0.0022893144026593917
Position 8127: 0.0022097616846292463
Position 8300: 0.0020636483904887515
Position 4446: 0.0019415007052430103
Position 5914: 0.001764581975149148
Position 105: 0.0016711178204357755
Position 371: 0.0015813523497011533
Position 10052: 0.001543805538308748
Position 287: 0.0012585626368173727
Position 1617: 0.0012462657135619583
Position 190: 0.0011995749009624515
Position 542: 0.001095251770604522
Position 1047: 0.000974315766921785
Position 6053: 0.000944142860888195
Position 252: 0.0008947902014274289
Position 668: 0.0008924519271260526
Position 1517: 0.0008725542332700375
Position 265: 0.0008560753116676824
Position 185: 0.0008365485458619331
