Gene = Hjurp
index = 541
Annotated 5SS: [ 260  415 2592 4905 7432 8313 9686]
Annotated 3SS: [  347  2535  4867  7333  8219  9606 10974]
SMsplice 5SS: [  260   415   664  7432  8313  9686 11130]
SMsplice 3SS: [  347   500  7333  8219  9606 10974 12155]
top_k =  1000
Partition function (log Z): 7.760832352883326

Sorted 5' Splice Sites (High to Low Probability):
Position 260: 0.988359649716844
Position 415: 0.9867422951448536
Position 8313: 0.9762822003854363
Position 7432: 0.9602635614999584
Position 9686: 0.9329466831979801
Position 11130: 0.8997488075264531
Position 664: 0.5370293158318492
Position 4905: 0.4718007714515465
Position 11569: 0.4023663235805028
Position 3566: 0.363876289200939
Position 12025: 0.35903468065513183
Position 8925: 0.3281625336633398
Position 13765: 0.2743491511084585
Position 1840: 0.27073444609434427
Position 8687: 0.24063378490636178
Position 14504: 0.23306059191920236
Position 11869: 0.19877264133321262
Position 2592: 0.1967168789118989
Position 5502: 0.18432575323742775
Position 1030: 0.1620204873655766
Position 8529: 0.13858896591319542
Position 12854: 0.1121951251978553
Position 14465: 0.09935948919531352
Position 2678: 0.08950093854799408
Position 7961: 0.0798010753175291
Position 623: 0.0764897042407844
Position 2283: 0.07334900288134058
Position 12165: 0.07183155341902198
Position 7191: 0.0669071034250119
Position 2606: 0.057678794744812974
Position 10424: 0.053483233545907186
Position 4972: 0.05251907121825736
Position 5540: 0.05048481810305646
Position 7015: 0.04675785907505153
Position 5512: 0.0419386389631342
Position 12278: 0.041159695098286875
Position 13366: 0.038617376777098436
Position 5368: 0.03436330644692677
Position 4664: 0.029060497355417533
Position 6000: 0.026386685217530795
Position 5158: 0.023408542043973583
Position 13394: 0.020811345072388486
Position 4655: 0.020626651685169285
Position 14031: 0.020456426381903026
Position 8045: 0.020362393870460543
Position 6129: 0.016710757334211075
Position 12374: 0.01662459757007393
Position 10918: 0.015399523007499279
Position 11622: 0.014814586333814696
Position 10883: 0.014779107909579392
Position 8842: 0.014204508958022687
Position 11586: 0.014191350892352468
Position 4751: 0.012494175432318781
Position 2126: 0.012282789342419725
Position 6478: 0.01183719406735348
Position 7704: 0.011626775584546733
Position 7160: 0.009871663103327658
Position 10028: 0.009390607746130956
Position 9479: 0.007905108047299027
Position 12345: 0.007875950262107911
Position 629: 0.007484416097224117
Position 5569: 0.007222018920966024
Position 2319: 0.007171081965261406
Position 10562: 0.006851493380985537
Position 5192: 0.006616989586856369
Position 8277: 0.0060332385345868616
Position 2640: 0.0060039123520673
Position 14260: 0.005516433871278879
Position 12393: 0.005305435146100003
Position 1910: 0.005137132994793944
Position 7412: 0.004801987066676824
Position 2246: 0.004746879118190494
Position 8551: 0.004626277283723528
Position 10914: 0.004296989655337652
Position 11151: 0.003942478685362602
Position 4902: 0.003921737441392001
Position 157: 0.0038925924516751823
Position 827: 0.0035284653154286807
Position 8611: 0.0034992975160104698
Position 14968: 0.0034437324866488043
Position 9984: 0.003434207207255471
Position 11666: 0.0031125862312503506
Position 1789: 0.002990795083380884
Position 5095: 0.0027357650159556273
Position 7521: 0.0027244385178534637
Position 2198: 0.002656865072784081
Position 64: 0.002524046478013278
Position 13035: 0.0023135205884550415
Position 10466: 0.002278057788542681
Position 14511: 0.00222031029299033
Position 9690: 0.0021589364245489817
Position 1178: 0.00210143817796572
Position 4868: 0.0020937976283691624
Position 11655: 0.002068164842472135
Position 6948: 0.0019986846714169573
Position 14893: 0.001997683212534018
Position 14742: 0.0017751724554618009
Position 8326: 0.0017237633427241758
Position 8123: 0.0015102643735217217
Position 13333: 0.001325366512441901
Position 14842: 0.0012849438596630382
Position 10328: 0.001257791832074099
Position 8068: 0.0012519109988496132
Position 3032: 0.001245812417835237
Position 8823: 0.001196066201792496
Position 3131: 0.0010587715552733985
Position 602: 0.001021547726118686
Position 2191: 0.0010024464862200724
Position 455: 0.0009280010821477617
Position 9800: 0.0008859628385769722
Position 7810: 0.0008767055930313911
Position 10760: 0.0008369647976761787
Position 3052: 0.0008245823573132682
Position 8846: 0.0007810742332426397
Position 7571: 0.0007738472103619719
Position 14900: 0.0007408865382938625
Position 10832: 0.0007242040138799991
Position 1727: 0.0006497515990129144
Position 235: 0.0006483084721935107
Position 7349: 0.0006009869173078067
Position 10395: 0.0005838086325238183
Position 219: 0.0005801178450906534
Position 1869: 0.0005522563468123547
Position 10675: 0.0005491667038662883
Position 11092: 0.0005365766918379127
Position 10855: 0.0005217993588481993
Position 9977: 0.0004494548431071725
Position 671: 0.00041286661801057236
Position 1327: 0.00036493218928635547
Position 1486: 0.00033695301294939825
Position 9789: 0.00032131256818527837
Position 8411: 0.00031179038332086533
Position 10479: 0.0002959125779943219
Position 59: 0.00028756627298316483
Position 8303: 0.00028447458408930194
Position 9767: 0.0002669445029575507
Position 10635: 0.0002623086579077966
Position 637: 0.00025443282100849276
Position 177: 0.00021701379501871092
Position 392: 0.00020635628476306202
Position 4085: 0.00019698888178659607
Position 9700: 0.00018397620694196544
Position 8384: 0.00018225782880405044
Position 10438: 0.00017777234890697165
Position 435: 0.00016292641104208888
Position 896: 0.000158264410827517
Position 8264: 0.00014539271114111243
Position 763: 0.0001319060700495127
Position 755: 0.00012601016125407034
Position 133: 0.00012560729372435565
Position 676: 0.0001184201453922172
Position 10285: 0.00011590334071105108
Position 10076: 0.00010003281621583471
Position 8322: 9.609720222849991e-05
Position 9966: 9.542387994788509e-05
Position 1711: 8.571135967488136e-05
Position 2300: 7.607951389011875e-05
Position 10332: 4.887308977844657e-05
Position 374: 3.7152216600142356e-05
Position 1307: 3.6591631171479376e-05
Position 1303: 3.65023895492275e-05
Position 697: 2.7455439050609132e-05
Position 296: 2.6677151584010052e-05
Position 11903: 2.5759414802677956e-05
Position 106: 1.7706249601485815e-05
Position 703: 1.7609176677053982e-05
Position 681: 1.747113746295777e-05
Position 577: 1.6306621712662973e-05
Position 1233: 1.2155318962849817e-05
Position 785: 9.712767242007275e-06
Position 378: 8.918531464640353e-06
Position 824: 7.60702145429145e-06
Position 2632: 7.463759255594098e-06
Position 18: 5.666666764611671e-06
Position 518: 5.086621270055392e-06
Position 650: 4.730600457503214e-06
Position 775: 3.5541949794386084e-06
Position 169: 3.482310867211769e-06
Position 5: 3.2770911842717076e-06
Position 567: 3.2033441434246422e-06
Position 484: 3.1234821994407847e-06
Position 833: 1.9047960227243812e-06
Position 2687: 1.7900803195736987e-06
Position 138: 1.1347443398039244e-06
Position 2636: 1.0648638390602227e-06
Position 115: 8.367053849509158e-07
Position 893: 2.2667288001893158e-07
Position 858: 1.621975989188388e-07
Position 984: 7.713203661825782e-08
Position 1075: 7.356037300222539e-08
Position 347: 6.307739740409969e-08
Position 876: 5.8451070904504153e-08
Position 924: 5.73708177768593e-08
Position 7867: 2.4363687565026465e-08
Position 321: 1.6427870189833383e-08
Position 989: 7.002084522306922e-09
Position 679: 1.1401471389750266e-09
Position 831: 1.5109420061003365e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9847668625240473
Position 7333: 0.9696987143605642
Position 8219: 0.9598960726467626
Position 9606: 0.9176351741075558
Position 10974: 0.872248549692953
Position 500: 0.5965105887726058
Position 14359: 0.4385781056231264
Position 11487: 0.34107548444764896
Position 13695: 0.327982348427106
Position 2535: 0.326310110835143
Position 15064: 0.3170088897576198
Position 3456: 0.31688581616025474
Position 5295: 0.29951075406763467
Position 4867: 0.2900155779888801
Position 12155: 0.2625107694367069
Position 11754: 0.21447774169603762
Position 8763: 0.20844770618421482
Position 8467: 0.20256792719833475
Position 4750: 0.16720210160140966
Position 910: 0.13676868750250717
Position 8398: 0.12601968327914367
Position 12753: 0.12345907993694194
Position 13271: 0.1144903266647278
Position 11949: 0.11128980330575405
Position 14690: 0.1037127822550819
Position 11732: 0.08756040350479667
Position 1631: 0.07516728966816458
Position 2156: 0.06846178748034562
Position 7103: 0.06615121844300408
Position 11848: 0.062125153976240646
Position 8790: 0.056243571764814246
Position 1710: 0.054741129644439966
Position 10331: 0.05435833488270182
Position 6887: 0.053562120350146875
Position 14804: 0.052891701105670784
Position 7823: 0.05112634896686301
Position 11932: 0.04934600418318955
Position 8449: 0.044152617743358644
Position 1685: 0.04309791836367967
Position 8742: 0.04162271878323908
Position 11453: 0.04042901964394662
Position 11038: 0.039992318009669375
Position 1676: 0.03702794104076259
Position 4793: 0.03452414656076709
Position 13937: 0.034489243142314524
Position 11457: 0.032484234739672324
Position 11779: 0.031177234953793015
Position 1724: 0.029739823722718033
Position 5915: 0.0296886728142282
Position 4347: 0.029139029113081846
Position 549: 0.026810833774428337
Position 14632: 0.024181624874415653
Position 10738: 0.021618324538218228
Position 7955: 0.021179184658034495
Position 4847: 0.020555096561105008
Position 14371: 0.019957579570498138
Position 7888: 0.01985553437564379
Position 4570: 0.01882841553043505
Position 5342: 0.018823781603876287
Position 5046: 0.01870744475071418
Position 4817: 0.01799068875355972
Position 8226: 0.01747781911858732
Position 3392: 0.016597622258376115
Position 12124: 0.014063339736584581
Position 10758: 0.01402929236384203
Position 2077: 0.013544983516890699
Position 11255: 0.013465607468975946
Position 13628: 0.013058644650962478
Position 8554: 0.013022033612560604
Position 14407: 0.012639392453123684
Position 5892: 0.012348174545949301
Position 3313: 0.011995165682354167
Position 5006: 0.011908512811305533
Position 6308: 0.01183719406735348
Position 2037: 0.011714221062226957
Position 7608: 0.011143344069515056
Position 13434: 0.011072879919666571
Position 2501: 0.01105950838169085
Position 13595: 0.010971899067475888
Position 4439: 0.010441241898246125
Position 13646: 0.010087739908610588
Position 3414: 0.009629780651522798
Position 892: 0.009033880672160186
Position 13447: 0.009005577896137259
Position 14456: 0.008305436418462153
Position 8823: 0.00815481637169005
Position 1831: 0.007706737982524651
Position 7758: 0.007473161838697751
Position 8846: 0.0074028223597850515
Position 11215: 0.007206104050995303
Position 8148: 0.006867184088527189
Position 8795: 0.0065828513142291946
Position 11491: 0.006533226758527359
Position 14130: 0.006517457529798168
Position 2632: 0.00644458842239913
Position 14579: 0.006265050448834579
Position 785: 0.006230077260005276
Position 3356: 0.006173280304349092
Position 7122: 0.0060916491168800865
Position 10500: 0.005850323173536727
Position 9563: 0.005410075201112913
Position 8559: 0.005409317332546963
Position 1780: 0.005136235735997819
Position 1549: 0.004856395531000029
Position 9497: 0.00481641559654497
Position 10228: 0.004726779121828232
Position 1609: 0.004308089140327763
Position 9537: 0.0041492434489469225
Position 9976: 0.004118053385122708
Position 11956: 0.004087490749464994
Position 2472: 0.003890829855370175
Position 2045: 0.0038901178841846316
Position 9453: 0.003836454324594622
Position 1731: 0.0038057889909724803
Position 4590: 0.0037726379311425738
Position 1017: 0.003763379003377538
Position 1463: 0.003466351019916936
Position 9260: 0.0034095227002248194
Position 11067: 0.003325283116520812
Position 12225: 0.0032991986463152315
Position 9907: 0.0031752857543733727
Position 1740: 0.0029002191812546735
Position 2111: 0.0028889050866121925
Position 7866: 0.0028542676595170926
Position 8737: 0.00281444300633418
Position 9929: 0.002653701156945102
Position 2950: 0.0024876563297226814
Position 1696: 0.0024624844249015935
Position 8872: 0.0024606837269181584
Position 965: 0.0023236874197505968
Position 11388: 0.0021697191427706417
Position 11345: 0.0021551103255150585
Position 876: 0.0020478311914623993
Position 1749: 0.002010714295663521
Position 11984: 0.0019849119942705793
Position 3452: 0.001959548745887759
Position 9890: 0.0019489319925062934
Position 330: 0.001810788593752534
Position 12798: 0.0016174505266245082
Position 2605: 0.0015426251862562601
Position 356: 0.0015158573143468003
Position 12610: 0.0014906422617469793
Position 8774: 0.0014375748227975686
Position 9408: 0.0013031577837881955
Position 9837: 0.0012522040017267481
Position 9521: 0.0012327563115273326
Position 12301: 0.0012226069315984353
Position 5108: 0.0011714776838820337
Position 766: 0.0010683453475078416
Position 5848: 0.0010605951915643567
Position 4878: 0.0010216276747272441
Position 8479: 0.0010038426613339967
Position 10112: 0.0009757774647565769
Position 12853: 0.0009626838682435764
Position 14972: 0.0009577438063021947
Position 10702: 0.0009470975576176888
Position 8686: 0.0009385989889502299
Position 9526: 0.0009253691361813345
