Gene = Sycn
index = 1050
Annotated 5SS: [420]
Annotated 3SS: [1188]
SMsplice 5SS: [212 420]
SMsplice 3SS: [ 312 1188]
top_k =  1000
Partition function (log Z): -7.228483746508921

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.6547598030759711
Position 212: 0.647687867223316
Position 131: 0.27852307589165654
Position 308: 0.03131809335886757
Position 723: 0.003623397231601549
Position 135: 0.003262667026291383
Position 1014: 0.002564860162157155
Position 877: 0.0023514968617961898
Position 158: 0.000924799908433042
Position 12: 0.0007620362616766083
Position 390: 0.0006184605462979793
Position 1046: 0.0006142177100185291
Position 503: 0.00043391245311595356
Position 424: 0.0003721074689312623
Position 117: 0.00023927868071676648
Position 265: 0.00019787929524871315
Position 195: 0.0001721994968334035
Position 747: 0.00017000843885568292
Position 97: 0.00013565187084003494
Position 534: 0.00011702036145131976
Position 281: 8.033735749775724e-05
Position 765: 6.661266118710389e-05
Position 1189: 6.458767998046535e-05
Position 363: 4.938615351893246e-05
Position 202: 4.813694360596433e-05
Position 1031: 4.21705934241624e-05
Position 36: 3.8654406116060316e-05
Position 980: 3.2765316205406343e-05
Position 27: 2.313168767314187e-05
Position 341: 2.2431247938606775e-05
Position 19: 1.725343013244524e-05
Position 1148: 1.6647623120377506e-05
Position 886: 1.4315658539822093e-05
Position 198: 1.1734108293853085e-05
Position 77: 1.0821014392437215e-05
Position 243: 1.0451480277486479e-05
Position 64: 8.634176414848769e-06
Position 330: 5.865835630375887e-06
Position 881: 5.188709483958172e-06
Position 193: 4.519857190556161e-06
Position 547: 1.8896988390251408e-06
Position 1023: 1.6245608357775369e-06
Position 70: 4.1121035625330135e-07
Position 258: 6.25830166338975e-08
Position 297: 4.604382170607574e-08
Position 268: 4.587800625182642e-08
Position 292: 1.4513372206926397e-08
Position 524: 4.347851487757762e-09
Position 294: 2.7324920552571317e-09
Position 569: 5.6891293860299735e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 312: 0.5837061492405378
Position 1188: 0.5465361490884026
Position 606: 0.14984459691083585
Position 268: 0.07108993037230271
Position 678: 0.04914729210554726
Position 979: 0.0338241399079062
Position 918: 0.03309331439762919
Position 948: 0.029811827660846644
Position 211: 0.018264729933514873
Position 772: 0.014280059409557783
Position 969: 0.013851597874764957
Position 639: 0.013042568069281044
Position 1123: 0.009712996783957172
Position 1222: 0.007974424955919752
Position 1046: 0.004785389363889104
Position 1245: 0.004022079533805858
Position 559: 0.0040068507876447656
Position 361: 0.003819402877928246
Position 518: 0.003616381011004834
Position 1291: 0.0035540935033112606
Position 1090: 0.003234747136938443
Position 276: 0.0029033741270441953
Position 815: 0.002694390773383868
Position 321: 0.002208377461878769
Position 614: 0.0020152246398656938
Position 1006: 0.0017416234701617254
Position 1307: 0.0016229464756929246
Position 808: 0.0015634393687771365
Position 625: 0.0015561147232573053
Position 420: 0.0015556675498673309
Position 469: 0.0012545505136197324
Position 845: 0.0010677401580445468
Position 923: 0.0009121205753754795
Position 106: 0.0008312722498011235
Position 1207: 0.0008140347990860494
Position 330: 0.0007229646189061425
Position 455: 0.0006851169803590711
Position 207: 0.0006220379532223235
Position 957: 0.0005445712165240847
Position 985: 0.0005323989288006865
Position 694: 0.00042438927210556633
Position 1105: 0.0001872640271619356
Position 285: 0.0001736011592972949
Position 533: 0.00015657446072856295
Position 363: 0.00014751675379935403
Position 860: 0.00014103522959039538
Position 722: 0.0001395539224208026
Position 737: 0.00013623064654152332
Position 1050: 0.0001285337860783683
Position 643: 0.0001169760554157077
Position 385: 0.00010126030545517252
Position 785: 7.787131639648337e-05
Position 998: 7.295379700691946e-05
Position 875: 5.327486696192274e-05
Position 476: 3.8787712655979036e-05
Position 506: 3.166996340029091e-05
Position 486: 2.8613487924348218e-05
Position 828: 2.7074825960199228e-05
Position 373: 2.6425149309837984e-05
Position 498: 2.2956182087759403e-05
Position 781: 2.2252411379150396e-05
Position 743: 1.4359607357523876e-05
Position 1318: 1.4027981826960233e-05
Position 424: 1.3891200072087495e-05
Position 1055: 1.2025869806868396e-05
Position 1258: 1.16379553659215e-05
Position 853: 1.1501468522255012e-05
Position 1252: 1.1020048157909046e-05
Position 186: 5.113290475415704e-06
Position 547: 3.92964046236259e-06
Position 1254: 3.6122018877544693e-06
Position 1261: 2.182503244274404e-06
Position 1266: 1.269318112922497e-06
Position 143: 2.97468170286301e-07
Position 114: 1.2795824756071584e-07
Position 156: 3.992243957283522e-08
Position 117: 2.561081619338716e-08
Position 121: 7.767258225100103e-09
Position 158: 5.7431704562802334e-09
Position 153: 1.8770418195943674e-09
Position 478: 6.132887448812751e-10
Position 503: 3.585476605188965e-12
