Gene = Xpr1
index = 1194
Annotated 5SS: [   164  32719  71777  85167  86992  88731  93016 104159 104571 108379
 109708 124221 127135 134117]
Annotated 3SS: [ 32666  71674  84942  86841  88646  92933 103967 104390 108206 109512
 124053 126997 133894 136258]
SMsplice 5SS: [   164  32719  71777  77037  85213  86992  88731  93016 109708 120310
 127135 134117 139076]
SMsplice 3SS: [ 32666  71674  76931  84942  86841  88646  92933 109512 120228 126997
 133894 138964 140175]
top_k =  1000
Partition function (log Z): -69.27028788968728

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9291393651707731
Position 1104: 0.3059289635138485
Position 9523: 0.12365913082152144
Position 363: 0.05227511912359276
Position 2382: 0.0374095130909804
Position 2283: 0.03454224195798715
Position 1277: 0.025976018727442055
Position 4055: 0.02028824866260369
Position 4701: 0.020287407507507453
Position 1779: 0.017053913596962268
Position 8882: 0.009450609510844834
Position 2498: 0.008931820401246158
Position 8666: 0.007353117604309437
Position 544: 0.007236264588768011
Position 4899: 0.007143989226312422
Position 7713: 0.006913874778771122
Position 157: 0.006677402112309265
Position 445: 0.005828147666338893
Position 5316: 0.005757700974845419
Position 5657: 0.0009176828477343778
Position 70: 0.0008050571907809255
Position 472: 0.0007130238357792012
Position 4713: 0.0007032983912225347
Position 6044: 0.0005199152807554841
Position 2013: 0.0004232862615798351
Position 3303: 0.0004227410749754682
Position 704: 0.0003831847339387411
Position 4570: 0.00034422034172049175
Position 919: 0.00032161217437167637
Position 549: 0.0002409157042935815
Position 900: 0.00022888619622717107
Position 182: 0.00021827316644148722
Position 148: 0.0002166181179540946
Position 1069: 0.0002097582010665379
Position 76: 0.00018326267896914673
Position 100: 0.00010416782765677147
Position 1699: 9.728761668162446e-05
Position 695: 9.185663936435261e-05
Position 636: 5.295219625781396e-05
Position 2004: 5.0860434918568517e-05
Position 510: 4.993824569607318e-05
Position 136: 4.959669667928758e-05
Position 2069: 4.292829379333269e-05
Position 1612: 4.2262808178332385e-05
Position 2033: 4.178674466330988e-05
Position 2849: 3.511782827818778e-05
Position 2708: 3.472267709797083e-05
Position 774: 3.287701990771097e-05
Position 1666: 2.9537379707937536e-05
Position 2388: 2.715524631896945e-05
Position 661: 2.1194260225179188e-05
Position 676: 1.4763133921654239e-05
Position 463: 1.1176355957599379e-05
Position 426: 1.053050796758332e-05
Position 53: 1.0383081764304109e-05
Position 702: 8.610512209823203e-06
Position 2049: 8.132704387178139e-06
Position 179: 7.818824810285716e-06
Position 722: 7.1114790514795095e-06
Position 12: 6.723142285140524e-06
Position 1296: 6.024598810475094e-06
Position 622: 5.785235626710047e-06
Position 1247: 5.7002486177618915e-06
Position 328: 5.480931221812314e-06
Position 423: 5.2779221522368395e-06
Position 1022: 2.6759809848484665e-06
Position 1336: 2.147982669432468e-06
Position 847: 1.8482245969776457e-06
Position 1818: 7.429409547381987e-07
Position 789: 6.336833809488338e-07
Position 719: 5.184322587135912e-07
Position 993: 2.827627128667814e-07
Position 1078: 2.702606480996632e-07
Position 28: 2.0804286401108725e-07
Position 951: 1.5134205516613643e-07
Position 34: 4.893543457321742e-08
Position 1838: 4.295031831932344e-08
Position 22: 2.46148214610589e-08
Position 205: 2.34137641885996e-08
Position 1883: 3.924087911358256e-09
Position 757: 1.0907373089068877e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9400: 0.23141644108463422
Position 951: 0.14459825633303816
Position 16239: 0.14343195308826223
Position 17921: 0.12344556064706817
Position 993: 0.10008946244361726
Position 6431: 0.07687857802125966
Position 3774: 0.05024922120980961
Position 899: 0.04518881874258597
Position 13226: 0.04368989934396035
Position 4509: 0.040305059100594044
Position 6083: 0.03367673126730803
Position 1185: 0.03048225987313789
Position 2250: 0.03031396155612409
Position 2200: 0.0298843714779531
Position 13268: 0.022917887484426594
Position 9396: 0.022001190505229234
Position 11713: 0.021715871639687755
Position 1010: 0.021386518277222828
Position 9638: 0.019891967682194638
Position 2136: 0.019793168919830986
Position 9603: 0.017471047152878474
Position 1571: 0.016897038842535923
Position 11211: 0.01588813073678996
Position 4759: 0.01530970647412929
Position 2575: 0.012283141252498901
Position 4915: 0.01139992937729919
Position 2177: 0.011051232125170092
Position 1990: 0.010028841028811313
Position 6087: 0.009823354254269938
Position 6682: 0.009109472436034
Position 2600: 0.009064357175244028
Position 9828: 0.008378346940719284
Position 1536: 0.00763540887540098
Position 3793: 0.007558109193142951
Position 347: 0.007408734331915945
Position 1043: 0.00735204328695575
Position 2078: 0.007203253058743298
Position 1908: 0.007133634636989796
Position 4691: 0.006930133012216699
