Gene = Dmac2
index = 338
Annotated 5SS: [  47 1679 3011 4525 4776]
Annotated 3SS: [1481 2929 4384 4612 5300]
SMsplice 5SS: [  47 1679 3028 4525 4776]
SMsplice 3SS: [1481 2929 4384 4647 5300]
top_k =  1000
Partition function (log Z): -2.3505432822628225

Sorted 5' Splice Sites (High to Low Probability):
Position 4525: 0.8247600330278326
Position 3028: 0.6350843364350979
Position 4776: 0.5913686013169049
Position 1679: 0.5785997312885927
Position 47: 0.44541003629846815
Position 1404: 0.32990069201115835
Position 2634: 0.21648144253843943
Position 1540: 0.21401484083131395
Position 1051: 0.20053068616750425
Position 3033: 0.1509283952201196
Position 317: 0.14966741112685192
Position 3011: 0.10522347621240935
Position 1095: 0.08973583178781802
Position 2099: 0.08306394460530858
Position 867: 0.06264917449680478
Position 751: 0.05857919463329956
Position 4543: 0.04598860974117054
Position 2974: 0.04261691181566111
Position 3150: 0.040587476120144704
Position 2610: 0.04043231704794252
Position 4873: 0.035408288483145325
Position 930: 0.03238129920644785
Position 5390: 0.022108577915921527
Position 1205: 0.021652850027047175
Position 686: 0.02032241045875814
Position 4516: 0.019651475612532148
Position 2963: 0.016630036595213626
Position 2202: 0.015962777602443492
Position 51: 0.01543506520263134
Position 423: 0.01307221941732386
Position 4102: 0.012358224936131168
Position 218: 0.010834046354303616
Position 5395: 0.009704081608110482
Position 3979: 0.00921729018692904
Position 1634: 0.008765956958911483
Position 936: 0.007743222310947972
Position 4979: 0.007023010833689083
Position 2479: 0.006873785168096078
Position 1548: 0.006518493307956223
Position 211: 0.0059295850229479806
Position 309: 0.005917081406544986
Position 1250: 0.0057881489371317905
Position 5139: 0.005215662992783834
Position 4300: 0.005210007578663675
Position 270: 0.004654425491887747
Position 3215: 0.004287948418908995
Position 3402: 0.003940919518824333
Position 1291: 0.003581399443759403
Position 1931: 0.003486931820490515
Position 5351: 0.003335626252181518
Position 2219: 0.003028863654083811
Position 2282: 0.002944853953094668
Position 3636: 0.0028780163480979083
Position 565: 0.002371910040366472
Position 4897: 0.002262464238638432
Position 395: 0.002242129382162144
Position 1416: 0.0021064406593487694
Position 692: 0.0020858937983192012
Position 1116: 0.0019363491931905633
Position 4827: 0.0018280421575060867
Position 91: 0.0016065222980360106
Position 4869: 0.0015175462678415788
Position 465: 0.0014604761829747337
Position 249: 0.0014076563695880828
Position 479: 0.0012760281835178199
Position 99: 0.001187736251896641
Position 82: 0.0007792967057975751
Position 1356: 0.0007580810402449518
