Gene = 4931429L15Rik
index = 63
Annotated 5SS: [  118  3439  4153  8431  9762 10660 11232 13165 14282 14962 15824 15996]
Annotated 3SS: [ 3258  3929  8352  9672 10540 10993 13025 14127 14787 15684 15909 16325]
SMsplice 5SS: [  118  4213  8371  9762 10660 14311 14962 15824]
SMsplice 3SS: [ 4152  8208  9672 10540 14127 14787 15684 15909]
top_k =  1000
Partition function (log Z): 1.2025532591239951

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9753937115946537
Position 10660: 0.9657798191591055
Position 14962: 0.892880591287363
Position 9762: 0.8763118637234258
Position 15824: 0.7968776140984962
Position 14311: 0.6185077716744117
Position 11232: 0.5640460389367188
Position 8371: 0.5562152626066711
Position 4213: 0.401139019455323
Position 4153: 0.3408973996622362
Position 12767: 0.3332780739472444
Position 5193: 0.27955887833450815
Position 14282: 0.2715287152377831
Position 5200: 0.2100327069045982
Position 5905: 0.2093100114388094
Position 13165: 0.14437296656684176
Position 15832: 0.1273562274121283
Position 1692: 0.1180540864798629
Position 8431: 0.10425541368667862
Position 8310: 0.09924770733532362
Position 8460: 0.09357782708109275
Position 3439: 0.07275163858002177
Position 9954: 0.057576264011854617
Position 1058: 0.05485033085973519
Position 13434: 0.05298167764986335
Position 15996: 0.052231014359579137
Position 7550: 0.05115916640824249
Position 12966: 0.05028009355404252
Position 13850: 0.03721687679131238
Position 9372: 0.031201964387934603
Position 15183: 0.024135455981695593
Position 4827: 0.02268803428033693
Position 13406: 0.02193044328525689
Position 15463: 0.020747707592471253
Position 7232: 0.019812463103728806
Position 1544: 0.01605256560008749
Position 5466: 0.015269929194240184
Position 14548: 0.015169668677081609
Position 1500: 0.015062341048120872
Position 14287: 0.013683275655046383
Position 15477: 0.013506501736840254
Position 14172: 0.013334000831153117
Position 15459: 0.013083883005089642
Position 6740: 0.01283441879670712
Position 10143: 0.011764448995528627
Position 14577: 0.010881923528479729
Position 10844: 0.0102047000771318
Position 2115: 0.010179169166443463
Position 2095: 0.010058351566565654
Position 169: 0.00973773882490805
Position 7296: 0.00963235294349668
Position 9596: 0.008833974854570133
Position 5710: 0.008620015529379951
Position 503: 0.008380240101863765
Position 9329: 0.007750671422424084
Position 8913: 0.007744290567397575
Position 7242: 0.0074186238599143195
Position 13794: 0.006459548825138729
Position 8435: 0.0057462442038335865
Position 13026: 0.005262186157281613
Position 1838: 0.005067468372937178
Position 5686: 0.004906680657862371
Position 15806: 0.004616241214657171
Position 6357: 0.004341874867171111
Position 13674: 0.003766000350460886
Position 9715: 0.0027877364484655952
Position 3814: 0.002644298471155888
Position 9856: 0.002417079204048438
Position 1792: 0.002380062298638011
Position 1052: 0.002315697974313145
Position 14945: 0.0022851471703312573
Position 362: 0.002232970600085936
Position 3800: 0.002227108342048632
Position 5789: 0.0021975536402000723
Position 5749: 0.0021100240653027604
Position 14626: 0.001903437663916218
Position 15186: 0.001889360874767294
Position 15593: 0.0018394188678344146
Position 492: 0.0016319122914221027
Position 238: 0.0015278637917773596
Position 8353: 0.0013459528593091539
Position 9346: 0.0013288824640594037
Position 840: 0.0011108532817114731
Position 15754: 0.0010007000524157074
Position 15588: 0.0008951991386132562
Position 11697: 0.0008787917973920226
Position 5650: 0.000818456100696061
Position 830: 0.0008001794122505827
Position 15715: 0.0007610747771688487
Position 8486: 0.0006285932563025476
Position 8926: 0.0006222240537029117
Position 246: 0.0005841426599126362
Position 6715: 0.0005818318654287157
Position 6419: 0.0005776594592877661
Position 1446: 0.0004886650864303147
Position 960: 0.0004674517454126861
Position 3567: 0.00046258757664501904
Position 516: 0.0004251482764608227
Position 15501: 0.00042312017886049003
Position 4003: 0.0003792578662000854
Position 12681: 0.0003531609575519129
Position 3283: 0.00032648085282610355
Position 3854: 0.0002943442354591554
Position 5254: 0.00024512686771144455
Position 533: 0.00024183855947641403
Position 1076: 0.0002340618117543212
Position 957: 0.00019356620968069349
Position 139: 0.00016700039184036557
Position 10655: 0.0001544012078352551
Position 2242: 0.00013601886773187733
Position 12245: 0.00012629953198895123
Position 3865: 0.00011744232426391812
Position 1283: 0.00011387745929956685
Position 2746: 0.00011005876317793783
Position 16466: 0.0001070155684002417
Position 163: 8.850021131740259e-05
Position 1565: 8.427242137191136e-05
Position 1015: 7.872104627257802e-05
Position 642: 7.382937359182582e-05
Position 16029: 7.090419281501664e-05
Position 1552: 5.5815066126554766e-05
Position 3085: 5.252860977415124e-05
Position 10868: 5.063576810463064e-05
Position 2924: 4.620793352154122e-05
Position 5234: 4.3527589526310023e-05
Position 3294: 2.6473373822931823e-05
Position 2973: 2.2953164058852148e-05
Position 3409: 2.2272072351382965e-05
Position 5058: 1.7993576442335046e-05
Position 79: 1.6744534319293906e-05
Position 277: 1.6483948072313555e-05
Position 1342: 1.6456683018470127e-05
Position 224: 1.2235255247077313e-05
Position 660: 1.0060464772298218e-05
Position 1356: 9.855933338278454e-06
Position 205: 9.278530907028775e-06
Position 523: 8.864545288824074e-06
Position 328: 8.117079169222185e-06
Position 425: 7.92105651862077e-06
Position 471: 7.387682434136476e-06
Position 684: 7.0126334558053245e-06
Position 154: 5.225494524059994e-06
Position 25: 5.218847769485345e-06
Position 800: 5.195680143123144e-06
Position 755: 4.60468615760553e-06
Position 31: 4.184836756677536e-06
Position 1088: 3.5077268663073643e-06
Position 333: 3.507367979149153e-06
Position 584: 2.8800071743409824e-06
Position 535: 2.6861299827819695e-06
Position 740: 2.5741365868707312e-06
Position 74: 2.5086479662376636e-06
Position 1178: 2.4972201714660418e-06
Position 175: 2.474149876578595e-06
Position 142: 1.8685030466050255e-06
Position 798: 1.2423607979674246e-06
Position 1038: 1.2352725335768354e-06
Position 972: 8.861928552751319e-07
Position 185: 8.162639220731786e-07
Position 653: 7.366018580057005e-07
Position 598: 6.369608605322302e-07
Position 885: 5.391139930074154e-07
Position 843: 4.201537357398637e-07
Position 879: 4.188748358103212e-07
Position 757: 4.177104762373644e-07
Position 525: 2.728574744764993e-07
Position 892: 2.6194369809296345e-07
Position 601: 2.4970028679686085e-07
Position 603: 2.3358380770890784e-07
Position 157: 2.1450494257091604e-07
Position 11475: 4.307310837985418e-08
Position 1101: 9.590275411308034e-09
Position 575: 1.964772513454549e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15909: 0.9518058031204755
Position 9672: 0.8720612787504667
Position 15684: 0.8458133016564421
Position 14127: 0.8401965981657402
Position 10540: 0.6973170946390236
Position 8208: 0.42503955558613976
Position 4152: 0.3832230257090007
Position 8352: 0.35676208839747625
Position 14787: 0.35400027983156446
Position 5104: 0.29888408775161046
Position 12541: 0.24057361376644198
Position 14854: 0.19974073216068747
Position 4013: 0.1520910142569973
Position 14726: 0.14669575579678248
Position 10958: 0.14178749566980692
Position 12890: 0.14035688538878022
Position 10562: 0.12756405082706448
Position 5111: 0.11492300403645538
Position 10993: 0.10516373634187758
Position 1445: 0.10111603602765312
Position 10990: 0.09930360859313805
Position 4042: 0.09722429431536628
Position 5776: 0.09542378883483457
Position 11063: 0.0851644647890397
Position 8243: 0.07921535704559533
Position 14873: 0.07887645900446684
Position 13290: 0.06832639048876255
Position 15408: 0.06743669642946724
Position 13996: 0.0644583606596895
Position 5722: 0.06443956643665058
Position 15660: 0.06265444331252883
Position 10565: 0.05869308928453614
Position 10542: 0.05701436857700315
Position 11083: 0.056805933734152644
Position 14869: 0.052552233769765595
Position 4077: 0.046425371340709974
Position 7459: 0.042012499910587954
Position 14811: 0.04193058460948062
Position 9847: 0.04167647164170789
Position 13025: 0.04140350615901987
Position 12594: 0.04072133490830026
Position 984: 0.03922226397060583
Position 9097: 0.03779060220203688
Position 5146: 0.037166160992127495
Position 9736: 0.03612182732360213
Position 7142: 0.030561021859310894
Position 12660: 0.02932737996561905
Position 5084: 0.02681933944275783
Position 15743: 0.02532920713748941
Position 3333: 0.024642096031663632
Position 3929: 0.02229124676557861
Position 3354: 0.02215494928250273
Position 5527: 0.02214532326972236
Position 10805: 0.021103647079446602
Position 1398: 0.021015031323005206
Position 10978: 0.020191842694176912
Position 1629: 0.019137431432952302
Position 4662: 0.018719380519488807
Position 13604: 0.018351137056836768
Position 4060: 0.01830774857519612
Position 5598: 0.01818733549181189
Position 15080: 0.016631398438263216
Position 12858: 0.016280116909227073
Position 863: 0.016104838235600476
Position 16325: 0.01436877750788492
Position 7093: 0.013858537517460705
Position 6615: 0.013162336690894198
Position 5744: 0.012760863660861169
Position 10385: 0.012592427101262621
Position 5313: 0.012296479858606936
Position 10996: 0.012051644248642347
Position 11002: 0.011760026444334807
Position 12680: 0.011464246692824726
Position 2007: 0.011460486672951945
Position 14702: 0.011095720226562179
Position 13793: 0.010887243442457976
Position 10605: 0.010862194073034313
Position 14751: 0.01086175411936055
Position 14400: 0.010835685327506372
Position 13765: 0.010248986595598322
Position 3770: 0.010097739273908574
Position 14379: 0.009443750079702039
Position 9447: 0.009158439061840528
Position 16158: 0.008838255199969804
Position 10999: 0.008454850037162297
Position 15085: 0.008105549405224562
Position 3207: 0.007987044078132756
Position 13658: 0.007917787393713214
Position 4086: 0.007567543861488508
Position 16448: 0.007143858218960825
Position 16377: 0.0067862812772608895
