Gene = Lyar
index = 653
Annotated 5SS: [  166  4328  5534  7493  7664 10521 10890 12858]
Annotated 3SS: [ 4156  5418  7384  7579 10090 10802 12771 13520]
SMsplice 5SS: [  166  4328  5534  7493  7664 10890 12858]
SMsplice 3SS: [ 4156  5418  7384  7579 10802 12771 13520]
top_k =  1000
Partition function (log Z): 9.702506759627584

Sorted 5' Splice Sites (High to Low Probability):
Position 7493: 0.9680062645201749
Position 12858: 0.9570770589781666
Position 5534: 0.9336469420052883
Position 7664: 0.9131941631208459
Position 10890: 0.8987842900436518
Position 166: 0.8617006754872634
Position 4328: 0.7854838973582966
Position 2057: 0.17700113554037317
Position 1713: 0.15287667622834622
Position 2348: 0.15066306792233722
Position 13623: 0.1090262083666702
Position 1648: 0.09986702669198155
Position 6434: 0.0989660030392095
Position 12521: 0.0946424763346517
Position 10945: 0.09114015002824097
Position 7631: 0.0794091748170198
Position 9874: 0.07931651685608765
Position 12499: 0.07261496754259421
Position 1624: 0.06563738717775099
Position 5982: 0.06392567127822231
Position 8963: 0.06295837751863124
Position 320: 0.0625255442530349
Position 11647: 0.061246272572345814
Position 325: 0.05295453157458421
Position 656: 0.04121732882042635
Position 1865: 0.04058863391344322
Position 5505: 0.04006127049485706
Position 11426: 0.03472333308525699
Position 2762: 0.03309572724301595
Position 3953: 0.03279076212565166
Position 10521: 0.028845275113570264
Position 6707: 0.027082312719877044
Position 3280: 0.025358374391829794
Position 8173: 0.0244409236505088
Position 9959: 0.023600258272941592
Position 8169: 0.022834352229532135
Position 9559: 0.022483524421494545
Position 4069: 0.018794423121592435
Position 7045: 0.018346606512336446
Position 13085: 0.017036256648285772
Position 13652: 0.016251431704783013
Position 2758: 0.01578601718597081
Position 6504: 0.015521459805143594
Position 3420: 0.015226006384039353
Position 1297: 0.012718615485106596
Position 9927: 0.012052753977411923
Position 9868: 0.01201590424229153
Position 6216: 0.011835311721753635
Position 9039: 0.010590872734612029
Position 2744: 0.010332937621886001
Position 9308: 0.009935648643173728
Position 9241: 0.009813234647417596
Position 10571: 0.00960995180148582
Position 8967: 0.008991449938360001
Position 9313: 0.006638966895996702
Position 5757: 0.006001696491101508
Position 7301: 0.005982879158068074
Position 4873: 0.005682089169216044
Position 2908: 0.005668443992187865
Position 1894: 0.005662432638339406
Position 12277: 0.005261670901808398
Position 13209: 0.005117036240396374
Position 9597: 0.004983524239837029
Position 1811: 0.004741229673177271
Position 7275: 0.004598475913947861
Position 12430: 0.0044546050227865
Position 1996: 0.004281019837685339
Position 2281: 0.0041977690547132405
Position 12914: 0.003832901918349469
Position 9577: 0.003796941988592558
Position 13638: 0.0036644570981879962
Position 10708: 0.0035280561729535047
Position 8477: 0.0034179599187270566
Position 2862: 0.0032728791088883612
Position 136: 0.0030190166131132544
Position 11909: 0.0029754245803195597
Position 13170: 0.0029166313050505675
Position 12558: 0.0027599117172939867
Position 5351: 0.0026202756373780176
Position 7723: 0.0022892203258655657
Position 1598: 0.00220071431754508
Position 802: 0.002112241773278144
Position 8313: 0.001980065302537421
Position 4044: 0.0018922658551446404
Position 2766: 0.001750452017776947
Position 3387: 0.0017308772830818935
Position 12206: 0.0016489322371674303
Position 13066: 0.0014275527394926322
Position 11875: 0.0013064344290467645
Position 154: 0.0012882909669000029
Position 10915: 0.0012732558121357775
Position 13172: 0.0012293297968044377
Position 8535: 0.001072223995634241
Position 1255: 0.0010413297097182535
Position 1189: 0.0010353015162194894
Position 9071: 0.0010255801929948316
Position 11654: 0.001012718146793999
Position 7427: 0.000909844560092835
Position 12918: 0.0008651641929140003
Position 13119: 0.0008384932665685042
Position 11734: 0.0007674131133360605
Position 557: 0.0006756169101992487
Position 11659: 0.0006059914202720293
Position 11833: 0.0005773881484511586
Position 12922: 0.0005667736490183078
Position 11306: 0.0005290479098630662
Position 7943: 0.0004850911932664812
Position 11067: 0.0004588295471711451
Position 8619: 0.00045176155251496955
Position 12772: 0.000424138325037139
Position 13247: 0.0003993298644122185
Position 13150: 0.00036357766296887963
Position 6198: 0.00034309789130528587
Position 7486: 0.0003339937755847067
Position 11738: 0.0003028077365585779
Position 10609: 0.0002583658800397909
Position 2423: 0.00021900647118840407
Position 2575: 0.00021631536809999042
Position 9717: 0.00019704349561263965
Position 12845: 0.00019163728313270856
Position 13176: 0.0001847382794452144
Position 13174: 0.00017464118863589215
Position 11411: 0.00015535271351196093
Position 578: 0.00015401425439786904
Position 12373: 0.00014687201189247755
Position 13363: 0.00013541400387015893
Position 7730: 0.00013031482024054408
Position 12903: 0.0001233775549420652
Position 6109: 0.0001220084624221812
Position 13038: 0.0001086670783537009
Position 12926: 9.18984388823547e-05
Position 2461: 8.80295093712953e-05
Position 5681: 8.305891332030144e-05
Position 13450: 6.412620861994989e-05
Position 2094: 6.395900385721483e-05
Position 5905: 6.041769015147794e-05
Position 2535: 5.90772825695996e-05
Position 7952: 5.510585207316104e-05
Position 1119: 5.105144978053701e-05
Position 13455: 5.024285627675814e-05
Position 9051: 4.931622735635428e-05
Position 1098: 4.578955941696583e-05
Position 8727: 4.5737667868910396e-05
Position 13343: 4.4996163926980254e-05
Position 13014: 4.479539387692317e-05
Position 92: 4.264216897953346e-05
Position 2493: 4.2472212461607006e-05
Position 7668: 4.189616520589941e-05
Position 13001: 3.929166381401994e-05
Position 6822: 3.833676235274688e-05
Position 402: 3.627935518404039e-05
Position 6982: 3.4087911225598016e-05
Position 7880: 3.234174237867651e-05
Position 9480: 3.15615974846712e-05
Position 1458: 2.9682272346731706e-05
Position 8155: 2.960799500972076e-05
Position 1032: 2.90799884735515e-05
Position 2681: 2.8906209449753325e-05
Position 520: 2.6976202650470603e-05
Position 1046: 2.6556664043617776e-05
Position 8301: 2.6322808314747584e-05
Position 762: 2.4489594676702638e-05
Position 6990: 2.4198098931271887e-05
Position 6986: 2.360864493246021e-05
Position 8158: 2.1435011440965973e-05
Position 120: 1.9411027021186623e-05
Position 12768: 1.8953522941289148e-05
Position 11416: 1.7431962280135705e-05
Position 1667: 1.7055809143724627e-05
Position 1652: 1.593966814893311e-05
Position 5460: 1.4673549850793494e-05
Position 1075: 1.4472716332342896e-05
Position 2619: 1.2723140816791845e-05
Position 2539: 1.0176244593557746e-05
