Gene = Atic
index = 148
Annotated 5SS: [  125   474  2153  3806  6698  7408  7818 10790 11921 12776 13780 15887
 18984 19650 20792]
Annotated 3SS: [  346  2075  3738  6608  7255  7660 10663 11812 12689 13689 15757 18890
 19466 20635 21401]
SMsplice 5SS: [  474  2153  3806  6703  7408  7818 10790 11921 13780 15887 18984 19645
 20792]
SMsplice 3SS: [ 2075  3738  6608  7255  7660 10663 11812 13689 15757 18890 19466 20635
 21401]
top_k =  1000
Partition function (log Z): 19.313070418533272

Sorted 5' Splice Sites (High to Low Probability):
Position 10790: 0.9638205528666232
Position 20792: 0.9482975171398195
Position 11921: 0.9262146810916217
Position 474: 0.9152158564855049
Position 18984: 0.8851091430869894
Position 2153: 0.8621397144337756
Position 3806: 0.8618112900098027
Position 15887: 0.8499390263962117
Position 13780: 0.8131243928446455
Position 7408: 0.7973434126344042
Position 7818: 0.7169711690822667
Position 6703: 0.6380617351463855
Position 19645: 0.6190252280520337
Position 125: 0.5470756438794157
Position 17018: 0.3365900632328825
Position 19650: 0.3022515123719877
Position 6698: 0.25044675069529326
Position 860: 0.21441286848162133
Position 1830: 0.19687330060140343
Position 9716: 0.1818630003604414
Position 13797: 0.13966743692812106
Position 7364: 0.13011505414002295
Position 15899: 0.11934812488133993
Position 12424: 0.11886824459020855
Position 12776: 0.11326601830864845
Position 17398: 0.10552123014636784
Position 851: 0.1049183809055462
Position 1141: 0.08495317748450529
Position 10278: 0.08366146884049716
Position 3664: 0.07796787715799731
Position 941: 0.07680872785310101
Position 8106: 0.07679745118788618
Position 1515: 0.07555245985169731
Position 19009: 0.0714215606449146
Position 1343: 0.07035447151682449
Position 8708: 0.0679354267556643
Position 5251: 0.06731807325871629
Position 4142: 0.06607616039368754
Position 14697: 0.0660683283413804
Position 19839: 0.059139373185435815
Position 20220: 0.057580246804474634
Position 5572: 0.048927310959554195
Position 14302: 0.045779652200116115
Position 9209: 0.04233259432090381
Position 1147: 0.03798453185483688
Position 19625: 0.03569753479317131
Position 21767: 0.034580872999090906
Position 8999: 0.03376340002422841
Position 1302: 0.031140560413997133
Position 18374: 0.030145169826441963
Position 16024: 0.029101594333382698
Position 7150: 0.026945265823338508
Position 14659: 0.026134660280351028
Position 10509: 0.024614623550743703
Position 10830: 0.024150042988440465
Position 7750: 0.021668754197496004
Position 21218: 0.021114433817450436
Position 20207: 0.01955836781836883
Position 1101: 0.019541058343208094
Position 7336: 0.016964223496053997
Position 16846: 0.016144559608980636
Position 12979: 0.01613718721919367
Position 9711: 0.01551124377626941
Position 7162: 0.014545956887152
Position 18407: 0.013486271750023355
Position 9349: 0.01327219097067747
Position 15377: 0.012700691062805419
Position 10273: 0.012513322093207808
Position 3801: 0.012342294168315686
Position 20996: 0.011728340740296809
Position 20079: 0.011491257120894336
Position 1116: 0.011383815625654407
Position 5780: 0.011138829298164855
Position 13426: 0.011023814551584363
Position 18244: 0.009145835110331341
Position 5893: 0.009007006492003049
Position 19697: 0.008930255104426462
Position 18752: 0.008911858876940954
Position 918: 0.008911441722738262
Position 7013: 0.008845918009244022
Position 12890: 0.008759987611854264
Position 19522: 0.008573885498556526
Position 20248: 0.008398388177881504
Position 21628: 0.007908030992536385
Position 17126: 0.007293812315254391
Position 10379: 0.006975235389542414
Position 19949: 0.006780741816817598
Position 18960: 0.006720808849691183
Position 20050: 0.006625773665416964
Position 3537: 0.006614561823350288
Position 17319: 0.006566291073934079
Position 20121: 0.006259777687770682
Position 13784: 0.006223084424379901
Position 1851: 0.006199371670456395
Position 10113: 0.006082178931189246
Position 17586: 0.006040797161669145
Position 1180: 0.005968353924843584
Position 16786: 0.00593372656070552
Position 8526: 0.005881126411438949
Position 18614: 0.0058237282252531644
Position 7823: 0.005712404061556453
Position 7722: 0.005682177295368387
Position 16606: 0.005310814576344791
Position 13420: 0.005249692191862355
Position 482: 0.005068491382115165
Position 3512: 0.004878986484690288
Position 21023: 0.00487074247895258
Position 15525: 0.0045653418226610475
Position 12792: 0.0044541740203782355
Position 5190: 0.004356670609419431
Position 7412: 0.004087802619186479
Position 17193: 0.0036167700222052832
Position 22056: 0.003610496504630034
Position 6555: 0.003595672999523851
Position 15445: 0.0035507044418190774
Position 11084: 0.0035309691656057545
Position 1462: 0.0034360455986994255
Position 12858: 0.0034062862934409353
Position 12943: 0.0033832640932524587
Position 13805: 0.003362127430800453
Position 20215: 0.003322456901642668
Position 11261: 0.003212794409190438
Position 9463: 0.0031575233352224975
Position 6459: 0.0031514653807661105
Position 14818: 0.003117810435227994
Position 21650: 0.0031060415735094725
Position 486: 0.0030716215583765434
Position 74: 0.003058983094262414
Position 8903: 0.0029268499693114506
Position 14646: 0.0026955705894456195
Position 2649: 0.002652592456756501
Position 21612: 0.0025842008502018846
Position 18674: 0.0025731427678833017
Position 18389: 0.0023266269972658784
Position 17745: 0.0023120109937368994
Position 17724: 0.0022253687901938593
Position 21536: 0.0022062566919163087
Position 8687: 0.0021911456321038144
Position 21575: 0.002132204831198044
Position 8553: 0.0021153955650473565
Position 21450: 0.0020385984964115165
Position 1111: 0.0018023211823437989
Position 321: 0.0017364515593291368
Position 3253: 0.001646999221616213
Position 12786: 0.0016372036191777035
Position 19195: 0.001628443155767692
Position 569: 0.0015433937152153014
Position 10777: 0.0015427283468485349
Position 12863: 0.0015258004804724274
Position 19026: 0.0015245181969795124
Position 20344: 0.0013721418092331357
Position 152: 0.0013720307213137713
Position 19452: 0.0013243562900812288
Position 20382: 0.001242738667876671
Position 4586: 0.0011837022154039373
Position 2012: 0.00108562694931328
Position 11265: 0.0010615800901246017
Position 14402: 0.001034410925346751
Position 975: 0.0010296973657665047
Position 11310: 0.0009744504707264819
Position 44: 0.0009271264973974515
Position 20985: 0.000916037510309561
Position 21559: 0.000871522996334049
Position 16403: 0.0008565206489408536
Position 16376: 0.0008514415811792913
Position 21624: 0.0008455776581630502
Position 11813: 0.0008165142191171232
Position 8316: 0.000804678590211808
Position 12885: 0.0007964165598570283
Position 18941: 0.0007706425960751584
Position 114: 0.0007485058564768898
Position 22207: 0.0006907344920455424
Position 15942: 0.0006864977758688324
Position 1794: 0.0006690081764368108
Position 16921: 0.0006502619267335923
Position 5110: 0.0006410876447950633
Position 15850: 0.0005970173349059398
Position 21067: 0.0005852144434071042
Position 21547: 0.0005487136554558083
Position 21544: 0.0005234133313750218
Position 20675: 0.0005204554872278152
Position 7256: 0.0004476306881360106
Position 10922: 0.00040680285920763955
Position 11735: 0.000378822281821215
Position 233: 0.0003612107629288145
Position 17184: 0.0003518157036151788
Position 7893: 0.0003467808093123359
Position 67: 0.00033847784889679363
Position 1121: 0.00033124574875437277
Position 11752: 0.0003242290987676473
Position 3615: 0.0003204737098844308
Position 14265: 0.0003202651515376843
Position 1232: 0.00028907849044284065
Position 16526: 0.00027296349137326617
Position 3400: 0.0002640584049778281
Position 1777: 0.00024805910353859953
Position 1833: 0.00023828389869332662
Position 270: 0.00023074004550989894
Position 3504: 0.00022574600404615057
Position 21596: 0.0002012601185298994
Position 16096: 0.00019926196381574025
Position 5133: 0.00018926423519677235
Position 231: 0.000162700190312273
Position 5720: 0.00015313019366445775
Position 678: 0.0001435346246292297
Position 19186: 0.00012350998282623703
Position 12497: 0.00010275488224372117
Position 4614: 9.813387170213276e-05
Position 305: 8.320445124604692e-05
Position 817: 8.261274232504392e-05
Position 16600: 7.609142482465457e-05
Position 19138: 7.499021160399401e-05
Position 356: 6.922847406021876e-05
Position 240: 6.735677915481796e-05
Position 14405: 6.645556349009156e-05
Position 261: 6.176042333863278e-05
Position 1407: 5.5116272211700655e-05
Position 1323: 5.4183784574712686e-05
Position 564: 5.3204653617100806e-05
Position 17090: 5.0008254050049396e-05
Position 78: 4.88436938455572e-05
Position 421: 4.1995443534346986e-05
Position 3925: 3.957293245902049e-05
Position 410: 3.110044749652731e-05
Position 3827: 2.4769368718939414e-05
Position 469: 2.120683023390372e-05
Position 6777: 1.9945615787509593e-05
Position 882: 1.7022369927484394e-05
Position 13789: 1.689273535595847e-05
Position 21136: 1.5558286011686813e-05
Position 893: 1.5191613039405927e-05
Position 351: 1.3324932036716306e-05
Position 508: 1.2957184658927482e-05
Position 14073: 1.2730286410513211e-05
Position 19590: 1.2317986717962027e-05
Position 770: 1.038677465188992e-05
Position 20734: 1.0302436933346157e-05
Position 7: 9.892527295576197e-06
Position 285: 9.65335090633379e-06
Position 17406: 8.809760669038791e-06
Position 831: 8.732430872632646e-06
Position 395: 7.781489067623829e-06
Position 1036: 6.928821342130163e-06
Position 17424: 6.6907633971443e-06
Position 808: 6.142260707085934e-06
Position 20738: 5.9555453002118e-06
Position 21748: 5.2480529958767744e-06
Position 1547: 4.965372961072758e-06
Position 1472: 4.860334469017079e-06
Position 20774: 3.694464135767366e-06
Position 17216: 3.045680268047528e-06
Position 17367: 2.7980820893311057e-06
Position 709: 2.3992190666926093e-06
Position 20981: 2.294998471620597e-06
Position 736: 1.973182262500991e-06
Position 402: 1.8204591214431592e-06
Position 511: 1.2764001736745119e-06
Position 416: 1.2285192793439298e-06
Position 672: 1.2228093381623012e-06
Position 358: 1.2095849779767171e-06
Position 491: 8.894739588893238e-07
Position 717: 6.48273966693124e-07
Position 360: 4.93655120177781e-07
Position 20829: 4.898713991949564e-07
Position 922: 4.797428708578206e-07
Position 590: 4.016681297266782e-07
Position 598: 3.749040846199752e-07
Position 19629: 3.656172678527538e-07
Position 19972: 8.26036563433449e-08
Position 21018: 5.97736917194003e-08
Position 648: 3.1991258572520595e-08
Position 1126: 4.173075714143614e-10
Position 617: 2.771890663277562e-11
Position 379: 1.0397446120810409e-11
Position 650: 1.8375981876248533e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10663: 0.97029264789614
Position 18890: 0.966064407878237
Position 15757: 0.964052462097766
Position 11812: 0.8999453587736457
Position 13689: 0.8944355092511789
Position 20635: 0.8924139083789623
Position 7255: 0.8919100931319917
Position 6608: 0.8381412992848619
Position 2075: 0.798979085234881
Position 3738: 0.7249867494484631
Position 21401: 0.6953764374361499
Position 7660: 0.5795959421165056
Position 19466: 0.48955045928197344
Position 19521: 0.46702460428713544
Position 346: 0.39618310363583076
Position 753: 0.35206863777947045
Position 16953: 0.24259368233321715
Position 1687: 0.20408475956938874
Position 21963: 0.17104958430105413
Position 1007: 0.13056398176259337
Position 20953: 0.12865743380201614
Position 3712: 0.12447764800534389
Position 12689: 0.12219762761662079
Position 9530: 0.11550860351450773
Position 7700: 0.10479167223280197
Position 14544: 0.09632790920236971
Position 17278: 0.09576593491923101
Position 10264: 0.09351756822603932
Position 3556: 0.08781894802818804
Position 16819: 0.07557987860892161
Position 9489: 0.0693189936776277
Position 1228: 0.06770610785011974
Position 20766: 0.06612960856552368
Position 8586: 0.05521291648587968
Position 7992: 0.05125516038486264
Position 19904: 0.050337141746868264
Position 1376: 0.04923541310182493
Position 19726: 0.04661490875100129
Position 7149: 0.04639906450902588
Position 5368: 0.044009298494492505
Position 4062: 0.043984280627438026
Position 13639: 0.042387217048364165
Position 5081: 0.04111066192130527
Position 12208: 0.03404605180597594
Position 9094: 0.031701022362027875
Position 2006: 0.030181370103074256
Position 20154: 0.02961317808041719
Position 982: 0.029582726290160365
Position 20083: 0.02801946345967772
Position 12349: 0.027931396477664776
Position 282: 0.027432156351628042
Position 18339: 0.026474228628006018
Position 808: 0.025286925611190558
Position 7215: 0.02492560331907359
Position 1212: 0.024471439200114603
Position 13666: 0.023085045310755024
Position 5065: 0.02135037001785423
Position 3373: 0.021275698162195742
Position 14168: 0.021083303947016963
Position 17103: 0.02080205005060004
Position 225: 0.020130756477369664
Position 11699: 0.019696863012312712
Position 7738: 0.019215265076458456
Position 10135: 0.019108885539482232
Position 21729: 0.019100121872733623
Position 6548: 0.018758660616679006
Position 7691: 0.01796850160155666
Position 16841: 0.01782837101835208
Position 15961: 0.017786349766470796
Position 16898: 0.017292487896066702
Position 1260: 0.016947935506296072
Position 15329: 0.01691031111599866
Position 8410: 0.016598482543346973
Position 12313: 0.01654820915528202
Position 6658: 0.016083269082403432
Position 18157: 0.015871402494099924
Position 10719: 0.01585854390166318
Position 12236: 0.01526008542705631
Position 8891: 0.015155797538554238
Position 3976: 0.014617662636670465
Position 12830: 0.014378297558285902
Position 8807: 0.013951896179343832
Position 261: 0.013756930253474202
Position 19927: 0.01262025391706756
Position 18498: 0.012133938083489256
Position 9163: 0.011817252322449371
Position 6801: 0.011056470146567998
Position 7540: 0.010758823197778928
Position 22325: 0.010647273118083415
Position 10189: 0.010645078514584834
Position 16668: 0.010345768973637582
Position 12239: 0.009387006674858542
Position 6955: 0.009262262002774852
Position 6323: 0.009233780130271027
Position 731: 0.009097269846099813
Position 21649: 0.008797363264591549
Position 1901: 0.008784372056523063
Position 14150: 0.00873975320102412
Position 9191: 0.008530320731958085
Position 12291: 0.008391790115620995
Position 11837: 0.008297218219498772
Position 18243: 0.00810374911908417
Position 7610: 0.00805671991190188
Position 13332: 0.00801812391253456
Position 12547: 0.007958185307806183
