Gene = Hrk
index = 547
Annotated 5SS: [381]
Annotated 3SS: [14729]
SMsplice 5SS: [ 381 6272]
SMsplice 3SS: [ 6131 18978]
top_k =  1000
Partition function (log Z): -15.202226844993497

Sorted 5' Splice Sites (High to Low Probability):
Position 6272: 0.7655141523714356
Position 381: 0.6186713248229233
Position 3013: 0.28913240111077493
Position 128: 0.27781399697254644
Position 3354: 0.22258981548950307
Position 13130: 0.22109588908550246
Position 5261: 0.21959312764014582
Position 2662: 0.17237463887245433
Position 1512: 0.16650560752235868
Position 1767: 0.12202769736325927
Position 4561: 0.1132080182163512
Position 1722: 0.10329569717634707
Position 1913: 0.09600306966726666
Position 2657: 0.08380309488783039
Position 269: 0.047116328973984156
Position 10208: 0.042157277522931455
Position 2941: 0.03758233891076476
Position 1647: 0.03307880137189483
Position 5235: 0.033016429640262863
Position 1376: 0.030074767220612246
Position 1342: 0.02667663403696916
Position 310: 0.026181858154912
Position 1249: 0.02470704675587508
Position 13194: 0.0231813781763762
Position 8298: 0.019028916003254577
Position 7545: 0.017016354887283633
Position 3020: 0.014619634098709698
Position 9602: 0.012857509723328293
Position 1394: 0.01203983308290726
Position 4566: 0.01133319464260597
Position 1433: 0.007991461669780778
Position 504: 0.007467614246279129
Position 2182: 0.005577855668339834
Position 3660: 0.005268325651526123
Position 10084: 0.005203255137330722
Position 1447: 0.005028426859682822
Position 456: 0.004962798231520846
Position 6255: 0.0047553073557239905
Position 5205: 0.004735461393854096
Position 1733: 0.004291146129406498
Position 186: 0.0025032852094529377
Position 7884: 0.0021674077141172034
Position 6489: 0.0019873700044672625
Position 1566: 0.0014761972722342883
Position 2060: 0.0011192637737672748
Position 1684: 0.0011191446193504258
Position 253: 0.001015846917557421
Position 3069: 0.0009433609004479824
Position 10129: 0.0008597032395219944
Position 1318: 0.0008383106884061492
Position 6457: 0.0008370061163382329
Position 2925: 0.0007833039780954281
Position 1421: 0.0006366358105880538
Position 2220: 0.0005910132238718934
Position 1552: 0.0005130482893425481
Position 337: 0.0004826031113405185
Position 3076: 0.00044354951401501415
Position 1745: 0.000287656937246303
Position 79: 0.0002554449642873658
Position 1278: 0.00023222159884538976
Position 481: 0.00020705971163872966
Position 1440: 0.00018528088744068484
Position 1350: 0.00017361688366311363
Position 2807: 0.00017188258437464437
Position 1691: 0.00015795792994814127
Position 1305: 0.00012147132749007964
Position 1859: 0.00011326852308250862
Position 1918: 0.0001118467140690501
Position 1501: 9.989960186617279e-05
Position 1516: 9.741659569834944e-05
Position 2673: 6.507270730350898e-05
Position 84: 5.510516443260813e-05
Position 1444: 4.860216340377134e-05
Position 7030: 3.474249017157206e-05
Position 7115: 3.0210248049152653e-05
Position 1662: 2.9178268615491172e-05
Position 6792: 2.3647152985023e-05
Position 43: 8.580078510865851e-06
Position 37: 8.384053348409347e-06
Position 77: 8.163840935434079e-06
Position 1043: 7.363880409529602e-06
Position 1026: 6.589663042056489e-06
Position 45: 5.753422233660713e-06
