Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  1000
Partition function (log Z): -6.079514185454569

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9608105123559482
Position 573: 0.9535385650996645
Position 3298: 0.9202269192509727
Position 8731: 0.10853222957223456
Position 1462: 0.06090202840006585
Position 11425: 0.05809245059889688
Position 974: 0.0497758090551172
Position 4322: 0.032798639495843614
Position 11503: 0.030541297810753713
Position 6272: 0.02758577256457524
Position 2584: 0.025505968074419013
Position 970: 0.021791798253971713
Position 6287: 0.02029745748543672
Position 1639: 0.017955953330080286
Position 10088: 0.014079014706001335
Position 3641: 0.013413703304535382
Position 814: 0.012864175393856446
Position 5484: 0.010007468918049366
Position 195: 0.00955331712507497
Position 10383: 0.00838699411037689
Position 6661: 0.007801083430393763
Position 7731: 0.007066444138692616
Position 1780: 0.0062042046793979785
Position 2564: 0.005892396538706171
Position 11415: 0.004825007416619611
Position 105: 0.004595588848941925
Position 165: 0.004547471857627923
Position 377: 0.004329318027441602
Position 6939: 0.004326871817565632
Position 781: 0.003888555689006659
Position 9630: 0.003762148149356016
Position 1047: 0.0035647590192349485
Position 1458: 0.003236088634928625
Position 1594: 0.002509535462090236
Position 1435: 0.002200923921122356
Position 60: 0.0021724185567932167
Position 1830: 0.002060208276642642
Position 1338: 0.002019588378701127
Position 600: 0.00198535731749629
Position 255: 0.001968657759757556
Position 5399: 0.0018506091628482594
Position 127: 0.0016541457306220966
Position 1085: 0.0016412448461701084
Position 521: 0.0014903636423644945
Position 7748: 0.001323886282584862
Position 1793: 0.001319926933370607
Position 3386: 0.0012778875845184754
Position 6341: 0.0011821000798960507
Position 159: 0.0011742116043090545
Position 960: 0.0011704686119665662
Position 8722: 0.0010957861052560587
Position 1747: 0.001061671420005535
Position 558: 0.0009805956038649638
Position 1714: 0.000811340271231063
Position 662: 0.0007539993326777935
Position 9619: 0.0007254024080340705
Position 9259: 0.000692176979587638
Position 2643: 0.0006090425304935875
Position 2660: 0.0004981109410762099
Position 1556: 0.0004844822846117522
Position 2855: 0.00047975630506063405
Position 1348: 0.0004533933673168207
Position 2754: 0.0004242042906122699
Position 634: 0.0003661442339874752
Position 2782: 0.0002829705249394277
Position 930: 0.00027889629762765434
Position 3001: 0.0002778033240573325
Position 4800: 0.0002748340670040025
Position 1209: 0.0002531679833468069
Position 1330: 0.00013713947685518177
Position 3659: 0.00012245636733869197
Position 953: 0.00011265643805139167
Position 562: 0.00010360033578015152
Position 2692: 0.00010168216617739684
Position 2646: 9.227037565477451e-05
Position 6110: 8.77401791744347e-05
Position 1741: 7.696708549250012e-05
Position 2258: 7.62662628793551e-05
Position 265: 7.436897442326356e-05
Position 1038: 7.203624251624873e-05
Position 681: 7.106261644596081e-05
Position 423: 6.25491391396302e-05
Position 1873: 6.052445210172341e-05
Position 2234: 6.0060927346560495e-05
Position 2199: 5.7993500491926717e-05
Position 171: 5.4674075764510536e-05
Position 649: 5.24749266673898e-05
Position 186: 4.641338579840377e-05
Position 5501: 3.890891601662584e-05
Position 4132: 2.727553447708864e-05
Position 281: 2.5081641416340322e-05
Position 289: 2.1428265559978828e-05
Position 24: 1.7336124632670613e-05
Position 31: 1.6884573448539284e-05
Position 380: 1.0538232721017673e-05
Position 390: 9.301795301821323e-06
Position 811: 9.234014765692067e-06
Position 5102: 9.194676522058779e-06
Position 3310: 9.057882099680802e-06
Position 4457: 8.245320569440759e-06
Position 4918: 7.917386989674808e-06
Position 824: 7.908142905498395e-06
Position 644: 7.278168408035494e-06
Position 3304: 7.223546744922516e-06
Position 153: 6.95394130543417e-06
Position 184: 6.192979720812448e-06
Position 3639: 4.757055366918622e-06
Position 4887: 4.682396627682278e-06
Position 582: 4.618008937654624e-06
Position 1095: 4.397805497887101e-06
Position 216: 4.18086948897232e-06
Position 3077: 4.145883531885649e-06
Position 174: 3.9177512008837146e-06
Position 3370: 3.850617592956786e-06
Position 4496: 3.516190618941273e-06
Position 4591: 2.9880599359862143e-06
Position 6174: 2.9784188461748087e-06
Position 4559: 2.9017382906371334e-06
Position 980: 2.59181937227089e-06
Position 3302: 2.2555711893596168e-06
Position 701: 2.1294208735523736e-06
Position 3743: 1.9872971690746175e-06
Position 787: 1.8638347613605176e-06
Position 5781: 1.5084418698834602e-06
Position 3973: 1.3614477272925493e-06
Position 3882: 1.3369308080926495e-06
Position 805: 1.3111985392727066e-06
Position 426: 1.1794501599649559e-06
Position 646: 1.136862806566473e-06
Position 3663: 1.071368349573016e-06
Position 707: 1.0424820469032809e-06
Position 3697: 8.754944522897248e-07
Position 943: 7.957731540922098e-07
Position 1216: 6.924706474329782e-07
Position 3661: 6.85397126032921e-07
Position 3858: 6.582578692066775e-07
Position 860: 6.319026693499602e-07
Position 16: 6.144403237155794e-07
Position 978: 5.243812425328576e-07
Position 1127: 2.839524331062469e-07
Position 910: 2.8157471615858316e-07
Position 984: 2.3813272474216922e-07
Position 757: 1.4288044041068895e-07
Position 497: 1.213860004781183e-07
Position 862: 3.25837174118268e-09
Position 881: 3.144882950754307e-09
Position 874: 1.9572634260842553e-09
Position 542: 1.1642368277439909e-09
Position 585: 5.656653357761402e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9352957699677932
Position 3134: 0.9112850651852559
Position 11320: 0.5020837867564495
Position 4077: 0.08968834600676505
Position 11281: 0.08955954774815611
Position 11589: 0.07696451365458075
Position 8639: 0.06836878548432353
Position 8591: 0.0628903488291699
Position 1208: 0.05359859023283055
Position 6203: 0.051997997011693206
Position 881: 0.04762975767430222
Position 2489: 0.032652521239754644
Position 3557: 0.03239765871537146
Position 922: 0.025784499285594578
Position 5281: 0.02458232715798131
Position 7591: 0.023910317815916893
Position 11649: 0.023390502269840508
Position 9951: 0.022051666048379093
Position 5699: 0.02176566226775775
Position 6340: 0.018109533782991065
Position 9005: 0.015828360378505452
Position 9478: 0.015459558166815483
Position 10229: 0.015226744437022363
Position 5743: 0.014684402395707818
Position 1346: 0.01234174367316842
Position 429: 0.012208697724808319
Position 747: 0.011672058525630757
Position 6414: 0.011176117541528783
Position 1497: 0.010891224923408913
Position 1638: 0.010616760534067186
Position 5528: 0.01019082305147153
Position 11966: 0.01018674754504512
Position 9082: 0.009255530495737218
Position 4447: 0.00908289666883688
Position 7685: 0.008636618614105548
Position 3216: 0.008141294924475417
Position 4214: 0.00810996027771208
Position 1410: 0.007167711061777599
Position 11737: 0.007046931164988739
Position 9806: 0.005569692923549487
Position 3187: 0.0053320064846175816
Position 6025: 0.004775695787386227
Position 6810: 0.004769918426316833
Position 12994: 0.004303947020251029
Position 6481: 0.0041852436782168915
Position 6366: 0.004097069340406475
Position 681: 0.0037403631155832075
Position 4505: 0.003475883981315618
Position 11234: 0.0032295408618072553
Position 11602: 0.0032128864337484177
Position 12957: 0.0030888105511397554
Position 3527: 0.0030527678999298707
Position 3115: 0.003005806967758793
Position 898: 0.0027494206221982827
Position 9594: 0.0025570290366844755
Position 1127: 0.0024562406221538147
Position 6395: 0.0024161662622818624
Position 9375: 0.0022555590565653304
Position 6174: 0.0022377995711892473
Position 516: 0.0022321376557435943
Position 5384: 0.0021815391923049195
Position 558: 0.00217170772574642
Position 1675: 0.002161989737580449
Position 12011: 0.0021522051588067697
Position 4073: 0.0021216786842290333
Position 9979: 0.0019135185629693273
Position 7270: 0.001807933659782474
Position 322: 0.0018046819799012956
Position 1550: 0.0017660653262027072
Position 10273: 0.0015044149702857553
Position 4007: 0.0014755410749941443
Position 11037: 0.0014429355612338185
Position 12324: 0.0013622215377860085
Position 1574: 0.0013181076951367394
Position 6589: 0.001293787357660962
Position 6215: 0.001194978507673397
Position 10646: 0.0010831654268042658
Position 5164: 0.0010663966446749773
Position 7318: 0.0010628775953345822
Position 4773: 0.0010373684058262197
Position 1370: 0.0010339198805493733
Position 8537: 0.0010324210364127304
Position 1453: 0.0009827742220072722
Position 6178: 0.0009287651070841247
Position 11347: 0.0009230290475589224
Position 3575: 0.0009120844538472281
Position 8671: 0.0008889788631975024
Position 3152: 0.0008175714932522736
Position 6227: 0.0007523879947137079
Position 2433: 0.0007476802833104284
Position 7897: 0.0007289513883839387
Position 5882: 0.0007158738756681428
Position 3230: 0.0006985699028059719
Position 3553: 0.0006252887719704604
Position 7849: 0.0006176018257164327
Position 1612: 0.0006173564892996407
Position 4210: 0.0005976370487714249
Position 6774: 0.0005897245701712981
Position 4550: 0.0005877731540048265
Position 3570: 0.0005665068245362931
Position 4468: 0.0005572532523747813
Position 7250: 0.000556782962964089
Position 509: 0.000541851180928784
Position 2515: 0.0005415421179713023
Position 9137: 0.0005186259467050775
Position 10548: 0.0005148489975150446
Position 8844: 0.0004975557345127555
Position 6534: 0.000486538389680225
Position 5348: 0.00046065975154639595
Position 8153: 0.0004602731035459569
Position 10592: 0.00045870172500643916
Position 6984: 0.00044491166208581525
Position 5886: 0.0004443635556164861
Position 1423: 0.0004415804207921328
Position 7153: 0.00043772470711453344
Position 2779: 0.0004252487382640876
Position 3380: 0.00038481311265222356
Position 4230: 0.0003818005668079778
Position 3250: 0.00038169863109762097
Position 4916: 0.0003771276167306705
Position 7667: 0.00037606393306686807
Position 8450: 0.000373963577030367
Position 1219: 0.0003543368919269683
Position 4131: 0.00034497968380764574
Position 8516: 0.0003442798730845928
Position 3732: 0.0003264467423177644
Position 358: 0.0002817303868271006
Position 2149: 0.0002814263117643818
Position 5025: 0.0002787393150336631
Position 7799: 0.0002772902165766772
Position 6636: 0.00026622739680107633
Position 9257: 0.0002660691483221034
Position 3620: 0.0002534003659637713
Position 1705: 0.00025248658826826554
Position 5464: 0.00023862998678387688
Position 1461: 0.00023154223856390962
Position 153: 0.0002245334297046248
Position 4079: 0.00022026306419921043
Position 7119: 0.00020910268199210907
Position 4026: 0.00020139038817394939
Position 222: 0.00019124717454423957
Position 3747: 0.00018833455150680186
Position 3197: 0.00017852702883377336
Position 4572: 0.0001772041968424219
Position 3164: 0.00017446112284715036
Position 9041: 0.00017195363051991753
Position 319: 0.00017193886415358363
Position 8894: 0.0001680410947155436
Position 7447: 0.000167414115101618
Position 520: 0.0001441170274658848
Position 8534: 0.00014152606913805826
Position 364: 0.00014078870951781845
