Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [66]
SMsplice 3SS: [5479]
top_k =  1000
Partition function (log Z): -7.72248589008705

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.993267935000427
Position 2234: 0.5571288819408924
Position 2677: 0.14909290579551773
Position 5005: 0.0674955186264193
Position 3664: 0.03180487834012923
Position 1017: 0.019393472234426622
Position 1838: 0.01710126459474039
Position 5342: 0.016355926285271796
Position 1352: 0.016122191121386683
Position 5253: 0.013575063173278402
Position 574: 0.006590327743427328
Position 2580: 0.006301671646529807
Position 2859: 0.006049975090369919
Position 5484: 0.004633496375780447
Position 5133: 0.004032232869878358
Position 3318: 0.003992495609590092
Position 4001: 0.003258082870919305
Position 1833: 0.003138166963358559
Position 2006: 0.002823343862651732
Position 4510: 0.0023959065186433836
Position 5565: 0.0020361740506694725
Position 5778: 0.0017459678231443129
Position 1392: 0.0015440540581380749
Position 181: 0.0014403229834318652
Position 1683: 0.0012559721008490864
Position 4674: 0.0010693275993644905
Position 1973: 0.0009290997427633576
Position 252: 0.0009248936836351299
Position 924: 0.0008992637097874156
Position 568: 0.0007011692395972352
Position 4732: 0.000670191137089296
Position 3132: 0.0006653365741890257
Position 5417: 0.0006611843412072348
Position 70: 0.0005962151266274355
Position 5601: 0.0005466619710919587
Position 3903: 0.000507308890905386
Position 1885: 0.0004485679950022927
Position 682: 0.0004305461168722915
Position 3384: 0.0003945016431842989
Position 2013: 0.00030076705795962626
Position 2238: 0.00029895075522685726
Position 1660: 0.00029414416963005895
Position 1153: 0.00028925503908793133
Position 5553: 0.0002606835834673958
Position 2016: 0.00022830097165387855
Position 1032: 0.00018532204126636999
Position 1147: 0.00018482448387094604
Position 3111: 0.0001846538746150108
Position 2219: 0.00017822415688496595
Position 2787: 0.00017325261614424875
Position 2697: 0.00016454131050766635
Position 2087: 0.00016283176582717346
Position 991: 0.00015351931436180668
Position 4115: 0.00015272349306691207
Position 4952: 0.00013571234050863915
Position 973: 0.00012526171560593317
Position 5589: 0.00012507128383718396
Position 57: 0.00010975512850290909
Position 866: 9.670172689675257e-05
Position 840: 8.95174801955161e-05
Position 1132: 8.671326387449159e-05
Position 1287: 8.459154486585631e-05
Position 462: 8.029053729830274e-05
Position 1667: 7.111133342430048e-05
Position 934: 7.079222395080253e-05
Position 1943: 6.39697716707839e-05
Position 277: 6.235064232940455e-05
Position 1261: 6.136027982805593e-05
Position 1773: 5.658505861868086e-05
Position 1799: 5.477792660549888e-05
Position 1864: 5.4397124696181746e-05
Position 1591: 5.244602220059864e-05
Position 1765: 4.863298007823657e-05
Position 970: 4.8010945678016895e-05
Position 2361: 4.626109766105089e-05
Position 2247: 4.183944727640056e-05
Position 291: 4.180596503972223e-05
Position 2037: 4.106175115881365e-05
Position 100: 3.9711440084309706e-05
Position 1585: 3.6199277585604e-05
Position 1167: 3.4838481426017637e-05
Position 1052: 3.28602722409838e-05
Position 1779: 3.127032327614508e-05
Position 215: 2.964512856879166e-05
Position 2347: 2.890345884241918e-05
Position 1643: 2.7181886767210327e-05
Position 1044: 2.4258282455563367e-05
Position 55: 2.3873169887078828e-05
Position 628: 1.8619167747254857e-05
Position 479: 1.6418135256545907e-05
Position 1608: 1.6316270227439168e-05
Position 746: 1.6222936107939386e-05
Position 1135: 1.5326753950213654e-05
Position 327: 2.064614181335708e-06
Position 260: 1.7642987964005907e-06
Position 829: 1.3838922952886696e-06
Position 107: 1.1675997095411752e-06
Position 109: 1.015307056563224e-06
Position 5020: 8.999651176391612e-07
Position 5101: 7.966182664814098e-07
Position 783: 7.227056457675036e-07
Position 5106: 7.108569212740196e-07
Position 3519: 6.525246196661823e-07
Position 789: 6.241906347842036e-07
Position 698: 5.45251572930894e-07
Position 132: 5.062605953750984e-07
Position 1575: 3.7205740671210163e-07
Position 116: 3.2245346772779433e-07
Position 938: 2.612012746150046e-07
Position 1181: 2.608051962834979e-07
Position 1475: 2.1148862729128835e-07
Position 787: 7.231996571950406e-08
Position 781: 6.416208582138716e-08
Position 961: 3.576879372491843e-08
Position 660: 3.425269316387161e-08
Position 578: 3.0673625003885694e-08
Position 870: 2.9380742091045974e-08
Position 587: 2.3516374087218553e-08
Position 1356: 1.1646150175072789e-08
Position 604: 1.0685568307238214e-08
Position 483: 6.99244202896624e-09
Position 391: 3.416669699586818e-09
Position 416: 2.325818696305204e-09
Position 852: 9.470989205732503e-10
Position 590: 8.687725108294769e-11
Position 620: 6.699564471418802e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5296830738675592
Position 2166: 0.4242968153723386
Position 2133: 0.12402999948910744
Position 4809: 0.12339859719825665
Position 4867: 0.0887155534412961
Position 2579: 0.08138034204427642
Position 2568: 0.07013567369237796
Position 5308: 0.05202426307533952
Position 5630: 0.04107353425854813
Position 5669: 0.040531058890665564
Position 1721: 0.03135770743287523
Position 3518: 0.031188219119299934
Position 912: 0.02697714903701736
Position 5235: 0.023127234558229265
Position 1925: 0.018227383036403314
Position 5685: 0.014254336910926004
Position 5860: 0.01304082307764026
Position 2617: 0.011928844255560928
Position 5594: 0.011847007944344864
Position 2402: 0.0098612506134165
Position 4075: 0.008536669672988105
Position 4852: 0.008000376854052695
Position 4376: 0.007352877971993725
Position 1446: 0.00688432622628794
Position 4628: 0.006829217159999225
Position 3554: 0.006496250760399941
Position 1216: 0.005739680532561532
Position 2476: 0.00488478915056178
Position 5209: 0.004456037284860297
Position 990: 0.004420241673013633
Position 1051: 0.004185159592464587
Position 1258: 0.004166466034053697
Position 325: 0.0039786323037863626
Position 3281: 0.0039003756720081967
Position 2222: 0.003621330024646165
Position 2004: 0.003602808547271715
Position 2439: 0.0035901076658742003
Position 1320: 0.003353814321548642
Position 3729: 0.0033524061646158527
Position 858: 0.003273957381318491
Position 2204: 0.0032189426211184534
Position 2662: 0.0031860455668837303
Position 5558: 0.0031617904885673804
Position 3252: 0.0031014823914525683
Position 5750: 0.0028714749699130437
Position 602: 0.002825473706194535
Position 3749: 0.0027940982719854577
Position 3216: 0.0026989066811288196
Position 4393: 0.002431650875312292
Position 353: 0.0023350483828042906
Position 3864: 0.0023121846852760114
Position 5721: 0.0021677960469170354
Position 5046: 0.0021600414452747005
Position 1422: 0.002134264119671431
Position 4597: 0.0020579524286121367
Position 1755: 0.0017315523694493705
Position 4996: 0.0016494009323008215
Position 1518: 0.0016030893162770992
Position 3024: 0.0015203677622891083
Position 3796: 0.001500971045782228
Position 675: 0.0015007634444929151
Position 4822: 0.0013553006058375163
Position 1127: 0.0013241019936113805
Position 4500: 0.0013061462214180967
Position 4662: 0.0012994895869030377
Position 2168: 0.0012786077500687334
Position 2726: 0.001256196472869565
Position 4525: 0.001202987537721492
Position 2972: 0.0011278348153679599
Position 5049: 0.001034470168844072
Position 3131: 0.0009168389753020235
Position 273: 0.000913035410246429
Position 4159: 0.0008716316996469909
Position 640: 0.0008263191341015912
Position 2310: 0.0007337447016206981
Position 2054: 0.0006812240322016367
Position 2838: 0.0006224364452925571
Position 3608: 0.0005930066556693298
Position 5496: 0.0005475299728647503
Position 3926: 0.0005474051299359463
Position 3404: 0.000546682017907797
Position 5316: 0.0005351002724280072
Position 1725: 0.0005234084623276689
Position 4353: 0.0005160769136805575
Position 4776: 0.0004962581429912348
Position 1806: 0.00047520207527257185
Position 2595: 0.0004749818671972836
Position 1196: 0.00045730191904837903
Position 3357: 0.0003749042768549395
Position 4644: 0.0003707288626433365
Position 755: 0.0003379337404115087
Position 141: 0.0003194737991048273
Position 704: 0.00031567667217005706
Position 3869: 0.00028809760298703646
Position 4215: 0.000276020936590715
Position 391: 0.00025641012560555834
Position 3894: 0.0002535711317441635
Position 3156: 0.0002532100765371368
Position 5413: 0.00024518952820920287
Position 3322: 0.00021841317357305354
Position 970: 0.00020487659234675834
Position 523: 0.00019727050564887196
Position 2408: 0.00018606115661878552
Position 1890: 0.0001839969822300387
Position 1973: 0.00017461767862261374
Position 3708: 0.00017042546774626054
Position 1186: 0.00016904026052355116
Position 2019: 0.0001664211599504544
Position 4405: 0.00016585173020083806
Position 1080: 0.00015661389551080632
Position 1935: 0.00015492300197693514
Position 4103: 0.00015274029873394825
Position 3318: 0.00013786054660671569
Position 3663: 0.00013491784272100444
Position 3325: 0.00012654223810411802
Position 4038: 0.00012546520863523605
Position 5338: 0.00012194519273796094
Position 1951: 0.00012087939143282729
Position 2749: 0.00011550588891254378
Position 546: 0.00011417760969532645
Position 181: 0.00010847976240748891
Position 3339: 0.00010548967740153163
Position 1539: 0.00010179695125952676
Position 2065: 9.462455491590245e-05
Position 2487: 9.299531901754781e-05
Position 3583: 8.674076225045828e-05
Position 4740: 7.51550355310374e-05
Position 2292: 6.244325795883875e-05
Position 1379: 5.7236539565993636e-05
Position 1337: 5.708594925211919e-05
Position 1677: 5.580196371584108e-05
Position 4327: 5.367529769963213e-05
Position 610: 4.7710796729941016e-05
Position 1482: 4.722716053745817e-05
Position 1065: 4.6967618442238704e-05
Position 2361: 4.1360516692841104e-05
Position 3183: 4.1059964966580296e-05
Position 1272: 4.094227729960213e-05
Position 744: 3.858100045219562e-05
Position 1017: 2.9821098734155564e-05
Position 3263: 2.803044980733016e-05
Position 3560: 2.591595777820208e-05
