Gene = Gfy
index = 433
Annotated 5SS: [  81  787 2046 2478]
Annotated 3SS: [ 641  879 2303 2937]
SMsplice 5SS: [  81  787 2046 2478]
SMsplice 3SS: [ 641 1922 2303 2937]
top_k =  1000
Partition function (log Z): -0.16240514140175

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.995570167473392
Position 787: 0.9663972349973177
Position 2478: 0.8655626188986117
Position 2046: 0.8471813933960204
Position 2567: 0.05613688226751143
Position 545: 0.05417771602453673
Position 1603: 0.04231409186203368
Position 1269: 0.017147852990501214
Position 498: 0.0154382607209782
Position 1035: 0.007204685002541426
Position 1967: 0.004155140851335929
Position 691: 0.004142661856332305
Position 791: 0.004125594239803761
Position 1773: 0.003665907670664961
Position 2114: 0.002460207945078775
Position 2096: 0.002457743212756148
Position 1461: 0.002239948522359414
Position 882: 0.0021365587150802743
Position 326: 0.0020348971304633844
Position 2279: 0.0018233656761983577
Position 2996: 0.0017905138556213187
Position 1874: 0.0014466466047105943
Position 1233: 0.0012082093561105371
Position 754: 0.0011556975900503632
Position 806: 0.0011226854509628285
Position 948: 0.0010960986202557276
Position 346: 0.0008732486288713853
Position 823: 0.0008311034054546179
Position 732: 0.0007748665004656442
Position 700: 0.0007718313031398518
Position 223: 0.0007488176995907073
Position 810: 0.0006503143343730411
Position 2033: 0.00044144923443152254
Position 373: 0.00043288230185802517
Position 2340: 0.00037832507095425034
Position 190: 0.0003556758853449663
Position 989: 0.00032534389530384513
Position 2434: 0.0003053447442968286
Position 178: 0.00029029304992467237
Position 443: 0.0002326165589356596
Position 1369: 0.00020945193108391243
Position 585: 0.00017791508296136004
Position 1378: 0.00017232315085453
Position 1382: 0.00017031632720566534
Position 515: 0.0001615924126694491
Position 617: 0.00015228658064119757
Position 3000: 0.00012412301573526283
Position 299: 0.0001120041569373534
Position 462: 0.00010860904042731574
Position 314: 9.329538165681518e-05
Position 296: 7.960167190030624e-05
Position 438: 7.703450615593139e-05
Position 188: 6.610542741810444e-05
Position 2306: 6.195833539007207e-05
Position 158: 5.763041750795422e-05
Position 500: 5.703046281937547e-05
Position 421: 4.9775291305709356e-05
Position 555: 3.719657983021799e-05
Position 548: 3.221855428492059e-05
Position 2198: 2.8194194101547547e-05
Position 2188: 2.593878449764179e-05
Position 2021: 2.592519627506484e-05
Position 2315: 2.491570421762807e-05
Position 1596: 2.3725787652323878e-05
Position 2482: 2.2836440828903664e-05
Position 2571: 1.6248486128625796e-05
Position 111: 8.138000208399701e-06
Position 707: 7.79282169196038e-06
Position 201: 7.406243404351471e-06
Position 145: 6.828131009607629e-06
Position 954: 5.110135425732505e-06
Position 2593: 4.6166782706466685e-06
Position 57: 4.464599350068035e-06
Position 36: 3.7870132536026796e-06
Position 2404: 3.438397712185452e-06
Position 231: 3.3823717231003163e-06
Position 686: 3.374893882160451e-06
Position 793: 2.5846370009568234e-06
Position 738: 1.377509085479427e-06
Position 206: 8.40472818116191e-07
Position 601: 5.788223459336624e-07
Position 627: 5.400423975386927e-07
Position 986: 3.794895973351101e-07
Position 1217: 3.1173145467099936e-07
Position 856: 2.910754987547324e-07
Position 60: 2.338762711585937e-07
Position 619: 1.611528656566405e-07
Position 1248: 1.552098405116216e-07
Position 812: 3.2721463152501656e-08
Position 888: 2.4587319772185678e-08
Position 817: 5.260929493779964e-09
Position 2336: 5.11124622148398e-09
Position 829: 5.0747931017780505e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 641: 0.9635237686354933
Position 2937: 0.7456515826781807
Position 2303: 0.4930461905653593
Position 2372: 0.41483883436341806
Position 1922: 0.33743070205313064
Position 1966: 0.2853994132046982
Position 1847: 0.11839852396429715
Position 2960: 0.07804269433296385
Position 1984: 0.06091457383867497
Position 3083: 0.04401992052955289
Position 349: 0.03579327209867553
Position 2790: 0.024552667228504715
Position 497: 0.02419416192074173
Position 2427: 0.023043363986915383
Position 3023: 0.020922797738920095
Position 1506: 0.019634740099118118
Position 2604: 0.019388434686386208
Position 1187: 0.013970558005112729
Position 879: 0.012506029497334332
Position 2566: 0.011802038052680685
Position 1934: 0.011606432479012937
Position 1856: 0.010556991614252808
Position 1367: 0.009782496507820638
Position 222: 0.009550042712594308
Position 1926: 0.009168216979681282
Position 1328: 0.008469931455339037
Position 1752: 0.008301666869454405
Position 721: 0.007959791948558833
Position 1520: 0.007043471004492307
Position 2420: 0.006776913825819096
Position 2433: 0.005470516026457759
Position 3056: 0.005203042912831229
Position 2909: 0.005083172458555075
Position 1954: 0.004744646231036929
Position 433: 0.004612777246442101
Position 1882: 0.003999572095913408
Position 1674: 0.0037013976284863467
Position 2319: 0.003355302253660046
Position 2795: 0.0029157409828948102
Position 1003: 0.0026176369827732413
Position 1719: 0.0023883661008669106
Position 2261: 0.002152352861245558
Position 1437: 0.0019069748826886998
Position 584: 0.001736634815529787
Position 616: 0.0016580026022579414
Position 1738: 0.0014869973969535762
Position 2463: 0.0012135515338269885
Position 2257: 0.0011651711457838696
Position 2330: 0.0011241288926587345
Position 1043: 0.0010774980179767688
Position 1970: 0.001020267044233376
Position 2571: 0.0009855698766080404
Position 675: 0.0009451670627375175
Position 1592: 0.0009351143102903529
Position 1986: 0.0008481019573948214
Position 1466: 0.0007399030730139154
Position 752: 0.0007159181983802834
Position 260: 0.0007125994191316931
Position 1189: 0.0006637985925388083
Position 2163: 0.0006516848573900614
Position 1992: 0.0005551269182285957
Position 391: 0.0004913264112570987
Position 2894: 0.0004394189284982426
Position 2546: 0.00040964388443529004
Position 1811: 0.0003871291562055825
Position 2829: 0.00037880012790850756
Position 2168: 0.00036978054015577406
Position 1073: 0.000334402301999723
Position 3132: 0.0003304128993965812
Position 2266: 0.0003284794883743966
Position 1056: 0.00032288365650581953
Position 1898: 0.0003072234464191726
Position 462: 0.0003049930360340988
Position 1773: 0.00029631420785866214
Position 397: 0.0002639482027707439
Position 1889: 0.00023573814334297964
Position 960: 0.00023071279286408523
Position 2141: 0.0002276442925764611
Position 1904: 0.00021748400279518722
Position 977: 0.00020411083503539434
Position 2273: 0.0001984792873172855
Position 1781: 0.0001980905002487625
Position 1725: 0.000189443535629326
Position 686: 0.00018923074591566317
Position 373: 0.0001868146707289828
Position 2278: 0.0001787260036662922
Position 474: 0.00017765476372447764
Position 3170: 0.0001774660266695461
Position 185: 0.0001671916782564375
Position 2751: 0.00015757733799508502
Position 1207: 0.00015688217308770406
Position 2522: 0.00015412183391133884
Position 1468: 0.00014164812817161115
Position 1536: 0.00013912099156574996
Position 1688: 0.00013505468595211294
Position 1257: 0.00013131708865572799
Position 1369: 0.00012161448486911245
Position 2223: 0.00011481034354521951
Position 2577: 0.00011077965693735452
Position 2006: 0.00011024627362301827
Position 1439: 0.00010637019683924321
Position 145: 0.00010466835972392598
Position 3145: 9.860700876684252e-05
