Gene = Inpp5a
index = 579
Annotated 5SS: [   356  64987  88987  92611 122363 127626 134781 136673 149155 169861
 170030 178329 185947 188310 189161]
Annotated 3SS: [ 64944  88885  92522 122298 127521 134727 136552 149069 169764 169954
 178254 185834 188240 189072 189244]
SMsplice 5SS: [   356  62873  65030  88987  92611 122363 127626 136673 149155 169861
 170030 185947 188310 189110]
SMsplice 3SS: [ 62762  64944  88885  92522 122218 127521 136552 149069 169764 169954
 185834 188240 189072 189195]
top_k =  1000
Partition function (log Z): -88.82605545995088

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.9997424802095627
Position 11638: 0.26621827593053876
Position 1810: 0.03946814550469387
Position 9264: 0.039447528080519996
Position 10804: 0.03579981794744728
Position 3269: 0.015836121177231193
Position 4258: 0.010574076786904188
Position 6453: 0.009710386255655576
Position 1615: 0.008127378021933999
Position 600: 0.00648254381317535
Position 904: 0.005271575212854797
Position 3837: 0.005233426237586055
Position 137: 0.003862894736763659
Position 6185: 0.0036912089778797868
Position 8923: 0.0036262184755720852
Position 3273: 0.003330988232969656
Position 6749: 0.0026058069083511573
Position 3824: 0.0016720795806720251
Position 2647: 0.0015169067486725386
Position 7469: 0.0013166730929837717
Position 2900: 0.0011396378648175888
Position 2642: 0.0011244436955697862
Position 1187: 0.0009986846562431441
Position 2104: 0.0008366800268254726
Position 4524: 0.0008021885572476759
Position 8795: 0.0005602943631235515
Position 658: 0.0005269576296345173
Position 825: 0.00044395743469638797
Position 1086: 0.00032536862704293784
Position 2907: 0.000316800975566303
Position 2975: 0.00014562367207730667
Position 1288: 0.00012682437433468761
Position 1546: 0.00010418195463812845
Position 5514: 9.521031714154816e-05
Position 2402: 9.5057656830387e-05
Position 1091: 2.805986538824012e-05
Position 2301: 2.678301642972983e-05
Position 1234: 1.9144204728887267e-05
Position 2142: 1.7344486774761153e-05
Position 3066: 1.6652130549311893e-05
Position 335: 1.5837572987641005e-05
Position 2618: 1.4049187433151926e-05
Position 55: 1.0981618976723479e-05
Position 1342: 1.0259219698740999e-05
Position 513: 9.789135527605876e-06
Position 388: 7.649863358436813e-06
Position 867: 6.0244107002571505e-06
Position 370: 5.910691151181996e-06
Position 1685: 5.844068752083028e-06
Position 1529: 5.668055314816512e-06
Position 168: 5.63294281062734e-06
Position 1256: 5.557837446508874e-06
Position 2586: 5.393771305350897e-06
Position 1979: 5.346220043677282e-06
Position 953: 4.479442810670228e-06
Position 360: 3.953999539975598e-06
Position 1589: 3.894657880460324e-06
Position 731: 3.85590762158706e-06
Position 402: 3.6436845602129613e-06
Position 1181: 3.1791583894771825e-06
Position 1542: 2.797857811233945e-06
Position 6758: 2.771408337650038e-06
Position 5605: 2.7007124249438454e-06
Position 5876: 2.316658000137604e-06
Position 511: 2.2071402495438335e-06
Position 497: 2.1544649298914145e-06
Position 1039: 2.0265058981172857e-06
Position 1600: 1.669367170491822e-06
Position 314: 1.0486446276755467e-06
Position 173: 1.0132127072990665e-06
Position 2904: 9.100676364346973e-07
Position 323: 8.300555659500076e-07
Position 30: 2.2110938003246751e-07
Position 995: 1.1233246301819042e-07
Position 757: 1.0461611778688515e-07
Position 685: 9.759248249253822e-08
Position 1804: 9.327302898732177e-08
Position 1208: 9.134066563333703e-08
Position 931: 8.860301262816824e-08
Position 1953: 4.771927372245702e-08
Position 254: 4.3276765352430126e-08
Position 1955: 3.672293330883884e-08
Position 1782: 3.625882481440602e-08
Position 1797: 2.542105675019725e-08
Position 699: 2.319598292946232e-08
Position 469: 3.401407903302372e-09
Position 500: 1.88934514104722e-09
Position 438: 9.577295349411488e-10
Position 965: 9.213479732120228e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21929: 0.2752396940805748
Position 11544: 0.17401178989629812
Position 20311: 0.09843848427848777
Position 11436: 0.06032487656468767
Position 4898: 0.04451694787223813
Position 4837: 0.03733634002983402
Position 1684: 0.037094114037394814
Position 7315: 0.030652236937927062
Position 10695: 0.027456350820432615
Position 9015: 0.02462643860478323
Position 11408: 0.024251283711382503
Position 4148: 0.023673516037251607
Position 14357: 0.023492831784098337
Position 467: 0.022456243843985986
Position 12714: 0.02185356287273835
Position 3148: 0.02044874685565355
Position 8780: 0.01850219780887287
Position 10315: 0.01849324750358022
Position 9344: 0.017833178668895236
Position 12747: 0.016277909388680237
Position 12143: 0.015685023757316174
Position 9154: 0.015576692138059166
Position 10698: 0.015483128580662938
Position 438: 0.015300324321162807
Position 15911: 0.014903410510638693
Position 15969: 0.014685829735713224
Position 8661: 0.014192227733501024
Position 4257: 0.0130528079653099
Position 1874: 0.011982293798443663
Position 9040: 0.011930675394209632
Position 17083: 0.011498318474904054
Position 12576: 0.011441974643536348
Position 7714: 0.010628006810268209
Position 10050: 0.010422680685377387
Position 8844: 0.010019882886035827
Position 3053: 0.009215749877321757
Position 1395: 0.008988482347839789
Position 11609: 0.008971031794834924
Position 479: 0.008903100626400609
Position 5635: 0.008445547940972149
Position 1765: 0.0076689230944349185
Position 11354: 0.007306160707962028
Position 12110: 0.006847991592228333
Position 3086: 0.006654909267788829
Position 10922: 0.006500508488737485
Position 11786: 0.006454847864044804
Position 777: 0.006361337857229842
Position 5938: 0.005589537959760445
Position 6256: 0.005161534638897599
Position 10836: 0.004905786743807854
Position 538: 0.004883755270942158
Position 4761: 0.0047951909684833685
Position 9973: 0.004266531432302932
Position 3177: 0.004126395428726688
Position 4580: 0.003925460529073933
Position 7922: 0.003818337100742036
Position 4166: 0.0035326117803622203
Position 9058: 0.003515321368354658
Position 233: 0.003512032350331585
Position 6652: 0.0033912967413210382
Position 5680: 0.0031744011809534617
Position 12204: 0.0031274880755092034
Position 9554: 0.0028862107037403045
Position 9944: 0.0027445816942001265
Position 10080: 0.0027438965896562765
Position 2430: 0.0027010128153926462
Position 3661: 0.0026745865164445027
Position 6347: 0.002606091295106626
Position 2926: 0.0026049586294406104
Position 5220: 0.002313034065198211
Position 5002: 0.0021915103268257056
Position 971: 0.0021645188601602445
Position 9388: 0.0021173410847668958
Position 3715: 0.002103154558217957
Position 1452: 0.002010837849316225
Position 1084: 0.0018749489042514667
Position 816: 0.0018502627746393512
Position 717: 0.0018149694235538956
Position 5356: 0.0017860078825984462
Position 4323: 0.0016629604384661195
Position 1973: 0.0016444383771017862
Position 9519: 0.001634400352020404
Position 2051: 0.0016322047355415187
Position 6291: 0.0016227738156414555
Position 9484: 0.0016114810724479512
Position 2734: 0.001570024290963077
Position 2519: 0.0015434108333221008
Position 5873: 0.0013795619616910762
Position 4787: 0.0013162220976729207
Position 5398: 0.0012853715771143324
Position 3696: 0.0012820603087183016
Position 2590: 0.0012632482177262992
Position 1146: 0.0012435567244404918
Position 2001: 0.0012016951345058904
Position 931: 0.0011888585549920726
Position 10234: 0.0011704025444822898
Position 5753: 0.0011151546386211865
Position 3440: 0.0011022922392853536
Position 4523: 0.001071582430187672
Position 9436: 0.001069682227259677
Position 8632: 0.001009508006996576
Position 1059: 0.000982961668546276
Position 6404: 0.0009396784418068322
Position 3664: 0.0009159287435322905
Position 2796: 0.00081855768897903
Position 781: 0.0008094595519134127
Position 3958: 0.0007878235260040749
Position 8339: 0.000754547129192348
Position 4400: 0.0007440452255936638
Position 953: 0.0007288106934356598
Position 8386: 0.0007226022403031262
Position 3795: 0.0007024666132181416
Position 10101: 0.0006677699523017889
Position 4298: 0.000667468880376839
Position 10385: 0.0006668288776493377
Position 8681: 0.0006293178630938691
Position 5649: 0.0006062675664423449
Position 3783: 0.0005964506817572744
Position 7220: 0.0005873808118561514
Position 4226: 0.0005708791328454475
Position 4732: 0.0005564120441962973
Position 2394: 0.0005549452399341028
Position 9347: 0.0005544648129103252
Position 9322: 0.0005444918471628773
Position 3115: 0.0005167275899898438
Position 7745: 0.0005065909096358301
Position 7094: 0.0005053008758611748
Position 6558: 0.0004985231220903459
Position 2273: 0.00048655561657671097
Position 849: 0.0004833812349565046
Position 3368: 0.00046064125113822883
Position 1341: 0.0004587610910898508
Position 2300: 0.0004538263095911638
Position 1448: 0.00042632184856744105
Position 7035: 0.0004232372849380333
Position 5257: 0.0004228791481569412
Position 2824: 0.0003934747327760305
Position 7725: 0.00037711064924609536
Position 2497: 0.00036206882124935124
Position 2748: 0.0003616740012610647
Position 497: 0.00034782344393245984
Position 7751: 0.00033580759148759315
Position 8979: 0.0003262028172622899
Position 1575: 0.00030640099932175726
Position 7685: 0.0003048467112541777
Position 5280: 0.00028883409523377846
Position 2665: 0.0002857324756129474
Position 7046: 0.00028201785131594945
Position 8465: 0.0002787947817244554
Position 3596: 0.00027531763203003656
Position 2525: 0.0002730448540297999
Position 8003: 0.0002699248963342002
Position 1572: 0.00026921098651058815
Position 3129: 0.0002675991468008645
Position 3260: 0.00025546991247232885
Position 2026: 0.0002534471603562856
Position 666: 0.00024884859848229874
Position 592: 0.00023524380113990439
Position 1510: 0.00022363014004197752
Position 1738: 0.00018873050612078755
Position 1515: 0.00018822105473391973
Position 1523: 0.0001853936473409152
Position 6506: 0.00018527418738204714
Position 1926: 0.0001780372925815595
Position 6880: 0.00017604943493800397
Position 1455: 0.0001710586585313948
Position 6840: 0.00016733231065970685
Position 4350: 0.00016166420869400162
Position 2972: 0.00015791288522798143
Position 608: 0.00015679447650875672
Position 2512: 0.00015190754590120413
Position 1707: 0.0001503381041927898
Position 6582: 0.0001420909712616988
Position 903: 0.0001330201488184709
Position 4556: 0.00012507108881173432
Position 1720: 0.000123531588982046
Position 595: 0.00012205289932365605
Position 3625: 0.00012051815205300067
Position 6732: 0.00012004153764402617
Position 3098: 0.00010905538374276531
Position 3983: 0.00010799889221566297
Position 1891: 0.00010487696831445206
Position 3463: 0.00010327546383194645
Position 1494: 9.969057999898397e-05
Position 1626: 9.619857464476922e-05
Position 5806: 9.578121938324604e-05
Position 5942: 9.151893529154608e-05
Position 5469: 9.131147140315194e-05
Position 3611: 8.767369461525632e-05
Position 1269: 8.669255172329994e-05
Position 1902: 8.52782570812333e-05
Position 3821: 8.160195893803852e-05
Position 2185: 7.654724210284818e-05
Position 4329: 7.500471976063742e-05
Position 5024: 7.489761463420785e-05
Position 209: 7.373813103614295e-05
Position 5122: 7.317677934262297e-05
Position 3410: 7.110306183357903e-05
Position 444: 7.084546791954392e-05
Position 2468: 6.168400080152379e-05
Position 2550: 6.147275568180062e-05
Position 237: 5.8648722976986944e-05
Position 2010: 5.84853030240886e-05
Position 1302: 5.702259469761284e-05
Position 4001: 5.226032752081625e-05
Position 2355: 5.0340781319172307e-05
Position 2856: 4.769805890741644e-05
Position 2161: 4.676123468685029e-05
Position 3987: 4.5463488216658766e-05
Position 1361: 4.4234854116802475e-05
Position 4304: 4.4090417347756567e-05
Position 3405: 4.179667753209917e-05
Position 1409: 4.08279516524232e-05
Position 1988: 4.045914611221942e-05
Position 2241: 3.8279237071384913e-05
Position 3886: 3.813246138687394e-05
Position 2897: 3.759108752767618e-05
Position 254: 3.708650322728685e-05
Position 2680: 3.6930337239423304e-05
Position 1090: 3.532715743407027e-05
Position 3918: 3.4904863385538685e-05
Position 887: 3.38457132502289e-05
Position 3548: 3.0458113546324858e-05
Position 3442: 3.029058895915905e-05
Position 2932: 2.423838722814535e-05
Position 1086: 2.350294535414474e-05
Position 679: 2.2397150921942254e-05
Position 1731: 2.0685258195903378e-05
Position 818: 1.96693588228292e-05
Position 216: 1.803818609906e-05
Position 544: 1.8011874851665775e-05
Position 1380: 1.7694780565816956e-05
Position 259: 1.7417422092358064e-05
Position 1338: 1.3532300152148338e-05
Position 1222: 1.2710306601478144e-05
Position 979: 1.09237972587964e-05
Position 2553: 9.612266184886977e-06
Position 573: 9.520275703489337e-06
Position 1609: 7.582904981129534e-06
Position 1613: 6.067857490595492e-06
Position 1692: 3.673383514536948e-06
Position 1767: 2.775686880084646e-06
Position 261: 1.5697154467776265e-06
Position 292: 1.296135799539824e-06
Position 186: 1.01389228866894e-06
Position 1769: 7.45674628743141e-07
Position 725: 6.709727322932986e-07
