Gene = Cfap161
index = 253
Annotated 5SS: [  139   885  1672  3249 14717 17811]
Annotated 3SS: [  794  1435  3157 14557 17736 18717]
SMsplice 5SS: [ 139  885 1527 3249]
SMsplice 3SS: [  794  1435  3157 15338]
top_k =  1000
Partition function (log Z): -7.070424819713718

Sorted 5' Splice Sites (High to Low Probability):
Position 139: 0.9749166292170849
Position 3249: 0.9397072060748327
Position 885: 0.6776690915472989
Position 932: 0.3001719727651643
Position 10118: 0.2905940212083428
Position 1672: 0.2794195075065864
Position 9064: 0.11995956059528483
Position 11041: 0.10380402306962826
Position 6671: 0.09320394055030995
Position 7918: 0.09100494559748827
Position 1616: 0.0737307356982194
Position 9170: 0.06948289691215101
Position 10509: 0.062250924171449736
Position 1847: 0.05509109841645513
Position 7183: 0.04725446637507326
Position 14717: 0.04426102746921493
Position 2524: 0.03805432252144426
Position 1229: 0.02751510503833955
Position 13209: 0.027490029621016883
Position 11252: 0.02270872643745134
Position 399: 0.02225297644989548
Position 8774: 0.02076703401402767
Position 9058: 0.01942624000615306
Position 2263: 0.016923586643736284
Position 5654: 0.015645133605001048
Position 1557: 0.013253350217316176
Position 8641: 0.012187037258823676
Position 1851: 0.011064314040898325
Position 9317: 0.009360142058201792
Position 1508: 0.008585164715480422
Position 84: 0.006355248375330014
Position 286: 0.00534253186654592
Position 11096: 0.003942942103581353
Position 9341: 0.0035724402833908152
Position 1574: 0.0035129281503452343
Position 1531: 0.0034144764835116557
Position 1448: 0.0030558695095194936
Position 416: 0.0026044727500942064
Position 925: 0.002388694263409391
Position 1701: 0.002154290159988295
Position 427: 0.0021136500300191307
Position 1484: 0.0020296947673186525
Position 1493: 0.001966633416046606
Position 3827: 0.0012409884301928843
Position 1614: 0.0010967599952732719
Position 3023: 0.0010662681774711255
Position 1590: 0.001002486091773727
Position 8468: 0.0009228537733490915
Position 3035: 0.0008415414236168213
Position 965: 0.0007649472466636513
Position 1555: 0.00046660116944227366
Position 6793: 0.0004582996359976701
Position 930: 0.0004408391614026524
Position 89: 0.00037699863154899466
Position 5215: 0.00034495807362072386
Position 3840: 0.00034086684351704105
Position 671: 0.0003238836060714029
Position 2446: 0.000284103569753528
Position 153: 0.00020646743026465173
Position 709: 0.0001876087154008779
Position 28: 0.00018346427292924557
Position 10513: 0.00018163741824939227
Position 1620: 0.00016910897206363803
Position 480: 0.000165079899375757
Position 557: 0.00014867441925410548
Position 6392: 0.00014744150404781182
Position 82: 0.00012712881983017207
Position 97: 0.00011078676585849613
Position 936: 9.236010898935297e-05
Position 5302: 9.155257527166638e-05
Position 124: 7.89873504540687e-05
Position 861: 7.73561307812453e-05
Position 681: 6.46641722210917e-05
Position 201: 5.734762846528926e-05
Position 4475: 4.527301591321522e-05
Position 890: 4.428641680766202e-05
Position 3844: 3.7966516843497866e-05
Position 3501: 3.0046492853295258e-05
Position 5648: 2.273285143557669e-05
Position 495: 2.210078095991573e-05
Position 6569: 1.9741522271145523e-05
Position 1274: 1.9672463473522213e-05
Position 6642: 1.6869407226093636e-05
Position 6410: 1.6530348774065922e-05
Position 1003: 1.519789378278431e-05
Position 1238: 1.4246694865343937e-05
Position 630: 1.1794405339206138e-05
Position 6576: 1.1427712406818407e-05
Position 683: 8.840695631699865e-06
Position 434: 8.775313931102573e-06
Position 1243: 7.247433653102656e-06
Position 266: 6.957413766714607e-06
Position 1160: 6.932397388981866e-06
Position 327: 6.379503523131236e-06
Position 694: 6.15052947764316e-06
Position 532: 5.770321572299898e-06
Position 733: 5.253061834582603e-06
Position 1341: 4.765790058773013e-06
Position 403: 4.506544486021671e-06
Position 1059: 3.429212830667472e-06
Position 26: 3.3035198934241084e-06
