Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  1000
Partition function (log Z): -8.373839503040402

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.5440806043771615
Position 360: 0.44933750677153383
Position 2052: 0.33538366852831336
Position 2476: 0.13197449641014472
Position 2136: 0.12095802164179476
Position 2711: 0.12002464397314487
Position 1681: 0.09772082905453917
Position 1639: 0.09730690792728237
Position 2081: 0.08164612118593859
Position 942: 0.03948494256009696
Position 592: 0.028826859826510603
Position 960: 0.018829954656419633
Position 1495: 0.012734728074510418
Position 2158: 0.010120627185200293
Position 1673: 0.007175463850142279
Position 996: 0.006571197240197109
Position 2171: 0.005335965641514379
Position 1907: 0.004400890499353813
Position 612: 0.00417002627487121
Position 1477: 0.003974769683709349
Position 1850: 0.003482526128760086
Position 2749: 0.003046220158123721
Position 2099: 0.00278754422392519
Position 2734: 0.0016902077061169223
Position 79: 0.0016565876038034462
Position 191: 0.0015279208903751485
Position 2972: 0.0014436823138095228
Position 364: 0.001206333048140723
Position 1241: 0.0011323718460553847
Position 1902: 0.0011301594129145673
Position 2086: 0.001071118268692143
Position 130: 0.0009673422724068331
Position 275: 0.0008508990857551142
Position 2720: 0.0006585597761028339
Position 1693: 0.0006583474936445256
Position 1685: 0.0006428782033888522
Position 1253: 0.0006233577848767778
Position 1677: 0.000562861454451965
Position 1675: 0.0005308083779975211
Position 1382: 0.0005201010702046507
Position 333: 0.000427880570277678
Position 43: 0.00041816486799469343
Position 2165: 0.0003905130419695453
Position 2295: 0.00037638364891544215
Position 1125: 0.00035626303582049365
Position 1489: 0.0002899345297488754
Position 1151: 0.0002590064224679378
Position 2066: 0.0002520425201894987
Position 2322: 0.0002244835968480831
Position 283: 0.00020972543175088143
Position 1667: 0.00020032794949218863
Position 240: 0.00016782402398346968
Position 1722: 7.614895325111618e-05
Position 755: 7.473131557549064e-05
Position 167: 7.207487435828903e-05
Position 2446: 5.796392783751628e-05
Position 980: 5.3438496232672384e-05
Position 1665: 5.261472807157412e-05
Position 939: 4.561568739961169e-05
Position 211: 4.4350458171702686e-05
Position 2430: 4.320683669204537e-05
Position 291: 4.033412237783869e-05
Position 46: 3.9411271279120464e-05
Position 2353: 3.708630559229212e-05
Position 2514: 3.530982042030795e-05
Position 2116: 3.4694620431547436e-05
Position 183: 3.438324582082598e-05
Position 1700: 2.927950766090284e-05
Position 1702: 2.9154055633793283e-05
Position 1713: 2.6228116696984646e-05
Position 1137: 2.334782376164344e-05
Position 1013: 1.998087689019195e-05
Position 1471: 1.8014370407657838e-05
Position 929: 1.7647886579987663e-05
Position 1679: 1.5020839370375275e-05
Position 1000: 1.3535807899079289e-05
Position 1697: 1.323636289210603e-05
Position 204: 1.2350339329463947e-05
Position 667: 1.2014852193624916e-05
Position 1695: 9.865319559869363e-06
Position 165: 8.932562801473497e-06
Position 490: 8.690333995390594e-06
Position 908: 6.961486729517973e-06
Position 770: 6.900690674151453e-06
Position 707: 1.9282577177057462e-06
Position 696: 1.2146095942598054e-06
Position 413: 1.104366227867093e-06
Position 654: 8.959653307567879e-07
Position 691: 7.396775901827522e-07
Position 689: 5.809350147916866e-07
Position 512: 4.425536609542581e-07
Position 273: 3.907228615313438e-07
Position 493: 1.4406882631535155e-07
Position 571: 1.2882425172512897e-07
Position 552: 1.1693376409226649e-07
Position 573: 6.642631639887501e-15
Position 806: 2.2353961821728987e-15
Position 773: 2.1692373953812918e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.7011886396083387
Position 3014: 0.4450640312838762
Position 1599: 0.2032223811503927
Position 1807: 0.13582026545609002
Position 2662: 0.12748294031591748
Position 2322: 0.06786712396276322
Position 2858: 0.04478611377908875
Position 2389: 0.043475071852045265
Position 828: 0.043334850287940416
Position 2514: 0.0424427527624395
Position 1892: 0.03140449376587076
Position 222: 0.031205619738707044
Position 2566: 0.026964395503210743
Position 2710: 0.026953587540690306
Position 3067: 0.02169751974629157
Position 3050: 0.01870384014711594
Position 509: 0.016014223448219084
Position 2205: 0.015357792317891158
Position 876: 0.01221029724990053
Position 1935: 0.009068994594863133
Position 2376: 0.008694118577604892
Position 1965: 0.008299676670356438
Position 1356: 0.0076655884522667805
Position 1431: 0.006114561947782099
Position 2352: 0.005664470280008766
Position 1381: 0.004512760612804543
Position 1571: 0.003171859522395236
Position 1394: 0.00298857723778853
Position 2350: 0.0029370369670448813
Position 1452: 0.0028916193928205233
Position 3152: 0.0023765873332601706
Position 2396: 0.0020240668526310414
Position 1029: 0.001436424280792158
Position 3073: 0.0014131078154425076
Position 921: 0.001404434352146541
Position 2299: 0.0013633215443486129
Position 1142: 0.0013472495349775686
Position 2015: 0.0013088240135946476
Position 835: 0.001295939836400395
Position 191: 0.0011957066989322564
Position 450: 0.001184473102273531
Position 797: 0.0010496154478764595
Position 716: 0.0010401644312469046
Position 2426: 0.0009875390355622282
Position 254: 0.0008857002278090434
Position 2573: 0.0007658291658929695
Position 1837: 0.000742434573466295
Position 226: 0.0006785976085022762
Position 3181: 0.0006507574511317451
Position 1062: 0.0005238990691349118
Position 1603: 0.0005103693104563269
Position 677: 0.0004754892459383614
Position 2418: 0.00047309387984079593
Position 591: 0.0004682864751030391
Position 2412: 0.0004534599562306399
Position 1636: 0.00037682614638015054
Position 519: 0.00036634537801498554
Position 459: 0.00033637320617705286
Position 416: 0.00031498604102436864
Position 2453: 0.00030307263659572957
Position 1494: 0.0002914635018559159
Position 228: 0.0002905088257929545
Position 2227: 0.00028280146279898507
Position 2738: 0.0002731251694030531
Position 959: 0.0002601032863701152
Position 2570: 0.00024119345383948661
Position 3021: 0.0002017989909054898
Position 1218: 0.00019755059476679149
Position 1477: 0.00018965957439864858
Position 1221: 0.000188426347288266
Position 1512: 0.00017455730634478622
Position 165: 0.00017375705508843403
Position 846: 0.0001617372914071166
Position 387: 0.00016015993100231384
Position 493: 0.00015784943251126497
Position 1303: 0.00015279373808838194
Position 558: 0.0001358116624800019
Position 2869: 0.00013035577103028256
Position 474: 0.00012843586204630873
Position 188: 0.00012115999348350236
Position 299: 0.00010917946584927903
Position 2170: 0.00010507646224944947
Position 2929: 0.00010357564493585594
Position 1267: 0.00010090833025876463
Position 2784: 0.00010071821545794186
Position 1261: 8.77649624695091e-05
Position 2733: 8.287428488478667e-05
Position 1898: 7.621948927798729e-05
Position 1335: 7.117362667614035e-05
Position 2403: 6.425206210055444e-05
Position 2326: 6.265111141041486e-05
Position 1846: 6.0091362306471985e-05
Position 1295: 5.758186960504199e-05
Position 2210: 5.700916394322982e-05
Position 2632: 5.384212800159391e-05
Position 526: 5.062921572100415e-05
Position 309: 4.685828592816173e-05
Position 1367: 4.6412011124609896e-05
Position 1459: 4.6204932716701414e-05
Position 259: 4.4816572843606845e-05
Position 563: 4.404410848984832e-05
Position 3166: 3.854192090508781e-05
Position 923: 3.820455865047728e-05
Position 146: 3.672585807159263e-05
Position 1098: 3.335428586694037e-05
Position 478: 2.8893855131494375e-05
Position 885: 2.8641048471059698e-05
Position 467: 2.5404445050955056e-05
Position 250: 2.219751424171924e-05
Position 1864: 2.1354701240302082e-05
Position 991: 2.083648361530218e-05
Position 1548: 2.0599640337998802e-05
Position 1894: 1.9993563016519348e-05
Position 773: 1.8554561125497225e-05
Position 610: 1.4328992338993046e-05
Position 887: 1.3240386681172495e-05
Position 262: 1.3026839699091711e-05
Position 1313: 1.1445816181152074e-05
Position 1532: 1.1064360982199144e-05
Position 234: 1.0475416370910002e-05
Position 247: 9.672398285194098e-06
Position 528: 7.733311878555876e-06
Position 1147: 5.793294708765373e-06
Position 1839: 5.455615420398147e-06
Position 2231: 4.148161129791513e-06
Position 745: 3.93910455272176e-06
Position 1241: 3.4121902343861624e-06
Position 2165: 3.339099621090136e-06
Position 2184: 3.190971351107338e-06
Position 684: 2.9115188239574274e-06
Position 1144: 2.8795054611375915e-06
Position 433: 2.1811384834023903e-06
Position 347: 1.8651217328867573e-06
Position 2019: 1.7795942575122056e-06
Position 273: 1.4540657132260636e-06
Position 650: 1.4294606717265874e-06
Position 278: 1.2722500845478197e-06
Position 231: 1.213026041270281e-06
Position 1110: 9.194221659908161e-07
Position 699: 8.768902972316405e-07
Position 413: 7.862478711403322e-07
Position 1822: 7.660758337089385e-07
Position 286: 6.750224257233543e-07
Position 266: 6.270042444741396e-07
Position 323: 6.140979625553908e-07
Position 996: 5.551878430381275e-07
Position 354: 5.334765165083928e-07
Position 1092: 1.0380307304073845e-07
Position 1151: 9.050787003829789e-08
Position 480: 8.723384758832492e-08
Position 482: 8.428959210714777e-08
Position 302: 5.403686057709047e-08
Position 694: 3.676659597031212e-08
Position 935: 2.280587672309428e-08
Position 727: 2.1738434582013175e-08
Position 754: 2.0448309616716614e-08
Position 588: 1.8553761194168028e-08
Position 271: 1.4561398194511653e-08
Position 363: 1.3389497737761513e-08
Position 633: 1.1036042600731711e-08
Position 130: 9.486880736127721e-09
Position 607: 4.358945497686142e-09
Position 359: 3.03338437003462e-09
