Gene = Ei24
index = 364
Annotated 5SS: [  181  4154  7614  9201 10911 11458 11861 12926 14661 15053]
Annotated 3SS: [ 4043  7467  9139 10843 11332 11740 12813 14548 14977 17123]
SMsplice 5SS: [  168  4154  7614 10911 11861 15053]
SMsplice 3SS: [ 4043  7467 10843 11740 14977 17760]
top_k =  1000
Partition function (log Z): -2.662979064980593

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9824984638909539
Position 11861: 0.9662635538894528
Position 4154: 0.940476060012135
Position 15053: 0.6691446615551584
Position 10911: 0.5670249667940996
Position 14661: 0.42453688925066824
Position 11458: 0.36268140900604495
Position 168: 0.34614099179921703
Position 181: 0.27745334993518705
Position 14449: 0.2630593594059089
Position 12926: 0.2563958499929837
Position 14716: 0.2357418101968567
Position 6383: 0.13731460882697846
Position 137: 0.13234465815237714
Position 11580: 0.12944589472512197
Position 17304: 0.12688777850971542
Position 10475: 0.12629650875702855
Position 390: 0.1155205241754854
Position 6413: 0.11319025032023805
Position 9201: 0.1098199029095867
Position 15843: 0.07091073859746498
Position 5072: 0.05221589754557338
Position 1238: 0.05183427854032709
Position 670: 0.05100729735913762
Position 10112: 0.047133518517900645
Position 8556: 0.04283084272845509
Position 1668: 0.040611337268565036
Position 1705: 0.03381518158929628
Position 10948: 0.032959778314753115
Position 4558: 0.02931925848922393
Position 13041: 0.024711070905749054
Position 16768: 0.02359222756484612
Position 660: 0.021348712293918416
Position 14901: 0.020487287300522124
Position 557: 0.019765283501100402
Position 14213: 0.016643613593804295
Position 18045: 0.015834628479472344
Position 16245: 0.014483892698141106
Position 11529: 0.01273049163059527
Position 15659: 0.012448387829002476
Position 530: 0.011075258683117107
Position 9943: 0.008852763526879104
Position 10915: 0.008148402655817002
Position 7967: 0.007927238556977675
Position 14453: 0.007473606690911445
Position 6633: 0.006230494122296144
Position 11462: 0.006109014198725263
Position 674: 0.005234323673688085
Position 9345: 0.0051883013585079275
Position 6549: 0.005044447023850905
Position 564: 0.004957000144142477
Position 14727: 0.0045170504935013915
Position 521: 0.004378823463674638
Position 1211: 0.004239478613165392
Position 17691: 0.004094485557506802
Position 738: 0.004038018637678792
Position 283: 0.003670444362093162
Position 17308: 0.0035530887875947774
Position 1695: 0.0034502857963081136
Position 11900: 0.00331940691212275
Position 9446: 0.003233702664239475
Position 185: 0.003074390507438337
Position 1567: 0.0028996427517714134
Position 10772: 0.002700727198941169
Position 1490: 0.002694321149035578
Position 11434: 0.002616118734867441
Position 435: 0.002449001231360739
