Gene = Map9
index = 660
Annotated 5SS: [  184  1053  1903  5543 13331 16130 19096 20936 22175 23912 25298 25590
 25906]
Annotated 3SS: [  902  1817  5218 13106 16035 18850 20864 22005 23821 25135 25443 25772
 33055]
SMsplice 5SS: [  243  1053  1907  5543 16130 19096 20936 23912 25298 25590 25906 33170
 35497]
SMsplice 3SS: [  961  1817  5218 16035 18850 20864 23821 25135 25443 25772 33055 35409
 36030]
top_k =  1000
Partition function (log Z): 4.416761216462181

Sorted 5' Splice Sites (High to Low Probability):
Position 5543: 0.9981827964011235
Position 25906: 0.99578591478619
Position 20936: 0.9582802659570446
Position 1053: 0.956170599512028
Position 23912: 0.9124846618246881
Position 16130: 0.8243776611829989
Position 19096: 0.8196802868820489
Position 33170: 0.7530220350788478
Position 25298: 0.7314016960775234
Position 35497: 0.7261626274418164
Position 243: 0.7056359795025702
Position 13331: 0.6534426918717061
Position 1907: 0.6256224820354004
Position 25590: 0.5531197756058152
Position 8440: 0.546854059832971
Position 1903: 0.35980530159023494
Position 9787: 0.34330150433714823
Position 22175: 0.3374978887020143
Position 3695: 0.17154448980114242
Position 13907: 0.156507709312734
Position 6391: 0.1253134371742545
Position 31745: 0.11961601748225764
Position 19352: 0.11351109051756487
Position 25627: 0.10614204501647809
Position 184: 0.08562173661164743
Position 28369: 0.07930582625759562
Position 5874: 0.07855336351537129
Position 33419: 0.06845519646960926
Position 9134: 0.06295082555524074
Position 6575: 0.061105501797614675
Position 9539: 0.05289284475845807
Position 31082: 0.05217087482479493
Position 10556: 0.04983172494731453
Position 25617: 0.04679307520489296
Position 100: 0.04498413493282623
Position 5911: 0.04084728634995099
Position 33412: 0.03967935914885061
Position 1302: 0.03881210031822738
Position 435: 0.03570013563750426
Position 1670: 0.030715015244709792
Position 2528: 0.030030810024099346
Position 1316: 0.027396320151746503
Position 12027: 0.02692042773031048
Position 26285: 0.025779425799397748
Position 11916: 0.02334603652688577
Position 33523: 0.02277678806562553
Position 31130: 0.019045540617416937
Position 31802: 0.015717355258814812
Position 774: 0.014054226582441834
Position 202: 0.013058558609905414
Position 28399: 0.01277692455651557
Position 27557: 0.011010273765963231
Position 33187: 0.010839164842419672
Position 35294: 0.00998711778332148
Position 3637: 0.009353290342704539
Position 26395: 0.0093319676049055
Position 33141: 0.009013088224946874
Position 6711: 0.008999121376917349
Position 1427: 0.008821155450630266
Position 458: 0.008409353216012985
Position 27546: 0.008233015978750603
Position 2030: 0.008019584835812268
Position 274: 0.007869680329483415
Position 5882: 0.007470952235652421
Position 29592: 0.00700136422654295
Position 35760: 0.00655683946395472
Position 27670: 0.006350989030919257
Position 30201: 0.005876441074825945
Position 33256: 0.005132552822106566
Position 4704: 0.004553097109917211
Position 26675: 0.004503757507361964
Position 2470: 0.004440442782447697
Position 26421: 0.0043220320997827575
