Gene = Nadsyn1
index = 731
Annotated 5SS: [  183  1670  3749  6668  7256  9452 10079 10352 11673 14050 14857 15455
 15962 16927 18828 19646 23051 23801 24387 25017]
Annotated 3SS: [ 1608  3631  6613  7165  9399  9989 10233 11540 13974 14731 15405 15858
 16757 18691 19538 22918 23730 24257 24839 26784]
SMsplice 5SS: [  183  1719  3749  6668  7256  9569 10352 11673 14050 14857 15455 15962
 16927 18828 19646 23051 23801 24387 25017]
SMsplice 3SS: [ 1608  3631  6613  7165  9399 10233 11540 13974 14731 15405 15858 16757
 18691 19538 22918 23730 24257 24839 26784]
top_k =  1000
Partition function (log Z): 34.49240259415216

Sorted 5' Splice Sites (High to Low Probability):
Position 23051: 0.994464525893983
Position 7256: 0.9922140185148451
Position 3749: 0.9632513512789294
Position 14050: 0.951957422513463
Position 15455: 0.8984716297872412
Position 19646: 0.8701459004884565
Position 24387: 0.8593286497159544
Position 25017: 0.8459991069722493
Position 10352: 0.8032236752488421
Position 11673: 0.7625115401558114
Position 23801: 0.692377162590457
Position 14857: 0.6713489018656833
Position 183: 0.6536412957311792
Position 16927: 0.6361689729941544
Position 6668: 0.6274489776585597
Position 1719: 0.6224469225396208
Position 18828: 0.5765192724962104
Position 15962: 0.4709293013452056
Position 9569: 0.4552663902719929
Position 5612: 0.4544118816848897
Position 10079: 0.4082622192004173
Position 18877: 0.3651851148878808
Position 2119: 0.34066548886833814
Position 6672: 0.31969359712585
Position 10708: 0.28019830610120006
Position 11160: 0.2545485282288072
Position 599: 0.2301582791779605
Position 10331: 0.1906223345562915
Position 9864: 0.18962438068653675
Position 11259: 0.18557133476916457
Position 16565: 0.17528209274012146
Position 22740: 0.17422235425762794
Position 9537: 0.16670771671190285
Position 14741: 0.1518822938191264
Position 7878: 0.14861737790526294
Position 21140: 0.14039785860402168
Position 18542: 0.1396561020160802
Position 4122: 0.1166786632440631
Position 1670: 0.11278074952915614
Position 315: 0.1120011062479187
Position 2441: 0.109145373016366
Position 19106: 0.10793271490692942
Position 20068: 0.10467187345661835
Position 14783: 0.10237940963430682
Position 4334: 0.09872191614434173
Position 15966: 0.09588528012871844
Position 11719: 0.09092054111729085
Position 24950: 0.08590840649127848
Position 9452: 0.07295741506354513
Position 648: 0.0727878880756098
Position 9934: 0.06758178480512768
Position 1392: 0.06516658311720712
Position 305: 0.06262073288885284
Position 4458: 0.06244282377080767
Position 7863: 0.062437929661233085
Position 10995: 0.06186038124746121
Position 19988: 0.05938416240275045
Position 4970: 0.055667074078406376
Position 14971: 0.05561974441005805
Position 9814: 0.05500323444826572
Position 9836: 0.049646471832888145
Position 2234: 0.048530382619480505
Position 12424: 0.04725658101400928
Position 16352: 0.046979941449279056
Position 21469: 0.046854175605341906
Position 11463: 0.044547466632815134
Position 9894: 0.04207046237947497
Position 5184: 0.039729788899366146
Position 17729: 0.037968900627129265
Position 2429: 0.03728067036957015
Position 16973: 0.036308908905865425
Position 22487: 0.035917662754239556
Position 14107: 0.033639876128875215
Position 5571: 0.0317620018267813
Position 23548: 0.030312899231926496
Position 25974: 0.028652121608348756
Position 26717: 0.028520512425591667
Position 13649: 0.027242148164385527
Position 16312: 0.025623924417251996
Position 232: 0.02484011030526439
Position 21611: 0.024335085939966816
Position 433: 0.023453053073805526
Position 13593: 0.02146232145957473
Position 16051: 0.02050527354879735
