Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  96859 104802 125414 140421 173088 205034 235776 237583]
SMsplice 3SS: [ 10470  96758 104669 125266 140278 173009 204951 235571 237481 243882]
top_k =  1000
Partition function (log Z): -112.92904475892108

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9908669593092834
Position 10607: 0.5437039497017997
Position 1831: 0.4271685304374327
Position 5183: 0.13902881518566643
Position 799: 0.11385193704860631
Position 586: 0.08502610427191541
Position 574: 0.02587059786786967
Position 1697: 0.02035685204251463
Position 895: 0.011224119916042599
Position 11957: 0.01094220029773712
Position 5449: 0.005869507707952684
Position 5021: 0.004398133197007055
Position 349: 0.004116637325825332
Position 371: 0.003746163277324575
Position 1881: 0.003738557530939291
Position 4697: 0.003335236863339666
Position 1102: 0.0027183698809788433
Position 2225: 0.0026428985971568117
Position 3648: 0.0026327514006064608
Position 1884: 0.002378941301205413
Position 3201: 0.0019213039702925241
Position 3721: 0.001241216461866724
Position 1835: 0.0011309294370265785
Position 1798: 0.0011019031319422891
Position 10625: 0.000710151804868609
Position 8411: 0.0006013223924915875
Position 2616: 0.0005703562507649435
Position 2426: 0.0005365547645762419
Position 1234: 0.0005235299266596746
Position 3535: 0.00042107479614388114
Position 808: 0.0003471865349481009
Position 108: 0.00029491694619196836
Position 594: 0.0002864843028655246
Position 576: 0.0002744575063985603
Position 918: 0.0002385952023334155
Position 669: 0.00023029194330669202
Position 582: 0.00021365067561296086
Position 4365: 0.0002105344063026912
Position 1731: 0.00019765943324980781
Position 1274: 0.0001765966326454304
Position 513: 0.00017433195896366033
Position 565: 0.00016984122707315935
Position 2555: 0.00015708915625970153
Position 662: 0.0001319193753323261
Position 783: 0.00013160227739318235
Position 362: 0.0001128167521716956
Position 1020: 0.00011222134291714316
Position 1826: 8.963597910485842e-05
Position 580: 8.166340227317219e-05
Position 1672: 8.043375283161037e-05
Position 2085: 7.301997292001614e-05
Position 83: 7.279786449603394e-05
Position 1624: 6.419554240373416e-05
Position 975: 5.36643068535098e-05
Position 1998: 4.3350840791509105e-05
Position 920: 4.043309561333591e-05
Position 773: 3.7109486330054875e-05
Position 942: 3.6551708214031944e-05
Position 793: 3.646647706376004e-05
Position 1572: 3.07899196777561e-05
Position 955: 3.0006202491807962e-05
Position 1241: 2.839727401185772e-05
Position 233: 2.466242791155291e-05
Position 449: 2.3813716908954097e-05
Position 479: 2.210280314783387e-05
Position 1631: 1.8658341990852727e-05
Position 1308: 1.4145144721489022e-05
Position 481: 1.321153613473509e-05
Position 244: 6.995848388586344e-06
Position 185: 2.179103186687949e-06
Position 592: 1.525130036459934e-06
Position 3292: 1.203521761667783e-06
Position 356: 1.1801846722081012e-06
Position 1888: 7.455946978612343e-07
Position 2044: 4.422248964896767e-07
Position 277: 3.9417455334972597e-07
Position 2075: 2.0282396049658622e-07
Position 376: 1.8500033950215728e-07
Position 427: 1.7247006341500316e-07
Position 1839: 1.2635033520078875e-07
Position 1807: 9.437289543957173e-08
Position 40: 6.859497868195287e-08
Position 853: 6.06308721867506e-08
Position 1811: 4.29668222734795e-08
Position 965: 3.035727681320632e-08
Position 1862: 1.4312581554855494e-08
Position 1814: 9.232352405410584e-09
Position 796: 7.606197354597236e-09
Position 2639: 6.2329809327704664e-09
Position 987: 4.057165143577012e-09
Position 2281: 5.78372307329674e-10
Position 2398: 5.624877427963195e-10
Position 2242: 5.444261474061956e-10
Position 708: 2.1367182071993234e-10
Position 738: 5.533859266125732e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10470: 0.5581786040711115
Position 1766: 0.4038016956285563
Position 15374: 0.17450842739885541
Position 17461: 0.1665558828024308
Position 715: 0.15032478197475496
Position 17067: 0.1175524577212171
Position 5619: 0.092978231980002
Position 4983: 0.07524394968267724
Position 393: 0.07060558622588918
Position 427: 0.04718676790442055
Position 2708: 0.041676038552602476
Position 5096: 0.037947157349723704
Position 10903: 0.03542055846728575
Position 4918: 0.025812047748545435
Position 11821: 0.024960287402078767
Position 4880: 0.022186646133671155
Position 11798: 0.021059966629826173
Position 1651: 0.019073226790312283
Position 15870: 0.018077727766999015
Position 11394: 0.018006790448060864
Position 11351: 0.016707303480269248
Position 12694: 0.01598750535690704
Position 13951: 0.013748305278333225
Position 1540: 0.011344586356118415
Position 3398: 0.00954098059305602
Position 5368: 0.009166111447997094
Position 1571: 0.009010671818850884
Position 11950: 0.008991734686148427
Position 11713: 0.008723183021225855
Position 1784: 0.00870157759540514
Position 11265: 0.00843304282484261
Position 16552: 0.008404143537046762
Position 1919: 0.008276366013668449
Position 5009: 0.008212330546286135
Position 12449: 0.007450020982851898
Position 11164: 0.006982543034972022
Position 488: 0.006623550437862802
Position 8567: 0.006183888928074727
Position 4569: 0.006071894848055748
Position 5528: 0.005736459272275553
Position 13198: 0.005411046582043755
Position 5795: 0.0052911930961398205
Position 15303: 0.0050713558932854825
Position 2130: 0.0048627246626086135
Position 11301: 0.004395862592936001
Position 1719: 0.004368412945584647
Position 8252: 0.004199277276233422
Position 11975: 0.0036301856563688466
Position 3580: 0.003011442901200638
Position 3084: 0.0028514977504304363
Position 1968: 0.002775126124958491
Position 4595: 0.0026529358637602633
Position 573: 0.002611557398599511
Position 3008: 0.002596435920969788
Position 7199: 0.0025107271817156893
Position 7103: 0.0024704653466064686
Position 4452: 0.002383931370444346
Position 1728: 0.0021328049195386578
Position 11056: 0.002124333381566393
Position 973: 0.0018908323465444395
Position 12729: 0.0018571697147681248
Position 9978: 0.00170692327041232
Position 3421: 0.0016705702213839278
Position 1604: 0.0015590903648433367
Position 2159: 0.0014592343915811009
Position 12145: 0.0014262032832694795
Position 3139: 0.0014236725415761008
Position 1169: 0.0014096828648656888
Position 4523: 0.0013633269445081366
Position 5415: 0.001277109553587313
Position 3280: 0.0012481091787232424
Position 3909: 0.0011976610204748439
Position 1582: 0.0011321578676037228
Position 3612: 0.0011288534830017217
Position 9710: 0.0010547158645212464
Position 4298: 0.001026921851822946
Position 6066: 0.0010203920977918642
Position 11309: 0.0008927511252679633
Position 5776: 0.0008784064836789119
Position 11128: 0.0008455289419324135
Position 4225: 0.0008020130965998365
Position 4818: 0.0007930682535817741
Position 11017: 0.0007861715054854626
Position 6345: 0.0007578649878598745
Position 2224: 0.0006860624416397588
Position 2498: 0.0006847836842590212
Position 1686: 0.0006553563886181769
Position 7557: 0.0006074395543004796
Position 8163: 0.0005541265557958976
Position 2554: 0.0005163054852443404
Position 6114: 0.0005113017262214285
Position 9582: 0.000503767343997957
Position 493: 0.0004902057176171101
Position 1504: 0.0004696336983118192
Position 1050: 0.00045396877022921587
Position 1557: 0.0004505986618031663
Position 511: 0.00044308685768347755
Position 1725: 0.00042379731836506
Position 7338: 0.0004107301896799412
Position 2678: 0.0004105173813261437
Position 4566: 0.00040740013128297693
Position 673: 0.00034800545146120704
Position 7256: 0.0003226871666025734
Position 1934: 0.00031290683067441337
Position 688: 0.0003056891897183558
Position 4766: 0.0002983526220714746
Position 5980: 0.0002824803791643644
Position 2208: 0.00022818651874408733
Position 8008: 0.00022084901148904627
Position 777: 0.00021725523041510545
Position 3216: 0.00021700413646426114
Position 5448: 0.0002144449934828486
Position 2834: 0.00019980629784308994
Position 987: 0.00018871577041501723
Position 2370: 0.00018568149749746097
Position 3934: 0.0001796818343630095
Position 2186: 0.00016656230665212872
Position 1993: 0.00016586727766091487
Position 1397: 0.0001587721654877127
