Gene = Leng1
index = 631
Annotated 5SS: [ 525 2159 3070]
Annotated 3SS: [1978 2815 4479]
SMsplice 5SS: [ 525 2159]
SMsplice 3SS: [1978 4479]
top_k =  1000
Partition function (log Z): -2.478205132646444

Sorted 5' Splice Sites (High to Low Probability):
Position 2159: 0.9885463782183197
Position 525: 0.9654810882270609
Position 3070: 0.5377342876120593
Position 4577: 0.30546758991776896
Position 2667: 0.04460954687862468
Position 2838: 0.042648892107850715
Position 1887: 0.04121409217473182
Position 3083: 0.03791543762312385
Position 201: 0.024200865751151275
Position 3235: 0.02200214102616688
Position 4565: 0.015246782253760565
Position 2723: 0.012992140224550006
Position 1339: 0.010345014129764218
Position 2681: 0.00831496736008862
Position 586: 0.007282731599453159
Position 4182: 0.006415402559628536
Position 1730: 0.005655531664088229
Position 107: 0.0054263486477579585
Position 1259: 0.005358005617329233
Position 3204: 0.005349023389012085
Position 3538: 0.005340331421427909
Position 2272: 0.005126216700414794
Position 3126: 0.004984959545298828
Position 378: 0.004430882647543361
Position 823: 0.0035716387345820343
Position 3814: 0.003499294744780521
Position 4595: 0.0022862889728416476
Position 2893: 0.0022327181879441757
Position 4119: 0.0020307568507115376
Position 131: 0.0019778749152739483
Position 5136: 0.0019074630560507928
Position 4230: 0.0016725832989709325
Position 423: 0.0016664618983944595
Position 450: 0.0016262265585968794
Position 2698: 0.0015528921430728003
Position 3172: 0.0014623978872138896
Position 2525: 0.0014619545890589758
Position 3571: 0.001246714104467077
Position 2717: 0.0011901040342221633
Position 90: 0.0011412581190810567
Position 504: 0.0010743591394509274
Position 2709: 0.0010020610618828797
Position 969: 0.0008926694471200826
Position 4323: 0.0008740503005570297
Position 3109: 0.0008560982346411069
Position 2746: 0.0008458473894735957
Position 5188: 0.0008276263726229831
Position 1649: 0.0008238086239749272
Position 2573: 0.0007483259820394888
Position 1422: 0.0007166493014332376
Position 4142: 0.0006229402505926214
Position 25: 0.0006196647974856559
Position 952: 0.0006175093095507949
Position 573: 0.0005863181198040301
Position 1720: 0.0005666950142203042
Position 187: 0.0004884983806904717
Position 3018: 0.0004272976802482414
Position 3597: 0.00040997745954231854
Position 3027: 0.00040389819671054307
Position 2061: 0.00037905482126215413
Position 1503: 0.00035114890545047547
Position 1602: 0.0003451512791838517
Position 761: 0.0003386014043414945
Position 4283: 0.00031743686703239037
Position 179: 0.0002988731159600139
Position 349: 0.0002450509800669588
Position 736: 0.0002431710081107291
Position 5321: 0.00023613038492155338
Position 887: 0.0002165930126179405
Position 1511: 0.00021571659729969993
Position 843: 0.00019607669563609137
Position 70: 0.0001889946028445413
Position 309: 0.0001352610551359698
Position 4248: 0.00013511691192116308
Position 2194: 0.00012316718158459337
Position 590: 0.00012010725263519843
Position 5329: 0.00011998937655422109
Position 5038: 0.00011474945762126863
Position 5132: 0.0001076042580204472
Position 1983: 0.00010699577069993902
Position 359: 0.00010464636261469173
Position 828: 9.810368899653142e-05
Position 4435: 8.937218294019495e-05
Position 1437: 8.905103641928535e-05
Position 3777: 8.724965422702662e-05
Position 5104: 8.610098344986368e-05
Position 1879: 7.902002978994427e-05
Position 1417: 7.63733273042621e-05
Position 1472: 7.083858011458933e-05
Position 441: 6.88458957850992e-05
Position 57: 5.854372551638893e-05
Position 2224: 4.7994365933279875e-05
Position 1928: 4.764890336927265e-05
Position 905: 4.411068746087019e-05
Position 274: 4.278438252327404e-05
Position 41: 3.8589291353126195e-05
Position 1228: 3.620996128386899e-05
Position 371: 3.556940293136097e-05
Position 4418: 3.3756649161599496e-05
Position 2364: 2.907940685610709e-05
Position 1348: 2.8990487605379378e-05
Position 1863: 2.5856857635917177e-05
Position 2862: 2.2975824967111435e-05
Position 723: 1.9965471175128146e-05
Position 136: 1.955891729035272e-05
Position 1176: 1.7785007767112135e-05
Position 2080: 1.7418985133207138e-05
Position 2111: 1.6860256017692934e-05
Position 594: 1.597307940977775e-05
Position 662: 1.4690063835343266e-05
Position 660: 1.400252268583299e-05
Position 2386: 1.38053835101198e-05
Position 4001: 1.3387516740621427e-05
Position 896: 1.3207552115089728e-05
Position 975: 1.1012426969239377e-05
Position 1004: 1.0934357666204309e-05
Position 3562: 1.0845450459321501e-05
Position 1606: 8.878913213196251e-06
Position 2798: 7.401110346332727e-06
Position 2213: 7.2375044314231694e-06
Position 1054: 6.946658538380876e-06
Position 604: 6.659214794717479e-06
Position 592: 4.790974293579945e-06
Position 2488: 4.215048269444205e-06
Position 2431: 3.7986096198217484e-06
Position 2163: 3.3572522055178287e-06
Position 2588: 2.8981432054450978e-06
Position 4853: 2.686346537278886e-06
Position 2335: 1.7963851101667976e-06
