Gene = Epo
index = 382
Annotated 5SS: [  104 47510 48208 48757 49262]
Annotated 3SS: [47389 48064 48669 49081 50001]
SMsplice 5SS: [  104  2548  2845  3059  3397  3640  3800  4239  4552  4880  7029 15992
 28522 47510 48208 48757 49262]
SMsplice 3SS: [ 2401  2669  2951  3332  3476  3732  4143  4477  4632  6880 15794 28426
 47389 48064 48669 49081 50001]
top_k =  1000
Partition function (log Z): 9.334057174424748

Sorted 5' Splice Sites (High to Low Probability):
Position 4552: 0.9973531199405782
Position 3059: 0.9951298201609694
Position 15992: 0.988479817980958
Position 2548: 0.9812658243374695
Position 104: 0.9652207355268859
Position 3640: 0.9019566095118473
Position 3800: 0.9012227573435293
Position 2845: 0.8934355697176498
Position 7029: 0.8897459727109531
Position 3397: 0.7898354438525017
Position 4239: 0.675039880549849
Position 12568: 0.5908997201243809
Position 4880: 0.5881663283947504
Position 17903: 0.5359983466252989
Position 5306: 0.43186563746278595
Position 21166: 0.4242153645793011
Position 17066: 0.4144009070046859
Position 4258: 0.3031784000090962
Position 13477: 0.27691159253871667
Position 8317: 0.19139563994547254
Position 11063: 0.16502516440920906
Position 8027: 0.15819902633606084
Position 3415: 0.14411105809157929
Position 4659: 0.13078050647596068
Position 4819: 0.12309320712307235
Position 9760: 0.1172519374516578
Position 12953: 0.10906934123260155
Position 14169: 0.10514849300433314
Position 8283: 0.0894289093145704
Position 3853: 0.06355466255920234
Position 2850: 0.06211615169798939
Position 6581: 0.056351751733639086
Position 2268: 0.04652777840862046
Position 11347: 0.043836787943738006
Position 951: 0.032467038689767
Position 6392: 0.03180407814368972
Position 158: 0.029543216519815525
Position 15049: 0.026838953754850715
Position 2057: 0.020893217129516122
Position 2242: 0.020574056457958158
Position 3670: 0.01997995511108582
Position 1713: 0.01927366845134498
Position 17987: 0.01768398879985722
Position 5196: 0.017455026778106363
Position 5383: 0.016794637974194646
Position 1966: 0.01645424499905956
Position 13052: 0.016374233256491084
Position 14078: 0.013642530208257335
Position 3406: 0.01262630086385773
Position 14463: 0.012258298883152675
Position 4071: 0.00820295690722311
Position 5704: 0.007176406340231884
Position 7524: 0.006899690839191525
Position 5021: 0.006771919462500171
Position 4861: 0.006714258926198942
Position 4144: 0.006057298059281283
Position 7364: 0.005730586824621402
Position 1105: 0.005629660488179967
Position 1990: 0.00487710838629564
Position 1289: 0.004344516427151069
Position 8105: 0.004253419957836595
Position 2314: 0.0032380515363095337
Position 4276: 0.002699388958419726
Position 3612: 0.002517483215205265
Position 1843: 0.0024656529628022286
Position 3063: 0.0023535163902378173
Position 2495: 0.002349423384607662
Position 1237: 0.002267829139441144
Position 703: 0.002176492121329299
Position 3082: 0.0019294059844649136
Position 5356: 0.001611257060030951
Position 1858: 0.0015897078088444561
Position 6853: 0.0015174520885486262
Position 5388: 0.0014156216809987092
Position 6014: 0.0012523253364960724
Position 1226: 0.001241294905408171
Position 2649: 0.001230820375442426
Position 2275: 0.001227193880765673
Position 4540: 0.0011437738734542634
Position 7627: 0.0011436193693358395
Position 1946: 0.0011435295603269531
Position 7537: 0.0010748909874709388
Position 2559: 0.0010533873799163363
Position 4384: 0.001029755176408301
Position 3904: 0.0010194254305992368
Position 7613: 0.001006853069690376
Position 2889: 0.0009934313210089286
Position 4253: 0.0008923382749112345
Position 225: 0.0008481488032733588
Position 816: 0.0008411708184136754
Position 489: 0.00065766877933426
Position 3925: 0.0006389318822715644
Position 3419: 0.0006364285752305575
Position 4674: 0.0006201354386848085
Position 2602: 0.0005791882671004246
Position 2565: 0.0005651047448520988
Position 872: 0.00047582255618340894
Position 2129: 0.00042855044773641216
Position 1102: 0.00042514640387543364
Position 3896: 0.0004220701257433808
Position 3813: 0.000421647352889615
Position 2212: 0.0004113809070268854
Position 2209: 0.00037367886874073257
Position 1060: 0.0003662198284520456
Position 2369: 0.0003543435516176213
Position 2177: 0.00034603959699127615
Position 4076: 0.00034431331065053075
Position 904: 0.0003404009696229209
Position 1821: 0.00033652897603051596
Position 203: 0.00032669240025607504
Position 3734: 0.0003251058895794521
Position 4825: 0.00030611365115662515
Position 3199: 0.000289567412998513
Position 125: 0.0002804019937100363
Position 264: 0.0002790488134825558
Position 1309: 0.00023883722911282923
Position 3959: 0.00023499069356779185
Position 567: 0.00022734819054872233
Position 3953: 0.00019898957880621745
Position 4210: 0.00019834824732507003
Position 162: 0.00018911001788421086
Position 1959: 0.00018737846525880426
Position 4922: 0.0001847359471214892
Position 4885: 0.00018323335525884967
Position 4243: 0.00018269316960904054
Position 2142: 0.000173803148651597
Position 4098: 0.00013698592870476712
Position 2593: 0.00012810841760624978
Position 3879: 0.0001256724692633042
Position 89: 0.00012432006987011875
Position 261: 0.00012146066453361601
Position 160: 0.00011891079714110686
Position 4657: 0.00011515974477261702
Position 1268: 0.0001062416747413174
Position 596: 0.00010575886994037123
Position 3100: 0.00010194230500577222
Position 2110: 0.00010140908934138792
Position 759: 9.95056161792822e-05
Position 4695: 9.748904748560966e-05
Position 4546: 9.732979023769665e-05
Position 2112: 9.462585982752797e-05
Position 3282: 8.698505125318375e-05
Position 644: 7.453971564089761e-05
Position 3973: 7.296334359604968e-05
Position 1325: 7.159899712596552e-05
Position 1976: 6.873794820928578e-05
Position 1215: 6.728736151953061e-05
Position 1686: 6.728676865894755e-05
Position 3556: 6.715607508961037e-05
Position 3340: 6.67939273836534e-05
Position 1636: 6.40910517076019e-05
Position 194: 6.011934471724411e-05
Position 3606: 5.9224915616521066e-05
Position 2604: 5.8600626270002886e-05
Position 1116: 5.6997004161290395e-05
Position 4635: 5.5372832617465464e-05
Position 1213: 5.432215631554381e-05
Position 3092: 5.2693781268940294e-05
Position 3067: 4.944933432595371e-05
Position 2671: 4.648021637354956e-05
Position 1113: 4.4285120841528306e-05
Position 2013: 4.042372766481981e-05
