Gene = Eif3g
index = 369
Annotated 5SS: [  80  246  540  736  917 2508 2796 3535 3791 3991]
Annotated 3SS: [ 198  455  646  856 2402 2605 3426 3653 3883 4180]
SMsplice 5SS: [  80  246  540  736  917 3535 3791 3991]
SMsplice 3SS: [ 198  455  646  856 3426 3653 3883 4180]
top_k =  1000
Partition function (log Z): 13.396506788849635

Sorted 5' Splice Sites (High to Low Probability):
Position 736: 0.9838063657787922
Position 246: 0.9465789336990835
Position 917: 0.9412987455835593
Position 3991: 0.8802902199563998
Position 540: 0.877831909545622
Position 2508: 0.7794927272519346
Position 3791: 0.7168820023314549
Position 3535: 0.7052672864370199
Position 2796: 0.4025696425022462
Position 80: 0.40144262762677796
Position 136: 0.2945214747207958
Position 3573: 0.22377524796654105
Position 3795: 0.21013278873089103
Position 4097: 0.04903281906712339
Position 3543: 0.04269595368755159
Position 941: 0.03763841224513337
Position 3329: 0.015011299683071308
Position 2936: 0.012395536233758322
Position 2466: 0.01054395451975854
Position 1029: 0.009283270781469207
Position 2837: 0.008524404462559006
Position 3467: 0.005494797037634665
Position 119: 0.004979163014491822
Position 1295: 0.004838989608856029
Position 102: 0.004663875234564224
Position 349: 0.004022579240249468
Position 741: 0.003838037776496921
Position 91: 0.0035587448038483273
Position 3343: 0.0030694058805840444
Position 788: 0.002983432788293847
Position 2942: 0.0029210630785255908
Position 2804: 0.002831295188627146
Position 1308: 0.002193601270243967
Position 4064: 0.002150716654778456
Position 2820: 0.0018283160603504137
Position 224: 0.0017686477244266896
Position 3977: 0.0017548640967956473
Position 86: 0.001656524893463952
Position 2954: 0.0016470649697909341
Position 1690: 0.0015668616537852988
Position 2517: 0.001246097277410667
Position 3982: 0.0012218855405591092
Position 2339: 0.0009885811225100577
Position 2470: 0.0008210520529372832
Position 3803: 0.000604967969838564
Position 3821: 0.000550203095255462
Position 3817: 0.00046243559922784413
Position 2764: 0.00043655798257896927
Position 547: 0.00031650575139442267
Position 1901: 0.00031234150430707385
Position 3577: 0.00029301314863377955
Position 46: 0.00028486776836950654
Position 3702: 0.00026585539400697056
Position 2186: 0.00024005453213107498
Position 2876: 0.00022374006399414708
Position 3301: 0.00021101564014461356
Position 1177: 0.00020527786716567582
Position 1299: 0.00017544980065931865
Position 3267: 0.00015744284417693402
Position 2897: 0.00014123550493126732
Position 1819: 0.00013998201678080494
Position 747: 0.00011973418040920446
Position 2834: 0.00011951740286891897
Position 2663: 0.0001113960979903692
Position 4032: 0.00010796991943971815
Position 549: 8.258381233289234e-05
Position 312: 7.603771346298473e-05
Position 526: 7.44862092830783e-05
Position 2829: 6.522544405380619e-05
Position 2451: 5.809402098381039e-05
Position 694: 5.629717421332127e-05
Position 2840: 5.324924846699896e-05
Position 2478: 5.121567643013606e-05
Position 2665: 4.80634385832125e-05
Position 702: 4.615434415687408e-05
Position 774: 4.131971688374201e-05
Position 782: 4.067323848827206e-05
Position 2798: 3.9634163821945166e-05
Position 340: 3.887323136098364e-05
Position 764: 3.7139194330130714e-05
Position 4040: 3.649405263680826e-05
Position 2703: 3.614929974434796e-05
Position 2551: 2.991663742022449e-05
Position 4037: 2.9863986644139245e-05
Position 259: 2.86979524131156e-05
Position 250: 2.2889815465072723e-05
Position 3927: 2.265751569985364e-05
Position 2908: 1.2717727835390507e-05
Position 2842: 1.2335672334462246e-05
Position 1846: 1.2183290907602257e-05
Position 3830: 1.1665492202082261e-05
Position 3784: 1.1155310123770737e-05
Position 3941: 1.0989608567492055e-05
Position 4087: 9.580671330802246e-06
Position 41: 8.797422711195956e-06
Position 3688: 8.0148801398969e-06
Position 513: 7.631396409976928e-06
Position 146: 7.548575673759398e-06
Position 278: 7.380526849965294e-06
Position 3948: 6.460055337608126e-06
Position 772: 4.769024385732087e-06
Position 4101: 4.66896224113325e-06
Position 4106: 2.9074742980663445e-06
Position 4052: 2.5318872726365485e-06
Position 140: 2.477246220698363e-06
Position 17: 2.1818683969175014e-06
Position 670: 1.8032450732595608e-06
Position 3590: 1.726747697299741e-06
Position 405: 1.166666993714589e-06
Position 411: 1.0561551877324157e-06
Position 946: 7.58942953181659e-07
Position 3812: 7.088418261118411e-07
Position 1001: 6.510204049120528e-07
Position 189: 4.6387178938863244e-07
Position 462: 4.0998645917397887e-07
Position 1052: 3.576000716325844e-07
Position 1007: 2.3416973215331349e-07
Position 1343: 2.3188118039129214e-07
Position 605: 1.6819156948769412e-07
Position 1114: 1.4093440254821668e-07
Position 416: 1.3557603884047345e-07
Position 1014: 1.2604726530697903e-07
Position 996: 1.2280182967450206e-07
Position 1268: 1.1041544833028641e-07
Position 948: 8.746057866984963e-08
Position 626: 7.134850214898723e-08
Position 990: 6.609384606085077e-08
Position 1043: 5.817378110361299e-08
Position 464: 2.14764767760545e-08
Position 632: 1.3781555468261955e-08
Position 798: 1.372178231797199e-08
Position 1703: 1.1340856332712971e-08
Position 972: 9.059936693495134e-09
Position 1159: 4.187822602481043e-09
Position 1169: 3.471808552133503e-09
Position 3512: 2.1539310875303124e-09
Position 3505: 1.1831300491152694e-09
Position 3601: 1.2987213475738587e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9851127864570957
Position 3426: 0.9776158363986015
Position 646: 0.9462636137720509
Position 3883: 0.9050127446758864
Position 4180: 0.7805261508457796
Position 3653: 0.7301247174551034
Position 198: 0.6978778400889258
Position 455: 0.6750206751076298
Position 2351: 0.2902449192883675
Position 2605: 0.27665755096311256
Position 2402: 0.20706930943874957
Position 3718: 0.15956529278016918
Position 4127: 0.15681767184974674
Position 2397: 0.1548797679280689
Position 405: 0.1343997993430369
Position 2276: 0.08572594659603854
Position 2716: 0.07274617153788257
Position 3900: 0.061273680398937005
Position 2243: 0.03161260866238124
Position 471: 0.02668561428843444
Position 2683: 0.02368024751863396
Position 666: 0.022072675164694498
Position 2626: 0.021778118615882323
Position 3210: 0.02144430936417882
Position 3694: 0.020701627881296442
Position 3938: 0.019210613461639693
Position 626: 0.017053166769639912
Position 2620: 0.01583160085981366
Position 2629: 0.014825393358782185
Position 2466: 0.014699843700967438
Position 1183: 0.006112305208250024
Position 475: 0.004015296216100694
Position 3606: 0.003851763579883437
Position 601: 0.003397575463003808
Position 4228: 0.003326800167429775
Position 3706: 0.0029895398527295058
Position 485: 0.0029838643717093882
Position 3363: 0.002666987951903483
Position 3428: 0.002517179873023676
Position 2840: 0.0024685114428959127
Position 4027: 0.0024464005634520555
Position 2248: 0.0022006127058749967
Position 513: 0.0017829192128571017
Position 2281: 0.0017627854543919702
Position 2500: 0.0016681035477741659
Position 2726: 0.0015754863328831573
Position 4106: 0.001556549238149242
Position 2313: 0.0013564052927911975
Position 1569: 0.001331757596651747
Position 589: 0.0012707109621138077
Position 4236: 0.0011806861526010072
Position 4063: 0.0011395522507381766
Position 2650: 0.0009932268260569575
Position 814: 0.0009637128680482751
Position 2411: 0.0009094083131317127
Position 3443: 0.000894185268408993
Position 2737: 0.0007427527914001869
Position 2876: 0.0006966644637336463
Position 3481: 0.000673058031852803
Position 3398: 0.0005674511735555719
Position 605: 0.0005423326222123715
Position 205: 0.0005168222723960528
Position 3766: 0.0005015400408867884
Position 2414: 0.0004656204760669602
Position 2623: 0.0004652882041055253
Position 1214: 0.0004127760544251282
Position 3916: 0.0003943206333402713
Position 3310: 0.00036923846763815366
Position 2149: 0.000323514521580886
Position 4059: 0.000308126425227259
Position 1777: 0.000302524239904103
Position 223: 0.00029898921683445555
Position 3772: 0.00028338749433598097
Position 2034: 0.0002733866655593288
Position 3452: 0.0002619740075909282
Position 4200: 0.0002464294501741977
Position 1285: 0.00024027228380917617
Position 670: 0.0002302655814342008
Position 1818: 0.00022870747487281108
Position 2289: 0.0002177650474068242
Position 2644: 0.00020536196931446733
Position 864: 0.00018928129929968954
Position 1136: 0.0001857131939923456
Position 4146: 0.00018034622386808923
Position 4047: 0.00017459926241672434
Position 1645: 0.00017224067667822787
Position 832: 0.00016885334474817183
Position 2782: 0.00016848172829048958
Position 2429: 0.00015463990613258583
Position 2740: 0.00015034315296952541
Position 3588: 0.00013276472814494484
Position 2570: 0.00012334638457496867
Position 319: 0.00011982565456644338
Position 2779: 0.00011973646285841081
Position 1121: 0.00010348936082537176
Position 2743: 0.00010168910706755427
Position 3434: 0.00010140392050797478
Position 3313: 8.980016979523333e-05
Position 873: 8.182955761146475e-05
Position 3256: 7.840271114902534e-05
Position 4074: 7.785285622527246e-05
Position 2158: 7.435846400023265e-05
Position 2659: 6.769485656562237e-05
Position 518: 6.576188815932202e-05
Position 4085: 6.457808117141829e-05
Position 2826: 6.093939224955044e-05
Position 210: 5.9416498875108536e-05
