Gene = Catspere1
index = 201
Annotated 5SS: [   187  11317  16962  17780  20314  34437  41877  49106  51900  63882
  71765  73181  78210  99347 128221 129250 129398 134524 139890 143490
 151444]
Annotated 3SS: [ 11267  16887  17709  20248  34411  41798  48998  51406  63400  71309
  73121  78133  99293 128169 129215 129317 134423 139802 143331 151389
 153648]
SMsplice 5SS: [   187  17780  37391  41877  44022  73181  78210  79153  99347 126056
 129326 134524 139890 141396 142609 143490 143801 149871]
SMsplice 3SS: [ 17709  37312  41798  43791  73121  78042  79042  99293 125966 129215
 134423 139802 141285 142491 143331 143638 149734 153110]
top_k =  1000
Partition function (log Z): -76.53058785010586

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.48031445287640007
Position 3128: 0.48009872967169265
Position 822: 0.23199572518764094
Position 818: 0.22808350646657122
Position 10653: 0.1299571415528152
Position 134: 0.09292989960414814
Position 9827: 0.057157538005938965
Position 2839: 0.029543994835938545
Position 2008: 0.025969413986773028
Position 1840: 0.02589586807057464
Position 6122: 0.024386777136813906
Position 3096: 0.022697049099212455
Position 3019: 0.016129286475679343
Position 3214: 0.014342059313597381
Position 8539: 0.013784965226249746
Position 3231: 0.012171677899569014
Position 5306: 0.012023024143269551
Position 8546: 0.01094851673893327
Position 707: 0.008722889096360159
Position 2316: 0.008306135121240748
Position 6222: 0.007581108912836193
Position 121: 0.007500023025258344
Position 10683: 0.00662299309661022
Position 6484: 0.006251662866108295
Position 1562: 0.005290208230353114
Position 10912: 0.005017777034519406
Position 3139: 0.004786722910986497
Position 2905: 0.0043579325967223964
Position 3101: 0.0038935245526680994
Position 2059: 0.003872005910617546
Position 7672: 0.003491119281967634
Position 1003: 0.003021903387408978
Position 460: 0.0029339586516146637
Position 10883: 0.0028454128920414254
Position 842: 0.0025971151476683637
Position 1968: 0.0024983054844252934
Position 2862: 0.002419071652865735
Position 3558: 0.002324203672426744
Position 464: 0.0019950014425164616
Position 94: 0.0019663048011211866
Position 468: 0.0019190243596251147
Position 11526: 0.0018661670810076498
Position 472: 0.00185518308032178
Position 5148: 0.001756575574353826
