Gene = Nppc
index = 762
Annotated 5SS: [223 928]
Annotated 3SS: [ 616 3772]
SMsplice 5SS: [ 223  928 2983]
SMsplice 3SS: [ 616 2910 3772]
top_k =  1000
Partition function (log Z): -2.5758678568127893

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9748846144417497
Position 928: 0.9351341433563637
Position 2983: 0.6234525546582125
Position 1396: 0.23758336962758014
Position 479: 0.23740890779752724
Position 3206: 0.1679216381794673
Position 1662: 0.1082117366570685
Position 3676: 0.09728659102652701
Position 1164: 0.09396020423404385
Position 3885: 0.028557286170412755
Position 1953: 0.023108115815175183
Position 509: 0.015010712177758683
Position 2474: 0.007839894420101873
Position 274: 0.0077118313534960126
Position 3581: 0.005197065891240541
Position 1176: 0.003366914372612083
Position 1582: 0.002206718821693508
Position 2641: 0.002061277110671996
Position 3937: 0.002048274091292223
Position 903: 0.0019965244372317816
Position 227: 0.001599283828393829
Position 3333: 0.0015128505411812084
Position 498: 0.0015082724949095681
Position 684: 0.0013633441101854732
Position 766: 0.001233503526013824
Position 252: 0.0012068903134679462
Position 2943: 0.000895370272252936
Position 3440: 0.0007956546822303427
Position 2392: 0.0006892357189908414
Position 2444: 0.00044109050474914276
Position 894: 0.00041964041250218116
Position 2788: 0.0004058048307605442
Position 119: 0.0003311280407073881
Position 232: 0.00025928942158987684
Position 617: 0.00025023670670309815
Position 1360: 0.00024521353855176784
Position 1149: 0.00021484666995404695
Position 1960: 0.0002117774507617282
Position 3059: 0.0001870367158882214
Position 3242: 0.00015201057446713839
Position 3389: 0.00014047702104406755
Position 3849: 0.0001370561778571404
Position 3417: 0.00013665937760049752
Position 349: 0.00013602747169348903
Position 1896: 0.00013121550373520514
Position 2869: 0.00012913765120859397
Position 472: 0.00012844631547970635
Position 405: 6.36069509594444e-05
Position 580: 6.30807726542988e-05
Position 271: 5.3476898191654754e-05
Position 374: 4.720193954212174e-05
Position 27: 4.256863210948583e-05
Position 932: 4.2457736791106726e-05
Position 89: 4.064012496789503e-05
Position 755: 3.819998406796313e-05
Position 1631: 2.478911423264034e-05
Position 556: 2.2253178461878784e-05
Position 1324: 2.0436737813366432e-05
Position 1189: 1.5118009504318105e-05
Position 105: 1.2459177766867924e-05
Position 1806: 1.2105612280228387e-05
Position 562: 1.0622446487523703e-05
Position 1079: 1.0473668699314811e-05
Position 4101: 9.316938629439e-06
Position 844: 7.081424708175265e-06
Position 395: 6.894917056556173e-06
Position 753: 5.558273708159181e-06
Position 666: 5.478484641036067e-06
Position 1016: 5.265097668536012e-06
Position 1651: 3.178703482004024e-06
Position 1041: 3.093810098525492e-06
Position 1011: 2.024958428237279e-06
Position 1077: 1.806634518816155e-06
Position 997: 1.4404631962707064e-06
Position 36: 7.318048520765086e-07
Position 907: 7.187645862342074e-07
Position 1290: 5.957310913478966e-07
Position 1036: 5.838654213508387e-07
Position 261: 3.762603804447362e-07
Position 596: 7.41423520892596e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 616: 0.9219047556652388
Position 3772: 0.9011372000186701
Position 2910: 0.4628910980634896
Position 361: 0.19850494623995996
Position 2838: 0.14011143301970588
Position 1122: 0.12407061622281101
Position 3117: 0.10269653205755751
Position 1064: 0.09092723262201644
Position 3332: 0.07803283765746835
Position 1493: 0.07424469940466942
Position 1211: 0.05787173340914669
Position 1007: 0.04277917590327476
Position 2785: 0.04138282396268974
Position 3497: 0.0329498642981534
Position 412: 0.02859819870899178
Position 3443: 0.028400191964375987
Position 4235: 0.02717646322010706
Position 3139: 0.025888553801456115
Position 1883: 0.022179075752405977
Position 1271: 0.019161525209694157
Position 1534: 0.017286168602849653
Position 334: 0.016539225001536564
Position 2860: 0.01623207525757826
Position 2804: 0.012019140576269382
Position 2383: 0.008358655464584938
Position 1395: 0.008111382023897063
Position 3618: 0.00731961429535801
Position 3567: 0.0066681129992149975
Position 1577: 0.006414576014059396
Position 868: 0.004415327430892265
Position 3122: 0.003891674909406836
Position 1922: 0.0030576522494641313
Position 4261: 0.0030495661499522373
Position 1294: 0.0029895740627190115
Position 3580: 0.0029631721125833207
Position 851: 0.0028121260420021867
Position 766: 0.0024036005534335686
Position 1597: 0.001975274726600868
Position 3062: 0.0018700893051260363
Position 3059: 0.0018591093573233583
Position 458: 0.0016984736571233525
Position 2291: 0.001562553576609703
Position 3295: 0.001559024467809843
Position 3085: 0.0015363413896676095
Position 1432: 0.0013145504040459899
Position 1275: 0.001308405966063758
Position 2787: 0.0012885214116950552
Position 2672: 0.0012236173197651041
Position 2568: 0.001214862497689024
Position 824: 0.0011447653665196218
Position 658: 0.0009809149191871479
Position 2473: 0.0009672145621175671
Position 455: 0.0009173442477166625
Position 2635: 0.0009168507413705605
Position 1347: 0.0008766659350073984
Position 3022: 0.000786806076820864
Position 4015: 0.0007702554451211146
Position 2498: 0.0007640583446276077
Position 4140: 0.0007451376537457547
Position 433: 0.0007441197377092056
Position 2930: 0.0007177735333481084
Position 799: 0.0006849158631806112
Position 721: 0.0006114161949223966
Position 1435: 0.0005995699199284576
Position 4046: 0.0005128725860235897
Position 3622: 0.000495755541800538
Position 662: 0.0004880565139853158
Position 1724: 0.0004754558283109935
Position 1241: 0.00046468792090367637
Position 1459: 0.00044771640935169926
Position 676: 0.0004468449093469493
Position 1566: 0.0004378703163666251
Position 682: 0.00043017018207797575
Position 3239: 0.0004123696846837071
Position 3727: 0.0004047775607511901
Position 702: 0.0004043836616639247
Position 1893: 0.0003889717223377641
Position 1747: 0.00037543399637510747
Position 2008: 0.0003620587871665287
Position 1456: 0.00034437116721393947
Position 1163: 0.00033107723870424397
Position 4161: 0.00033024312380553286
Position 288: 0.00031203833488050386
Position 2482: 0.00031064688418624357
Position 3075: 0.0003019726938233094
Position 1225: 0.0002900336716958626
Position 1651: 0.0002737429137421522
Position 698: 0.0002574126809493083
Position 562: 0.00024081846966037863
Position 3362: 0.00022367832888368664
Position 3049: 0.00022247592427122097
Position 635: 0.0002216293697142922
Position 4052: 0.00021367676737277377
Position 2879: 0.00020406606244611247
Position 1603: 0.00020377829229466587
Position 2641: 0.00020201723548812786
Position 1599: 0.00019300922580936544
Position 3984: 0.00019271503131240022
Position 838: 0.00016553362969194744
Position 1296: 0.00016137973416892567
Position 3150: 0.00015841809834352702
Position 1828: 0.00015078813083254587
Position 1662: 0.00014244465002279528
Position 1453: 0.00012804429130271167
Position 1219: 0.00012289326491946528
Position 3798: 0.00012036859785313573
Position 3816: 0.00011421251724277977
Position 1298: 9.926549631420532e-05
