Gene = Idua
index = 559
Annotated 5SS: [  168  9187  9929 19254 19481 19876 20167 20420 20747 21262 21463 21697
 21846 22823]
Annotated 3SS: [ 8774  9787 19167 19372 19779 19963 20239 20529 21048 21340 21570 21768
 22721 22935]
SMsplice 5SS: [  168  3872  9187  9929 19254 19614 19876 20167 20747 21463 21697 21850
 22823]
SMsplice 3SS: [ 3779  9056  9787 19167 19372 19779 20063 20529 21340 21570 21768 22721
 22935]
top_k =  1000
Partition function (log Z): 10.463114256176544

Sorted 5' Splice Sites (High to Low Probability):
Position 9929: 0.9840573240629135
Position 19254: 0.9582073697137138
Position 22823: 0.9061741966906112
Position 3872: 0.8840490121535303
Position 21463: 0.8462294652779114
Position 20747: 0.8376065061795227
Position 19876: 0.8087930366957534
Position 20167: 0.7111028152648758
Position 21850: 0.6723842258687978
Position 168: 0.5994121225638555
Position 9187: 0.5881593461421988
Position 20420: 0.582344105709659
Position 21262: 0.5450540153563923
Position 21664: 0.4857128981873022
Position 19614: 0.41676295406211733
Position 177: 0.3229652048896088
Position 19481: 0.30479343810595927
Position 1095: 0.3023052869754741
Position 21846: 0.2211806516400089
Position 4819: 0.19790933829762591
Position 16276: 0.19198764581478786
Position 2704: 0.15346009950835093
Position 11301: 0.15220292207648775
Position 19432: 0.14660488212761952
Position 19664: 0.13204251929473731
Position 16179: 0.12782192081092106
Position 5275: 0.10902642501447686
Position 1281: 0.10825262623268518
Position 20128: 0.1076253767866491
Position 20668: 0.09454987259869843
Position 13364: 0.09448252110650514
Position 17058: 0.08877821220653531
Position 5885: 0.08696069297398791
Position 21217: 0.08495485224949091
Position 21475: 0.07893088090099719
Position 23084: 0.07543237349343782
Position 16137: 0.07271457087756453
Position 16258: 0.06791096565487967
Position 4831: 0.06356744522269712
Position 17777: 0.06142679031418748
Position 18608: 0.05297499100198291
Position 16570: 0.052067024935369306
Position 408: 0.05088254852940855
Position 9122: 0.05069146180770117
Position 21446: 0.05016614222011977
Position 12786: 0.04649266143509101
Position 21246: 0.04507507767157112
Position 23101: 0.0429492956159106
Position 21658: 0.04135031752741064
Position 19641: 0.03815033234850074
Position 21769: 0.03357311462558078
Position 8947: 0.03329736582796406
Position 20224: 0.03257547772507729
Position 3498: 0.024536874783055832
Position 14657: 0.020900855664035524
Position 20134: 0.018354533000199527
Position 4594: 0.017675025438701118
Position 2615: 0.015840895916739907
Position 3295: 0.015082868090752755
Position 21640: 0.014502535005234015
Position 16526: 0.01416416655845479
Position 18693: 0.012463372345156074
Position 17097: 0.011176410508390336
Position 208: 0.01056263690741535
Position 333: 0.009231571965993135
Position 20357: 0.008943127300638834
Position 40: 0.00857970000865385
Position 22760: 0.008061559013475281
Position 8852: 0.007834011640764431
Position 13122: 0.007333625218300524
Position 4894: 0.007005801211734251
Position 19780: 0.006837832862736242
Position 20874: 0.006527820041678531
Position 2967: 0.006518618876548244
Position 19646: 0.006016696851219042
Position 21723: 0.005734101371570004
Position 21822: 0.005161954755136712
Position 2887: 0.0049159258032914635
Position 21701: 0.004571740366337272
Position 19453: 0.004450440994157811
Position 20844: 0.003768077462348795
Position 20887: 0.0037617607805308343
Position 20628: 0.0035426971708330227
Position 3912: 0.0035395618673895422
Position 20768: 0.0032775181910879984
Position 23200: 0.0029808366754410227
Position 21284: 0.0028810794520160226
Position 23488: 0.00271446535885223
Position 11383: 0.0025713327706119718
Position 2278: 0.0025150820197849095
Position 12842: 0.0024776833253914786
Position 4339: 0.0024775334085476307
Position 19737: 0.0023337234297949017
Position 4121: 0.002262439028346872
Position 23066: 0.0020776205294465826
Position 158: 0.001856190890920257
Position 19905: 0.0018101345546610908
Position 23059: 0.0017768406411915803
Position 22767: 0.001740185472464416
Position 2604: 0.001690404937213885
Position 20751: 0.001445765259539147
Position 21457: 0.0014297759396984543
Position 6240: 0.00140723626163701
Position 19513: 0.0012789091678477393
Position 2908: 0.0012503556778254877
Position 19296: 0.0011152472777399536
Position 4108: 0.0010749236429856194
Position 20414: 0.0010668039429992714
Position 4267: 0.0009860261879647235
Position 12838: 0.0009588462964763976
Position 2833: 0.0009553050903766117
Position 9891: 0.0009493076975996963
Position 10181: 0.0009379642060407368
Position 9944: 0.0009198105892010836
Position 19636: 0.0008899633408052275
Position 2392: 0.0008878519275387952
Position 3633: 0.0008086351549795032
Position 23013: 0.0007690456342073342
Position 8160: 0.0007576248243582432
Position 13341: 0.0007568113444832148
Position 16556: 0.0007556149413382627
Position 8616: 0.0006831783955507802
Position 3820: 0.0006816742219586494
Position 21438: 0.000654081974947185
Position 483: 0.0005909594085307191
Position 17784: 0.0005438924133894015
Position 8383: 0.0005276936318087828
Position 23137: 0.0005037273514117454
Position 20247: 0.0004771932072139102
Position 10864: 0.00046002648549106097
Position 6882: 0.00045524826900413863
Position 19784: 0.0004445387927841485
Position 31: 0.0004041170403360764
Position 20692: 0.00034612328450487056
Position 13417: 0.00030842509579454957
Position 21467: 0.0003045941054407873
Position 21817: 0.0002941394355407926
Position 840: 0.00027610493485475047
Position 20987: 0.0002755303163544146
Position 4115: 0.00026725586199834845
Position 21006: 0.000253985666772375
Position 19531: 0.0002360963075516615
Position 20174: 0.0002206009611046929
Position 23528: 0.00021827953692603932
Position 4130: 0.00021032959983692233
Position 20294: 0.0001946898175038583
Position 20411: 0.00018486780445736231
