Gene = Selenot
index = 962
Annotated 5SS: [  238  8706  9443 11898 13685]
Annotated 3SS: [ 8594  9315 11809 13530 14058]
SMsplice 5SS: [  238  8706  9443 10169 11898 13685]
SMsplice 3SS: [ 8594  9315 10027 11809 13530 14058]
top_k =  1000
Partition function (log Z): -0.09407100845862115

Sorted 5' Splice Sites (High to Low Probability):
Position 8706: 0.9907489184083109
Position 11898: 0.9543563395068297
Position 238: 0.9206227267205803
Position 13685: 0.8911587941514362
Position 9443: 0.8130522396118484
Position 6507: 0.418821389156924
Position 10169: 0.327042956876935
Position 9723: 0.31199362791240204
Position 10126: 0.21769382671199194
Position 10134: 0.14627123961446595
Position 5337: 0.05197434191634201
Position 2489: 0.04985280610663518
Position 681: 0.04668158527625329
Position 1994: 0.03880479636882574
Position 6446: 0.03829608609871863
Position 13072: 0.03692361373613348
Position 10194: 0.029865490586178097
Position 4980: 0.026338697190406848
Position 242: 0.02494002715648735
Position 11328: 0.024196964287157684
Position 5395: 0.01608108103770231
Position 7109: 0.014007598899368609
Position 16269: 0.012436599914119212
Position 3237: 0.011998058851667824
Position 1203: 0.010043750859225806
Position 5799: 0.009813347591166742
Position 14126: 0.009758603332112451
Position 9844: 0.009586378704290079
Position 202: 0.00926249748537904
Position 10964: 0.00841718911707146
Position 11874: 0.00758696797156646
Position 7130: 0.006525813541993284
Position 15274: 0.006315840991064661
Position 4568: 0.0061207242666461055
Position 9826: 0.004547099052331372
Position 9686: 0.004113363220490013
Position 1392: 0.0039520741710235875
Position 9084: 0.0037413253956708045
Position 5026: 0.0037083384093930583
Position 4895: 0.003339216944315768
Position 6909: 0.0032366670330443007
Position 15041: 0.0032104947554621563
Position 358: 0.003126720145699206
Position 13415: 0.002872884538084827
Position 9529: 0.002854890818666686
Position 7994: 0.002816304541307462
Position 13689: 0.0023959119151955623
Position 7268: 0.0023413282323115434
Position 10827: 0.0023404423422902667
Position 2161: 0.0023146609599784293
Position 11922: 0.002300934619343029
Position 1200: 0.0022998761085024984
Position 5294: 0.002148643393573894
Position 11556: 0.002126872362109514
Position 10691: 0.002087259863027173
Position 13292: 0.002058652057144705
Position 5276: 0.0020511925163923333
Position 14231: 0.0019725334382211164
Position 12446: 0.0019313545266389865
Position 11397: 0.0018980937927878623
Position 5686: 0.0018584457166098403
Position 11474: 0.0018167149512677474
Position 544: 0.0018004413169114132
Position 11862: 0.0017544199993331827
Position 7611: 0.001581809566014628
