Gene = Sgf29
index = 973
Annotated 5SS: [  169 11840 14696 15680 21386 22359 22572 22765 23010]
Annotated 3SS: [11742 14619 15606 21320 22228 22424 22728 22846 23260]
SMsplice 5SS: [  169  6844 11840 14696 15680 21386 22359]
SMsplice 3SS: [ 6747 11742 14619 15606 21320 22228 22728]
top_k =  1000
Partition function (log Z): 1.9367139683270995

Sorted 5' Splice Sites (High to Low Probability):
Position 14696: 0.9219367473203924
Position 11840: 0.9107843723615076
Position 15680: 0.8988481995231011
Position 6844: 0.8793308335668131
Position 169: 0.7735930839056621
Position 23010: 0.6659844851337888
Position 22359: 0.6284022242533915
Position 9995: 0.549041362177443
Position 22765: 0.5167769968092646
Position 22572: 0.500542436478721
Position 21386: 0.4766916621368467
Position 13343: 0.2817227789940204
Position 13576: 0.23638676445039777
Position 22777: 0.22656910514750248
Position 8048: 0.18768080285548222
Position 18297: 0.142360355294313
Position 403: 0.10980354143195123
Position 11232: 0.10200415742270878
Position 21427: 0.10185183241054215
Position 17740: 0.09833271952823419
Position 23341: 0.09496418827647725
Position 194: 0.08612430588035008
Position 11860: 0.07941822806427501
Position 8863: 0.07104218639600385
Position 17686: 0.06620852022025064
Position 14726: 0.061068570255115764
Position 13666: 0.05899145464542452
Position 13571: 0.04981400119116444
Position 13582: 0.04487788320770279
Position 22352: 0.04263560813679374
Position 10938: 0.04230347696145921
Position 3966: 0.03968880525812586
Position 13030: 0.0370191861580899
Position 14467: 0.030850359518573237
Position 9664: 0.028659553425961014
Position 9724: 0.0282825776002411
Position 14273: 0.027800375574442076
Position 8539: 0.020207772394479614
Position 1815: 0.0185801618489844
Position 14339: 0.01599484412084497
Position 13633: 0.014792374786230047
Position 91: 0.014566664183684016
Position 2983: 0.013281116509312858
Position 173: 0.011863337738392819
Position 1866: 0.011004830281536877
Position 4546: 0.010843247758698516
Position 23387: 0.010428997201103659
Position 23177: 0.009526828394236764
Position 8796: 0.008878887381594808
Position 5922: 0.008600887158982568
Position 358: 0.008316157510234732
Position 22729: 0.007739125982362004
Position 76: 0.006838978278923219
Position 4891: 0.006654407374711775
Position 7004: 0.006447493216401129
Position 14700: 0.006227361007745735
Position 6405: 0.006154038636033044
Position 18700: 0.0060675235348407
Position 13876: 0.006029137059516225
Position 13744: 0.006000678723225976
Position 1760: 0.005974680196208138
Position 15084: 0.005810091205611326
Position 16088: 0.005645932152917321
Position 2554: 0.005023972027517443
Position 2297: 0.004932923495303854
Position 1951: 0.004095603538983177
Position 11087: 0.0036690223054516185
Position 537: 0.0033355718826795
Position 23030: 0.0030942800239592127
Position 4647: 0.0029564685325550524
Position 13919: 0.002826953158289465
Position 22489: 0.002732727534305198
Position 15173: 0.002691171230815863
Position 15091: 0.002686192078919382
Position 1525: 0.002423419245436182
Position 22736: 0.0023914183844729172
Position 826: 0.0023526071508244155
Position 17732: 0.0021057909922079106
Position 4876: 0.0020761896997150983
Position 7406: 0.0020358714210231485
Position 14041: 0.0020345148793889435
Position 16494: 0.001985784874943767
Position 2603: 0.0019666959024713195
Position 2607: 0.0018761887785606304
Position 147: 0.0018448821473188437
Position 22187: 0.0018024904496259987
Position 17882: 0.0017610032190717687
Position 12433: 0.001723858301889896
Position 16483: 0.0017034197687368744
Position 3186: 0.0016774922933832353
Position 13133: 0.0016189596627682206
Position 5293: 0.0016124482248310798
Position 15075: 0.0015831753421591893
Position 16458: 0.0015233246943528115
Position 18199: 0.0014970891670312407
Position 2435: 0.0014526347826813017
Position 15351: 0.0012155470606417678
Position 601: 0.0011205799254861456
Position 3037: 0.0010120135897106323
Position 1883: 0.0010095508986002059
Position 757: 0.0010037315108201589
Position 5343: 0.000989349962440802
Position 3014: 0.0009293222500037203
Position 22026: 0.0009207098201044729
Position 15538: 0.0008944617422388669
Position 335: 0.0008370859082401184
Position 3007: 0.0008340883068823138
Position 14785: 0.0007938138819901655
Position 4478: 0.0007670203982591711
Position 22501: 0.0007322980556656838
Position 4516: 0.0006766869429483673
Position 1799: 0.0006097037683535947
Position 2979: 0.0005924446218425
Position 23355: 0.0005842916158297681
Position 15698: 0.0005762860522388633
Position 13004: 0.0005425261821641954
Position 18665: 0.0005051825438945606
Position 16125: 0.0005051430349339253
Position 3048: 0.0004883227797578782
Position 13800: 0.00047547814809401566
Position 2931: 0.00046773631008505394
Position 3304: 0.0004306743127993742
Position 1411: 0.0004275802621838565
Position 5377: 0.0003816680949011056
Position 6898: 0.00033121185437716373
Position 16991: 0.000301520029133328
Position 15431: 0.00028340212051396776
Position 12512: 0.0002616852578998994
Position 13199: 0.000260009930240565
