Gene = Cmc1
index = 273
Annotated 5SS: [  161 34838 75056]
Annotated 3SS: [34747 74964 84828]
SMsplice 5SS: [  110 16940 27031 34838 43603 64512 75056]
SMsplice 3SS: [16873 26891 34747 43474 64408 74964 84828]
top_k =  1000
Partition function (log Z): -43.729580755539104

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.6368666188157717
Position 161: 0.2931708703390184
Position 4813: 0.22036759784108273
Position 721: 0.1984260935200998
Position 1602: 0.1893729503704815
Position 1587: 0.16249853394927127
Position 5000: 0.15985920416299224
Position 4280: 0.1531135653510939
Position 4786: 0.06828673961083442
Position 1517: 0.06682063760469997
Position 8189: 0.056512910253601695
Position 951: 0.04334189826688379
Position 7916: 0.026456026693415527
Position 957: 0.026032920061935805
Position 2541: 0.023041509085305053
Position 5907: 0.019203217774614926
Position 1484: 0.016358497833651713
Position 4817: 0.014679511012299975
Position 224: 0.012796759955885778
Position 4239: 0.012439357766029717
Position 4830: 0.009946167991352063
Position 4163: 0.006479405238015994
Position 219: 0.0063967014263963794
Position 6718: 0.006186341348208728
Position 328: 0.005744292404670417
Position 4863: 0.004798239783758415
Position 2618: 0.004244325141039221
Position 4336: 0.003676958611108321
Position 1035: 0.003274664665240703
Position 1916: 0.0027345756838004524
Position 6394: 0.0026285436135921707
Position 8689: 0.0022759145917222202
Position 4909: 0.002252183516144128
Position 631: 0.0020875171915978067
Position 961: 0.0013767939139914581
Position 5806: 0.0011787670533485286
Position 2429: 0.0010645685904709732
Position 1572: 0.0007849524993606027
Position 4625: 0.0007436708666010265
Position 1859: 0.0007184411566293039
Position 169: 0.0004172370498822756
Position 1541: 0.00040873375398521925
Position 446: 0.00030971468779183515
Position 321: 0.0003013018702438977
Position 533: 0.00028645539131589724
Position 986: 0.0002835915997716075
Position 2278: 0.00027224325959780785
Position 2784: 0.00026482803170080284
Position 1314: 0.0002554637518272719
Position 1370: 0.00020924185028385598
Position 1622: 0.0001893866418666321
Position 2610: 0.00017496580951620856
Position 2462: 0.0001676831167331737
Position 181: 0.00016682040738805984
Position 1335: 0.0001399260835804289
Position 1110: 0.00011931076341061346
Position 199: 8.882643218483542e-05
Position 1160: 7.364476247539139e-05
Position 16: 7.290677858997988e-05
Position 602: 6.933229351168338e-05
Position 409: 3.7375982662415354e-05
Position 1055: 3.619307495607801e-05
Position 574: 3.2908752102463707e-05
Position 643: 3.2861346125694616e-05
Position 912: 2.9588274141204124e-05
Position 2313: 2.9346221331530255e-05
Position 178: 2.902825346345848e-05
Position 439: 1.8881251566319233e-05
Position 541: 1.839901215097755e-05
Position 734: 1.7344127366618556e-05
Position 379: 1.658067740003314e-05
Position 342: 1.558418936855552e-05
Position 294: 1.3113504283980027e-05
Position 523: 1.0799001440608635e-05
Position 114: 7.542364756675094e-06
Position 565: 6.227123269371777e-06
Position 543: 6.173954354329096e-06
Position 683: 5.589841119266297e-06
Position 271: 5.570528481898243e-06
Position 724: 4.151710544458602e-06
Position 620: 3.5934205623492783e-06
Position 175: 3.0627596038633835e-06
Position 337: 3.0413411723494556e-06
Position 2414: 2.532092696440348e-06
Position 351: 1.6073409995049737e-06
Position 648: 7.148015256606419e-07
Position 395: 6.501783054182171e-07
Position 660: 5.061714865008715e-07
Position 413: 4.69255638350491e-07
Position 349: 4.062428795417583e-07
Position 741: 2.9434257202849227e-07
Position 751: 2.871782896327328e-07
Position 389: 2.6234249147106005e-07
Position 480: 2.4169289181446214e-07
Position 473: 1.915342929200842e-07
Position 755: 1.8113012200230057e-07
Position 457: 1.4821222636279263e-07
Position 492: 1.2224047332234414e-07
Position 511: 8.338319506930376e-08
Position 638: 6.707242389184955e-08
Position 605: 6.508753944187093e-08
Position 402: 3.9643388856753713e-08
Position 460: 1.3861732891221826e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4736: 0.49922915904054016
Position 1435: 0.3970713102397127
Position 7137: 0.18313316330588308
Position 4158: 0.18116860443415592
Position 4600: 0.158050814806893
Position 630: 0.12401472547210647
Position 8631: 0.11171740275080577
Position 14287: 0.09196728300173586
Position 5359: 0.07229332210291955
Position 8008: 0.061853457767952764
Position 5336: 0.051448285840011744
Position 791: 0.04290824149919141
Position 7842: 0.04263476729698116
Position 13286: 0.03019438285642537
Position 6270: 0.028827880050163235
Position 5392: 0.027482309750332556
Position 523: 0.025084138222732356
Position 2398: 0.024913624007218343
Position 7259: 0.01923872650985107
Position 834: 0.019191141787968952
Position 5629: 0.01796124214114929
Position 5205: 0.017419996782117322
Position 5197: 0.01606469265990595
Position 4522: 0.01605844798257497
Position 5769: 0.015813451424233956
Position 6601: 0.012358183214525474
Position 1289: 0.01183983841165967
Position 536: 0.01114593377582237
Position 5561: 0.01070154125357239
Position 6040: 0.010275314264023826
Position 2496: 0.009909924516830341
Position 5495: 0.00984202440546068
Position 4041: 0.007485196750363352
Position 8795: 0.0068727704357333455
Position 1246: 0.005963631359242498
Position 1320: 0.005913698202196522
Position 1441: 0.005364096804940977
Position 4666: 0.005341632617651158
Position 5749: 0.004931731911222772
Position 1363: 0.004822141762419218
Position 2326: 0.004814820204528334
Position 1398: 0.004604228981441676
Position 806: 0.00421275194672829
Position 439: 0.004211548901375106
Position 1753: 0.0029403574734537656
Position 7280: 0.0026939038384884953
Position 1202: 0.002674897667105451
Position 7423: 0.002525592581307027
Position 10706: 0.002324015356949781
Position 2056: 0.0022999459607748315
Position 3876: 0.00225817397146605
Position 480: 0.0021278364177031274
Position 1947: 0.001997147506853868
Position 10181: 0.001971762375229168
