Gene = Coq7
index = 289
Annotated 5SS: [ 178 3798 5053 6020 7533]
Annotated 3SS: [3618 4937 5879 7463 8061]
SMsplice 5SS: [ 178 3798 5053 6020 7533]
SMsplice 3SS: [3618 4937 5879 7463 8061]
top_k =  1000
Partition function (log Z): 3.827899502742113

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.9762127195188485
Position 3798: 0.9666995566348517
Position 6020: 0.9100606616851734
Position 5053: 0.9067294365359998
Position 7533: 0.5141737202558866
Position 5726: 0.20233080332623202
Position 7688: 0.14056691662130763
Position 1781: 0.07767490128124332
Position 7628: 0.07628266171003947
Position 7845: 0.04608932780143815
Position 6050: 0.04315015637710991
Position 3497: 0.032778426377981555
Position 3371: 0.030457131630314053
Position 3400: 0.030328983155250292
Position 5336: 0.029376622361035522
Position 6001: 0.028992286835093146
Position 7576: 0.028131025594758094
Position 3503: 0.02719025220782265
Position 6354: 0.026993506817646486
Position 6959: 0.023140353116814377
Position 4716: 0.019597028320875613
Position 3345: 0.01859437695847954
Position 4089: 0.016939277610159967
Position 4053: 0.015858113162651163
Position 4476: 0.012268674573916265
Position 7034: 0.01224632405916132
Position 4356: 0.011317985686084745
Position 3769: 0.010549953703521592
Position 223: 0.0088696321541794
Position 7085: 0.007669740434526961
Position 858: 0.007618441934497767
Position 3721: 0.0072657573574443
Position 2409: 0.007048876775386215
Position 7369: 0.006949455010645024
Position 7855: 0.006760772491636033
Position 2974: 0.006537120007249242
Position 5013: 0.005780076999493658
Position 307: 0.005679755661366217
Position 5001: 0.0053975021392117335
Position 830: 0.005202972462518687
Position 7648: 0.004846428987084744
Position 2815: 0.0036297531978330736
Position 5815: 0.003413228508579705
Position 2441: 0.003282767118615828
Position 2768: 0.0028101113308124804
Position 4468: 0.0028023643968155417
Position 7592: 0.0027903274318001256
Position 3493: 0.002491838839522175
Position 4309: 0.00237742342754177
Position 977: 0.0023467024155948623
Position 6203: 0.00199734480368307
Position 392: 0.001880669056982436
Position 7121: 0.0016943466435300858
Position 300: 0.0016694821164442912
Position 6297: 0.0015950391804361755
Position 8141: 0.001417491230624694
Position 3420: 0.0013774572201082419
Position 464: 0.001351064130918506
Position 2085: 0.001334173378327951
Position 4325: 0.001246238151460052
Position 5150: 0.0012098250703743148
Position 7373: 0.0011659727992079892
Position 7622: 0.0010801244255020362
Position 242: 0.0010539609892383085
