Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [ 273 1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [  867  1552  2965  4646  6814  9677 12736]
top_k =  1000
Partition function (log Z): -0.8254461641462711

Sorted 5' Splice Sites (High to Low Probability):
Position 9791: 0.9288120112829619
Position 6907: 0.9111967062980838
Position 4848: 0.9098981539244824
Position 1701: 0.806124679407055
Position 1021: 0.7369745380575169
Position 3263: 0.7230386805936663
Position 273: 0.5501961871249998
Position 10194: 0.2985927605482888
Position 12547: 0.26714453405194005
Position 2270: 0.1817799338612903
Position 6199: 0.11501744210477612
Position 12565: 0.10574747456975232
Position 1002: 0.1030022327033907
Position 2511: 0.0926613457792817
Position 6127: 0.07714149143829022
Position 462: 0.07232392765581708
Position 12587: 0.06685073616911845
Position 6616: 0.0650674990109456
Position 6558: 0.06392545253352835
Position 1641: 0.059740279632403546
Position 2045: 0.057166102998375413
Position 2843: 0.05637268779367334
Position 10857: 0.05411718700605865
Position 119: 0.049434044333618636
Position 4865: 0.0488347484608073
Position 8801: 0.044326600455677066
Position 2296: 0.04304327763250387
Position 9595: 0.040572387272105166
Position 3872: 0.03376462870512065
Position 3101: 0.03016172312191822
Position 11591: 0.02940151345373474
Position 3878: 0.025606100346140342
Position 12655: 0.025346950980688024
Position 3882: 0.02014027642146367
Position 6290: 0.019417726751594696
Position 8285: 0.019026932336049233
Position 12863: 0.018893728598136057
Position 10813: 0.018459828452015672
Position 2194: 0.018346460337123255
Position 4409: 0.017884800440260803
Position 12901: 0.017816810969665076
Position 7051: 0.017189660774875846
Position 3105: 0.015263999354126749
Position 6230: 0.015227059737584482
Position 11904: 0.014869327880634735
Position 10169: 0.014553465134032875
Position 317: 0.014312454205194313
Position 5291: 0.013202922948200706
Position 9520: 0.01215662994636975
Position 3771: 0.011497850173807478
Position 6631: 0.0106676529155869
Position 3116: 0.007788003303187441
Position 6948: 0.007101848294395526
Position 5872: 0.006875428998219172
Position 6511: 0.0068492514912158724
Position 5364: 0.006566842035862668
Position 111: 0.006505774129543071
Position 106: 0.006057028196518671
Position 503: 0.005992370045451631
Position 294: 0.005613143956232846
Position 8427: 0.005543216330011715
Position 416: 0.00522380809685082
Position 204: 0.005089461279752745
Position 427: 0.005082528981075708
Position 9408: 0.004948629443402459
Position 6952: 0.004669575730048783
Position 2161: 0.004669405083719537
Position 9786: 0.0045270724666646054
Position 1343: 0.0044270793176174935
Position 5607: 0.00438062584617172
Position 12166: 0.003970785554228258
Position 12452: 0.003818180375932741
Position 9929: 0.0035952645264672443
Position 7750: 0.003217809897006097
Position 3273: 0.0031385180860665006
Position 6720: 0.0030946886848053946
Position 9270: 0.0030628192776437266
Position 298: 0.0030101065833541382
Position 2033: 0.0029253284680435844
Position 5386: 0.002710617999711954
Position 3737: 0.00262630401884604
Position 6203: 0.002297932675904301
Position 6587: 0.0022961942269265462
Position 6902: 0.0020490644609860984
Position 10786: 0.0019861886282282327
Position 10961: 0.00193811382847939
Position 6648: 0.0019340292517770418
Position 557: 0.0019180824138213363
Position 1691: 0.001851570463502439
Position 10539: 0.0017226395130512623
Position 2799: 0.0016545819738612735
Position 2148: 0.0015600222244834996
Position 98: 0.0015463488010782666
Position 4365: 0.001432358834256316
Position 13174: 0.001324011762221009
Position 300: 0.001302404395451258
Position 88: 0.0012522834342705669
Position 4481: 0.0011694350742323385
Position 6898: 0.0011564382697664517
Position 5507: 0.001132832375049674
Position 9471: 0.0010843635082878954
Position 13625: 0.0009433989043720621
Position 6944: 0.0009412026975290698
Position 331: 0.0007977731032283
Position 387: 0.0007699384442017432
Position 402: 0.0007340649978863285
Position 11951: 0.0007227294534453501
Position 2741: 0.0007115870339087205
Position 965: 0.0006981158605094724
Position 2119: 0.0006958639516079947
Position 243: 0.0006909543260642784
Position 607: 0.0006880308397502092
Position 1428: 0.000686866224223139
Position 6956: 0.0006833012555862543
Position 9740: 0.0006366900488436533
Position 1672: 0.0005869614015638717
Position 4792: 0.0005830030057337893
Position 2709: 0.0005773026514204296
Position 304: 0.0005336775756242084
