Gene = Shfl
index = 975
Annotated 5SS: [ 295  812 1012 2594 2884 4330 4623]
Annotated 3SS: [ 687  961 2554 2733 4225 4467 4899]
SMsplice 5SS: [ 295  812 1012 2594 2884 4330 4623]
SMsplice 3SS: [ 687  961 2554 2733 4225 4467 4899]
top_k =  1000
Partition function (log Z): 3.301107794932081

Sorted 5' Splice Sites (High to Low Probability):
Position 4330: 0.9393851619520022
Position 812: 0.8862639892625189
Position 4623: 0.862576090978941
Position 1012: 0.7989862205987607
Position 2594: 0.5909747566958716
Position 2884: 0.545738155516192
Position 295: 0.40186387102042626
Position 109: 0.26905432944992586
Position 2621: 0.2607860992372682
Position 2851: 0.21297931825421518
Position 57: 0.20334182030429143
Position 1074: 0.15800645513380182
Position 2636: 0.1129986013269459
Position 258: 0.06328077787299267
Position 4748: 0.03922238032284266
Position 5113: 0.02581087903937842
Position 2856: 0.018737768581624285
Position 2866: 0.014457511671783583
Position 2947: 0.007697867709685485
Position 1719: 0.007514933032383693
Position 2700: 0.007457464611063799
Position 2982: 0.007372901143840207
Position 3041: 0.007198153397615836
Position 1130: 0.006990609276918053
Position 4634: 0.0055108996160734645
Position 2228: 0.004814946729077781
Position 2843: 0.004758094631439046
Position 3948: 0.0041184689513593595
Position 2969: 0.0030496862752339114
Position 405: 0.0030315549116018484
Position 1310: 0.0029437364214820808
Position 807: 0.0025164875713581127
Position 4942: 0.0023751449407064225
Position 421: 0.001622812254820403
Position 1368: 0.0016222142706783203
Position 1614: 0.0015736024334427703
Position 1178: 0.0012538114715147273
Position 826: 0.0010245006552134254
Position 3045: 0.0009755746692940507
Position 121: 0.0009314531195112209
Position 398: 0.000913111653301115
Position 4507: 0.0009102855464510634
Position 2984: 0.000864231133315546
Position 5339: 0.0007984357293139347
Position 2826: 0.0006975592506473269
Position 143: 0.0006943976731469413
Position 2038: 0.000684976311493224
Position 630: 0.0005770484768863947
Position 359: 0.0005743382373888543
Position 3006: 0.000537584569146287
Position 2652: 0.0005169150297685478
Position 2393: 0.0003746592577016438
Position 4842: 0.00034986260339478064
Position 5140: 0.00034071133046898947
Position 2598: 0.0003272267882473352
Position 1134: 0.00032597933803070245
Position 2988: 0.0003067755309712628
Position 154: 0.00029718577786003235
Position 1198: 0.0002936876692508969
Position 2602: 0.0002841245833202722
Position 1241: 0.00028184822075067936
Position 2467: 0.00020688043243607466
Position 5372: 0.00020187517052195098
Position 3452: 0.00019726985432865488
Position 2996: 0.00018846419815917766
Position 2922: 0.00018706656930497027
Position 2462: 0.00017192881716861458
Position 4789: 0.00016274826824179251
Position 2920: 0.00016161846518531525
Position 842: 0.0001612401241030908
Position 1661: 0.00016031954977897595
Position 1549: 0.00015833888820272082
Position 3501: 0.00014291713719376348
Position 614: 0.00012007564684967917
Position 1799: 0.00011053666258119188
Position 4166: 0.00010645952262105859
Position 393: 0.00010012881157655891
Position 1643: 8.534296865555748e-05
Position 2184: 8.151454877479609e-05
Position 846: 7.987447006063309e-05
Position 385: 7.116187728824744e-05
Position 1637: 6.986825104096596e-05
Position 1078: 6.031768876838056e-05
Position 816: 5.975913372539586e-05
Position 1923: 5.7330654219735224e-05
Position 513: 5.6345421511018794e-05
Position 1025: 5.384742068799828e-05
Position 4782: 5.2078461363994946e-05
Position 4312: 4.906066309283599e-05
Position 1735: 4.827353753875649e-05
Position 4314: 3.867489938587007e-05
Position 768: 3.760762910115623e-05
Position 1999: 3.6689038701453304e-05
Position 733: 3.4575979915350605e-05
Position 4557: 3.211827362148839e-05
Position 720: 2.9401194212913338e-05
Position 1057: 2.9212273530391382e-05
Position 1888: 2.4659326608057608e-05
Position 2280: 1.9796491107601317e-05
Position 168: 1.7957992958872245e-05
Position 2144: 1.7650912979800165e-05
Position 1099: 1.6594918535935325e-05
Position 260: 1.5054876523140704e-05
Position 18: 1.4213181537707405e-05
Position 2681: 1.4185321541057308e-05
Position 609: 1.2524265760851662e-05
Position 289: 1.1818315184076839e-05
Position 1332: 1.0531180883423865e-05
Position 2498: 7.750576851681575e-06
Position 790: 6.248864128652199e-06
Position 4569: 5.265352242835717e-06
Position 2672: 4.898961323927054e-06
Position 865: 4.569168243128075e-06
Position 805: 3.333237227577365e-06
Position 735: 2.733983325509459e-06
Position 700: 2.3690404697158926e-06
Position 8: 2.157112753478486e-06
Position 851: 1.6292926696429253e-06
Position 4801: 1.243300885239636e-06
Position 5007: 6.126586886507619e-07
Position 687: 5.321852979326129e-07
Position 648: 4.4322872263124035e-07
Position 4729: 3.894892873724132e-07
Position 848: 2.8930325857843937e-07
Position 962: 8.975025439579698e-08
Position 4752: 7.18152007483936e-08
Position 2737: 5.2607222051175336e-08
Position 4636: 4.241733276042586e-08
Position 1493: 2.9256832615636544e-08
Position 1592: 1.8645786459023266e-08
Position 4770: 1.44564282437484e-08
Position 1313: 7.916572426871973e-09
Position 949: 4.5257795376243105e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2554: 0.9567624573407549
Position 4225: 0.9283443219467443
Position 961: 0.9124169906901408
Position 4467: 0.7890576332620839
Position 2733: 0.7780215588086381
Position 687: 0.7350362923276471
