Gene = Sct
index = 954
Annotated 5SS: [116 299 514]
Annotated 3SS: [196 408 609]
SMsplice 5SS: [116 299]
SMsplice 3SS: [196 609]
top_k =  1000
Partition function (log Z): -1.5673157807828308

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9986187102152346
Position 299: 0.8793847372540066
Position 514: 0.2067200609133658
Position 314: 0.006248372277720415
Position 285: 0.0035631008074174897
Position 559: 0.0020745716977174917
Position 280: 0.0009094858908202593
Position 336: 0.00032011835011192116
Position 125: 0.00012612707944731846
Position 88: 7.087258519865056e-05
Position 546: 6.0301311172578235e-05
Position 404: 3.210161425144609e-05
Position 399: 1.5196934937823929e-05
Position 393: 1.417332819754592e-05
Position 670: 1.1516296857020117e-05
Position 563: 1.033211254982033e-05
Position 518: 9.493169160938938e-06
Position 362: 7.247194202812062e-06
Position 253: 5.027532559672805e-06
Position 580: 2.9846744582150725e-06
Position 451: 2.44002865044464e-06
Position 487: 2.172703161482338e-06
Position 68: 8.601109582832464e-07
Position 484: 7.076712203838573e-07
Position 221: 4.42962263087053e-07
Position 684: 4.098744591942046e-07
Position 387: 3.4132278212572306e-07
Position 591: 5.445469033659246e-08
Position 677: 3.2983713102470245e-08
Position 691: 2.4040831856556445e-08
Position 136: 1.3237890886693586e-08
Position 625: 1.139982000481855e-08
Position 13: 3.939710439666139e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 196: 0.9888337969516438
Position 609: 0.9010891849508499
Position 434: 0.06771040544292127
Position 457: 0.03595182825602034
Position 441: 0.01160881347136118
Position 621: 0.011073185617824137
Position 436: 0.010642729648012269
Position 408: 0.010279433415153368
Position 669: 0.00974639798426534
Position 415: 0.00960001996794244
Position 689: 0.008763043395994754
Position 422: 0.007927436267231976
Position 591: 0.00620618121033083
Position 205: 0.005148554263686695
Position 499: 0.004542318742115283
Position 508: 0.0019530680391685747
Position 464: 0.0018870290472694639
Position 532: 0.0015085289235611612
Position 472: 0.0011961515268291228
Position 229: 0.0005989583590736217
Position 466: 0.00032134408081237555
Position 412: 0.00029165406961406036
Position 708: 0.0001832612039821208
Position 787: 0.00016716576597436514
Position 213: 0.00015013964560838225
Position 253: 0.0001347598484365937
Position 546: 0.0001344454899500223
Position 558: 0.00012188476380509496
Position 248: 7.411000899895953e-05
Position 233: 6.541255461061896e-05
Position 717: 5.988254194811318e-05
Position 278: 5.423172148404432e-05
Position 691: 2.8580975153920182e-05
Position 554: 2.849238541650352e-05
Position 739: 2.6932183912603644e-05
Position 756: 2.4649983252918637e-05
Position 730: 2.12470580838447e-05
Position 722: 1.1771932741460127e-05
Position 732: 1.1237399796841785e-05
Position 346: 1.0504343420856158e-05
Position 298: 5.041241426576437e-06
Position 238: 5.020295616640845e-06
Position 313: 3.794489489266844e-06
Position 327: 3.7453599710559935e-06
Position 259: 2.195772461715846e-06
Position 753: 1.2961579780922328e-06
Position 317: 6.480289724068278e-07
Position 266: 5.50048438301999e-07
Position 336: 3.9354192613935197e-07
Position 726: 3.212678365195794e-07
Position 293: 1.4609581814339605e-07
Position 518: 1.0625523008968583e-07
Position 303: 1.0429141886959462e-08
Position 115: 8.534960706389602e-13
Position 88: 3.7973277885998807e-13
Position 120: 1.6742009889047657e-15
Position 123: 1.261206683648706e-15
